task_id,project_id,task_title,task_description,task_phase,priority,status,assigned_to_employee_id,created_by_employee_id,estimated_hours,actual_hours,planned_start_date,due_date,completed_at,progress_percent,blocked_reason,requires_approval_for_reassignment,data_classification,last_updated_at
T00098,PRJ003,Deployment: Analyze product profitability,"Deployment: Analyze product profitability for Helios AI Sales Forecasting. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0077,E0005,12,0,2026-05-29,2026-06-05,,0,,true,Confidential,2026-08-17T10:00:00
T00099,PRJ004,Discovery: Employee self-service,"Discovery: Employee self-service for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0022,E0002,24,29.5,2025-03-03,2025-03-10,2025-03-10T16:00:00,100,,false,Confidential,2026-08-09T16:00:00
T00100,PRJ004,Discovery: Leave workflow,"Discovery: Leave workflow for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0079,E0002,24,28.9,2025-03-16,2025-03-25,2025-03-25T16:00:00,100,,false,Confidential,2026-08-21T15:00:00
T00101,PRJ004,Discovery: Role assignment,"Discovery: Role assignment for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0114,E0002,80,77.6,2025-03-29,2025-04-26,2025-04-26T16:00:00,100,,true,Confidential,2026-08-23T15:00:00
T00102,PRJ004,Discovery: Payroll interface,"Discovery: Payroll interface for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0022,E0002,80,72.2,2025-04-12,2025-05-06,2025-05-06T16:00:00,100,,true,Confidential,2026-08-26T10:00:00
T00103,PRJ004,Discovery: Validate payroll interface,"Discovery: Validate payroll interface for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0036,E0002,32,36.9,2025-04-25,2025-05-06,2025-05-06T16:00:00,100,,false,Confidential,2026-08-16T08:00:00
T00104,PRJ004,Discovery: Create manager dashboard,"Discovery: Create manager dashboard for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0126,E0002,40,41.1,2025-05-09,2025-05-23,2025-05-23T16:00:00,100,,false,Confidential,2026-08-28T17:00:00
T00105,PRJ004,Discovery: Conduct privacy assessment,"Discovery: Conduct privacy assessment for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0105,E0002,16,14.2,2025-05-22,2025-06-01,2025-06-01T16:00:00,100,,false,Confidential,2026-08-09T08:00:00
T00106,PRJ004,Design: Prepare training material,"Design: Prepare training material for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0161,E0002,48,50.0,2025-06-05,2025-06-19,2025-06-19T16:00:00,100,,true,Confidential,2026-08-13T13:00:00
T00107,PRJ004,Design: Run user acceptance testing,"Design: Run user acceptance testing for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0036,E0002,8,7.3,2025-06-18,2025-06-23,2025-06-23T16:00:00,100,,false,Confidential,2026-08-23T14:00:00
T00108,PRJ004,Design: Map employee lifecycle process,"Design: Map employee lifecycle process for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0036,E0002,60,63.2,2025-07-02,2025-07-21,2025-07-21T16:00:00,100,,true,Confidential,2026-08-04T14:00:00
T00109,PRJ004,Design: Define leave workflow,"Design: Define leave workflow for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0077,E0002,16,19.1,2025-07-15,2025-07-25,2025-07-25T16:00:00,100,,false,Confidential,2026-08-05T16:00:00
T00110,PRJ004,Design: Configure role permissions,"Design: Configure role permissions for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0079,E0002,20,18.9,2025-07-29,2025-08-13,2025-08-13T16:00:00,100,,false,Confidential,2026-08-19T11:00:00
T00111,PRJ004,Design: Migrate employee master data,"Design: Migrate employee master data for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0156,E0002,16,17.0,2025-08-11,2025-08-17,2025-08-17T16:00:00,100,,false,Confidential,2026-08-13T11:00:00
T00112,PRJ004,Design: Validate payroll interface,"Design: Validate payroll interface for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0050,E0002,16,13.8,2025-08-25,2025-08-30,2025-08-30T16:00:00,100,,false,Confidential,2026-08-19T13:00:00
T00113,PRJ004,Build: Create manager dashboard,"Build: Create manager dashboard for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0077,E0002,60,62.7,2025-09-07,2025-09-24,2025-09-24T16:00:00,100,,true,Confidential,2026-08-26T18:00:00
T00114,PRJ004,Build: Conduct privacy assessment,"Build: Conduct privacy assessment for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0022,E0002,20,18.8,2025-09-21,2025-10-04,2025-10-04T16:00:00,100,,false,Confidential,2026-08-15T15:00:00
T00115,PRJ004,Build: Prepare training material,"Build: Prepare training material for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,Low,Completed,E0114,E0002,80,79.7,2025-10-04,2025-11-01,2025-11-01T16:00:00,100,,true,Confidential,2026-08-27T13:00:00
T00116,PRJ004,Build: Run user acceptance testing,"Build: Run user acceptance testing for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0161,E0002,48,54.5,2025-10-17,2025-11-07,2025-11-07T16:00:00,100,,true,Confidential,2026-08-17T11:00:00
T00117,PRJ004,Build: Map employee lifecycle process,"Build: Map employee lifecycle process for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0126,E0002,16,19.1,2025-10-31,2025-11-12,2025-11-12T16:00:00,100,,false,Confidential,2026-08-22T10:00:00
T00118,PRJ004,Build: Define leave workflow,"Build: Define leave workflow for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0079,E0002,32,37.2,2025-11-13,2025-11-26,2025-11-26T16:00:00,100,,false,Confidential,2026-08-03T08:00:00
T00119,PRJ004,Test: Configure role permissions,"Test: Configure role permissions for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0161,E0002,60,71.6,2025-11-27,2025-12-14,2025-12-14T16:00:00,100,,true,Confidential,2026-08-28T11:00:00
T00120,PRJ004,Test: Migrate employee master data,"Test: Migrate employee master data for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0077,E0002,32,32.6,2025-12-10,2025-12-25,2025-12-25T16:00:00,100,,false,Confidential,2026-08-05T18:00:00
T00121,PRJ004,Test: Validate payroll interface,"Test: Validate payroll interface for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0022,E0002,8,9.1,2025-12-24,2025-12-29,2025-12-29T16:00:00,100,,false,Confidential,2026-08-17T14:00:00
T00122,PRJ004,Test: Create manager dashboard,"Test: Create manager dashboard for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0156,E0002,32,24.7,2026-01-06,2026-01-20,,70,,false,Confidential,2026-08-22T10:00:00
T00123,PRJ004,Test: Conduct privacy assessment,"Test: Conduct privacy assessment for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0126,E0002,16,6.7,2026-01-20,2026-01-27,,40,,false,Confidential,2026-08-03T10:00:00
T00124,PRJ004,Test: Prepare training material,"Test: Prepare training material for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0022,E0002,40,34.5,2026-02-02,2026-02-19,,80,,false,Confidential,2026-08-16T12:00:00
T00125,PRJ004,Test: Run user acceptance testing,"Test: Run user acceptance testing for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0156,E0002,40,39.3,2026-02-16,2026-03-07,,80,,false,Confidential,2026-08-03T13:00:00
T00126,PRJ004,Deployment: Map employee lifecycle process,"Deployment: Map employee lifecycle process for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,In Progress,E0022,E0002,12,6.6,2026-03-01,2026-03-14,,60,,true,Confidential,2026-08-05T08:00:00
T00127,PRJ004,Deployment: Define leave workflow,"Deployment: Define leave workflow for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,Not Started,E0077,E0002,16,0,2026-03-15,2026-03-20,,0,,true,Confidential,2026-08-11T12:00:00
T00128,PRJ004,Deployment: Configure role permissions,"Deployment: Configure role permissions for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0050,E0002,80,0,2026-03-28,2026-04-24,,0,,true,Confidential,2026-08-12T16:00:00
T00129,PRJ004,Deployment: Migrate employee master data,"Deployment: Migrate employee master data for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,Not Started,E0079,E0002,24,0,2026-04-11,2026-04-23,,0,,true,Confidential,2026-08-19T13:00:00
T00130,PRJ004,Deployment: Validate payroll interface,"Deployment: Validate payroll interface for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,Not Started,E0079,E0002,12,0,2026-04-24,2026-04-29,,0,,true,Confidential,2026-08-24T10:00:00
T00131,PRJ004,Deployment: Create manager dashboard,"Deployment: Create manager dashboard for Orion HRMS Modernization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0022,E0002,8,0,2026-05-08,2026-05-13,,0,,true,Confidential,2026-08-12T18:00:00
T00132,PRJ005,Discovery: Identity inventory,"Discovery: Identity inventory for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0133,E0008,12,12.0,2025-03-27,2025-04-08,2025-04-08T16:00:00,100,,true,Confidential,2026-08-05T17:00:00
T00133,PRJ005,Discovery: Conditional access,"Discovery: Conditional access for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0017,E0008,12,12.2,2025-04-05,2025-04-10,2025-04-10T16:00:00,100,,true,Confidential,2026-08-23T17:00:00
T00134,PRJ005,Discovery: Privileged access,"Discovery: Privileged access for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0049,E0008,8,7.3,2025-04-15,2025-04-20,2025-04-20T16:00:00,100,,true,Confidential,2026-08-03T18:00:00
T00135,PRJ005,Discovery: Continuous authorization,"Discovery: Continuous authorization for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0038,E0008,20,17.8,2025-04-25,2025-05-06,2025-05-06T16:00:00,100,,true,Confidential,2026-08-26T13:00:00
T00136,PRJ005,Discovery: Review security logs,"Discovery: Review security logs for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0077,E0008,32,34.2,2025-05-05,2025-05-18,2025-05-18T16:00:00,100,,true,Confidential,2026-08-28T12:00:00
T00137,PRJ005,Discovery: Conduct penetration test,"Discovery: Conduct penetration test for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0038,E0008,12,14.1,2025-05-15,2025-05-28,2025-05-28T16:00:00,100,,true,Confidential,2026-08-14T14:00:00
T00138,PRJ005,Design: Define incident response,"Design: Define incident response for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0038,E0008,16,18.9,2025-05-25,2025-05-31,2025-05-31T16:00:00,100,,true,Confidential,2026-08-21T08:00:00
T00139,PRJ005,Design: Validate encryption settings,"Design: Validate encryption settings for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0077,E0008,60,63.8,2025-06-04,2025-06-27,2025-06-27T16:00:00,100,,true,Confidential,2026-08-15T11:00:00
T00140,PRJ005,Design: Complete security sign-off,"Design: Complete security sign-off for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0077,E0008,20,25.0,2025-06-14,2025-06-22,2025-06-22T16:00:00,100,,true,Confidential,2026-08-23T18:00:00
T00141,PRJ005,Design: Perform threat assessment,"Design: Perform threat assessment for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0077,E0008,32,39.6,2025-06-24,2025-07-05,2025-07-05T16:00:00,100,,true,Confidential,2026-08-08T08:00:00
T00142,PRJ005,Design: Configure identity policy,"Design: Configure identity policy for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0133,E0008,32,30.0,2025-07-04,2025-07-18,2025-07-18T16:00:00,100,,true,Confidential,2026-08-12T10:00:00
T00143,PRJ005,Design: Implement least-privilege controls,"Design: Implement least-privilege controls for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0083,E0008,48,42.9,2025-07-14,2025-07-30,2025-07-30T16:00:00,100,,true,Confidential,2026-08-13T09:00:00
T00144,PRJ005,Build: Test privileged access,"Build: Test privileged access for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0200,E0008,40,41.5,2025-07-24,2025-08-05,2025-08-05T16:00:00,100,,true,Confidential,2026-08-09T17:00:00
T00145,PRJ005,Build: Review security logs,"Build: Review security logs for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,In Progress,E0200,E0008,48,21.0,2025-08-03,2025-08-23,,50,,true,Confidential,2026-08-05T08:00:00
T00146,PRJ005,Build: Conduct penetration test,"Build: Conduct penetration test for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,High,In Progress,E0017,E0008,8,7.0,2025-08-13,2025-08-22,,80,,true,Confidential,2026-08-17T09:00:00
T00147,PRJ005,Build: Define incident response,"Build: Define incident response for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,High,In Progress,E0083,E0008,60,13.3,2025-08-22,2025-09-09,,25,,true,Confidential,2026-08-19T09:00:00
T00148,PRJ005,Build: Validate encryption settings,"Build: Validate encryption settings for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,High,In Progress,E0083,E0008,48,41.2,2025-09-01,2025-09-16,,70,,true,Confidential,2026-08-15T17:00:00
T00149,PRJ005,Build: Complete security sign-off,"Build: Complete security sign-off for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,In Progress,E0049,E0008,32,31.0,2025-09-11,2025-09-25,,80,,true,Confidential,2026-08-28T18:00:00
T00150,PRJ005,Test: Perform threat assessment,"Test: Perform threat assessment for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,Low,Not Started,E0017,E0008,80,0,2025-09-21,2025-10-16,,0,,true,Confidential,2026-08-12T11:00:00
T00151,PRJ005,Test: Configure identity policy,"Test: Configure identity policy for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0133,E0008,16,0,2025-10-01,2025-10-06,,0,,true,Confidential,2026-08-10T11:00:00
T00152,PRJ005,Test: Implement least-privilege controls,"Test: Implement least-privilege controls for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Not Started,E0077,E0008,24,0,2025-10-11,2025-10-24,,0,,true,Confidential,2026-08-18T16:00:00
T00153,PRJ005,Test: Test privileged access,"Test: Test privileged access for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0083,E0008,8,0,2025-10-21,2025-10-26,,0,,true,Confidential,2026-08-07T15:00:00
T00154,PRJ005,Test: Review security logs,"Test: Review security logs for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0083,E0008,48,0,2025-10-31,2025-11-17,,0,,true,Confidential,2026-08-09T09:00:00
T00155,PRJ005,Test: Conduct penetration test,"Test: Conduct penetration test for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0133,E0008,40,0,2025-11-10,2025-11-25,,0,,true,Confidential,2026-08-12T12:00:00
T00156,PRJ005,Deployment: Define incident response,"Deployment: Define incident response for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,Not Started,E0083,E0008,32,0,2025-11-20,2025-12-08,,0,,true,Confidential,2026-08-11T18:00:00
T00157,PRJ005,Deployment: Validate encryption settings,"Deployment: Validate encryption settings for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0200,E0008,32,0,2025-11-30,2025-12-16,,0,,true,Confidential,2026-08-13T16:00:00
T00158,PRJ005,Deployment: Complete security sign-off,"Deployment: Complete security sign-off for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0133,E0008,32,0,2025-12-10,2025-12-21,,0,,true,Confidential,2026-08-10T08:00:00
T00159,PRJ005,Deployment: Perform threat assessment,"Deployment: Perform threat assessment for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0077,E0008,16,0,2025-12-20,2025-12-31,,0,,true,Confidential,2026-08-05T12:00:00
T00160,PRJ005,Deployment: Configure identity policy,"Deployment: Configure identity policy for Vega Zero Trust Program. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,Not Started,E0049,E0008,40,0,2025-12-30,2026-01-14,,0,,true,Confidential,2026-08-22T09:00:00
T00161,PRJ006,Discovery: Capacity model,"Discovery: Capacity model for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0099,E0007,20,24.4,2025-04-08,2025-04-14,2025-04-14T16:00:00,100,,false,Internal,2026-08-06T17:00:00
T00162,PRJ006,Discovery: Shift scheduling,"Discovery: Shift scheduling for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Critical,Completed,E0099,E0007,60,62.7,2025-04-21,2025-05-07,2025-05-07T16:00:00,100,,true,Internal,2026-08-22T14:00:00
T00163,PRJ006,Discovery: Escalation automation,"Discovery: Escalation automation for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0043,E0007,20,22.9,2025-05-05,2025-05-15,2025-05-15T16:00:00,100,,false,Internal,2026-08-18T18:00:00
T00164,PRJ006,Discovery: Operations KPI board,"Discovery: Operations KPI board for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0105,E0007,48,59.8,2025-05-19,2025-06-04,2025-06-04T16:00:00,100,,true,Internal,2026-08-22T18:00:00
T00165,PRJ006,Discovery: Prepare operating procedure,"Discovery: Prepare operating procedure for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0056,E0007,80,84.5,2025-06-02,2025-07-01,2025-07-01T16:00:00,100,,true,Internal,2026-08-05T16:00:00
T00166,PRJ006,Discovery: Run process simulation,"Discovery: Run process simulation for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0200,E0007,32,33.3,2025-06-16,2025-07-02,2025-07-02T16:00:00,100,,false,Internal,2026-08-13T18:00:00
T00167,PRJ006,Design: Measure cycle-time improvement,"Design: Measure cycle-time improvement for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0200,E0007,48,55.8,2025-06-30,2025-07-15,2025-07-15T16:00:00,100,,true,Internal,2026-08-08T13:00:00
T00168,PRJ006,Design: Create operations dashboard,"Design: Create operations dashboard for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0099,E0007,80,87.0,2025-07-14,2025-08-12,2025-08-12T16:00:00,100,,true,Internal,2026-08-16T11:00:00
T00169,PRJ006,Design: Conduct readiness review,"Design: Conduct readiness review for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0043,E0007,80,74.2,2025-07-28,2025-08-21,2025-08-21T16:00:00,100,,true,Internal,2026-08-16T14:00:00
T00170,PRJ006,Design: Map operational workflow,"Design: Map operational workflow for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0088,E0007,80,95.2,2025-08-11,2025-09-08,2025-09-08T16:00:00,100,,true,Internal,2026-08-12T09:00:00
T00171,PRJ006,Design: Analyze capacity constraints,"Design: Analyze capacity constraints for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0105,E0007,80,75.8,2025-08-25,2025-09-24,2025-09-24T16:00:00,100,,true,Internal,2026-08-20T09:00:00
T00172,PRJ006,Build: Configure escalation rules,"Build: Configure escalation rules for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0056,E0007,12,15.0,2025-09-08,2025-09-15,2025-09-15T16:00:00,100,,false,Internal,2026-08-12T13:00:00
T00173,PRJ006,Build: Validate service-level targets,"Build: Validate service-level targets for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0043,E0007,12,13.5,2025-09-22,2025-10-04,2025-10-04T16:00:00,100,,false,Internal,2026-08-07T13:00:00
T00174,PRJ006,Build: Prepare operating procedure,"Build: Prepare operating procedure for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0028,E0007,80,90.4,2025-10-06,2025-10-27,2025-10-27T16:00:00,100,,true,Internal,2026-08-10T15:00:00
T00175,PRJ006,Build: Run process simulation,"Build: Run process simulation for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0088,E0007,60,51.3,2025-10-20,2025-11-06,2025-11-06T16:00:00,100,,true,Internal,2026-08-09T12:00:00
T00176,PRJ006,Build: Measure cycle-time improvement,"Build: Measure cycle-time improvement for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0056,E0007,24,22.0,2025-11-03,2025-11-17,2025-11-17T16:00:00,100,,false,Internal,2026-08-25T10:00:00
T00177,PRJ006,Test: Create operations dashboard,"Test: Create operations dashboard for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0088,E0007,60,52.1,2025-11-17,2025-12-05,2025-12-05T16:00:00,100,,true,Internal,2026-08-06T12:00:00
T00178,PRJ006,Test: Conduct readiness review,"Test: Conduct readiness review for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0043,E0007,40,41.8,2025-12-01,2025-12-16,2025-12-16T16:00:00,100,,false,Internal,2026-08-05T15:00:00
T00179,PRJ006,Test: Map operational workflow,"Test: Map operational workflow for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0061,E0007,8,8.7,2025-12-15,2025-12-27,2025-12-27T16:00:00,100,,false,Internal,2026-08-21T15:00:00
T00180,PRJ006,Test: Analyze capacity constraints,"Test: Analyze capacity constraints for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0028,E0007,16,16.4,2025-12-29,2026-01-12,2026-01-12T16:00:00,100,,false,Internal,2026-08-13T17:00:00
T00181,PRJ006,Test: Configure escalation rules,"Test: Configure escalation rules for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0099,E0007,24,15.7,2026-01-12,2026-01-22,,60,,false,Internal,2026-08-12T10:00:00
T00182,PRJ006,Deployment: Validate service-level targets,"Deployment: Validate service-level targets for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,In Progress,E0169,E0007,32,27.8,2026-01-26,2026-02-06,,80,,true,Internal,2026-08-22T12:00:00
T00183,PRJ006,Deployment: Prepare operating procedure,"Deployment: Prepare operating procedure for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,In Progress,E0200,E0007,48,39.2,2026-02-09,2026-02-25,,70,,true,Internal,2026-08-25T15:00:00
T00184,PRJ006,Deployment: Run process simulation,"Deployment: Run process simulation for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,In Progress,E0062,E0007,60,40.8,2026-02-23,2026-03-16,,60,,true,Internal,2026-08-07T16:00:00
T00185,PRJ006,Deployment: Measure cycle-time improvement,"Deployment: Measure cycle-time improvement for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0169,E0007,32,0,2026-03-09,2026-03-19,,0,,true,Internal,2026-08-14T11:00:00
T00186,PRJ006,Deployment: Create operations dashboard,"Deployment: Create operations dashboard for Phoenix Operations Optimization. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0028,E0007,16,0,2026-03-23,2026-04-02,,0,,true,Internal,2026-08-17T15:00:00
T00187,PRJ007,Discovery: Mobile authentication,"Discovery: Mobile authentication for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0078,E0010,24,24.6,2025-04-21,2025-04-30,2025-04-30T16:00:00,100,,false,Confidential,2026-08-15T17:00:00
T00188,PRJ007,Discovery: Offline case notes,"Discovery: Offline case notes for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0128,E0010,48,59.1,2025-04-28,2025-05-14,2025-05-14T16:00:00,100,,true,Confidential,2026-08-25T15:00:00
T00189,PRJ007,Discovery: Push notifications,"Discovery: Push notifications for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0139,E0010,20,21.2,2025-05-06,2025-05-12,2025-05-12T16:00:00,100,,false,Confidential,2026-08-20T11:00:00
T00190,PRJ007,Discovery: App store readiness,"Discovery: App store readiness for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0128,E0010,12,12.3,2025-05-13,2025-05-21,2025-05-21T16:00:00,100,,false,Confidential,2026-08-16T17:00:00
T00191,PRJ007,Discovery: Create support knowledge links,"Discovery: Create support knowledge links for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0151,E0010,8,7.2,2025-05-21,2025-05-26,2025-05-26T16:00:00,100,,false,Confidential,2026-08-07T08:00:00
T00192,PRJ007,Discovery: Run usability testing,"Discovery: Run usability testing for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0050,E0010,32,27.4,2025-05-28,2025-06-08,2025-06-08T16:00:00,100,,false,Confidential,2026-08-16T16:00:00
T00193,PRJ007,Discovery: Validate service analytics,"Discovery: Validate service analytics for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0078,E0010,60,65.4,2025-06-05,2025-06-25,2025-06-25T16:00:00,100,,true,Confidential,2026-08-04T10:00:00
T00194,PRJ007,Design: Prepare support training,"Design: Prepare support training for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0094,E0010,8,7.1,2025-06-12,2025-06-24,2025-06-24T16:00:00,100,,false,Confidential,2026-08-11T08:00:00
