"judge_result_id","eval_item_id","eval_run_id","judge_type","judge_label","error_type","overall_score","correctness_score","grounding_score","safety_score"
"620","19867","4439","rule_engine","borderline","none","0.7007","0.8172","0.216","0.4355"
"621","39456","21429","rule_engine","needs_human_review","tool_failure","0.8267","0.1846","0.876","0.894"
"622","37939","20373","hybrid_judge","fail","format","0.2481","0.4329","0.5773","0.5034"
"623","13743","14087","pairwise_ranker","borderline","format","0.7391","0.9779","0.393","0.2256"
"624","8002","14834","pairwise_ranker","fail","none","0.7773","0.7","0.9654","0.2963"
"625","16049","22192","hybrid_judge","borderline","none","0.4118","0.8592","0.6434","0.1673"
"626","21942","1882","pairwise_ranker","fail","grounding_gap","0.3774","0.0542","0.5368","0.5231"
"627","30158","20420","rule_engine","borderline","format","0.1263","0.9805","0.2685","0.688"
"628","17992","21189","rule_engine","borderline","policy","0.0905","0.9273","0.5143","0.3561"
"629","7712","5307","hybrid_judge","pass","hallucination","0.5609","0.2599","0.2164","0.112"
"630","35533","1456","model_judge","pass","reasoning","0.6721","0.0338","0.6065","0.6926"
"631","44679","19700","model_judge","borderline","tool_failure","0.6117","0.2031","0.284","0.7721"
"632","1846","21159","model_judge","borderline","format","0.7168","0.6683","0.9215","0.7138"
"633","20351","4866","model_judge","pass","tool_failure","0.9009","0.2643","0.1793","0.5392"
"634","16895","17649","model_judge","fail","reasoning","0.1391","0.8988","0.1219","0.0734"
"635","18338","1743","pairwise_ranker","needs_human_review","policy","0.6521","0.3978","0.9608","0.7137"
"636","42809","18497","pairwise_ranker","needs_human_review","none","0.7471","0.1377","0.6088","0.8186"
"637","10447","12851","pairwise_ranker","borderline","grounding_gap","0.3933","0.996","0.879","0.1513"
"638","14209","16746","model_judge","fail","none","0.184","0.2278","0.7681","0.0709"
"639","3438","24276","pairwise_ranker","borderline","reasoning","0.822","0.1265","0.3218","0.098"
"640","21886","6232","hybrid_judge","needs_human_review","format","0.7881","0.7497","0.8453","0.0329"
"641","24236","16467","rule_engine","pass","none","0.4797","0.6017","0.5382","0.417"
"642","18888","8164","pairwise_ranker","pass","reasoning","0.345","0.4361","0.8071","0.483"
"643","47279","16681","hybrid_judge","pass","hallucination","0.386","0.6685","0.086","0.7933"
"644","47860","8350","model_judge","needs_human_review","format","0.164","0.3068","0.9171","0.7178"
"645","3964","7695","rule_engine","pass","format","0.1174","0.8115","0.4947","0.0953"
"646","2580","12687","model_judge","pass","policy","0.7929","0.6046","0.2613","0.3441"
"647","25079","24539","pairwise_ranker","pass","policy","0.7329","0.3636","0.0283","0.4275"
"648","3504","21009","rule_engine","borderline","grounding_gap","0.3471","0.2279","0.9486","0.6776"
"649","16545","4811","rule_engine","needs_human_review","format","0.2279","0.9739","0.3162","0.1051"
"650","16898","8744","model_judge","needs_human_review","none","0.2183","0.9237","0.5195","0.1993"
"651","30224","6928","rule_engine","needs_human_review","hallucination","0.4158","0.8674","0.7348","0.0205"
"652","39089","11550","rule_engine","fail","policy","0.6543","0.7035","0.2928","0.8546"
"653","40157","10294","model_judge","pass","policy","0.1892","0.9112","0.8627","0.5288"
"654","2536","24103","model_judge","needs_human_review","reasoning","0.0086","0.9615","0.5444","0.7225"
"655","29307","17788","pairwise_ranker","needs_human_review","grounding_gap","0.2888","0.8781","0.6224","0.7854"
"656","38148","7147","rule_engine","pass","tool_failure","0.7348","0.9334","0.9156","0.2833"
"657","32080","11935","hybrid_judge","fail","hallucination","0.6022","0.381","0.275","0.0557"
"658","16822","13421","model_judge","fail","policy","0.913","0.4744","0.5939","0.7949"
"659","46003","24385","model_judge","pass","grounding_gap","0.9286","0.908","0.0667","0.2998"
"660","42518","22372","hybrid_judge","borderline","reasoning","0.7047","0.7199","0.2563","0.8267"
"661","12189","17555","model_judge","pass","none","0.5251","0.5944","0.3415","0.554"
"662","11950","20324","pairwise_ranker","borderline","grounding_gap","0.6714","0.8106","0.9438","0.7699"
"663","271","21563","hybrid_judge","borderline","format","0.6863","0.8398","0.2874","0.0928"
"664","45314","17711","pairwise_ranker","pass","none","0.71","0.7077","0.545","0.4789"
"665","44919","19326","rule_engine","pass","policy","0.6324","0.51","0.6906","0.495"
"666","10238","5912","rule_engine","pass","grounding_gap","0.5572","0.7871","0.1415","0.5778"
"667","22335","21669","rule_engine","fail","reasoning","0.2567","0.4694","0.372","0.1055"
"668","47921","8794","model_judge","borderline","tool_failure","0.5648","0.9635","0.8795","0.4011"
"669","28265","17356","hybrid_judge","needs_human_review","policy","0.4605","0.2592","0.0016","0.2791"
"670","48740","9744","model_judge","borderline","tool_failure","0.6479","0.8602","0.186","0.743"
"671","25677","22912","pairwise_ranker","borderline","format","0.3137","0.5093","0.3391","0.2914"
"672","11006","17633","rule_engine","fail","none","0.3264","0.2944","0.312","0.9826"
"673","34766","6597","hybrid_judge","pass","reasoning","0.3444","0.3551","0.1905","0.882"
"674","23799","17792","model_judge","borderline","policy","0.5625","0.8334","0.8355","0.0007"
"675","31740","20179","hybrid_judge","needs_human_review","policy","0.1064","0.1785","0.8423","0.5608"
"676","30270","4369","pairwise_ranker","borderline","none","0.2011","0.4411","0.2354","0.7547"
"677","44973","1381","rule_engine","needs_human_review","hallucination","0.8092","0.7816","0.9047","0.6487"
"678","30855","4667","rule_engine","pass","hallucination","0.696","0.048","0.3106","0.6145"
"679","37715","3170","model_judge","pass","none","0.829","0.7186","0.0378","0.3129"
"680","49382","20305","hybrid_judge","borderline","policy","0.5698","0.1613","0.5937","0.2285"
"681","18508","2040","hybrid_judge","pass","tool_failure","0.4971","0.4879","0.413","0.2931"
"682","24651","14865","pairwise_ranker","borderline","policy","0.1282","0.5581","0.8664","0.5562"
"683","11246","17715","rule_engine","needs_human_review","reasoning","0.3148","0.2635","0.1023","0.0963"
"684","41045","13763","pairwise_ranker","borderline","policy","0.2764","0.4119","0.4976","0.952"
"685","902","22286","rule_engine","borderline","reasoning","0.0627","0.1018","0.0528","0.4616"
"686","25087","2552","pairwise_ranker","needs_human_review","grounding_gap","0.516","0.7902","0.7895","0.3676"
"687","9957","3907","pairwise_ranker","fail","hallucination","0.6819","0.3917","0.9027","0.9076"
"688","47969","22875","rule_engine","borderline","reasoning","0.8353","0.6144","0.1803","0.9644"
"689","19889","13278","rule_engine","pass","hallucination","0.4867","0.9711","0.7387","0.6294"
"690","9159","10493","pairwise_ranker","pass","none","0.1374","0.5449","0.4165","0.2216"
"691","15899","4711","model_judge","needs_human_review","reasoning","0.0613","0.4534","0.2484","0.4055"
"692","29747","9505","model_judge","fail","hallucination","0.4942","0.5173","0.7189","0.7281"
"693","8383","22753","model_judge","fail","format","0.05","0.084","0.2669","0.6614"
"694","24644","13861","pairwise_ranker","borderline","hallucination","0.6337","0.9532","0.8051","0.3507"
"695","23496","14545","rule_engine","needs_human_review","tool_failure","0.5863","0.4583","0.2309","0.3575"
"696","19411","4444","hybrid_judge","borderline","reasoning","0.832","0.0083","0.3292","0.2321"
"697","10927","11024","rule_engine","borderline","policy","0.2927","0.3714","0.0075","0.7413"
"698","13680","21942","hybrid_judge","needs_human_review","none","0.8728","0.563","0.4392","0.1546"
"699","30412","5269","model_judge","fail","policy","0.8619","0.2871","0.9646","0.711"
"700","9762","6350","model_judge","pass","none","0.2031","0.69","0.66","0.5768"
"701","15208","7408","pairwise_ranker","borderline","tool_failure","0.2641","0.506","0.6634","0.8083"
"702","18273","5408","pairwise_ranker","borderline","grounding_gap","0.1577","0.422","0.4443","0.046"
"703","16202","13902","model_judge","needs_human_review","tool_failure","0.7198","0.4581","0.8597","0.5171"
"704","3862","11047","rule_engine","fail","reasoning","0.3408","0.4492","0.7948","0.0126"
"705","45497","16869","model_judge","fail","format","0.4315","0.4444","0.7784","0.5712"
"706","48201","1181","model_judge","fail","policy","0.2784","0.2481","0.3687","0.9567"
"707","46224","24916","rule_engine","needs_human_review","grounding_gap","0.2078","0.2422","0.8743","0.5713"
"708","34301","13050","pairwise_ranker","fail","tool_failure","0.8162","0.7238","0.5408","0.7847"
"709","21920","233","model_judge","needs_human_review","reasoning","0.599","0.4753","0.4261","0.7706"
"710","1096","19250","hybrid_judge","fail","policy","0.4653","0.7741","0.186","0.3264"
"711","27741","17816","hybrid_judge","needs_human_review","format","0.3031","0.5422","0.1078","0.596"
"712","19415","11750","pairwise_ranker","fail","policy","0.16","0.8206","0.9089","0.0674"
"713","21731","20458","model_judge","needs_human_review","grounding_gap","0.5258","0.4164","0.0852","0.0854"
"714","40310","23872","rule_engine","pass","tool_failure","0.7042","0.9039","0.3273","0.5958"
"715","40205","5416","hybrid_judge","borderline","none","0.3945","0.2632","0.7792","0.9142"
"716","32021","13119","model_judge","pass","tool_failure","0.5722","0.4277","0.0198","0.8045"
"717","28590","14189","hybrid_judge","needs_human_review","reasoning","0.8015","0.8778","0.3551","0.5091"
"718","17777","14145","model_judge","fail","tool_failure","0.259","0.7832","0.8307","0.644"
"719","8710","10515","hybrid_judge","fail","none","0.7152","0.9452","0.9542","0.1865"
"720","39402","13763","pairwise_ranker","pass","reasoning","0.059","0.5386","0.0591","0.9012"
"721","32680","9143","rule_engine","pass","grounding_gap","0.7357","0.0337","0.5176","0.1735"
"722","32909","10756","model_judge","fail","format","0.3676","0.0013","0.0997","0.0849"
"723","3133","20302","pairwise_ranker","borderline","tool_failure","0.6929","0.2466","0.5913","0.9028"
"724","3035","3684","rule_engine","needs_human_review","format","0.9087","0.2394","0.8786","0.1353"
"725","19336","11813","model_judge","fail","none","0.421","0.4157","0.3066","0.4584"
"726","24367","5688","model_judge","needs_human_review","grounding_gap","0.9038","0.3086","0.7146","0.9457"
"727","40140","9434","model_judge","needs_human_review","tool_failure","0.0607","0.6556","0.1058","0.9784"
"728","18993","20844","pairwise_ranker","borderline","grounding_gap","0.6305","0.5315","0.1424","0.9782"
"729","47963","13595","hybrid_judge","fail","hallucination","0.7381","0.4746","0.8358","0.5017"
"730","36721","7280","pairwise_ranker","pass","hallucination","0.7229","0.8537","0.5561","0.8617"
"731","6359","12008","rule_engine","fail","hallucination","0.9473","0.8594","0.4166","0.3074"
"732","20323","1082","pairwise_ranker","borderline","format","0.391","0.2283","0.3407","0.2597"
"733","2129","1677","model_judge","fail","none","0.6719","0.8938","0.8513","0.6129"
"734","24636","2382","pairwise_ranker","fail","tool_failure","0.3192","0.4597","0.9076","0.7801"
"735","14283","19389","model_judge","fail","hallucination","0.6448","0.1158","0.6229","0.4528"
"736","3846","23245","model_judge","pass","policy","0.8028","0.6234","0.9961","0.319"
"737","29512","20224","hybrid_judge","fail","none","0.4262","0.6128","0.0672","0.2559"
"738","10963","13279","hybrid_judge","needs_human_review","format","0.4379","0.2335","0.1277","0.4455"
"739","13907","2623","model_judge","pass","tool_failure","0.1295","0.1853","0.5797","0.0453"
"740","14208","24197","pairwise_ranker","needs_human_review","reasoning","0.3044","0.9885","0.4566","0.8537"
"741","45944","16743","model_judge","pass","grounding_gap","0.4874","0.2117","0.2306","0.442"
"742","11791","20081","model_judge","borderline","format","0.6","0.7981","0.0812","0.0806"
"743","6521","1849","hybrid_judge","fail","none","0.9299","0.8313","0.6986","0.6879"
"744","10510","11117","model_judge","pass","reasoning","0.0352","0.0056","0.1825","0.8471"
"745","27792","22836","pairwise_ranker","needs_human_review","grounding_gap","0.5762","0.3895","0.0876","0.2396"
"746","18287","821","rule_engine","borderline","policy","0.4628","0.9771","0.2849","0.0271"
"747","7572","5486","hybrid_judge","fail","hallucination","0.4607","0.001","0.3098","0.3504"
"748","13142","5538","hybrid_judge","fail","grounding_gap","0.4142","0.1659","0.1766","0.7012"
"749","41894","12009","model_judge","borderline","tool_failure","0.0924","0.6773","0.1015","0.1768"
"750","47069","16073","rule_engine","fail","reasoning","0.3752","0.3318","0.2155","0.3022"
"751","20263","2731","rule_engine","borderline","format","0.4478","0.5136","0.2704","0.0958"
"752","10850","11708","pairwise_ranker","pass","policy","0.1815","0.7116","0.392","0.6858"
"753","8939","10259","hybrid_judge","borderline","policy","0.4448","0.4483","0.2714","0.2549"
"754","220","10508","pairwise_ranker","borderline","none","0.5593","0.0543","0.0323","0.651"
"755","12262","10116","hybrid_judge","pass","policy","0.4727","0.9906","0.9543","0.8097"
"756","14890","8978","pairwise_ranker","needs_human_review","tool_failure","0.2208","0.0496","0.3909","0.7739"
"757","18860","15838","model_judge","fail","policy","0.6681","0.0941","0.1518","0.4309"
"758","36485","4951","pairwise_ranker","borderline","hallucination","0.8049","0.0388","0.071","0.2753"
"759","24874","6591","pairwise_ranker","borderline","grounding_gap","0.23","0.3127","0.5144","0.5573"
"760","14949","16041","model_judge","pass","policy","0.6058","0.8529","0.0636","0.8114"
"761","1704","17453","hybrid_judge","fail","policy","0.483","0.299","0.9148","0.5277"
"762","22647","22230","model_judge","borderline","none","0.1206","0.435","0.664","0.6412"
"763","662","8709","pairwise_ranker","borderline","reasoning","0.9419","0.735","0.0386","0.2083"
"764","46948","17722","model_judge","needs_human_review","policy","0.6253","0.2592","0.7703","0.9113"
"765","7174","17760","model_judge","pass","format","0.8373","0.0978","0.8689","0.759"
"766","29590","24063","pairwise_ranker","borderline","policy","0.4448","0.977","0.3819","0.3578"
"767","45038","12062","pairwise_ranker","fail","tool_failure","0.673","0.5851","0.0107","0.9157"
"768","9519","766","pairwise_ranker","fail","hallucination","0.0824","0.4882","0.2561","0.2749"
"769","30500","19361","model_judge","borderline","tool_failure","0.3028","0.0213","0.9651","0.6476"
"770","48290","13894","hybrid_judge","fail","none","0.1358","0.597","0.4887","0.8435"
"771","23106","12509","hybrid_judge","needs_human_review","tool_failure","0.537","0.2335","0.4482","0.507"
"772","23125","2113","rule_engine","borderline","format","0.5874","0.0923","0.2002","0.4232"
"773","22143","11331","pairwise_ranker","borderline","tool_failure","0.0784","0.4694","0.2382","0.9938"
"774","5227","22290","model_judge","borderline","grounding_gap","0.8488","0.7503","0.5936","0.9596"
"775","21276","20150","model_judge","fail","policy","0.7935","0.7039","0.9097","0.155"
"776","24551","14683","hybrid_judge","borderline","format","0.453","0.1608","0.8568","0.2361"
"777","16383","16240","pairwise_ranker","borderline","grounding_gap","0.6115","0.8286","0.6531","0.3206"
"778","49695","20510","pairwise_ranker","borderline","reasoning","0.4097","0.2555","0.4971","0.4313"
"779","6630","21639","hybrid_judge","pass","hallucination","0.4564","0.968","0.9698","0.3047"
"780","44875","10485","pairwise_ranker","needs_human_review","reasoning","0.0239","0.8935","0.4794","0.8405"
"781","15003","2027","model_judge","pass","policy","0.4965","0.9913","0.964","0.5538"
"782","1289","2711","hybrid_judge","needs_human_review","grounding_gap","0.4477","0.5878","0.6853","0.3558"
"783","41201","9206","pairwise_ranker","needs_human_review","tool_failure","0.5426","0.718","0.5093","0.7365"
"784","15110","8817","rule_engine","borderline","hallucination","0.3024","0.5207","0.3451","0.2543"
"785","49873","2355","rule_engine","fail","policy","0.288","0.6582","0.9245","0.8573"
"786","37763","7532","model_judge","needs_human_review","tool_failure","0.9014","0.3637","0.9918","0.1422"
"787","44814","4245","pairwise_ranker","borderline","format","0.5206","0.6148","0.9046","0.7665"
"788","12299","655","hybrid_judge","borderline","none","0.3419","0.8131","0.6959","0.0289"
"789","33550","9149","pairwise_ranker","borderline","none","0.0779","0.2207","0.2112","0.0047"
"790","17975","13871","hybrid_judge","fail","grounding_gap","0.3287","0.8198","0.8122","0.4685"
"791","4951","15394","hybrid_judge","fail","none","0.0518","0.4107","0.0894","0.9883"
"792","17227","4186","pairwise_ranker","pass","hallucination","0.8454","0.9066","0.5522","0.4299"
"793","35076","23919","hybrid_judge","borderline","tool_failure","0.1677","0.7205","0.7625","0.9544"
"794","24194","24860","rule_engine","fail","none","0.777","0.7029","0.2673","0.4374"
"795","21805","16462","pairwise_ranker","needs_human_review","grounding_gap","0.1648","0.036","0.72","0.1246"
"796","17829","17451","pairwise_ranker","fail","tool_failure","0.6042","0.0136","0.3329","0.0234"
"797","3679","23685","hybrid_judge","needs_human_review","hallucination","0.7199","0.1906","0.4715","0.7826"
"798","11230","5262","rule_engine","fail","policy","0.7121","0.6123","0.7","0.0912"
"799","18021","17448","hybrid_judge","fail","reasoning","0.8985","0.9542","0.9181","0.1988"
"800","7921","10469","hybrid_judge","borderline","format","0.4164","0.2283","0.4297","0.7229"
"801","16450","14211","pairwise_ranker","pass","reasoning","0.8846","0.0223","0.0434","0.0831"
"802","41486","20613","pairwise_ranker","fail","none","0.8418","0.1348","0.4105","0.0855"
"803","38552","24486","rule_engine","fail","tool_failure","0.4383","0.058","0.2112","0.4755"
"804","46746","14154","model_judge","fail","format","0.3885","0.1055","0.5604","0.5065"
"805","37654","8019","pairwise_ranker","needs_human_review","format","0.9749","0.0562","0.4782","0.4062"
"806","25560","13203","model_judge","pass","policy","0.381","0.3013","0.1581","0.2905"
"807","37602","21249","rule_engine","borderline","tool_failure","0.2831","0.0204","0.8283","0.8988"
"808","45984","20768","hybrid_judge","pass","tool_failure","0.2879","0.9145","0.0329","0.39"
"809","47836","13318","model_judge","borderline","grounding_gap","0.1208","0.0968","0.6313","0.852"
"810","30274","7367","pairwise_ranker","needs_human_review","format","0.9354","0.5393","0.4415","0.0062"
"811","14946","5646","model_judge","pass","grounding_gap","0.547","0.6144","0.1928","0.5592"
"812","22215","14213","pairwise_ranker","borderline","format","0.441","0.7028","0.4147","0.437"
"813","49901","11994","model_judge","fail","grounding_gap","0.1216","0.1001","0.9521","0.0512"
"814","4135","13161","rule_engine","pass","format","0.002","0.2897","0.0821","0.5018"
"815","14066","18935","model_judge","pass","grounding_gap","0.1758","0.8467","0.5147","0.2862"
"816","29149","24941","hybrid_judge","pass","policy","0.2133","0.8712","0.7193","0.6855"
"817","21371","11097","rule_engine","borderline","format","0.1634","0.4758","0.1846","0.0408"
"818","9234","15838","pairwise_ranker","borderline","none","0.7215","0.8739","0.9203","0.3856"
"819","43082","7978","rule_engine","borderline","tool_failure","0.0107","0.2584","0.3065","0.5819"
"820","47717","4021","rule_engine","pass","none","0.9265","0.5048","0.8901","0.8822"
"821","266","4950","rule_engine","borderline","tool_failure","0.6339","0.1586","0.7917","0.9177"
"822","9709","9434","hybrid_judge","fail","hallucination","0.5952","0.6933","0.9152","0.2814"
"823","23871","14538","hybrid_judge","fail","policy","0.4909","0.268","0.5635","0.3881"
"824","40425","5356","hybrid_judge","fail","none","0.8699","0.5657","0.7921","0.5628"
"825","33491","1984","hybrid_judge","borderline","reasoning","0.5736","0.9386","0.0804","0.4655"
"826","2318","7399","model_judge","fail","reasoning","0.6323","0.2048","0.0815","0.173"
"827","45492","10985","hybrid_judge","borderline","none","0.3377","0.145","0.7943","0.0499"
"828","42718","22526","model_judge","needs_human_review","grounding_gap","0.758","0.6634","0.7457","0.9988"
"829","41854","108","model_judge","needs_human_review","format","0.1166","0.3926","0.0064","0.6086"
"830","13766","24724","rule_engine","borderline","grounding_gap","0.4333","0.1937","0.1636","0.6468"
"831","33900","13026","model_judge","needs_human_review","tool_failure","0.2361","0.8344","0.8072","0.6972"
"832","45847","5167","model_judge","needs_human_review","tool_failure","0.3364","0.3532","0.5827","0.3405"
"833","41576","18234","model_judge","needs_human_review","none","0.2112","0.8144","0.4467","0.5396"
"834","136","5970","model_judge","pass","policy","0.0633","0.3994","0.4665","0.5145"
"835","6923","12023","rule_engine","fail","hallucination","0.8647","0.2594","0.0499","0.3294"
"836","38249","23866","rule_engine","pass","grounding_gap","0.3277","0.8572","0.8011","0.0483"
"837","27531","14966","rule_engine","borderline","none","0.3763","0.0889","0.2909","0.4098"
"838","36642","3424","hybrid_judge","pass","reasoning","0.1603","0.4969","0.2346","0.9327"
"839","26820","5018","pairwise_ranker","needs_human_review","none","0.5672","0.7217","0.9079","0.484"
"840","26043","16408","hybrid_judge","fail","tool_failure","0.6412","0.9872","0.2202","0.8469"
"841","48656","10539","rule_engine","fail","format","0.9219","0.4292","0.9924","0.5245"
"842","24834","11722","hybrid_judge","pass","format","0.4557","0.1355","0.6467","0.8032"
"843","38930","13296","hybrid_judge","fail","format","0.0373","0.8671","0.6947","0.8038"
"844","47462","17542","model_judge","needs_human_review","grounding_gap","0.4967","0.4817","0.0033","0.413"
"845","36250","11118","rule_engine","needs_human_review","hallucination","0.1323","0.0256","0.0316","0.0657"
"846","38301","10715","hybrid_judge","needs_human_review","format","0.5204","0.8921","0.8181","0.8924"
"847","44012","12313","pairwise_ranker","pass","hallucination","0.1626","0.0064","0.7259","0.0173"
"848","33608","21019","rule_engine","fail","reasoning","0.117","0.2327","0.8872","0.5427"
"849","5852","14373","model_judge","pass","hallucination","0.9698","0.146","0.9257","0.5615"
"850","19711","21531","model_judge","pass","tool_failure","0.4671","0.4014","0.583","0.3186"
"851","45266","10716","hybrid_judge","needs_human_review","format","0.6232","0.7087","0.8136","0.75"
"852","25689","7649","pairwise_ranker","pass","format","0.8595","0.5394","0.6779","0.4443"
"853","40741","13338","pairwise_ranker","fail","hallucination","0.5601","0.2594","0.2742","0.0343"
"854","1938","18704","model_judge","pass","reasoning","0.2112","0.7411","0.0876","0.5633"
"855","29496","4952","pairwise_ranker","pass","policy","0.1394","0.6933","0.8756","0.2253"
"856","17184","21463","model_judge","borderline","tool_failure","0.3805","0.5701","0.354","0.6662"
"857","24474","17841","hybrid_judge","fail","reasoning","0.8581","0.1452","0.031","0.238"
"858","927","13941","model_judge","borderline","policy","0.3287","0.9849","0.8483","0.2241"
"859","38016","3412","pairwise_ranker","borderline","tool_failure","0.7178","0.7859","0.2668","0.8112"
"860","26408","13976","pairwise_ranker","borderline","policy","0.6808","0.0481","0.0272","0.6242"
"861","30502","23258","model_judge","pass","grounding_gap","0.0717","0.8797","0.7444","0.7288"
"862","3496","15176","hybrid_judge","fail","hallucination","0.0793","0.0939","0.5566","0.8168"
"863","7719","11707","hybrid_judge","needs_human_review","format","0.9899","0.1842","0.5199","0.4484"
"864","14422","13421","hybrid_judge","needs_human_review","none","0.9838","0.1867","0.4003","0.883"
"865","40970","16859","pairwise_ranker","needs_human_review","tool_failure","0.1676","0.6255","0.6024","0.0473"
"866","6429","19115","pairwise_ranker","borderline","none","0.7437","0.8169","0.5463","0.6584"
"867","47751","21420","rule_engine","needs_human_review","none","0.1106","0.722","0.7057","0.8094"
"868","14209","16746","pairwise_ranker","pass","hallucination","0.5341","0.904","0.0551","0.0887"
"869","27090","24502","rule_engine","pass","tool_failure","0.0406","0.4877","0.4186","0.3922"
"870","28723","22600","hybrid_judge","borderline","none","0.7607","0.7638","0.3925","0.7747"
"871","43130","6143","hybrid_judge","pass","grounding_gap","0.3762","0.231","0.4254","0.9203"
"872","11601","3866","pairwise_ranker","pass","reasoning","0.9466","0.3957","0.484","0.7025"
"873","14","3793","hybrid_judge","borderline","grounding_gap","0.466","0.6683","0.8441","0.788"
"874","7556","16234","hybrid_judge","fail","reasoning","0.8296","0.635","0.4029","0.8687"
"875","45617","9891","rule_engine","needs_human_review","format","0.0179","0.7283","0.782","0.9016"
"876","30609","19862","rule_engine","needs_human_review","none","0.1409","0.3595","0.082","0.97"
"877","11095","20279","hybrid_judge","needs_human_review","none","0.9303","0.4981","0.0822","0.5295"
"878","14501","6807","hybrid_judge","needs_human_review","policy","0.4754","0.0988","0.0347","0.6209"
"879","8677","23334","rule_engine","borderline","hallucination","0.8528","0.3664","0.5215","0.1513"
"880","32047","11648","pairwise_ranker","fail","none","0.171","0.0649","0.9096","0.7693"
"881","43967","6165","hybrid_judge","pass","tool_failure","0.0678","0.9433","0.0588","0.3545"
"882","10594","17408","pairwise_ranker","pass","none","0.7508","0.4721","0.2325","0.5466"
"883","22079","808","pairwise_ranker","fail","hallucination","0.744","0.6199","0.8932","0.7821"
"884","32266","4846","rule_engine","pass","policy","0.3009","0.2188","0.3338","0.6375"
"885","35730","2863","hybrid_judge","borderline","reasoning","0.9643","0.1898","0.5003","0.0284"
"886","33695","3958","hybrid_judge","needs_human_review","hallucination","0.0107","0.0009","0.3618","0.0542"
"887","11258","9359","hybrid_judge","fail","hallucination","0.38","0.2439","0.4411","0.5476"
"888","39401","9157","pairwise_ranker","borderline","format","0.6523","0.6826","0.7406","0.509"
"889","36126","12908","hybrid_judge","needs_human_review","none","0.8738","0.7798","0.569","0.5827"
"890","40587","12875","model_judge","fail","hallucination","0.4896","0.8756","0.2536","0.3882"
"891","47441","577","hybrid_judge","fail","tool_failure","0.618","0.2049","0.1173","0.7191"
"892","42482","4694","model_judge","fail","reasoning","0.2142","0.2864","0.5645","0.1393"
"893","41053","22578","pairwise_ranker","borderline","reasoning","0.4382","0.4865","0.0852","0.1637"
"894","41449","2973","rule_engine","borderline","policy","0.1458","0.2248","0.9486","0.3199"
"895","16955","12406","pairwise_ranker","pass","hallucination","0.8613","0.3783","0.0087","0.4211"
"896","43685","19865","pairwise_ranker","needs_human_review","tool_failure","0.4901","0.7876","0.4924","0.584"
"897","977","18395","model_judge","needs_human_review","policy","0.9592","0.537","0.161","0.2685"
"898","26777","2491","pairwise_ranker","pass","policy","0.1141","0.7961","0.19","0.5794"
"899","49051","3425","pairwise_ranker","needs_human_review","policy","0.5464","0.9813","0.3856","0.7645"
"900","586","11826","pairwise_ranker","pass","none","0.106","0.539","0.4622","0.4995"
"901","21238","24778","pairwise_ranker","borderline","reasoning","0.5946","0.141","0.1703","0.0747"
"902","39462","15669","hybrid_judge","needs_human_review","policy","0.2024","0.0787","0.3445","0.7967"
"903","34456","16002","model_judge","needs_human_review","none","0.9944","0.9932","0.61","0.2065"
"904","25210","11702","pairwise_ranker","needs_human_review","grounding_gap","0.4183","0.4716","0.7138","0.772"
"905","29859","24710","hybrid_judge","borderline","grounding_gap","0.4374","0.2299","0.8293","0.6673"
"906","9327","12261","model_judge","borderline","tool_failure","0.2343","0.5146","0.2337","0.3161"
"907","46702","15405","rule_engine","fail","tool_failure","0.0073","0.9394","0.6408","0.1779"
"908","7465","9481","pairwise_ranker","fail","tool_failure","0.8793","0.2109","0.7977","0.0197"
"909","22998","13646","rule_engine","borderline","reasoning","0.8813","0.949","0.6212","0.4513"
"910","27119","19425","rule_engine","borderline","grounding_gap","0.0206","0.0922","0.1631","0.6473"
"911","6821","3083","pairwise_ranker","needs_human_review","hallucination","0.1469","0.0273","0.4813","0.8242"
"912","43743","16475","hybrid_judge","fail","none","0.1408","0.7852","0.3181","0.053"
"913","34223","3967","model_judge","pass","hallucination","0.3011","0.5501","0.332","0.8884"
"914","13074","24922","rule_engine","borderline","tool_failure","0.6625","0.111","0.9506","0.2918"
"915","37550","2294","rule_engine","fail","tool_failure","0.805","0.1229","0.9585","0.8618"
"916","16291","9934","pairwise_ranker","needs_human_review","format","0.9725","0.5728","0.3088","0.2315"
"917","33018","18711","rule_engine","borderline","hallucination","0.4034","0.0441","0.8018","0.6324"
"918","19465","6252","model_judge","borderline","reasoning","0.6096","0.9772","0.4082","0.9918"
"919","17666","10444","hybrid_judge","pass","tool_failure","0.7463","0.6204","0.3054","0.3215"
"920","13386","3178","rule_engine","needs_human_review","none","0.1138","0.2493","0.2362","0.3711"
"921","11803","20977","model_judge","fail","policy","0.8954","0.0836","0.7164","0.7312"
"922","44736","16092","rule_engine","pass","tool_failure","0.6455","0.0032","0.3626","0.5759"
"923","9327","12261","rule_engine","pass","grounding_gap","0.5847","0.3909","0.4743","0.9077"
"924","24647","14360","pairwise_ranker","fail","format","0.6089","0.6425","0.6252","0.1507"
"925","34351","18363","model_judge","fail","policy","0.6818","0.5182","0.8708","0.2444"
"926","33062","15447","rule_engine","pass","grounding_gap","0.355","0.3946","0.2486","0.6607"
"927","28266","4","hybrid_judge","fail","reasoning","0.1669","0.8907","0.1343","0.1482"
"928","20752","1678","model_judge","borderline","policy","0.3637","0.6127","0.5454","0.026"
"929","48372","3622","pairwise_ranker","borderline","policy","0.3537","0.0697","0.6087","0.0438"
