"eval_run_id","program_id","candidate_variant","dataset_split","items_total","avg_judge_score","pass_rate","cost_usd","eval_batch_name","run_started_at"
"316","437","candidate_c","train","430","0.7674","0.8964","73.4321","batch_316","2025-04-04"
"317","528","tool_router_patch","validation","468","0.9244","0.8714","75.9898","batch_317","2025-05-06"
"318","287","prompt_refresh","test","416","0.6402","0.4841","18.4603","batch_318","2025-02-02"
"319","558","prompt_refresh","validation","357","0.9204","0.5565","152.6507","batch_319","2025-09-24"
"320","552","candidate_c","validation","489","0.8614","0.7636","169.8664","batch_320","2025-05-10"
"321","425","prompt_refresh","test","154","0.6396","0.916","221.9231","batch_321","2025-06-09"
"322","230","candidate_c","validation","476","0.922","0.8184","153.4033","batch_322","2025-09-26"
"323","289","candidate_c","test","568","0.6468","0.4208","227.1141","batch_323","2025-01-09"
"324","59","candidate_a","validation","285","0.9212","0.9812","107.5928","batch_324","2025-05-26"
"325","418","candidate_b","train","361","0.4548","0.9919","84.9092","batch_325","2025-09-14"
"326","488","candidate_b","train","303","0.9047","0.5051","139.8774","batch_326","2025-05-20"
"327","483","candidate_b","validation","54","0.5834","0.7043","130.7868","batch_327","2025-08-31"
"328","526","candidate_c","validation","585","0.745","0.7778","178.3161","batch_328","2025-08-18"
"329","58","candidate_b","validation","423","0.5188","0.8476","132.615","batch_329","2025-08-05"
"330","213","candidate_b","train","514","0.4877","0.4391","49.8757","batch_330","2025-06-13"
"331","291","candidate_c","validation","138","0.5681","0.5482","207.4265","batch_331","2025-07-13"
"332","542","candidate_b","train","526","0.4984","0.6937","28.6009","batch_332","2025-04-22"
"333","139","candidate_c","validation","217","0.631","0.7916","201.1073","batch_333","2025-05-15"
"334","13","candidate_b","train","564","0.6","0.4318","0.9829","batch_334","2025-05-01"
"335","463","candidate_b","train","31","0.8276","0.6614","228.0975","batch_335","2025-07-16"
"336","13","prompt_refresh","test","78","0.82","0.469","101.3118","batch_336","2025-06-14"
"337","452","candidate_c","train","417","0.9019","0.6967","92.0613","batch_337","2025-12-18"
"338","360","candidate_c","validation","77","0.6925","0.4413","15.977","batch_338","2025-12-12"
"339","505","candidate_c","train","60","0.5051","0.5049","63.1712","batch_339","2025-07-20"
"340","472","prompt_refresh","validation","120","0.4714","0.4932","219.9778","batch_340","2025-09-22"
"341","98","tool_router_patch","test","459","0.6393","0.7131","18.3974","batch_341","2025-04-21"
"342","180","tool_router_patch","train","437","0.9582","0.9898","52.7249","batch_342","2025-08-16"
"343","516","candidate_c","train","481","0.6698","0.871","147.3421","batch_343","2025-01-10"
"344","465","candidate_b","validation","506","0.5912","0.9835","211.0217","batch_344","2025-08-03"
"345","56","candidate_b","test","441","0.7899","0.6079","155.9882","batch_345","2025-11-23"
"346","17","candidate_a","validation","224","0.6201","0.4253","5.8381","batch_346","2025-08-09"
"347","154","candidate_b","test","251","0.6406","0.9636","84.2485","batch_347","2025-08-04"
"348","518","candidate_b","test","200","0.845","0.4574","186.857","batch_348","2025-10-28"
"349","508","tool_router_patch","test","534","0.7498","0.7441","148.024","batch_349","2025-07-16"
"350","450","candidate_c","train","141","0.8215","0.7882","239.8662","batch_350","2025-12-31"
"351","95","candidate_a","train","267","0.872","0.8816","205.4222","batch_351","2025-03-14"
"352","79","candidate_a","train","478","0.7541","0.9533","140.7274","batch_352","2025-12-07"
"353","426","candidate_c","validation","241","0.5355","0.6258","186.776","batch_353","2025-02-13"
"354","135","prompt_refresh","validation","422","0.8275","0.7664","67.5208","batch_354","2025-09-11"
"355","91","candidate_b","train","509","0.6586","0.9707","129.5769","batch_355","2025-11-28"
"356","179","candidate_c","train","559","0.6423","0.914","216.2599","batch_356","2025-04-13"
"357","474","candidate_b","test","211","0.9031","0.9694","238.3145","batch_357","2025-02-21"
"358","521","candidate_a","train","117","0.4976","0.681","204.1465","batch_358","2025-11-12"
"359","153","prompt_refresh","test","524","0.7924","0.6662","56.0101","batch_359","2025-09-15"
"360","131","candidate_c","test","599","0.584","0.8525","118.5507","batch_360","2025-07-10"
"361","235","candidate_c","test","310","0.7927","0.7149","106.3706","batch_361","2025-06-09"
"362","294","candidate_b","test","260","0.603","0.8949","54.9371","batch_362","2025-08-09"
"363","59","candidate_c","validation","166","0.9498","0.4648","225.8073","batch_363","2025-12-25"
"364","188","tool_router_patch","validation","130","0.8736","0.5104","1.3159","batch_364","2025-02-15"
"365","574","tool_router_patch","train","198","0.8614","0.7778","205.7668","batch_365","2025-02-06"
"366","349","prompt_refresh","test","539","0.9129","0.4626","110.7759","batch_366","2025-04-20"
"367","259","prompt_refresh","train","107","0.7191","0.5681","225.4501","batch_367","2025-06-27"
"368","64","candidate_c","validation","71","0.6409","0.6308","181.0978","batch_368","2025-08-13"
"369","482","candidate_a","validation","61","0.9439","0.8721","5.1427","batch_369","2025-02-02"
"370","50","prompt_refresh","train","415","0.664","0.6304","151.3597","batch_370","2025-04-14"
"371","487","candidate_c","train","552","0.715","0.8975","205.5341","batch_371","2025-09-16"
"372","227","candidate_a","test","479","0.5857","0.6979","167.846","batch_372","2025-06-14"
"373","192","candidate_a","train","275","0.8208","0.5699","42.9606","batch_373","2025-04-25"
"374","119","tool_router_patch","validation","300","0.6188","0.7188","225.4735","batch_374","2025-04-15"
"375","417","tool_router_patch","test","216","0.5403","0.7587","218.2369","batch_375","2025-06-23"
"376","284","tool_router_patch","validation","261","0.6305","0.4861","164.1039","batch_376","2025-08-17"
"377","348","tool_router_patch","test","156","0.7643","0.8633","121.6589","batch_377","2025-12-13"
"378","461","candidate_a","train","430","0.7906","0.9904","144.5278","batch_378","2025-06-19"
"379","199","tool_router_patch","validation","355","0.5472","0.5203","194.5926","batch_379","2025-01-26"
"380","250","candidate_b","test","485","0.5485","0.5218","62.5991","batch_380","2025-07-18"
"381","35","candidate_b","train","359","0.6379","0.7716","53.8215","batch_381","2025-10-25"
"382","534","candidate_c","validation","107","0.698","0.5074","50.3329","batch_382","2025-04-15"
"383","331","candidate_a","train","365","0.9083","0.4952","207.9795","batch_383","2025-11-20"
"384","39","prompt_refresh","train","496","0.4572","0.4587","193.0767","batch_384","2025-10-09"
"385","517","prompt_refresh","train","363","0.5418","0.9777","88.0931","batch_385","2025-02-18"
"386","12","tool_router_patch","validation","142","0.6646","0.9844","42.6026","batch_386","2025-05-12"
"387","16","candidate_a","train","331","0.6604","0.5239","185.7294","batch_387","2025-05-12"
"388","18","candidate_c","validation","449","0.4759","0.6869","111.3338","batch_388","2025-04-08"
"389","53","tool_router_patch","train","77","0.9389","0.7454","94.2804","batch_389","2025-07-05"
"390","455","candidate_c","test","144","0.7645","0.9841","28.578","batch_390","2025-11-24"
"391","411","tool_router_patch","validation","160","0.69","0.8269","166.5662","batch_391","2025-04-03"
"392","180","candidate_b","train","454","0.5099","0.5067","87.8601","batch_392","2025-08-17"
"393","265","candidate_a","test","339","0.5519","0.4233","172.3459","batch_393","2025-02-22"
"394","441","prompt_refresh","test","465","0.8329","0.413","231.3131","batch_394","2025-11-11"
"395","363","tool_router_patch","train","137","0.5927","0.8578","149.4691","batch_395","2025-12-26"
"396","357","prompt_refresh","test","71","0.8999","0.7847","147.4028","batch_396","2025-09-11"
"397","469","candidate_a","validation","233","0.7691","0.4591","125.3442","batch_397","2025-10-10"
"398","495","tool_router_patch","train","563","0.4502","0.9151","127.2784","batch_398","2025-01-11"
"399","181","candidate_a","validation","390","0.8484","0.6717","203.1922","batch_399","2025-08-22"
"400","197","candidate_a","test","410","0.7963","0.6484","73.3331","batch_400","2025-12-02"
"401","457","candidate_a","test","318","0.8578","0.4742","20.6415","batch_401","2025-12-31"
"402","236","candidate_a","validation","516","0.883","0.5019","201.8333","batch_402","2025-09-02"
"403","319","candidate_b","test","319","0.7403","0.5319","116.9524","batch_403","2025-05-13"
"404","601","candidate_a","validation","475","0.4686","0.6455","230.5789","batch_404","2025-01-25"
"405","214","prompt_refresh","validation","596","0.6495","0.5256","167.1443","batch_405","2025-09-17"
"406","480","candidate_c","validation","114","0.8791","0.479","225.3148","batch_406","2025-12-31"
"407","332","tool_router_patch","validation","391","0.7745","0.4452","217.7261","batch_407","2025-05-09"
"408","220","candidate_b","validation","532","0.636","0.5437","231.6655","batch_408","2025-05-14"
"409","242","tool_router_patch","test","236","0.9698","0.9033","56.7988","batch_409","2025-02-22"
"410","570","candidate_a","validation","137","0.8125","0.4218","9.4518","batch_410","2025-04-10"
"411","571","candidate_a","train","548","0.5284","0.7104","33.2405","batch_411","2025-07-26"
"412","309","prompt_refresh","train","175","0.7892","0.9482","131.5433","batch_412","2025-04-12"
"413","384","tool_router_patch","test","462","0.618","0.9943","116.6066","batch_413","2025-07-03"
"414","372","candidate_a","train","361","0.6286","0.7453","13.6364","batch_414","2025-12-28"
"415","526","tool_router_patch","train","257","0.7725","0.7042","61.1038","batch_415","2025-10-20"
"416","350","candidate_b","validation","489","0.6435","0.5353","112.5987","batch_416","2025-04-12"
"417","381","prompt_refresh","test","55","0.5141","0.9415","90.3882","batch_417","2025-01-18"
"418","12","candidate_b","test","221","0.869","0.8298","11.1471","batch_418","2025-12-30"
"419","341","tool_router_patch","train","448","0.6144","0.7244","32.174","batch_419","2025-10-22"
"420","252","candidate_c","validation","397","0.6466","0.8888","78.3682","batch_420","2025-02-04"
"421","54","candidate_c","train","103","0.9411","0.7031","76.476","batch_421","2025-03-16"
"422","70","tool_router_patch","test","528","0.6576","0.8559","169.5181","batch_422","2025-10-22"
"423","310","candidate_a","train","121","0.7888","0.9932","204.9467","batch_423","2025-03-13"
"424","491","candidate_b","test","497","0.8077","0.7289","2.4594","batch_424","2025-04-12"
"425","133","candidate_a","train","502","0.604","0.4542","30.5093","batch_425","2025-01-23"
"426","86","tool_router_patch","train","238","0.5818","0.6438","69.729","batch_426","2025-11-16"
"427","17","candidate_b","train","266","0.6982","0.9024","78.4258","batch_427","2025-07-11"
"428","178","candidate_c","train","245","0.4848","0.6209","149.4852","batch_428","2025-10-02"
"429","293","tool_router_patch","train","206","0.7122","0.7752","99.3241","batch_429","2025-10-03"
"430","546","candidate_c","train","340","0.7074","0.9098","142.4786","batch_430","2025-06-06"
"431","229","tool_router_patch","train","199","0.7303","0.6322","79.59","batch_431","2025-11-25"
"432","432","candidate_c","test","497","0.7336","0.7197","7.9895","batch_432","2025-11-16"
"433","79","candidate_b","validation","452","0.8844","0.7077","204.9702","batch_433","2025-10-05"
"434","311","candidate_c","train","85","0.7106","0.5531","182.2835","batch_434","2025-06-23"
"435","340","prompt_refresh","train","516","0.4658","0.9457","92.9198","batch_435","2025-03-05"
"436","53","candidate_a","validation","85","0.768","0.7194","163.0442","batch_436","2025-04-04"
"437","258","candidate_c","validation","403","0.9635","0.5933","193.579","batch_437","2025-04-14"
"438","439","candidate_c","train","527","0.7486","0.8451","181.6952","batch_438","2025-04-11"
"439","264","prompt_refresh","train","119","0.8854","0.8626","5.088","batch_439","2025-11-16"
"440","490","candidate_a","train","524","0.7096","0.5626","41.968","batch_440","2025-04-29"
"441","370","tool_router_patch","validation","170","0.6069","0.4802","3.2604","batch_441","2025-05-22"
"442","53","tool_router_patch","test","80","0.8699","0.8565","190.8504","batch_442","2025-04-21"
"443","558","candidate_b","train","81","0.8195","0.7752","26.431","batch_443","2025-12-21"
"444","328","candidate_a","train","590","0.8324","0.9631","51.3837","batch_444","2025-07-26"
"445","162","candidate_b","train","207","0.7153","0.4408","20.2871","batch_445","2025-02-22"
"446","228","candidate_a","validation","119","0.556","0.5711","77.0848","batch_446","2025-11-27"
"447","96","candidate_c","test","538","0.7122","0.5471","161.1519","batch_447","2025-02-08"
"448","180","candidate_b","train","512","0.5707","0.8526","154.6796","batch_448","2025-10-01"
"449","173","prompt_refresh","train","419","0.9751","0.6002","222.3284","batch_449","2025-12-13"
"450","219","candidate_b","test","167","0.4699","0.9578","166.3882","batch_450","2025-02-05"
"451","316","candidate_c","validation","146","0.7224","0.5783","43.249","batch_451","2025-08-22"
"452","314","candidate_a","train","61","0.4527","0.7829","150.9421","batch_452","2025-03-10"
"453","492","candidate_a","test","123","0.4845","0.6709","192.4323","batch_453","2025-10-12"
"454","274","candidate_b","train","446","0.8747","0.7514","33.5432","batch_454","2025-05-16"
"455","303","candidate_a","train","525","0.5146","0.5789","168.5831","batch_455","2025-12-01"
"456","223","prompt_refresh","validation","556","0.4635","0.7461","119.5481","batch_456","2025-12-01"
"457","494","prompt_refresh","test","493","0.5618","0.8395","235.9415","batch_457","2025-09-03"
"458","263","tool_router_patch","train","309","0.9141","0.7138","125.4876","batch_458","2025-12-27"
"459","454","candidate_a","test","272","0.8179","0.7611","39.0953","batch_459","2025-09-23"
"460","211","candidate_c","validation","284","0.7395","0.7836","128.7479","batch_460","2025-09-23"
"461","26","candidate_b","validation","103","0.5929","0.8365","126.8877","batch_461","2025-09-26"
"462","219","candidate_b","validation","431","0.7301","0.9479","79.4813","batch_462","2025-03-13"
"463","507","candidate_b","test","44","0.5321","0.8575","125.3622","batch_463","2025-11-29"
"464","233","candidate_a","test","442","0.6398","0.5267","186.765","batch_464","2025-01-30"
"465","275","candidate_a","validation","381","0.8019","0.8917","223.4088","batch_465","2025-12-17"
"466","621","candidate_b","train","199","0.686","0.7025","128.0596","batch_466","2025-02-02"
"467","43","candidate_b","validation","572","0.8853","0.6058","178.5874","batch_467","2025-01-10"
"468","296","tool_router_patch","test","425","0.7371","0.8654","68.4276","batch_468","2025-11-20"
"469","164","tool_router_patch","test","502","0.7821","0.5679","71.0607","batch_469","2025-11-27"
"470","518","candidate_b","test","207","0.7522","0.4868","19.6738","batch_470","2025-06-01"
"471","169","candidate_a","train","68","0.957","0.6448","130.5171","batch_471","2025-11-19"
"472","459","candidate_a","validation","59","0.452","0.412","28.7848","batch_472","2025-06-20"
"473","218","tool_router_patch","train","91","0.8002","0.8716","37.1437","batch_473","2025-02-12"
"474","111","candidate_c","train","346","0.4935","0.561","53.237","batch_474","2025-11-07"
"475","228","candidate_b","train","252","0.4997","0.8066","44.3127","batch_475","2025-07-17"
"476","412","candidate_c","validation","134","0.7403","0.9666","31.5445","batch_476","2025-08-03"
"477","328","candidate_a","test","382","0.8472","0.9216","83.0826","batch_477","2025-11-28"
"478","612","candidate_c","train","151","0.6223","0.793","99.4354","batch_478","2025-12-16"
"479","437","candidate_b","train","270","0.6257","0.7859","5.9627","batch_479","2025-10-08"
"480","269","candidate_b","test","448","0.8204","0.5487","233.1116","batch_480","2025-06-24"
"481","254","prompt_refresh","validation","114","0.7867","0.6139","196.3881","batch_481","2025-06-19"
"482","43","tool_router_patch","test","123","0.8088","0.6381","92.8396","batch_482","2025-12-15"
"483","434","tool_router_patch","train","463","0.6623","0.8637","28.7685","batch_483","2025-10-08"
"484","494","candidate_b","validation","457","0.9506","0.6485","239.132","batch_484","2025-11-28"
"485","380","prompt_refresh","validation","34","0.9286","0.401","101.6277","batch_485","2025-04-16"
"486","422","candidate_b","train","523","0.6017","0.5547","139.1055","batch_486","2025-09-02"
"487","202","tool_router_patch","test","59","0.5006","0.5581","39.8206","batch_487","2025-09-24"
"488","525","candidate_b","test","573","0.479","0.9682","50.4119","batch_488","2025-04-04"
"489","299","candidate_c","validation","548","0.6297","0.805","155.7812","batch_489","2025-04-21"
"490","412","candidate_b","validation","536","0.5965","0.8681","212.5204","batch_490","2025-06-25"
"491","427","candidate_a","test","476","0.5672","0.8369","117.2355","batch_491","2025-04-23"
"492","535","candidate_b","validation","265","0.5185","0.4603","198.1277","batch_492","2025-12-16"
"493","119","candidate_b","validation","576","0.5447","0.8948","101.7764","batch_493","2025-08-28"
"494","622","candidate_a","validation","25","0.9244","0.4651","2.0946","batch_494","2025-01-04"
"495","588","candidate_b","test","378","0.8197","0.8148","73.8163","batch_495","2025-01-22"
"496","507","tool_router_patch","test","324","0.9535","0.7546","107.1531","batch_496","2025-09-29"
"497","528","tool_router_patch","train","109","0.6011","0.8458","116.7222","batch_497","2025-02-04"
"498","76","candidate_a","train","175","0.5285","0.7727","101.73","batch_498","2025-12-16"
"499","479","candidate_b","train","547","0.6305","0.5871","185.9464","batch_499","2025-10-20"
"500","346","candidate_a","train","458","0.8931","0.7843","29.9058","batch_500","2025-01-30"
"501","100","prompt_refresh","validation","165","0.7172","0.7773","218.0059","batch_501","2025-10-10"
"502","497","candidate_c","validation","198","0.8905","0.6574","169.5777","batch_502","2025-11-03"
"503","258","candidate_c","validation","78","0.8933","0.6574","90.0163","batch_503","2025-12-01"
"504","501","candidate_b","validation","370","0.719","0.7473","114.0134","batch_504","2025-12-28"
"505","455","tool_router_patch","test","323","0.6135","0.5634","33.0419","batch_505","2025-08-22"
"506","610","candidate_b","train","229","0.7044","0.8118","63.3842","batch_506","2025-03-17"
"507","176","candidate_a","train","465","0.9418","0.7422","141.1206","batch_507","2025-10-07"
"508","31","candidate_b","validation","398","0.8895","0.6501","143.9624","batch_508","2025-12-04"
"509","568","tool_router_patch","train","71","0.4702","0.6745","39.1053","batch_509","2025-07-09"
"510","55","candidate_c","test","427","0.96","0.8232","158.293","batch_510","2025-01-15"
"511","267","tool_router_patch","test","151","0.5463","0.5937","155.6547","batch_511","2025-01-24"
"512","501","tool_router_patch","train","587","0.8693","0.7008","139.4736","batch_512","2025-11-09"
"513","513","tool_router_patch","train","264","0.8013","0.9537","133.815","batch_513","2025-10-03"
"514","414","prompt_refresh","train","553","0.8957","0.9937","44.7614","batch_514","2025-10-06"
"515","239","tool_router_patch","train","230","0.9553","0.7711","42.4213","batch_515","2025-05-27"
"516","553","prompt_refresh","train","555","0.9617","0.7599","7.1693","batch_516","2025-02-27"
"517","11","prompt_refresh","validation","409","0.8969","0.7827","90.0617","batch_517","2025-12-27"
"518","284","candidate_a","validation","103","0.9019","0.9304","15.1976","batch_518","2025-10-31"
"519","250","prompt_refresh","test","550","0.8399","0.8276","75.662","batch_519","2025-03-08"
"520","486","candidate_a","test","378","0.4987","0.6498","38.1358","batch_520","2025-10-22"
"521","105","tool_router_patch","validation","461","0.5756","0.6015","44.9919","batch_521","2025-11-07"
"522","462","candidate_a","train","406","0.4989","0.888","75.9228","batch_522","2025-11-01"
"523","361","candidate_c","train","57","0.919","0.5748","28.5282","batch_523","2025-07-22"
"524","582","candidate_b","validation","83","0.8495","0.954","231.8161","batch_524","2025-09-18"
"525","483","prompt_refresh","validation","354","0.6065","0.7903","46.2092","batch_525","2025-02-20"
"526","575","candidate_a","test","101","0.4749","0.6967","37.2421","batch_526","2025-08-29"
"527","178","candidate_b","test","492","0.9266","0.8804","181.3498","batch_527","2025-03-20"
"528","600","prompt_refresh","validation","310","0.8175","0.577","230.7925","batch_528","2025-01-29"
"529","378","prompt_refresh","validation","235","0.5479","0.9318","162.8431","batch_529","2025-02-17"
"530","66","candidate_a","validation","316","0.6664","0.9447","197.8379","batch_530","2025-06-10"
"531","102","tool_router_patch","train","150","0.9848","0.6453","144.7389","batch_531","2025-01-13"
"532","456","prompt_refresh","validation","331","0.847","0.9688","158.3178","batch_532","2025-08-07"
"533","574","candidate_b","train","135","0.8741","0.6388","42.0523","batch_533","2025-03-26"
"534","13","prompt_refresh","train","367","0.5793","0.7818","162.8099","batch_534","2025-01-29"
"535","270","candidate_a","train","92","0.6612","0.5852","174.1685","batch_535","2025-10-29"
"536","28","candidate_c","train","450","0.4816","0.5111","196.4872","batch_536","2025-04-07"
"537","307","candidate_c","test","130","0.9488","0.9551","62.3306","batch_537","2025-11-25"
"538","55","tool_router_patch","validation","178","0.5202","0.7998","187.5109","batch_538","2025-12-12"
"539","412","candidate_b","validation","196","0.8693","0.5657","106.3188","batch_539","2025-12-05"
"540","280","tool_router_patch","train","25","0.611","0.7044","79.2847","batch_540","2025-09-04"
"541","333","prompt_refresh","test","169","0.4669","0.8985","76.7688","batch_541","2025-07-22"
"542","214","prompt_refresh","test","125","0.4773","0.7463","143.7395","batch_542","2025-02-11"
"543","424","candidate_b","train","172","0.763","0.9456","168.1021","batch_543","2025-11-06"
"544","45","candidate_c","validation","470","0.9736","0.789","183.737","batch_544","2025-07-20"
"545","428","tool_router_patch","validation","71","0.5628","0.5626","230.7802","batch_545","2025-04-22"
"546","69","candidate_b","test","36","0.684","0.983","150.2644","batch_546","2025-05-16"
"547","596","tool_router_patch","test","379","0.7237","0.8812","93.246","batch_547","2025-06-29"
"548","491","candidate_a","test","559","0.521","0.7359","165.1108","batch_548","2025-05-12"
"549","36","tool_router_patch","test","200","0.884","0.9846","41.9982","batch_549","2025-12-05"
"550","611","candidate_c","test","405","0.9467","0.7812","206.3318","batch_550","2025-06-23"
"551","46","candidate_b","test","57","0.9326","0.9081","137.4523","batch_551","2025-12-09"
"552","139","candidate_b","test","302","0.8552","0.5944","13.8414","batch_552","2025-11-16"
"553","361","prompt_refresh","validation","540","0.9251","0.6872","1.7417","batch_553","2025-05-01"
"554","42","candidate_c","test","70","0.815","0.8253","134.5377","batch_554","2025-07-20"
"555","110","candidate_b","test","184","0.8743","0.7016","175.0451","batch_555","2025-07-23"
"556","311","tool_router_patch","test","280","0.4512","0.6309","100.8623","batch_556","2025-06-20"
"557","312","candidate_a","validation","562","0.809","0.9226","112.185","batch_557","2025-01-23"
"558","199","candidate_b","validation","452","0.7915","0.8981","190.5529","batch_558","2025-06-18"
"559","13","prompt_refresh","validation","203","0.5305","0.8085","113.3498","batch_559","2025-04-17"
"560","135","tool_router_patch","test","195","0.8952","0.5472","193.2685","batch_560","2025-08-14"
"561","103","candidate_c","train","487","0.5677","0.7613","86.5275","batch_561","2025-01-30"
"562","457","candidate_a","test","326","0.9157","0.9756","187.8932","batch_562","2025-12-28"
"563","258","candidate_a","train","275","0.9581","0.5985","98.0561","batch_563","2025-08-25"
"564","248","prompt_refresh","train","95","0.6191","0.9564","119.998","batch_564","2025-01-01"
"565","594","tool_router_patch","train","310","0.8865","0.5785","60.3635","batch_565","2025-12-13"
"566","134","prompt_refresh","test","157","0.6335","0.5682","167.8216","batch_566","2025-06-08"
"567","63","candidate_a","test","237","0.5387","0.7059","222.0082","batch_567","2025-07-16"
"568","492","candidate_a","validation","590","0.5029","0.9174","123.6263","batch_568","2025-03-10"
"569","143","candidate_a","train","169","0.9045","0.984","232.0809","batch_569","2025-07-22"
"570","193","candidate_a","test","441","0.4953","0.4241","139.3321","batch_570","2025-10-24"
"571","319","candidate_b","train","454","0.5038","0.8651","212.0012","batch_571","2025-08-14"
"572","572","candidate_c","train","483","0.8231","0.7117","78.4446","batch_572","2025-04-15"
"573","388","prompt_refresh","train","49","0.9399","0.7529","227.7402","batch_573","2025-01-05"
"574","538","prompt_refresh","test","444","0.6182","0.886","237.9234","batch_574","2025-07-02"
"575","1","candidate_c","validation","305","0.7271","0.7853","167.9327","batch_575","2025-10-18"
"576","208","candidate_a","validation","199","0.8078","0.5832","13.3945","batch_576","2025-02-18"
"577","397","candidate_c","test","506","0.8033","0.8163","233.7275","batch_577","2025-07-09"
"578","23","tool_router_patch","train","250","0.9152","0.4906","118.8272","batch_578","2025-05-13"
"579","96","candidate_c","validation","366","0.8722","0.5303","171.7954","batch_579","2025-05-16"
"580","92","tool_router_patch","test","552","0.8468","0.8175","194.6644","batch_580","2025-08-08"
"581","338","tool_router_patch","test","362","0.4851","0.4561","6.1473","batch_581","2025-08-21"
"582","112","candidate_c","test","183","0.9408","0.6185","213.9089","batch_582","2025-02-08"
"583","543","candidate_c","train","339","0.505","0.9564","4.1706","batch_583","2025-11-27"
"584","580","candidate_a","validation","214","0.5191","0.8375","100.0458","batch_584","2025-05-06"
"585","385","candidate_c","test","433","0.6553","0.5761","26.1851","batch_585","2025-08-01"
"586","375","tool_router_patch","train","236","0.8362","0.4128","151.6407","batch_586","2025-08-07"
"587","141","prompt_refresh","train","259","0.7954","0.4705","55.0516","batch_587","2025-03-19"
"588","551","tool_router_patch","validation","43","0.4996","0.7922","238.8658","batch_588","2025-01-21"
"589","125","candidate_b","test","230","0.966","0.9056","128.7105","batch_589","2025-03-11"
"590","502","candidate_c","train","145","0.4519","0.445","117.8575","batch_590","2025-05-08"
"591","413","candidate_b","train","275","0.4734","0.9346","31.9","batch_591","2025-07-09"
"592","136","tool_router_patch","train","98","0.6631","0.5756","27.3936","batch_592","2025-10-12"
"593","602","candidate_c","test","321","0.8821","0.8187","60.377","batch_593","2025-10-05"
"594","302","prompt_refresh","validation","513","0.828","0.531","20.6132","batch_594","2025-10-16"
"595","202","candidate_c","validation","152","0.5175","0.5902","115.957","batch_595","2025-02-09"
"596","170","candidate_a","train","492","0.5426","0.4334","130.3363","batch_596","2025-05-28"
"597","315","candidate_c","validation","175","0.46","0.5873","44.8646","batch_597","2025-04-05"
"598","323","candidate_c","train","391","0.6059","0.7435","209.2042","batch_598","2025-11-19"
"599","287","candidate_c","validation","536","0.6686","0.9023","119.0654","batch_599","2025-03-19"
"600","378","candidate_a","validation","501","0.6189","0.7588","36.1354","batch_600","2025-06-02"
"601","462","tool_router_patch","train","370","0.825","0.4065","130.2271","batch_601","2025-05-12"
"602","97","candidate_c","train","286","0.9126","0.5192","199.9508","batch_602","2025-06-05"
"603","524","candidate_b","train","243","0.8335","0.759","3.6315","batch_603","2025-12-28"
"604","320","candidate_c","validation","195","0.5248","0.5955","179.7156","batch_604","2025-09-23"
"605","122","candidate_a","train","114","0.5047","0.5929","134.252","batch_605","2025-11-03"
"606","248","tool_router_patch","train","111","0.5027","0.7849","200.9664","batch_606","2025-11-20"
"607","385","candidate_a","validation","138","0.6634","0.6522","31.667","batch_607","2025-12-23"
"608","557","candidate_b","validation","238","0.8731","0.6086","48.2255","batch_608","2025-10-21"
"609","50","candidate_a","validation","524","0.511","0.4943","84.1881","batch_609","2025-04-01"
"610","277","prompt_refresh","test","292","0.9639","0.8279","34.3675","batch_610","2025-04-29"
"611","463","prompt_refresh","train","354","0.8896","0.6173","70.578","batch_611","2025-01-06"
"612","511","candidate_c","validation","258","0.605","0.8259","31.4149","batch_612","2025-09-06"
"613","525","candidate_c","test","576","0.6832","0.8056","175.7984","batch_613","2025-08-08"
"614","208","candidate_c","train","89","0.9109","0.5747","197.9892","batch_614","2025-10-21"
"615","566","candidate_c","train","516","0.9105","0.445","225.022","batch_615","2025-08-02"
"616","259","candidate_c","train","240","0.7595","0.7145","20.1533","batch_616","2025-10-09"
"617","597","candidate_c","validation","104","0.7258","0.4253","157.0015","batch_617","2025-07-19"
"618","242","prompt_refresh","validation","376","0.91","0.4814","197.7692","batch_618","2025-07-01"
"619","3","candidate_c","test","575","0.6893","0.5257","92.6903","batch_619","2025-08-28"
"620","625","prompt_refresh","test","300","0.5694","0.7742","110.8204","batch_620","2025-01-24"
"621","497","candidate_a","test","33","0.562","0.8427","137.6261","batch_621","2025-12-01"
"622","123","candidate_b","test","412","0.629","0.8758","28.0549","batch_622","2025-07-31"
"623","618","candidate_a","test","508","0.5795","0.493","40.7437","batch_623","2025-03-10"
"624","141","candidate_c","test","247","0.6343","0.874","184.5939","batch_624","2025-08-15"
"625","116","tool_router_patch","validation","504","0.8126","0.9895","143.57","batch_625","2025-12-23"
"626","233","candidate_a","validation","333","0.7184","0.442","146.834","batch_626","2025-02-25"
"627","322","candidate_b","test","263","0.9663","0.7181","63.0999","batch_627","2025-03-29"
"628","541","candidate_b","test","236","0.4715","0.9264","182.9458","batch_628","2025-05-18"
"629","173","candidate_b","train","483","0.9311","0.8264","155.2749","batch_629","2025-07-24"
"630","185","tool_router_patch","test","528","0.9689","0.8616","73.7514","batch_630","2025-06-08"
"631","461","prompt_refresh","validation","519","0.6528","0.7541","82.6649","batch_631","2025-07-16"
"632","92","candidate_c","test","69","0.5229","0.6765","73.2399","batch_632","2025-07-27"
"633","236","candidate_a","train","139","0.9263","0.62","9.2197","batch_633","2025-06-13"
