"metric_id","program_id","metric_date","eval_runs_total","items_total","pass_rate","review_rate","regression_rate","judge_human_disagreement_rate","hallucination_rate"
"333","193","2025-10-09","26","980","0.558","0.0574","0.2466","0.1302","0.1431"
"334","197","2025-01-13","31","204","0.5535","0.3536","0.0143","0.187","0.0809"
"335","299","2025-12-14","18","721","0.8353","0.3274","0.1427","0.119","0.0182"
"336","185","2025-10-01","2","246","0.5627","0.3129","0.0421","0.1535","0.1757"
"337","274","2025-05-21","29","530","0.5565","0.1665","0.2107","0.0502","0.1136"
"338","237","2025-08-29","26","606","0.6325","0.2154","0.276","0.0381","0.0948"
"339","460","2025-08-18","13","1063","0.7091","0.3738","0.1869","0.0366","0.0384"
"340","471","2025-01-21","11","331","0.7624","0.0875","0.1869","0.1764","0.1248"
"341","330","2025-10-27","12","872","0.529","0.3618","0.1487","0.1038","0.1398"
"342","102","2025-03-01","23","1128","0.7","0.2154","0.2446","0.0298","0.0875"
"343","222","2025-06-07","24","1097","0.9858","0.1504","0.2443","0.1442","0.1028"
"344","545","2025-04-06","17","1103","0.7755","0.0519","0.0068","0.1739","0.1051"
"345","256","2025-05-01","6","437","0.5028","0.3558","0.2089","0.1038","0.129"
"346","149","2025-09-05","24","206","0.5221","0.0344","0.2117","0.182","0.1729"
"347","423","2025-06-12","27","77","0.4731","0.0689","0.1038","0.0563","0.0071"
"348","110","2025-11-03","40","109","0.5952","0.1901","0.0135","0.0236","0.1317"
"349","45","2025-03-05","2","440","0.8046","0.2062","0.1474","0.1071","0.069"
"350","541","2025-07-25","20","430","0.7325","0.147","0.1018","0.1858","0.1527"
"351","571","2025-02-22","3","212","0.7776","0.2436","0.1679","0.095","0.0002"
"352","232","2025-10-24","37","816","0.9864","0.3999","0.0385","0.1273","0.1038"
"353","95","2025-06-12","18","1013","0.5524","0.2622","0.0437","0.2155","0.1414"
"354","164","2025-12-25","27","375","0.9134","0.3825","0.1752","0.2187","0.129"
"355","320","2025-10-26","12","527","0.885","0.2205","0.0935","0.1648","0.1451"
"356","98","2025-09-09","10","1043","0.5553","0.2937","0.2318","0.156","0.0137"
"357","348","2025-10-26","27","689","0.5707","0.1843","0.0278","0.1439","0.0606"
"358","553","2025-12-03","38","989","0.8133","0.3194","0.1941","0.1893","0.0107"
"359","474","2025-09-25","3","350","0.6243","0.1221","0.1732","0.1588","0.0435"
"360","422","2025-04-02","8","126","0.5524","0.1894","0.1844","0.0004","0.0797"
"361","395","2025-08-23","18","1033","0.6786","0.2895","0.2318","0.1669","0.0093"
"362","609","2025-12-11","16","654","0.9706","0.1834","0.0867","0.1921","0.0034"
"363","275","2025-10-27","23","1041","0.6535","0.1454","0.1223","0.1914","0.0754"
"364","206","2025-03-18","23","732","0.5582","0.2108","0.0006","0.1859","0.1115"
"365","452","2025-08-08","12","1130","0.6526","0.2626","0.1163","0.1874","0.103"
"366","303","2025-02-28","17","805","0.6008","0.0485","0.2554","0.0813","0.1271"
"367","288","2025-03-31","36","568","0.4996","0.4406","0.0716","0.1423","0.0314"
"368","515","2025-10-30","15","177","0.5711","0.0684","0.0849","0.0064","0.1499"
"369","306","2025-04-13","29","431","0.9577","0.1026","0.1288","0.0695","0.1463"
"370","216","2025-08-12","35","199","0.7968","0.0882","0.2121","0.1739","0.1289"
"371","6","2025-01-24","15","506","0.7303","0.1501","0.2447","0.1344","0.1361"
"372","593","2025-04-04","1","585","0.7915","0.3555","0.0373","0.1186","0.1361"
"373","92","2025-05-21","19","944","0.6313","0.0463","0.1926","0.1443","0.1129"
"374","256","2025-09-11","16","320","0.7666","0.0634","0.2362","0.0264","0.1713"
"375","337","2025-12-09","19","1099","0.6165","0.0884","0.033","0.1996","0.128"
"376","593","2025-12-12","25","720","0.4616","0.4396","0.0164","0.18","0.1056"
"377","176","2025-05-20","19","721","0.6343","0.2266","0.0741","0.1516","0.0066"
"378","343","2025-08-22","20","260","0.6921","0.208","0.1992","0.1793","0.0669"
"379","31","2025-12-26","36","535","0.9059","0.4167","0.1477","0.0598","0.0792"
"380","435","2025-08-25","16","272","0.9305","0.0544","0.0722","0.206","0.1606"
"381","165","2025-09-01","10","261","0.9781","0.01","0.0362","0.1425","0.1313"
"382","497","2025-09-12","31","179","0.5289","0.4132","0.0789","0.1912","0.076"
"383","338","2025-09-02","11","59","0.8922","0.3713","0.1143","0.1721","0.1679"
"384","185","2025-07-27","24","161","0.7087","0.4241","0.1064","0.1502","0.0968"
"385","29","2025-11-22","10","627","0.7683","0.1303","0.1291","0.1037","0.0611"
"386","59","2025-03-24","34","178","0.9836","0.2165","0.0441","0.0368","0.0717"
"387","390","2025-06-13","1","638","0.9691","0.2366","0.2673","0.066","0.1369"
"388","557","2025-06-26","31","979","0.5197","0.2989","0.0428","0.0714","0.0954"
"389","265","2025-05-21","38","414","0.9643","0.1429","0.0921","0.1175","0.139"
"390","446","2025-12-26","3","891","0.4833","0.3953","0.003","0.1001","0.1687"
"391","62","2025-11-21","21","763","0.8065","0.3903","0.1781","0.1324","0.1235"
"392","623","2025-02-19","14","924","0.8002","0.2855","0.0677","0.1201","0.1481"
"393","279","2025-05-31","30","1001","0.9206","0.0752","0.1109","0.1139","0.1479"
"394","301","2025-03-05","19","980","0.5432","0.2869","0.2401","0.0868","0.062"
"395","143","2025-07-21","5","1171","0.6225","0.4308","0.181","0.1673","0.1155"
"396","122","2025-02-10","25","853","0.5098","0.0994","0.2115","0.1048","0.172"
"397","255","2025-09-10","38","575","0.8337","0.2925","0.1308","0.1805","0.0824"
"398","151","2025-08-31","34","851","0.7972","0.4222","0.0123","0.0425","0.1216"
"399","227","2025-04-30","5","676","0.9705","0.3427","0.1725","0.0755","0.0218"
"400","215","2025-01-14","18","79","0.583","0.3172","0.0206","0.1602","0.0652"
"401","276","2025-03-04","9","1003","0.4815","0.2049","0.1422","0.0504","0.1002"
"402","304","2025-06-19","18","1025","0.4846","0.3623","0.0486","0.2073","0.0779"
"403","145","2025-06-04","6","1179","0.8922","0.0556","0.209","0.0427","0.1314"
"404","487","2025-10-12","16","1098","0.8302","0.0726","0.1188","0.1672","0.0706"
"405","153","2025-07-11","35","66","0.8181","0.1923","0.0528","0.1097","0.1618"
"406","133","2025-07-03","10","394","0.5112","0.0836","0.0587","0.0103","0.1027"
"407","529","2025-12-20","14","1122","0.7725","0.137","0.2561","0.2159","0.08"
"408","362","2025-04-06","37","883","0.6473","0.0916","0.0772","0.1538","0.1796"
"409","471","2025-06-07","36","1162","0.7757","0.11","0.018","0.1522","0.1157"
"410","510","2025-07-06","14","533","0.6852","0.2361","0.1857","0.207","0.0214"
"411","489","2025-03-09","39","354","0.5052","0.1278","0.0378","0.1499","0.0708"
"412","481","2025-12-25","35","408","0.954","0.1331","0.0875","0.1572","0.0384"
"413","387","2025-09-28","2","672","0.8678","0.1088","0.2543","0.0929","0.1582"
"414","441","2025-11-26","14","748","0.7061","0.2607","0.21","0.1262","0.1492"
"415","481","2025-02-05","40","806","0.7709","0.3744","0.1961","0.0924","0.0656"
"416","431","2025-12-13","32","387","0.7393","0.0659","0.2538","0.0505","0.1014"
"417","202","2025-02-03","2","1074","0.8075","0.0226","0.0627","0.1513","0.0078"
"418","549","2025-06-24","15","459","0.5597","0.4189","0.0312","0.0359","0.1446"
"419","547","2025-01-14","26","343","0.8114","0.066","0.1504","0.0451","0.0495"
"420","619","2025-05-30","5","1060","0.5536","0.2473","0.2287","0.2018","0.0756"
"421","21","2025-12-12","14","637","0.7905","0.2693","0.0114","0.0442","0.1154"
"422","210","2025-10-02","10","1148","0.5241","0.4138","0.0113","0.1464","0.1502"
"423","455","2025-10-29","26","1148","0.6836","0.2611","0.2015","0.2092","0.0678"
"424","201","2025-11-19","28","1182","0.4782","0.0973","0.0709","0.1763","0.1706"
"425","192","2025-02-21","23","542","0.8446","0.2359","0.2763","0.103","0.0474"
"426","402","2025-02-21","12","80","0.962","0.3313","0.1012","0.2088","0.1336"
"427","568","2025-05-08","6","284","0.8782","0.3252","0.0603","0.1788","0.0947"
"428","50","2025-07-14","29","732","0.9519","0.0984","0.015","0.06","0.0875"
"429","344","2025-04-11","11","114","0.889","0.2192","0.1743","0.2027","0.134"
"430","270","2025-03-31","29","284","0.8481","0.1709","0.1743","0.1317","0.0463"
"431","419","2025-11-26","27","848","0.4755","0.4378","0.1502","0.1353","0.0719"
"432","16","2025-05-20","15","936","0.6989","0.2923","0.0127","0.2175","0.0206"
"433","369","2025-02-24","2","766","0.9161","0.1659","0.2104","0.1626","0.0314"
"434","566","2025-05-22","3","289","0.6501","0.4446","0.1773","0.1776","0.1097"
"435","353","2025-08-26","20","999","0.8607","0.4321","0.1262","0.2182","0.0016"
"436","202","2025-03-04","16","217","0.686","0.0428","0.0062","0.1863","0.0904"
"437","339","2025-10-29","29","890","0.7675","0.0673","0.1526","0.0105","0.0485"
"438","167","2025-08-17","29","90","0.8966","0.3392","0.25","0.1736","0.1215"
"439","256","2025-04-21","38","41","0.7152","0.0581","0.147","0.0611","0.0417"
"440","217","2025-11-21","14","699","0.8191","0.065","0.2353","0.0992","0.1621"
"441","546","2025-09-06","7","896","0.6659","0.2874","0.0809","0.0903","0.0618"
"442","586","2025-07-24","36","76","0.7066","0.1823","0.2277","0.0122","0.0285"
"443","282","2025-02-19","29","780","0.9064","0.2757","0.2469","0.1161","0.1397"
"444","581","2025-04-10","33","928","0.7932","0.1447","0.0843","0.166","0.1697"
"445","428","2025-03-07","31","98","0.7286","0.2799","0.0925","0.0786","0.0032"
"446","370","2025-03-11","12","632","0.5292","0.2005","0.1434","0.1605","0.1263"
"447","439","2025-07-11","25","98","0.6924","0.299","0.0556","0.1689","0.1277"
"448","125","2025-04-28","7","634","0.5853","0.0936","0.0621","0.1007","0.1581"
"449","31","2025-12-07","16","1121","0.5514","0.2248","0.2555","0.0014","0.0047"
"450","242","2025-11-27","38","479","0.7077","0.3394","0.1515","0.0392","0.0585"
"451","104","2025-03-14","8","585","0.5788","0.189","0.0911","0.0783","0.0719"
"452","587","2025-04-22","6","876","0.8998","0.1789","0.2176","0.0481","0.0611"
"453","252","2025-06-18","40","782","0.8734","0.2964","0.1203","0.03","0.1375"
"454","354","2025-10-28","20","507","0.5609","0.2924","0.2619","0.0758","0.0376"
"455","437","2025-08-24","15","702","0.5051","0.1029","0.0399","0.091","0.0169"
"456","588","2025-08-19","38","431","0.9198","0.1839","0.1674","0.0008","0.0456"
"457","93","2025-05-03","30","98","0.7503","0.4358","0.0168","0.0279","0.1094"
"458","452","2025-10-28","25","520","0.5511","0.0759","0.0382","0.0886","0.0303"
"459","445","2025-10-14","12","886","0.9042","0.1601","0.2163","0.0385","0.0703"
"460","241","2025-12-06","40","235","0.6224","0.2228","0.0603","0.0823","0.0776"
"461","571","2025-09-01","12","1142","0.5174","0.0483","0.0345","0.0513","0.0661"
"462","234","2025-10-02","4","27","0.8879","0.0216","0.1177","0.1129","0.0661"
"463","148","2025-10-21","19","1184","0.6474","0.4342","0.1548","0.0835","0.1103"
"464","519","2025-10-12","8","709","0.4857","0.3661","0.0823","0.1826","0.1761"
"465","48","2025-04-18","31","324","0.5122","0.1621","0.2794","0.1352","0.1648"
"466","132","2025-12-13","22","895","0.6014","0.2541","0.0002","0.0733","0.1763"
"467","602","2025-06-07","23","864","0.4556","0.4278","0.2051","0.1666","0.0029"
"468","288","2025-04-18","13","1174","0.6084","0.1414","0.1028","0.0192","0.0622"
"469","218","2025-05-27","33","662","0.9565","0.0216","0.1959","0.0468","0.075"
"470","577","2025-03-24","14","686","0.8376","0.3902","0.0539","0.0132","0.0312"
"471","613","2025-08-22","19","1104","0.9489","0.4053","0.2008","0.1096","0.0147"
"472","473","2025-02-09","37","481","0.6426","0.4153","0.1338","0.1738","0.1082"
"473","203","2025-11-25","8","1164","0.5565","0.0942","0.0736","0.134","0.0736"
"474","501","2025-06-28","8","596","0.5912","0.1403","0.1825","0.0386","0.038"
"475","618","2025-08-03","11","391","0.6324","0.4017","0.0982","0.1949","0.0644"
"476","468","2025-02-05","37","139","0.8328","0.0927","0.0487","0.1308","0.0154"
"477","343","2025-11-15","14","961","0.8255","0.1692","0.1736","0.1682","0.0517"
"478","532","2025-12-14","22","252","0.781","0.0467","0.2557","0.1154","0.0847"
"479","195","2025-06-07","36","196","0.9549","0.3492","0.1524","0.1001","0.0197"
"480","595","2025-07-21","34","840","0.8147","0.2402","0.2507","0.0697","0.0787"
"481","292","2025-01-23","15","857","0.5317","0.1916","0.0969","0.1203","0.0702"
"482","490","2025-06-28","31","577","0.6512","0.1039","0.0014","0.0432","0.0884"
"483","375","2025-12-16","8","545","0.618","0.1159","0.1447","0.1418","0.0378"
"484","276","2025-07-18","26","188","0.8967","0.1008","0.2368","0.0915","0.0585"
"485","28","2025-05-15","17","1004","0.9517","0.2403","0.062","0.2175","0.047"
"486","50","2025-10-17","22","899","0.5077","0.2456","0.1522","0.1045","0.0536"
"487","437","2025-03-08","3","83","0.5984","0.3014","0.1134","0.1554","0.155"
"488","257","2025-05-11","38","917","0.7382","0.4158","0.2122","0.1527","0.1154"
"489","102","2025-10-21","4","800","0.4637","0.4482","0.0171","0.0613","0.0294"
"490","399","2025-06-21","37","49","0.5133","0.0988","0.1712","0.1003","0.0883"
"491","178","2025-09-28","22","765","0.9492","0.0578","0.0261","0.2027","0.0447"
"492","344","2025-01-31","20","609","0.8389","0.45","0.1023","0.0645","0.0134"
"493","114","2025-02-09","14","802","0.9136","0.1319","0.1054","0.1631","0.1299"
"494","92","2025-06-26","3","663","0.7163","0.3158","0.0591","0.1649","0.1495"
"495","108","2025-02-19","30","953","0.859","0.3039","0.1943","0.027","0.1477"
"496","59","2025-09-18","26","151","0.911","0.0203","0.2625","0.0128","0.1115"
"497","409","2025-01-19","25","272","0.8491","0.3916","0.0376","0.2109","0.157"
"498","88","2025-04-13","6","21","0.6706","0.074","0.2738","0.1071","0.0223"
"499","593","2025-01-04","17","270","0.6301","0.0874","0.0356","0.1164","0.1029"
"500","183","2025-05-21","27","500","0.5835","0.3017","0.0546","0.1473","0.0745"
"501","346","2025-12-24","28","246","0.7824","0.3482","0.1797","0.0709","0.106"
"502","607","2025-12-14","11","679","0.6812","0.0368","0.2487","0.0112","0.0342"
"503","155","2025-09-13","9","578","0.554","0.1717","0.217","0.0269","0.1735"
"504","11","2025-04-01","9","752","0.7187","0.2156","0.046","0.1627","0.046"
"505","601","2025-10-15","36","644","0.5338","0.3562","0.0436","0.0608","0.0613"
"506","128","2025-04-24","25","424","0.5477","0.2929","0.1392","0.1531","0.0338"
"507","213","2025-10-18","36","1089","0.6312","0.0945","0.2538","0.0799","0.094"
"508","538","2025-04-23","31","1142","0.7292","0.0437","0.204","0.0867","0.1103"
"509","512","2025-02-07","30","707","0.6211","0.3572","0.0755","0.1674","0.1332"
"510","40","2025-05-19","18","825","0.9061","0.073","0.0923","0.113","0.0049"
"511","551","2025-03-05","9","314","0.6406","0.0677","0.0024","0.0291","0.12"
"512","432","2025-02-04","37","1096","0.7873","0.3695","0.1647","0.1825","0.167"
"513","612","2025-04-09","23","118","0.9829","0.1556","0.2462","0.1683","0.0195"
"514","140","2025-07-13","34","471","0.8781","0.1101","0.1597","0.1944","0.0325"
"515","513","2025-05-26","33","123","0.4851","0.4172","0.1091","0.1089","0.009"
"516","93","2025-01-06","27","546","0.9351","0.2257","0.0366","0.1373","0.0415"
"517","492","2025-10-14","8","783","0.4966","0.0562","0.1141","0.1087","0.1563"
"518","48","2025-09-02","37","844","0.5016","0.3694","0.0111","0.1701","0.0384"
"519","92","2025-06-20","18","207","0.8167","0.2532","0.0064","0.0123","0.0158"
"520","357","2025-09-09","22","661","0.5574","0.4479","0.1778","0.0335","0.0749"
"521","549","2025-07-24","12","1195","0.7501","0.2511","0.0698","0.1577","0.1745"
"522","334","2025-02-17","1","331","0.81","0.2982","0.1686","0.1583","0.0389"
"523","423","2025-04-20","8","505","0.5309","0.4078","0.2077","0.0803","0.1743"
"524","109","2025-01-13","10","892","0.8725","0.4259","0.2659","0.1416","0.1403"
"525","489","2025-07-26","38","1136","0.9816","0.2702","0.0091","0.0727","0.1533"
"526","356","2025-05-09","19","459","0.8378","0.2589","0.0744","0.1046","0.1643"
"527","178","2025-08-25","40","567","0.9487","0.305","0.1269","0.004","0.025"
"528","336","2025-09-16","1","423","0.6876","0.2728","0.0055","0.0921","0.1484"
"529","277","2025-04-26","24","404","0.7383","0.2973","0.1325","0.0348","0.1238"
"530","557","2025-03-02","15","357","0.4573","0.2897","0.2683","0.0256","0.18"
"531","620","2025-12-31","14","758","0.6706","0.3909","0.1049","0.0236","0.1605"
"532","330","2025-03-11","11","1095","0.6634","0.0219","0.2225","0.1713","0.1096"
"533","583","2025-04-16","8","323","0.947","0.1435","0.2589","0.0522","0.1778"
"534","243","2025-11-22","3","465","0.5254","0.0861","0.1498","0.1488","0.0959"
"535","145","2025-02-06","23","844","0.8991","0.1249","0.1911","0.1864","0.0083"
"536","326","2025-12-29","28","834","0.9122","0.4493","0.1828","0.0035","0.0546"
"537","190","2025-07-11","26","141","0.7887","0.0211","0.2072","0.1064","0.1564"
"538","399","2025-11-02","31","944","0.473","0.1895","0.1425","0.176","0.0047"
"539","529","2025-12-27","21","774","0.8357","0.3223","0.0323","0.1069","0.1503"
"540","334","2025-08-10","9","1059","0.5878","0.2188","0.2465","0.1571","0.1045"
"541","291","2025-10-18","13","845","0.8009","0.0996","0.2255","0.1162","0.0196"
"542","108","2025-08-10","22","873","0.8067","0.2342","0.1949","0.0462","0.101"
"543","602","2025-09-06","22","256","0.9481","0.1725","0.064","0.0372","0.0436"
"544","158","2025-07-30","24","60","0.8091","0.2469","0.1683","0.0463","0.0936"
"545","333","2025-04-05","23","344","0.8981","0.16","0.1297","0.1378","0.0707"
"546","328","2025-05-26","2","958","0.9033","0.2798","0.1014","0.0111","0.072"
"547","415","2025-05-31","30","590","0.6026","0.4479","0.1117","0.0204","0.1619"
"548","374","2025-10-06","20","65","0.7931","0.1606","0.1093","0.2117","0.0441"
"549","373","2025-10-26","10","897","0.5754","0.4457","0.2503","0.0568","0.1638"
"550","78","2025-01-09","30","491","0.9385","0.3673","0.2738","0.208","0.0736"
"551","13","2025-12-18","2","993","0.5808","0.1411","0.0069","0.1305","0.1369"
"552","200","2025-01-16","9","988","0.7106","0.046","0.2153","0.096","0.0632"
"553","39","2025-08-16","24","720","0.4524","0.3123","0.1065","0.0791","0.1699"
"554","5","2025-03-16","38","298","0.8412","0.3351","0.0079","0.0128","0.1083"
"555","202","2025-09-30","2","212","0.4894","0.3455","0.2312","0.2127","0.0532"
"556","346","2025-08-03","21","465","0.6069","0.162","0.2024","0.0095","0.0483"
"557","489","2025-03-08","12","296","0.7953","0.0223","0.0737","0.2054","0.032"
"558","211","2025-03-08","23","915","0.7274","0.3695","0.1494","0.1211","0.0636"
"559","504","2025-06-29","12","722","0.7385","0.4106","0.0289","0.0143","0.0595"
"560","257","2025-01-12","22","709","0.5458","0.1262","0.0005","0.049","0.0758"
"561","219","2025-06-15","22","822","0.9507","0.4365","0.2328","0.1694","0.1256"
"562","533","2025-10-15","17","372","0.6412","0.3942","0.2212","0.0663","0.1466"
"563","395","2025-12-11","36","767","0.6192","0.2964","0.2116","0.1007","0.1469"
"564","313","2025-08-25","30","341","0.4772","0.1742","0.0349","0.118","0.0969"
"565","559","2025-05-12","39","439","0.5226","0.2585","0.1382","0.0078","0.155"
"566","607","2025-08-06","28","720","0.6117","0.1021","0.1754","0.0306","0.0204"
"567","328","2025-01-14","28","947","0.4997","0.3753","0.1814","0.2074","0.1079"
"568","284","2025-12-28","16","864","0.7122","0.3284","0.0663","0.1515","0.1411"
"569","576","2025-07-27","17","1038","0.468","0.1306","0.1169","0.191","0.0601"
"570","310","2025-05-11","37","672","0.9468","0.3864","0.1469","0.2151","0.1571"
"571","192","2025-07-02","23","376","0.7824","0.0769","0.2787","0.0171","0.0082"
"572","252","2025-04-18","10","235","0.8426","0.3583","0.0795","0.192","0.0711"
"573","225","2025-04-17","8","200","0.8526","0.1393","0.2523","0.1629","0.0148"
"574","238","2025-02-05","15","176","0.8118","0.4398","0.2319","0.0472","0.0885"
"575","239","2025-11-19","12","414","0.4705","0.2585","0.0807","0.1097","0.1098"
"576","582","2025-01-25","6","903","0.6813","0.2955","0.0582","0.1771","0.1167"
"577","319","2025-05-19","29","1046","0.9229","0.4351","0.2313","0.2136","0.0266"
"578","542","2025-04-08","24","461","0.4718","0.3931","0.0015","0.0893","0.1293"
"579","84","2025-09-24","11","1175","0.9633","0.1639","0.1161","0.0724","0.0888"
"580","278","2025-01-11","12","741","0.549","0.1743","0.2011","0.145","0.0387"
"581","21","2025-09-26","11","561","0.9059","0.1212","0.1703","0.1596","0.0358"
"582","417","2025-02-06","12","596","0.5396","0.1468","0.0627","0.022","0.046"
"583","15","2025-09-01","28","816","0.5458","0.3806","0.2154","0.1376","0.029"
"584","555","2025-08-11","32","254","0.6514","0.1492","0.1949","0.217","0.0056"
"585","478","2025-07-31","34","311","0.6499","0.1481","0.1856","0.1918","0.083"
"586","161","2025-11-03","6","654","0.6561","0.2742","0.0694","0.1063","0.149"
"587","171","2025-05-08","4","127","0.7532","0.0284","0.2594","0.1617","0.1609"
"588","523","2025-02-22","17","372","0.7272","0.4414","0.2774","0.1017","0.0231"
"589","328","2025-04-18","34","977","0.774","0.1714","0.2718","0.1079","0.0699"
"590","604","2025-12-23","32","168","0.6624","0.2608","0.2128","0.2041","0.1239"
"591","467","2025-03-16","20","688","0.9861","0.4396","0.1667","0.2134","0.036"
"592","414","2025-02-05","14","642","0.9753","0.0856","0.0507","0.0607","0.1789"
"593","616","2025-07-11","23","100","0.781","0.1581","0.0653","0.0774","0.0064"
"594","222","2025-05-21","7","231","0.7976","0.0203","0.0455","0.1118","0.087"
"595","462","2025-09-19","1","479","0.7082","0.0348","0.1474","0.1725","0.0105"
"596","294","2025-07-06","36","280","0.681","0.0619","0.2727","0.0956","0.0966"
"597","53","2025-10-02","13","459","0.6495","0.1983","0.2382","0.1522","0.0993"
"598","50","2025-01-21","22","1066","0.8943","0.3451","0.0875","0.1473","0.0495"
"599","590","2025-07-20","23","833","0.4791","0.1229","0.2106","0.047","0.1239"
"600","82","2025-03-12","35","419","0.5816","0.236","0.1481","0.2193","0.1502"
"601","404","2025-12-05","20","813","0.6298","0.4199","0.0803","0.0084","0.1365"
"602","73","2025-05-21","18","385","0.5252","0.2184","0.1485","0.2134","0.1717"
"603","249","2025-06-13","8","934","0.6856","0.4059","0.0717","0.1373","0.1286"
"604","470","2025-05-10","17","316","0.8014","0.1494","0.1387","0.0238","0.0945"
"605","253","2025-09-15","3","580","0.8188","0.4464","0.0097","0.0539","0.0008"
"606","488","2025-04-04","26","222","0.709","0.4349","0.0719","0.1083","0.0405"
"607","73","2025-02-19","36","1028","0.8953","0.3425","0.122","0.1298","0.0216"
"608","121","2025-08-27","26","63","0.6637","0.2159","0.1677","0.0158","0.0184"
"609","485","2025-11-21","35","452","0.8731","0.2161","0.2033","0.1344","0.083"
"610","312","2025-01-13","39","1027","0.8551","0.3351","0.0616","0.1561","0.0096"
"611","589","2025-11-03","33","850","0.57","0.4039","0.2652","0.1191","0.0943"
"612","330","2025-03-29","7","319","0.451","0.2223","0.0222","0.2086","0.0497"
"613","18","2025-05-29","1","694","0.6895","0.1672","0.2112","0.0801","0.1366"
"614","567","2025-06-16","27","450","0.5837","0.1989","0.1457","0.106","0.003"
"615","253","2025-08-25","21","43","0.752","0.0604","0.0371","0.0999","0.0612"
"616","278","2025-06-29","29","492","0.8088","0.2476","0.2127","0.2123","0.0154"
"617","579","2025-09-15","34","1038","0.8569","0.3782","0.1215","0.1959","0.0221"
"618","278","2025-08-29","4","372","0.5379","0.1729","0.2651","0.1522","0.0814"
"619","107","2025-07-25","22","101","0.6416","0.1525","0.1904","0.1979","0.155"
"620","10","2025-05-03","26","1051","0.9675","0.4479","0.1824","0.1795","0.1511"
"621","459","2025-04-16","18","256","0.8086","0.387","0.1009","0.0093","0.1037"
"622","457","2025-07-03","25","293","0.4814","0.4461","0.2391","0.1951","0.0328"
"623","145","2025-01-04","37","918","0.7364","0.283","0.2276","0.0876","0.0699"
"624","615","2025-07-04","16","1028","0.8957","0.1075","0.277","0.1346","0.1513"
"625","595","2025-09-05","31","704","0.4587","0.3459","0.0925","0.1","0.033"
"626","348","2025-01-29","38","311","0.4705","0.2971","0.2442","0.1232","0.0245"
"627","190","2025-10-19","24","700","0.97","0.1151","0.0425","0.1798","0.048"
"628","198","2025-09-28","16","275","0.8364","0.3306","0.1726","0.1516","0.1213"
"629","605","2025-06-21","4","1132","0.4931","0.3596","0.0769","0.0961","0.044"
"630","278","2025-04-05","25","1105","0.9583","0.3842","0.0211","0.2159","0.0897"
"631","592","2025-01-03","34","141","0.7506","0.2094","0.2334","0.1681","0.0591"
"632","611","2025-08-13","15","69","0.5167","0.1539","0.1178","0.1292","0.0552"
"633","567","2025-02-24","9","1039","0.7551","0.03","0.2648","0.02","0.0243"
"634","55","2025-08-15","17","267","0.5607","0.0671","0.2407","0.2061","0.022"
"635","128","2025-04-12","17","792","0.923","0.201","0.1716","0.0182","0.0717"
"636","145","2025-12-21","31","55","0.9675","0.0399","0.1463","0.0691","0.16"
"637","575","2025-01-11","17","799","0.9304","0.4049","0.129","0.1587","0.1391"
"638","43","2025-11-13","38","546","0.7477","0.1697","0.0842","0.0554","0.0034"
"639","60","2025-03-04","11","888","0.9415","0.2631","0.0887","0.0808","0.0743"
"640","378","2025-03-15","10","871","0.8373","0.1986","0.064","0.1803","0.1192"
"641","513","2025-12-24","4","1027","0.7101","0.137","0.0799","0.0628","0.0577"
"642","27","2025-11-14","27","1007","0.6882","0.2283","0.1515","0.1374","0.1629"
"643","521","2025-10-19","31","994","0.8702","0.2127","0.2706","0.0533","0.09"
"644","371","2025-08-10","14","861","0.7556","0.2495","0.2709","0.1139","0.0565"
"645","52","2025-12-12","21","1189","0.5025","0.2276","0.0063","0.0273","0.1741"
"646","27","2025-03-16","34","1175","0.9373","0.2552","0.0615","0.1372","0.0003"
"647","124","2025-11-06","5","535","0.7112","0.3729","0.0032","0.0791","0.0742"
"648","242","2025-11-12","39","1125","0.6196","0.2597","0.2483","0.1813","0.1426"
"649","601","2025-09-14","32","596","0.5988","0.4366","0.0402","0.0907","0.1091"
"650","377","2025-11-21","35","829","0.6182","0.2484","0.0546","0.0005","0.0374"
"651","171","2025-09-29","17","601","0.6226","0.2198","0.1379","0.0557","0.1611"
"652","527","2025-05-08","10","1107","0.9947","0.3944","0.1714","0.1481","0.0861"
"653","378","2025-09-06","15","609","0.7168","0.1384","0.001","0.0808","0.0227"
"654","135","2025-05-29","6","1136","0.5126","0.3693","0.2033","0.1344","0.1157"
"655","132","2025-03-20","22","617","0.9733","0.3539","0.2174","0.1433","0.1579"
"656","227","2025-06-26","28","41","0.8035","0.1629","0.0205","0.099","0.0488"
"657","319","2025-03-09","19","491","0.5026","0.4254","0.2041","0.0708","0.1685"
"658","133","2025-03-02","22","681","0.7754","0.1585","0.058","0.073","0.1604"
"659","316","2025-05-23","19","396","0.8127","0.1623","0.035","0.1859","0.0364"
"660","132","2025-12-28","24","916","0.7934","0.2321","0.0742","0.2114","0.1414"
"661","450","2025-10-31","15","794","0.8582","0.221","0.1237","0.0834","0.0267"
"662","595","2025-08-19","10","401","0.8718","0.3303","0.0564","0.0727","0.1634"
"663","79","2025-06-22","12","682","0.9314","0.0854","0.1769","0.1842","0.0951"
"664","342","2025-06-23","31","53","0.6079","0.1203","0.0265","0.1829","0.028"
"665","5","2025-12-05","36","657","0.9651","0.1413","0.1554","0.0152","0.0972"
"666","12","2025-10-25","12","660","0.5824","0.4137","0.1875","0.1422","0.1424"
