"review_id","eval_item_id","eval_run_id","resolution_time_min","human_label","root_cause_category","resolution_status","human_score","reviewer_role","review_queue"
"299","45088","12409","155","fail","prompting","open","0.8001","eval_ops_lead","safety_queue"
"300","25670","11794","1360","needs_fix","dataset_issue","resolved","0.8656","research_scientist","customer_impact_queue"
"301","422","16672","1398","pass","retrieval","accepted_risk","0.2914","qa_analyst","regression_queue"
"302","14061","5274","846","needs_fix","retrieval","accepted_risk","0.9543","research_scientist","safety_queue"
"303","30113","5417","1584","acceptable_with_note","model_reasoning","in_progress","0.6444","eval_ops_lead","regression_queue"
"304","15891","13719","1562","acceptable_with_note","retrieval","accepted_risk","0.0946","qa_analyst","tool_use_queue"
"305","36921","20735","1146","fail","policy_config","accepted_risk","0.9483","product_manager","regression_queue"
"306","7139","2430","1776","acceptable_with_note","prompting","resolved","0.6086","research_scientist","release_gate"
"307","13135","8907","1952","needs_fix","prompting","resolved","0.0286","research_scientist","safety_queue"
"308","5562","17171","1200","fail","prompting","accepted_risk","0.7458","safety_reviewer","release_gate"
"309","11734","7162","2193","fail","retrieval","resolved","0.6784","product_manager","safety_queue"
"310","44885","20911","2373","fail","dataset_issue","accepted_risk","0.456","research_scientist","regression_queue"
"311","42593","21665","821","fail","policy_config","accepted_risk","0.4255","product_manager","customer_impact_queue"
"312","228","330","1905","acceptable_with_note","policy_config","resolved","0.1875","eval_ops_lead","regression_queue"
"313","22684","24241","465","fail","retrieval","in_progress","0.0947","safety_reviewer","regression_queue"
"314","47996","23440","737","acceptable_with_note","retrieval","accepted_risk","0.672","safety_reviewer","customer_impact_queue"
"315","37429","21398","899","acceptable_with_note","prompting","open","0.7023","qa_analyst","safety_queue"
"316","46081","14697","257","fail","policy_config","resolved","0.2126","safety_reviewer","regression_queue"
"317","515","20216","1726","acceptable_with_note","tooling","in_progress","0.5924","eval_ops_lead","customer_impact_queue"
"318","31197","9956","1663","pass","retrieval","open","0.3356","safety_reviewer","release_gate"
"319","1835","23527","1858","needs_fix","dataset_issue","open","0.8547","qa_analyst","tool_use_queue"
"320","5218","5333","2682","needs_fix","dataset_issue","resolved","0.74","safety_reviewer","customer_impact_queue"
"321","47789","7146","1027","fail","dataset_issue","resolved","0.4145","product_manager","safety_queue"
"322","33698","18103","1864","needs_fix","policy_config","accepted_risk","0.2232","product_manager","release_gate"
"323","48754","451","237","needs_fix","model_reasoning","in_progress","0.3837","eval_ops_lead","customer_impact_queue"
"324","47119","10681","11","pass","dataset_issue","accepted_risk","0.3255","qa_analyst","tool_use_queue"
"325","26652","18984","2018","acceptable_with_note","tooling","accepted_risk","0.6238","qa_analyst","release_gate"
"326","39566","7951","362","acceptable_with_note","model_reasoning","accepted_risk","0.2649","eval_ops_lead","tool_use_queue"
"327","24049","7505","1153","acceptable_with_note","retrieval","accepted_risk","0.4626","product_manager","customer_impact_queue"
"328","13759","6692","2789","pass","retrieval","open","0.7862","research_scientist","tool_use_queue"
"329","39518","19291","2421","needs_fix","prompting","in_progress","0.1561","safety_reviewer","safety_queue"
"330","13168","22867","2650","fail","model_reasoning","in_progress","0.9417","product_manager","regression_queue"
"331","43642","16998","369","fail","tooling","in_progress","0.2335","research_scientist","release_gate"
"332","36743","556","98","fail","prompting","in_progress","0.3532","qa_analyst","customer_impact_queue"
"333","26037","9052","481","acceptable_with_note","model_reasoning","open","0.0703","qa_analyst","tool_use_queue"
"334","21199","13875","547","acceptable_with_note","model_reasoning","open","0.9374","safety_reviewer","tool_use_queue"
"335","13317","9650","1249","acceptable_with_note","model_reasoning","resolved","0.8502","eval_ops_lead","tool_use_queue"
"336","1870","10215","824","needs_fix","dataset_issue","in_progress","0.1468","qa_analyst","regression_queue"
"337","32711","17170","1679","fail","dataset_issue","open","0.5089","safety_reviewer","customer_impact_queue"
"338","21255","3875","1754","needs_fix","retrieval","accepted_risk","0.0211","product_manager","safety_queue"
"339","23316","5080","1324","acceptable_with_note","policy_config","resolved","0.2745","product_manager","safety_queue"
"340","33146","23950","2067","acceptable_with_note","prompting","resolved","0.3917","qa_analyst","tool_use_queue"
"341","17813","19855","1952","acceptable_with_note","tooling","in_progress","0.1544","eval_ops_lead","tool_use_queue"
"342","13543","12669","407","pass","policy_config","open","0.243","eval_ops_lead","tool_use_queue"
"343","36256","12404","91","fail","dataset_issue","open","0.4851","research_scientist","safety_queue"
"344","28171","4657","1747","needs_fix","policy_config","open","0.4201","research_scientist","release_gate"
"345","48799","19769","2399","needs_fix","policy_config","resolved","0.6917","product_manager","release_gate"
"346","25266","621","2478","fail","retrieval","accepted_risk","0.7559","safety_reviewer","safety_queue"
"347","752","11725","2317","acceptable_with_note","retrieval","open","0.7629","safety_reviewer","customer_impact_queue"
"348","19799","7629","14","needs_fix","policy_config","in_progress","0.2797","product_manager","release_gate"
"349","14923","15769","1458","acceptable_with_note","dataset_issue","open","0.0424","product_manager","safety_queue"
"350","25418","732","1304","fail","tooling","accepted_risk","0.5567","eval_ops_lead","release_gate"
"351","2318","7399","712","pass","dataset_issue","accepted_risk","0.7627","research_scientist","safety_queue"
"352","29693","5305","1124","pass","policy_config","in_progress","0.2038","eval_ops_lead","customer_impact_queue"
"353","25657","16399","1324","acceptable_with_note","policy_config","open","0.9673","safety_reviewer","customer_impact_queue"
"354","8956","13601","418","fail","retrieval","accepted_risk","0.143","qa_analyst","tool_use_queue"
"355","36906","7417","423","pass","dataset_issue","open","0.5301","research_scientist","regression_queue"
"356","49580","22384","102","pass","tooling","resolved","0.6864","product_manager","regression_queue"
"357","39098","24731","2332","fail","tooling","open","0.8524","qa_analyst","regression_queue"
"358","46171","21776","1873","needs_fix","dataset_issue","in_progress","0.2563","research_scientist","tool_use_queue"
"359","7841","920","534","acceptable_with_note","model_reasoning","resolved","0.6928","safety_reviewer","tool_use_queue"
"360","30802","13542","1029","needs_fix","model_reasoning","open","0.5553","research_scientist","release_gate"
"361","2697","9926","127","pass","policy_config","in_progress","0.7479","product_manager","tool_use_queue"
"362","12849","964","2619","pass","prompting","in_progress","0.537","safety_reviewer","tool_use_queue"
"363","22742","15853","1179","pass","model_reasoning","in_progress","0.1777","research_scientist","customer_impact_queue"
"364","13791","709","2635","needs_fix","policy_config","in_progress","0.5232","qa_analyst","customer_impact_queue"
"365","28638","1235","870","acceptable_with_note","retrieval","resolved","0.4648","safety_reviewer","safety_queue"
"366","15467","22632","441","fail","retrieval","in_progress","0.6103","research_scientist","release_gate"
"367","19049","15323","342","fail","dataset_issue","open","0.1455","research_scientist","tool_use_queue"
"368","29095","22747","984","acceptable_with_note","retrieval","in_progress","0.2948","safety_reviewer","customer_impact_queue"
"369","38341","16968","2609","needs_fix","dataset_issue","open","0.0837","product_manager","safety_queue"
"370","27007","21201","1130","acceptable_with_note","tooling","in_progress","0.5368","safety_reviewer","regression_queue"
"371","21327","23364","1997","fail","tooling","resolved","0.8075","safety_reviewer","regression_queue"
"372","26865","11443","1154","acceptable_with_note","dataset_issue","open","0.0751","product_manager","regression_queue"
"373","41738","16092","1180","acceptable_with_note","prompting","accepted_risk","0.1965","product_manager","release_gate"
"374","32148","21758","2389","acceptable_with_note","retrieval","in_progress","0.5468","safety_reviewer","tool_use_queue"
"375","48710","5766","1927","pass","prompting","open","0.9825","research_scientist","tool_use_queue"
"376","43337","23925","1776","pass","policy_config","resolved","0.3474","product_manager","tool_use_queue"
"377","9196","20984","550","needs_fix","policy_config","resolved","0.4569","research_scientist","regression_queue"
"378","28735","1847","607","acceptable_with_note","retrieval","accepted_risk","0.2948","qa_analyst","release_gate"
"379","25005","23215","209","acceptable_with_note","policy_config","accepted_risk","0.5205","eval_ops_lead","regression_queue"
"380","35701","9836","1829","needs_fix","model_reasoning","accepted_risk","0.4219","eval_ops_lead","release_gate"
"381","27415","19332","307","needs_fix","tooling","resolved","0.5448","qa_analyst","tool_use_queue"
"382","46694","6396","404","fail","tooling","resolved","0.5377","qa_analyst","customer_impact_queue"
"383","5796","5582","2844","acceptable_with_note","tooling","accepted_risk","0.056","qa_analyst","release_gate"
"384","17760","3218","1810","needs_fix","retrieval","resolved","0.2047","safety_reviewer","safety_queue"
"385","24546","5940","2728","acceptable_with_note","prompting","open","0.6459","product_manager","tool_use_queue"
"386","33874","7616","1828","fail","prompting","resolved","0.4989","product_manager","regression_queue"
"387","18902","12785","453","fail","tooling","open","0.1184","eval_ops_lead","release_gate"
"388","33416","6678","1005","fail","dataset_issue","in_progress","0.8801","qa_analyst","tool_use_queue"
"389","27657","4210","812","fail","dataset_issue","resolved","0.7087","research_scientist","customer_impact_queue"
"390","14957","9273","2403","fail","retrieval","in_progress","0.6407","qa_analyst","tool_use_queue"
"391","24096","2164","1418","acceptable_with_note","policy_config","accepted_risk","0.8656","qa_analyst","release_gate"
"392","23553","7553","1407","pass","model_reasoning","open","0.9606","research_scientist","regression_queue"
"393","20566","11841","44","fail","model_reasoning","resolved","0.9288","product_manager","customer_impact_queue"
"394","19953","1677","865","pass","policy_config","accepted_risk","0.6126","product_manager","safety_queue"
"395","23017","2762","1528","pass","prompting","accepted_risk","0.6292","product_manager","safety_queue"
"396","14480","23985","2794","needs_fix","retrieval","open","0.2519","qa_analyst","regression_queue"
"397","14124","7193","1772","acceptable_with_note","model_reasoning","open","0.8268","research_scientist","regression_queue"
"398","17133","8903","1359","needs_fix","tooling","in_progress","0.5967","qa_analyst","customer_impact_queue"
"399","40061","19713","2543","acceptable_with_note","prompting","accepted_risk","0.7384","eval_ops_lead","customer_impact_queue"
"400","11398","12949","2584","acceptable_with_note","retrieval","accepted_risk","0.9184","qa_analyst","release_gate"
"401","34175","11610","2800","pass","model_reasoning","accepted_risk","0.8437","product_manager","tool_use_queue"
"402","30129","14805","62","needs_fix","dataset_issue","accepted_risk","0.0492","product_manager","tool_use_queue"
"403","36260","19835","927","needs_fix","policy_config","accepted_risk","0.0629","safety_reviewer","tool_use_queue"
"404","27150","11159","588","fail","model_reasoning","accepted_risk","0.689","research_scientist","release_gate"
"405","33848","17812","92","fail","policy_config","resolved","0.3026","product_manager","safety_queue"
"406","12746","24533","769","acceptable_with_note","prompting","open","0.5419","safety_reviewer","customer_impact_queue"
"407","182","12390","2598","pass","model_reasoning","open","0.0674","qa_analyst","customer_impact_queue"
"408","1985","6070","1396","fail","prompting","in_progress","0.7713","eval_ops_lead","safety_queue"
"409","4179","23208","1505","needs_fix","model_reasoning","in_progress","0.3605","safety_reviewer","customer_impact_queue"
"410","6022","3645","11","fail","model_reasoning","resolved","0.5458","product_manager","regression_queue"
"411","637","24758","52","acceptable_with_note","policy_config","resolved","0.5512","qa_analyst","regression_queue"
"412","3787","15746","1335","fail","dataset_issue","resolved","0.5737","qa_analyst","tool_use_queue"
"413","30057","10246","1356","acceptable_with_note","policy_config","open","0.152","eval_ops_lead","tool_use_queue"
"414","39267","24012","2333","fail","model_reasoning","in_progress","0.1573","qa_analyst","customer_impact_queue"
"415","2971","23665","1798","pass","prompting","open","0.1494","safety_reviewer","customer_impact_queue"
"416","27563","6269","406","acceptable_with_note","prompting","resolved","0.7163","product_manager","safety_queue"
"417","1635","22782","1774","fail","tooling","resolved","0.1121","eval_ops_lead","tool_use_queue"
"418","22747","7259","1100","pass","prompting","resolved","0.277","product_manager","safety_queue"
"419","42134","8427","668","needs_fix","model_reasoning","accepted_risk","0.8659","eval_ops_lead","release_gate"
"420","43705","9617","2390","acceptable_with_note","model_reasoning","resolved","0.6015","qa_analyst","safety_queue"
"421","33188","5066","834","acceptable_with_note","dataset_issue","accepted_risk","0.2559","safety_reviewer","safety_queue"
"422","47522","3190","335","needs_fix","model_reasoning","in_progress","0.9333","qa_analyst","regression_queue"
"423","27879","22198","1832","acceptable_with_note","prompting","in_progress","0.6238","safety_reviewer","safety_queue"
"424","14829","12362","2212","needs_fix","model_reasoning","resolved","0.3028","eval_ops_lead","customer_impact_queue"
"425","31164","8757","427","acceptable_with_note","tooling","open","0.5748","research_scientist","customer_impact_queue"
"426","37011","12042","466","needs_fix","policy_config","open","0.5781","safety_reviewer","safety_queue"
"427","17518","4501","2315","pass","tooling","open","0.1731","safety_reviewer","release_gate"
"428","39747","12606","230","acceptable_with_note","retrieval","resolved","0.5201","research_scientist","regression_queue"
"429","28297","21572","2479","pass","policy_config","in_progress","0.9517","qa_analyst","safety_queue"
"430","2660","6459","498","needs_fix","retrieval","resolved","0.7277","eval_ops_lead","tool_use_queue"
"431","26119","4534","784","needs_fix","dataset_issue","resolved","0.9561","qa_analyst","safety_queue"
"432","16902","17937","2409","acceptable_with_note","tooling","in_progress","0.1618","eval_ops_lead","regression_queue"
"433","48377","1794","1473","fail","prompting","in_progress","0.4365","qa_analyst","release_gate"
"434","5463","1647","2735","pass","dataset_issue","accepted_risk","0.5881","eval_ops_lead","release_gate"
"435","27032","6612","2847","needs_fix","policy_config","open","0.5069","product_manager","regression_queue"
"436","35069","13841","1274","pass","tooling","accepted_risk","0.3005","product_manager","release_gate"
"437","16146","1237","784","needs_fix","prompting","open","0.3007","eval_ops_lead","release_gate"
"438","35087","13715","580","acceptable_with_note","tooling","open","0.8217","qa_analyst","customer_impact_queue"
"439","44613","1971","277","pass","tooling","open","0.2079","safety_reviewer","regression_queue"
"440","21027","21008","2735","pass","retrieval","in_progress","0.0448","safety_reviewer","regression_queue"
"441","37025","1041","921","acceptable_with_note","tooling","in_progress","0.0442","eval_ops_lead","tool_use_queue"
"442","13748","13949","32","fail","dataset_issue","resolved","0.0624","product_manager","customer_impact_queue"
"443","3377","15488","2504","fail","dataset_issue","open","0.3061","safety_reviewer","customer_impact_queue"
"444","14246","17875","2307","acceptable_with_note","model_reasoning","resolved","0.2047","eval_ops_lead","customer_impact_queue"
"445","49678","18932","2293","pass","retrieval","accepted_risk","0.8913","product_manager","regression_queue"
"446","24468","10717","1480","pass","dataset_issue","accepted_risk","0.6103","product_manager","regression_queue"
"447","8209","4666","148","pass","retrieval","open","0.5488","safety_reviewer","tool_use_queue"
"448","7764","10870","200","fail","prompting","in_progress","0.6826","product_manager","tool_use_queue"
"449","4105","21774","2848","needs_fix","tooling","accepted_risk","0.4562","eval_ops_lead","customer_impact_queue"
"450","9046","14437","640","needs_fix","tooling","resolved","0.8386","safety_reviewer","safety_queue"
"451","39010","20066","2585","fail","prompting","accepted_risk","0.7701","eval_ops_lead","safety_queue"
"452","20998","13272","1048","needs_fix","retrieval","in_progress","0.4569","qa_analyst","customer_impact_queue"
"453","46500","7426","282","fail","model_reasoning","open","0.4453","safety_reviewer","safety_queue"
"454","5278","15535","2213","acceptable_with_note","dataset_issue","open","0.3432","research_scientist","customer_impact_queue"
"455","40352","20438","514","fail","dataset_issue","resolved","0.4393","qa_analyst","regression_queue"
"456","2966","24770","2360","fail","tooling","open","0.0529","research_scientist","tool_use_queue"
"457","36031","22327","2463","acceptable_with_note","dataset_issue","accepted_risk","0.8828","research_scientist","regression_queue"
"458","45222","23093","761","acceptable_with_note","prompting","resolved","0.3119","safety_reviewer","safety_queue"
"459","33203","21343","1424","fail","model_reasoning","resolved","0.8344","safety_reviewer","customer_impact_queue"
"460","16443","9769","1967","acceptable_with_note","retrieval","resolved","0.1402","research_scientist","tool_use_queue"
"461","16707","15494","2619","fail","policy_config","resolved","0.6108","product_manager","safety_queue"
"462","45381","14536","2525","fail","prompting","accepted_risk","0.9721","research_scientist","safety_queue"
"463","18729","12439","1623","needs_fix","dataset_issue","in_progress","0.4726","research_scientist","regression_queue"
"464","14209","16746","2137","fail","model_reasoning","open","0.0558","research_scientist","customer_impact_queue"
"465","33556","4065","984","pass","model_reasoning","open","0.9943","safety_reviewer","release_gate"
"466","21375","15534","2461","pass","retrieval","resolved","0.4201","research_scientist","release_gate"
"467","47552","19158","1676","needs_fix","model_reasoning","accepted_risk","0.2166","product_manager","tool_use_queue"
"468","47678","13838","1566","pass","dataset_issue","accepted_risk","0.952","product_manager","customer_impact_queue"
"469","34174","24970","2603","acceptable_with_note","policy_config","in_progress","0.9506","qa_analyst","customer_impact_queue"
"470","6238","7814","1613","acceptable_with_note","retrieval","resolved","0.5113","research_scientist","regression_queue"
"471","12894","21294","624","pass","policy_config","in_progress","0.9868","safety_reviewer","tool_use_queue"
"472","39645","16975","848","fail","dataset_issue","in_progress","0.9447","safety_reviewer","release_gate"
"473","49228","5341","94","needs_fix","policy_config","resolved","0.715","safety_reviewer","tool_use_queue"
"474","27070","20658","2414","needs_fix","retrieval","accepted_risk","0.6658","safety_reviewer","customer_impact_queue"
"475","40517","790","2350","fail","dataset_issue","resolved","0.5297","safety_reviewer","regression_queue"
"476","49181","20137","420","fail","retrieval","in_progress","0.3078","safety_reviewer","tool_use_queue"
"477","19552","863","2823","fail","retrieval","in_progress","0.7118","qa_analyst","customer_impact_queue"
"478","1497","24023","2670","pass","dataset_issue","in_progress","0.456","research_scientist","release_gate"
"479","16318","20363","1547","fail","retrieval","open","0.7075","eval_ops_lead","release_gate"
"480","29308","13273","2036","needs_fix","dataset_issue","in_progress","0.8402","research_scientist","tool_use_queue"
"481","10473","2584","2859","fail","model_reasoning","in_progress","0.5721","qa_analyst","tool_use_queue"
"482","34005","10355","1461","needs_fix","tooling","resolved","0.4095","safety_reviewer","release_gate"
"483","1662","17025","913","acceptable_with_note","model_reasoning","in_progress","0.4571","qa_analyst","customer_impact_queue"
"484","27935","7589","2571","needs_fix","retrieval","resolved","0.873","qa_analyst","tool_use_queue"
"485","29190","15896","698","fail","retrieval","open","0.6132","eval_ops_lead","regression_queue"
"486","20700","16971","1773","needs_fix","dataset_issue","in_progress","0.9516","eval_ops_lead","tool_use_queue"
"487","20258","7227","1143","acceptable_with_note","retrieval","resolved","0.102","qa_analyst","safety_queue"
"488","18902","12785","983","pass","tooling","accepted_risk","0.5113","product_manager","tool_use_queue"
"489","26522","5554","127","fail","dataset_issue","accepted_risk","0.4723","product_manager","regression_queue"
"490","49608","10334","16","fail","retrieval","in_progress","0.7933","eval_ops_lead","regression_queue"
"491","44459","18279","948","pass","retrieval","accepted_risk","0.0232","product_manager","release_gate"
"492","16323","19540","2512","fail","retrieval","resolved","0.2904","safety_reviewer","regression_queue"
"493","28400","8464","1664","acceptable_with_note","model_reasoning","in_progress","0.5836","product_manager","tool_use_queue"
"494","24889","3696","2066","fail","dataset_issue","open","0.2259","eval_ops_lead","regression_queue"
"495","25492","9410","2062","pass","tooling","accepted_risk","0.1115","safety_reviewer","release_gate"
"496","31136","22784","2577","pass","tooling","open","0.8457","safety_reviewer","tool_use_queue"
"497","10870","6512","2721","fail","retrieval","resolved","0.663","qa_analyst","tool_use_queue"
"498","36448","2871","512","pass","tooling","open","0.1214","eval_ops_lead","safety_queue"
"499","22653","24325","1393","acceptable_with_note","dataset_issue","open","0.1535","research_scientist","tool_use_queue"
"500","22454","17309","1664","fail","prompting","accepted_risk","0.5964","research_scientist","customer_impact_queue"
"501","43439","20033","1866","acceptable_with_note","policy_config","accepted_risk","0.2887","safety_reviewer","tool_use_queue"
"502","35628","19449","1296","needs_fix","retrieval","accepted_risk","0.4963","eval_ops_lead","regression_queue"
"503","44292","23045","2243","acceptable_with_note","prompting","accepted_risk","0.7154","research_scientist","safety_queue"
"504","45742","10549","433","needs_fix","prompting","in_progress","0.0934","product_manager","regression_queue"
"505","31989","4630","1235","acceptable_with_note","prompting","open","0.2629","product_manager","regression_queue"
"506","30308","6498","1832","pass","policy_config","accepted_risk","0.269","research_scientist","tool_use_queue"
"507","41524","13486","352","fail","dataset_issue","open","0.8563","product_manager","tool_use_queue"
"508","31362","817","465","fail","tooling","resolved","0.9175","product_manager","release_gate"
"509","26250","7812","1270","acceptable_with_note","tooling","open","0.314","research_scientist","regression_queue"
"510","46011","6571","1000","needs_fix","model_reasoning","resolved","0.2274","qa_analyst","regression_queue"
"511","43822","10615","1541","pass","model_reasoning","accepted_risk","0.5123","research_scientist","release_gate"
"512","34054","8412","803","acceptable_with_note","dataset_issue","in_progress","0.7241","safety_reviewer","regression_queue"
"513","23894","13717","889","pass","model_reasoning","open","0.5754","qa_analyst","safety_queue"
"514","40030","24619","2092","acceptable_with_note","policy_config","resolved","0.8766","eval_ops_lead","customer_impact_queue"
"515","9802","17813","2483","needs_fix","policy_config","open","0.0418","product_manager","tool_use_queue"
"516","6463","9704","2352","needs_fix","retrieval","open","0.4853","qa_analyst","regression_queue"
"517","38425","24460","807","acceptable_with_note","retrieval","in_progress","0.3891","research_scientist","tool_use_queue"
"518","9438","20926","1146","acceptable_with_note","prompting","in_progress","0.3773","qa_analyst","release_gate"
"519","7911","12160","18","pass","retrieval","open","0.8595","research_scientist","regression_queue"
"520","43214","21421","1979","acceptable_with_note","prompting","resolved","0.6434","eval_ops_lead","release_gate"
"521","48461","20002","1852","fail","retrieval","accepted_risk","0.3319","research_scientist","tool_use_queue"
"522","13062","22500","295","fail","tooling","resolved","0.2387","eval_ops_lead","tool_use_queue"
"523","30115","8434","546","fail","model_reasoning","resolved","0.0165","research_scientist","regression_queue"
"524","13578","11422","2161","needs_fix","dataset_issue","accepted_risk","0.3496","safety_reviewer","customer_impact_queue"
"525","39340","20715","2695","acceptable_with_note","dataset_issue","in_progress","0.4488","safety_reviewer","tool_use_queue"
"526","17323","5614","2470","needs_fix","retrieval","resolved","0.6537","safety_reviewer","release_gate"
"527","7269","22974","397","fail","tooling","in_progress","0.4987","eval_ops_lead","safety_queue"
"528","42464","13074","2188","fail","prompting","accepted_risk","0.5028","qa_analyst","safety_queue"
"529","9631","9306","1578","fail","model_reasoning","in_progress","0.2603","product_manager","safety_queue"
"530","45821","14548","1044","pass","prompting","accepted_risk","0.5446","qa_analyst","tool_use_queue"
"531","10049","22476","688","fail","policy_config","open","0.816","research_scientist","safety_queue"
"532","45158","911","2184","acceptable_with_note","prompting","resolved","0.5452","safety_reviewer","safety_queue"
"533","1352","4912","1742","acceptable_with_note","prompting","open","0.4568","research_scientist","safety_queue"
"534","34636","15546","1209","pass","policy_config","open","0.4688","qa_analyst","customer_impact_queue"
"535","22368","20346","2085","acceptable_with_note","model_reasoning","open","0.3916","qa_analyst","regression_queue"
"536","9719","21893","2659","needs_fix","prompting","resolved","0.3823","eval_ops_lead","safety_queue"
"537","17120","10066","1408","needs_fix","tooling","open","0.7147","research_scientist","safety_queue"
"538","35589","14928","490","fail","dataset_issue","open","0.9596","qa_analyst","tool_use_queue"
"539","37810","12000","1698","needs_fix","policy_config","open","0.9294","eval_ops_lead","customer_impact_queue"
"540","21432","9542","1551","fail","tooling","open","0.7261","product_manager","customer_impact_queue"
"541","2615","14745","1603","acceptable_with_note","dataset_issue","open","0.6644","safety_reviewer","customer_impact_queue"
"542","18588","4329","2592","pass","policy_config","accepted_risk","0.8604","qa_analyst","safety_queue"
"543","47956","23597","1654","fail","retrieval","open","0.152","eval_ops_lead","regression_queue"
"544","42978","6124","1764","fail","prompting","resolved","0.0975","research_scientist","release_gate"
"545","3084","8251","1090","needs_fix","retrieval","in_progress","0.9128","safety_reviewer","customer_impact_queue"
"546","1441","11285","2541","needs_fix","model_reasoning","accepted_risk","0.6748","safety_reviewer","tool_use_queue"
