"eval_item_id","eval_run_id","program_id","scenario_id","task_category","difficulty_tier","input_modality","requires_tool_use","requires_grounding","policy_sensitivity"
"409","7908","213","scenario_409","tool_use","hard","text_table","0","0","sensitive"
"410","10144","625","scenario_410","planning","expert","multistep_trace","0","0","moderate"
"411","459","454","scenario_411","summarization","expert","text_table","0","0","moderate"
"412","12196","7","scenario_412","summarization","standard","text_table","0","1","low"
"413","22326","520","scenario_413","planning","standard","text_json","1","1","sensitive"
"414","4301","501","scenario_414","planning","hard","text","0","1","low"
"415","4985","407","scenario_415","planning","expert","text_table","1","0","restricted"
"416","7418","98","scenario_416","summarization","standard","multistep_trace","0","0","moderate"
"417","14321","420","scenario_417","classification","standard","text","0","1","low"
"418","14962","516","scenario_418","qa","hard","text_table","0","1","low"
"419","17000","117","scenario_419","planning","standard","text_table","0","1","restricted"
"420","6657","308","scenario_420","policy_handling","standard","text","0","1","low"
"421","9201","397","scenario_421","qa","easy","text_json","1","0","low"
"422","16672","59","scenario_422","summarization","easy","text_table","0","0","moderate"
"423","11185","161","scenario_423","classification","expert","text_json","1","1","moderate"
"424","15018","24","scenario_424","summarization","easy","text_table","0","0","low"
"425","14140","282","scenario_425","tool_use","expert","text_table","1","0","low"
"426","17298","550","scenario_426","policy_handling","standard","text_table","0","1","moderate"
"427","8140","534","scenario_427","planning","expert","text","0","1","restricted"
"428","24876","238","scenario_428","tool_use","expert","text_table","1","1","sensitive"
"429","22465","8","scenario_429","policy_handling","hard","text_json","1","0","sensitive"
"430","8443","142","scenario_430","tool_use","expert","text","0","1","low"
"431","20149","323","scenario_431","summarization","standard","text_table","0","1","low"
"432","3084","516","scenario_432","classification","expert","text","1","0","restricted"
"433","6235","609","scenario_433","planning","easy","text","0","1","low"
"434","5148","381","scenario_434","policy_handling","standard","text_table","1","0","restricted"
"435","18342","530","scenario_435","classification","expert","text","1","1","restricted"
"436","22258","106","scenario_436","summarization","easy","text_table","1","1","sensitive"
"437","21092","385","scenario_437","classification","expert","multistep_trace","0","1","low"
"438","11424","384","scenario_438","qa","easy","text_table","1","1","low"
"439","18354","518","scenario_439","summarization","expert","text_table","0","1","sensitive"
"440","10008","128","scenario_440","policy_handling","easy","text_json","1","1","moderate"
"441","15643","413","scenario_441","qa","standard","multistep_trace","1","1","moderate"
"442","10169","254","scenario_442","qa","easy","multistep_trace","0","1","moderate"
"443","3804","299","scenario_443","classification","standard","text","1","1","moderate"
"444","9018","161","scenario_444","policy_handling","hard","multistep_trace","1","1","sensitive"
"445","23418","264","scenario_445","qa","hard","text","0","1","restricted"
"446","1100","19","scenario_446","tool_use","expert","text_json","1","0","moderate"
"447","14701","621","scenario_447","policy_handling","easy","text","1","1","restricted"
"448","20635","441","scenario_448","planning","standard","text_table","1","0","low"
"449","4538","240","scenario_449","summarization","easy","text_table","1","0","moderate"
"450","23219","357","scenario_450","policy_handling","hard","text_table","1","0","low"
"451","17864","456","scenario_451","policy_handling","standard","text","1","1","restricted"
"452","11166","401","scenario_452","classification","standard","text","0","1","low"
"453","8801","113","scenario_453","qa","standard","multistep_trace","1","1","low"
"454","17249","609","scenario_454","policy_handling","easy","multistep_trace","0","1","moderate"
"455","3760","478","scenario_455","planning","expert","text_json","1","1","moderate"
"456","5756","624","scenario_456","policy_handling","easy","text_table","0","1","moderate"
"457","4971","430","scenario_457","summarization","standard","text_table","1","1","sensitive"
"458","15790","370","scenario_458","classification","standard","text","1","0","sensitive"
"459","1333","534","scenario_459","summarization","standard","text","0","1","sensitive"
"460","14860","523","scenario_460","planning","standard","text_json","0","1","moderate"
"461","23423","540","scenario_461","qa","hard","text_json","1","1","moderate"
"462","6926","540","scenario_462","tool_use","standard","multistep_trace","0","0","low"
"463","5515","391","scenario_463","summarization","easy","multistep_trace","0","1","low"
"464","7951","489","scenario_464","planning","hard","text_json","0","1","low"
"465","22213","471","scenario_465","policy_handling","standard","text_table","1","0","low"
"466","5590","554","scenario_466","planning","easy","text_table","1","0","restricted"
"467","1440","513","scenario_467","summarization","standard","multistep_trace","1","0","sensitive"
"468","24895","138","scenario_468","planning","expert","text","0","0","restricted"
"469","12377","158","scenario_469","qa","expert","text_json","0","1","moderate"
"470","8617","624","scenario_470","qa","hard","text_json","0","1","sensitive"
"471","4664","241","scenario_471","planning","easy","text","0","0","moderate"
"472","19461","174","scenario_472","planning","expert","multistep_trace","0","1","sensitive"
"473","16850","573","scenario_473","summarization","hard","text_json","0","0","restricted"
"474","13900","266","scenario_474","classification","expert","multistep_trace","1","1","moderate"
"475","11694","568","scenario_475","policy_handling","expert","text_table","0","1","moderate"
"476","14690","531","scenario_476","summarization","easy","text_json","1","0","sensitive"
"477","2985","393","scenario_477","classification","easy","text_table","1","1","sensitive"
"478","14489","308","scenario_478","classification","expert","multistep_trace","1","0","restricted"
"479","14373","25","scenario_479","summarization","standard","text_table","1","1","low"
"480","14854","256","scenario_480","summarization","hard","multistep_trace","1","0","moderate"
"481","18096","429","scenario_481","policy_handling","standard","text","0","1","moderate"
"482","16654","193","scenario_482","planning","standard","text","0","1","restricted"
"483","11319","1","scenario_483","policy_handling","easy","multistep_trace","1","0","moderate"
"484","16703","466","scenario_484","qa","standard","multistep_trace","0","0","restricted"
"485","18387","597","scenario_485","planning","hard","text_table","0","0","sensitive"
"486","6522","592","scenario_486","policy_handling","hard","text_table","0","1","sensitive"
"487","12714","287","scenario_487","planning","standard","text","1","1","sensitive"
"488","10939","605","scenario_488","qa","hard","text_json","1","0","sensitive"
"489","1832","91","scenario_489","qa","easy","text","0","1","restricted"
"490","20345","50","scenario_490","qa","expert","text_table","0","0","low"
"491","23433","531","scenario_491","classification","expert","text","1","0","restricted"
"492","1972","444","scenario_492","classification","easy","multistep_trace","1","1","low"
"493","9567","551","scenario_493","policy_handling","easy","multistep_trace","0","1","low"
"494","18952","9","scenario_494","tool_use","easy","text","0","1","sensitive"
"495","3296","335","scenario_495","policy_handling","standard","multistep_trace","1","1","sensitive"
"496","4697","508","scenario_496","summarization","standard","text","1","0","sensitive"
"497","4342","360","scenario_497","policy_handling","hard","text_table","0","0","sensitive"
"498","7582","452","scenario_498","qa","standard","text_json","0","0","moderate"
"499","6114","461","scenario_499","summarization","standard","text","1","1","restricted"
"500","20346","214","scenario_500","tool_use","standard","text_json","1","1","sensitive"
"501","7033","510","scenario_501","qa","standard","text_table","1","1","sensitive"
"502","4404","220","scenario_502","summarization","expert","text","1","1","sensitive"
"503","7624","282","scenario_503","summarization","easy","multistep_trace","1","0","moderate"
"504","16795","364","scenario_504","qa","expert","text_json","1","1","low"
"505","13497","556","scenario_505","qa","hard","text","1","1","sensitive"
"506","5782","149","scenario_506","planning","easy","text_table","1","1","low"
"507","18667","56","scenario_507","classification","hard","text_json","1","0","sensitive"
"508","23733","490","scenario_508","policy_handling","expert","text_json","1","1","restricted"
"509","2984","117","scenario_509","classification","hard","multistep_trace","0","1","low"
"510","7847","409","scenario_510","summarization","easy","text","1","0","low"
"511","17345","96","scenario_511","policy_handling","expert","text_table","1","0","sensitive"
"512","16198","146","scenario_512","planning","hard","multistep_trace","1","1","sensitive"
"513","1514","162","scenario_513","tool_use","standard","text_json","0","1","sensitive"
"514","12575","585","scenario_514","qa","standard","multistep_trace","1","1","moderate"
"515","20216","81","scenario_515","tool_use","standard","multistep_trace","0","1","sensitive"
"516","3263","185","scenario_516","tool_use","expert","text_json","0","1","sensitive"
"517","1527","241","scenario_517","qa","expert","text","0","1","sensitive"
"518","1867","276","scenario_518","classification","hard","text_json","0","0","restricted"
"519","21184","163","scenario_519","qa","hard","text_json","0","1","low"
"520","1658","162","scenario_520","summarization","standard","text_json","1","1","moderate"
"521","16592","501","scenario_521","classification","expert","text_table","0","0","restricted"
"522","5099","419","scenario_522","classification","expert","text_table","0","1","sensitive"
"523","23596","503","scenario_523","tool_use","hard","text_table","0","0","restricted"
"524","20974","2","scenario_524","planning","standard","text_json","1","1","moderate"
"525","23183","24","scenario_525","tool_use","easy","text_json","1","1","restricted"
"526","22067","152","scenario_526","planning","easy","multistep_trace","1","0","restricted"
"527","12249","16","scenario_527","qa","standard","text","0","1","moderate"
"528","19926","448","scenario_528","summarization","expert","text_table","1","0","restricted"
"529","10228","536","scenario_529","planning","standard","multistep_trace","0","1","sensitive"
"530","6831","312","scenario_530","policy_handling","standard","multistep_trace","1","1","moderate"
"531","3167","545","scenario_531","summarization","hard","text","0","0","moderate"
"532","8187","564","scenario_532","summarization","standard","text","1","1","moderate"
"533","19698","242","scenario_533","policy_handling","expert","text_json","0","1","moderate"
"534","22356","342","scenario_534","classification","easy","text","1","1","low"
"535","13476","625","scenario_535","planning","expert","text_table","1","1","low"
"536","22552","498","scenario_536","qa","hard","text_table","0","0","restricted"
"537","8137","318","scenario_537","planning","expert","text","0","0","low"
"538","23467","260","scenario_538","policy_handling","standard","multistep_trace","0","0","sensitive"
"539","15661","124","scenario_539","summarization","expert","text","0","0","restricted"
"540","11644","600","scenario_540","tool_use","expert","multistep_trace","0","0","restricted"
"541","9214","466","scenario_541","classification","expert","multistep_trace","0","1","low"
"542","19805","351","scenario_542","tool_use","hard","text_json","0","1","low"
"543","21574","491","scenario_543","planning","easy","text","1","1","low"
"544","9941","603","scenario_544","planning","easy","text_json","0","1","low"
"545","8725","262","scenario_545","planning","expert","text","0","1","restricted"
"546","21303","436","scenario_546","summarization","expert","text","0","1","restricted"
"547","13469","609","scenario_547","tool_use","expert","text_json","1","0","low"
"548","10141","305","scenario_548","classification","easy","text","1","0","low"
"549","21768","65","scenario_549","tool_use","hard","multistep_trace","0","1","low"
"550","2679","260","scenario_550","policy_handling","standard","text_json","1","1","moderate"
"551","21633","476","scenario_551","classification","easy","text_table","1","1","moderate"
"552","11050","496","scenario_552","planning","easy","multistep_trace","1","1","sensitive"
"553","12043","131","scenario_553","policy_handling","standard","text","0","1","low"
"554","21668","249","scenario_554","summarization","expert","multistep_trace","0","0","moderate"
"555","24861","101","scenario_555","classification","hard","text_table","1","1","low"
"556","23827","446","scenario_556","summarization","easy","text_table","1","1","moderate"
"557","14309","274","scenario_557","planning","easy","multistep_trace","0","0","sensitive"
"558","13593","143","scenario_558","classification","expert","multistep_trace","0","0","moderate"
"559","6723","420","scenario_559","planning","easy","text_json","0","1","sensitive"
"560","1725","143","scenario_560","policy_handling","easy","text_json","1","1","sensitive"
"561","1088","344","scenario_561","summarization","standard","text_json","1","0","restricted"
"562","8398","432","scenario_562","tool_use","standard","text_json","0","1","moderate"
"563","2949","500","scenario_563","planning","expert","text_json","1","1","restricted"
"564","22661","563","scenario_564","summarization","easy","multistep_trace","1","1","low"
"565","6385","392","scenario_565","summarization","hard","text_json","1","1","moderate"
"566","23937","128","scenario_566","qa","standard","text_table","0","1","sensitive"
"567","19562","257","scenario_567","policy_handling","hard","text_json","0","0","restricted"
"568","16697","230","scenario_568","classification","easy","text_json","1","1","restricted"
"569","19022","625","scenario_569","classification","expert","text_table","1","1","sensitive"
"570","8183","255","scenario_570","qa","standard","text","0","1","moderate"
"571","2374","22","scenario_571","summarization","expert","text_table","1","1","sensitive"
"572","9333","276","scenario_572","planning","standard","text_json","0","1","moderate"
"573","3229","148","scenario_573","qa","easy","text_table","0","1","sensitive"
"574","5914","241","scenario_574","classification","hard","text","0","0","moderate"
"575","8370","474","scenario_575","qa","hard","text_json","1","0","restricted"
"576","4594","576","scenario_576","qa","expert","text","1","0","low"
"577","5063","407","scenario_577","policy_handling","expert","text_json","0","1","sensitive"
"578","24799","2","scenario_578","classification","hard","text","1","1","moderate"
"579","22976","263","scenario_579","classification","standard","multistep_trace","1","0","sensitive"
"580","7647","143","scenario_580","tool_use","standard","text_json","0","0","low"
"581","264","432","scenario_581","summarization","hard","text_json","1","1","sensitive"
"582","17234","205","scenario_582","policy_handling","hard","text_table","1","1","sensitive"
"583","17998","486","scenario_583","qa","hard","text","0","0","low"
"584","11143","325","scenario_584","qa","expert","text","1","1","sensitive"
"585","20294","77","scenario_585","policy_handling","easy","text_json","1","1","sensitive"
"586","11826","421","scenario_586","classification","easy","text_json","1","1","moderate"
"587","6887","187","scenario_587","classification","expert","text_json","0","0","moderate"
"588","13904","514","scenario_588","qa","easy","text_table","1","1","low"
"589","10832","484","scenario_589","planning","hard","multistep_trace","1","1","restricted"
"590","18795","369","scenario_590","summarization","hard","multistep_trace","1","1","moderate"
"591","14432","388","scenario_591","qa","easy","text_json","1","1","sensitive"
"592","19308","40","scenario_592","summarization","easy","text_json","1","0","sensitive"
"593","4070","279","scenario_593","tool_use","easy","text","0","1","low"
"594","6512","539","scenario_594","planning","expert","multistep_trace","0","0","restricted"
"595","17331","242","scenario_595","policy_handling","hard","text_table","1","0","sensitive"
"596","21615","315","scenario_596","policy_handling","hard","text_table","1","0","sensitive"
"597","445","162","scenario_597","tool_use","expert","text","0","1","restricted"
"598","21190","470","scenario_598","classification","expert","text_json","1","1","restricted"
"599","11493","403","scenario_599","policy_handling","easy","text_json","1","1","restricted"
"600","13490","125","scenario_600","classification","easy","text_json","0","0","low"
"601","24276","332","scenario_601","policy_handling","hard","text_table","1","1","restricted"
"602","724","216","scenario_602","policy_handling","standard","text","1","1","sensitive"
"603","13210","15","scenario_603","tool_use","standard","multistep_trace","0","0","moderate"
"604","179","31","scenario_604","classification","easy","text","0","0","low"
"605","19711","190","scenario_605","policy_handling","standard","text_json","1","1","moderate"
"606","15728","206","scenario_606","policy_handling","easy","text_table","1","0","moderate"
"607","2099","195","scenario_607","classification","expert","multistep_trace","1","1","restricted"
"608","12115","2","scenario_608","classification","hard","text_json","0","0","sensitive"
"609","6448","13","scenario_609","summarization","expert","multistep_trace","0","0","restricted"
"610","9462","592","scenario_610","classification","expert","text_json","1","1","moderate"
"611","9148","452","scenario_611","classification","standard","multistep_trace","1","1","moderate"
"612","16143","594","scenario_612","tool_use","standard","multistep_trace","1","1","sensitive"
"613","16781","254","scenario_613","classification","expert","text_json","0","1","low"
"614","1540","623","scenario_614","planning","standard","text_table","1","1","sensitive"
"615","2464","499","scenario_615","summarization","standard","text_json","1","0","sensitive"
"616","10838","545","scenario_616","planning","standard","multistep_trace","1","0","sensitive"
"617","23597","449","scenario_617","summarization","easy","multistep_trace","1","0","sensitive"
"618","8579","303","scenario_618","summarization","hard","text_table","0","1","restricted"
"619","5064","310","scenario_619","tool_use","standard","text_json","0","1","restricted"
"620","7562","540","scenario_620","classification","expert","multistep_trace","0","1","restricted"
"621","4680","292","scenario_621","policy_handling","easy","multistep_trace","0","1","low"
"622","3798","72","scenario_622","policy_handling","hard","text_json","0","0","low"
"623","17697","376","scenario_623","qa","standard","text","0","1","sensitive"
"624","6770","475","scenario_624","summarization","standard","text_table","0","0","low"
"625","22089","265","scenario_625","policy_handling","expert","text_json","0","0","low"
"626","11103","48","scenario_626","qa","standard","text","0","1","moderate"
"627","21466","606","scenario_627","tool_use","expert","text_json","1","1","moderate"
"628","12294","296","scenario_628","planning","expert","text_table","1","0","sensitive"
"629","23257","456","scenario_629","qa","standard","text_table","1","1","moderate"
"630","4984","429","scenario_630","planning","hard","text","1","0","restricted"
"631","4071","428","scenario_631","classification","easy","text","0","1","restricted"
"632","17345","96","scenario_632","summarization","standard","text","0","0","low"
"633","4927","602","scenario_633","classification","standard","text_json","1","1","low"
"634","4029","104","scenario_634","policy_handling","standard","text","1","1","moderate"
"635","21683","307","scenario_635","policy_handling","standard","multistep_trace","0","1","restricted"
"636","13276","420","scenario_636","planning","expert","text","1","1","sensitive"
"637","24758","92","scenario_637","tool_use","hard","text_json","1","1","sensitive"
"638","17108","468","scenario_638","planning","easy","text","1","1","moderate"
"639","5567","3","scenario_639","qa","expert","text_table","1","1","moderate"
"640","18909","345","scenario_640","classification","standard","multistep_trace","1","0","restricted"
"641","9193","554","scenario_641","summarization","standard","text_table","1","0","restricted"
"642","666","48","scenario_642","tool_use","standard","text","1","1","sensitive"
"643","7431","71","scenario_643","planning","hard","text","0","1","moderate"
"644","18151","152","scenario_644","tool_use","easy","multistep_trace","0","1","restricted"
"645","15012","225","scenario_645","policy_handling","standard","text_table","1","0","moderate"
"646","23843","281","scenario_646","policy_handling","standard","text_json","1","0","sensitive"
"647","10515","119","scenario_647","policy_handling","expert","text","0","0","moderate"
"648","8754","110","scenario_648","summarization","hard","text_json","0","1","moderate"
"649","4787","75","scenario_649","tool_use","standard","text","1","1","restricted"
"650","6804","533","scenario_650","classification","expert","text_table","1","1","moderate"
"651","2171","194","scenario_651","summarization","easy","text","0","1","moderate"
"652","453","492","scenario_652","tool_use","easy","text_table","0","1","moderate"
"653","24683","543","scenario_653","planning","easy","text_table","0","0","moderate"
"654","19670","266","scenario_654","summarization","easy","text_json","1","1","sensitive"
"655","14348","440","scenario_655","tool_use","easy","text","0","1","sensitive"
"656","21040","160","scenario_656","policy_handling","standard","multistep_trace","0","1","restricted"
"657","6403","543","scenario_657","planning","expert","text","0","0","sensitive"
"658","18000","336","scenario_658","policy_handling","hard","text_json","0","0","sensitive"
"659","8316","268","scenario_659","qa","easy","multistep_trace","1","0","moderate"
"660","19850","192","scenario_660","tool_use","hard","text","1","0","low"
"661","23871","136","scenario_661","planning","easy","text_json","0","1","restricted"
"662","8709","78","scenario_662","qa","standard","multistep_trace","0","1","restricted"
"663","12767","298","scenario_663","planning","standard","multistep_trace","1","1","restricted"
"664","15394","12","scenario_664","qa","expert","text","0","0","low"
"665","3340","15","scenario_665","summarization","expert","text_table","0","1","low"
"666","13302","531","scenario_666","policy_handling","expert","text_table","0","1","moderate"
"667","13391","71","scenario_667","tool_use","hard","text","0","1","restricted"
"668","6623","469","scenario_668","summarization","hard","text","1","1","moderate"
"669","10403","172","scenario_669","summarization","expert","text_json","0","0","moderate"
"670","12454","572","scenario_670","summarization","hard","text","1","1","sensitive"
"671","3530","14","scenario_671","classification","expert","multistep_trace","0","1","low"
"672","17310","51","scenario_672","policy_handling","standard","multistep_trace","0","1","moderate"
"673","22916","585","scenario_673","tool_use","easy","multistep_trace","0","1","low"
"674","23741","161","scenario_674","summarization","easy","multistep_trace","0","1","restricted"
"675","20437","38","scenario_675","summarization","standard","multistep_trace","1","1","moderate"
"676","15402","619","scenario_676","policy_handling","easy","text_json","0","0","sensitive"
"677","4574","393","scenario_677","summarization","hard","text","1","1","sensitive"
"678","24801","604","scenario_678","policy_handling","standard","text_json","0","1","moderate"
"679","5315","185","scenario_679","qa","easy","text","1","0","moderate"
"680","11106","578","scenario_680","tool_use","expert","text","0","0","moderate"
"681","5725","512","scenario_681","summarization","hard","text_json","1","1","sensitive"
"682","6530","174","scenario_682","tool_use","expert","multistep_trace","0","1","low"
"683","2295","315","scenario_683","policy_handling","standard","text_table","1","1","moderate"
"684","7544","584","scenario_684","qa","hard","text","0","1","restricted"
"685","18159","599","scenario_685","qa","standard","text","1","1","restricted"
"686","18289","393","scenario_686","qa","easy","multistep_trace","1","0","restricted"
"687","10780","446","scenario_687","summarization","hard","multistep_trace","0","1","moderate"
"688","19367","255","scenario_688","qa","standard","multistep_trace","0","1","moderate"
"689","12655","10","scenario_689","policy_handling","standard","multistep_trace","0","1","low"
"690","1224","177","scenario_690","planning","standard","text_table","1","1","moderate"
"691","4767","181","scenario_691","planning","expert","text_table","1","0","restricted"
"692","19541","74","scenario_692","qa","expert","text_json","1","1","moderate"
"693","3537","94","scenario_693","qa","standard","multistep_trace","0","1","sensitive"
"694","9291","286","scenario_694","tool_use","hard","text_table","0","0","low"
"695","20171","303","scenario_695","planning","hard","text_table","0","0","moderate"
"696","20565","77","scenario_696","classification","expert","text","0","1","moderate"
"697","17965","448","scenario_697","tool_use","standard","text_json","0","1","moderate"
"698","11933","8","scenario_698","qa","expert","multistep_trace","1","0","restricted"
"699","19641","10","scenario_699","qa","expert","text_json","0","0","moderate"
"700","21783","42","scenario_700","policy_handling","hard","text_table","1","1","moderate"
"701","17290","209","scenario_701","qa","standard","multistep_trace","1","0","restricted"
"702","15900","606","scenario_702","qa","standard","text_table","0","0","moderate"
"703","13814","411","scenario_703","planning","easy","text_json","0","1","sensitive"
"704","6685","611","scenario_704","classification","standard","text_table","0","1","sensitive"
"705","12930","303","scenario_705","qa","expert","text","1","1","moderate"
"706","10128","569","scenario_706","tool_use","standard","multistep_trace","0","1","low"
"707","4939","59","scenario_707","policy_handling","standard","text_table","0","1","moderate"
"708","2869","234","scenario_708","planning","standard","text_table","0","1","sensitive"
"709","6329","16","scenario_709","tool_use","hard","text_table","0","1","moderate"
"710","17682","354","scenario_710","summarization","hard","text","0","0","low"
"711","15980","249","scenario_711","classification","standard","multistep_trace","1","0","low"
"712","9911","82","scenario_712","summarization","expert","text","1","1","restricted"
"713","13221","79","scenario_713","qa","hard","text_table","1","1","moderate"
"714","10642","482","scenario_714","qa","easy","multistep_trace","0","0","restricted"
"715","4394","167","scenario_715","policy_handling","hard","multistep_trace","0","0","low"
"716","9638","119","scenario_716","summarization","easy","multistep_trace","0","1","restricted"
"717","174","428","scenario_717","planning","easy","text_table","0","0","restricted"
"718","7279","276","scenario_718","policy_handling","easy","text","1","1","low"
"719","9091","41","scenario_719","summarization","expert","text_table","1","1","restricted"
"720","5493","537","scenario_720","qa","hard","text_table","1","0","restricted"
"721","19307","165","scenario_721","policy_handling","easy","text_table","0","1","moderate"
"722","7278","101","scenario_722","policy_handling","easy","text_table","0","0","moderate"
"723","1523","420","scenario_723","classification","expert","multistep_trace","1","1","restricted"
"724","3841","525","scenario_724","policy_handling","expert","text","0","0","moderate"
"725","3634","53","scenario_725","tool_use","hard","multistep_trace","1","0","sensitive"
"726","4771","264","scenario_726","tool_use","easy","multistep_trace","1","0","sensitive"
"727","22489","478","scenario_727","policy_handling","hard","multistep_trace","0","1","restricted"
"728","13424","271","scenario_728","classification","standard","multistep_trace","1","0","sensitive"
"729","13806","151","scenario_729","classification","expert","text","0","0","sensitive"
"730","9408","437","scenario_730","policy_handling","expert","text","1","0","sensitive"
"731","16444","10","scenario_731","qa","easy","text","0","0","sensitive"
"732","4855","271","scenario_732","policy_handling","standard","text_json","1","1","restricted"
"733","5833","461","scenario_733","qa","hard","text_table","1","0","moderate"
"734","22532","113","scenario_734","summarization","standard","multistep_trace","1","0","restricted"
"735","16563","409","scenario_735","tool_use","easy","multistep_trace","0","1","restricted"
"736","10937","82","scenario_736","policy_handling","hard","text","0","0","restricted"
"737","24012","226","scenario_737","planning","hard","text_json","0","1","restricted"
"738","8224","122","scenario_738","qa","standard","text_table","0","1","low"
"739","7613","512","scenario_739","planning","easy","text","1","0","restricted"
"740","18304","270","scenario_740","tool_use","easy","text_table","1","1","moderate"
"741","2297","570","scenario_741","planning","expert","multistep_trace","0","0","sensitive"
"742","21131","480","scenario_742","policy_handling","expert","text_table","1","0","restricted"
"743","8854","344","scenario_743","planning","easy","multistep_trace","0","1","moderate"
"744","17518","384","scenario_744","planning","hard","text_table","0","1","restricted"
"745","11643","395","scenario_745","qa","hard","text_table","0","0","sensitive"
"746","15956","121","scenario_746","classification","easy","text_json","1","1","restricted"
"747","6158","285","scenario_747","summarization","expert","text_json","0","1","low"
"748","18618","169","scenario_748","summarization","hard","text_table","0","0","restricted"
"749","12655","10","scenario_749","planning","easy","text_json","1","1","moderate"
"750","5998","371","scenario_750","summarization","easy","text_json","0","0","restricted"
"751","17487","260","scenario_751","summarization","standard","multistep_trace","1","1","moderate"
"752","11725","245","scenario_752","planning","easy","multistep_trace","0","1","low"
"753","15272","74","scenario_753","policy_handling","standard","text_json","0","1","low"
"754","13577","280","scenario_754","qa","easy","multistep_trace","1","1","restricted"
"755","24357","130","scenario_755","policy_handling","hard","text_json","0","1","sensitive"
"756","607","385","scenario_756","policy_handling","expert","text_json","1","0","low"
"757","3018","531","scenario_757","qa","expert","multistep_trace","1","0","moderate"
"758","18399","159","scenario_758","classification","hard","multistep_trace","0","0","low"
"759","1435","158","scenario_759","summarization","expert","text_table","0","1","sensitive"
"760","19159","328","scenario_760","planning","hard","text_json","0","0","moderate"
"761","15173","524","scenario_761","qa","hard","text_json","1","0","low"
"762","11109","155","scenario_762","qa","expert","text","1","1","low"
"763","7924","510","scenario_763","planning","easy","text_table","1","1","sensitive"
"764","10592","141","scenario_764","qa","easy","text_table","1","1","low"
"765","15086","226","scenario_765","qa","easy","multistep_trace","0","0","restricted"
"766","4517","324","scenario_766","summarization","expert","text","1","1","moderate"
"767","4091","573","scenario_767","classification","easy","multistep_trace","1","1","restricted"
"768","24238","257","scenario_768","classification","standard","text_table","1","1","restricted"
"769","20617","192","scenario_769","classification","standard","text","0","1","sensitive"
"770","11995","165","scenario_770","classification","expert","multistep_trace","1","0","low"
"771","8134","42","scenario_771","qa","easy","text","1","1","moderate"
"772","6366","619","scenario_772","policy_handling","standard","text_table","1","0","moderate"
"773","20524","157","scenario_773","policy_handling","easy","multistep_trace","1","0","moderate"
"774","18342","530","scenario_774","tool_use","expert","text","1","1","sensitive"
"775","13039","63","scenario_775","policy_handling","expert","text","1","1","sensitive"
"776","24229","25","scenario_776","classification","expert","multistep_trace","0","1","sensitive"
"777","23539","125","scenario_777","tool_use","expert","text_table","0","0","restricted"
"778","16971","549","scenario_778","planning","standard","text_json","0","0","restricted"
"779","18676","301","scenario_779","summarization","expert","text_table","1","1","restricted"
"780","10948","163","scenario_780","policy_handling","easy","text_json","0","0","sensitive"
"781","21760","610","scenario_781","classification","easy","multistep_trace","1","1","restricted"
"782","12392","544","scenario_782","classification","standard","text","0","1","low"
"783","21191","394","scenario_783","policy_handling","hard","multistep_trace","1","1","low"
"784","9617","328","scenario_784","policy_handling","hard","text_json","0","1","low"
"785","13533","440","scenario_785","planning","easy","multistep_trace","1","1","sensitive"
"786","16578","219","scenario_786","qa","standard","multistep_trace","0","1","sensitive"
"787","10237","262","scenario_787","tool_use","expert","multistep_trace","1","0","restricted"
"788","11170","595","scenario_788","classification","hard","text_json","1","1","low"
"789","24408","203","scenario_789","classification","easy","text_json","1","1","restricted"
"790","8832","225","scenario_790","policy_handling","hard","multistep_trace","0","0","moderate"
"791","771","107","scenario_791","planning","expert","multistep_trace","1","1","moderate"
"792","19171","391","scenario_792","planning","expert","text_json","0","0","restricted"
"793","255","378","scenario_793","tool_use","standard","text","1","1","moderate"
"794","3463","590","scenario_794","planning","easy","text_json","1","0","sensitive"
"795","2939","232","scenario_795","planning","hard","text","1","1","sensitive"
"796","1993","563","scenario_796","qa","expert","multistep_trace","0","1","moderate"
"797","15555","534","scenario_797","qa","easy","multistep_trace","1","0","restricted"
"798","17571","332","scenario_798","summarization","standard","multistep_trace","0","0","moderate"
"799","23743","548","scenario_799","classification","expert","text","0","0","sensitive"
"800","8110","424","scenario_800","qa","expert","text_json","0","0","restricted"
"801","8459","192","scenario_801","tool_use","hard","text_json","1","0","sensitive"
"802","10166","123","scenario_802","policy_handling","expert","text_json","0","1","sensitive"
"803","6788","51","scenario_803","planning","easy","text","0","1","low"
"804","13895","419","scenario_804","policy_handling","expert","text_json","0","1","sensitive"
"805","2139","604","scenario_805","planning","easy","multistep_trace","1","0","low"
"806","13727","517","scenario_806","qa","standard","multistep_trace","0","1","restricted"
"807","23888","391","scenario_807","qa","easy","text_json","1","0","restricted"
"808","7888","122","scenario_808","planning","hard","text_json","1","1","sensitive"
"809","4899","359","scenario_809","tool_use","standard","text_table","1","0","moderate"
"810","7648","85","scenario_810","policy_handling","expert","text","1","0","sensitive"
"811","14557","511","scenario_811","classification","easy","text_table","0","1","sensitive"
"812","24151","491","scenario_812","policy_handling","hard","text_table","1","1","restricted"
"813","9995","21","scenario_813","policy_handling","expert","text_table","1","1","restricted"
"814","23229","14","scenario_814","classification","expert","text_table","0","0","restricted"
"815","20159","472","scenario_815","qa","easy","text_json","0","1","sensitive"
"816","13010","374","scenario_816","policy_handling","expert","text_json","0","0","sensitive"
