judge_result_id,eval_item_id,eval_run_id,judge_type,overall_score,correctness_score,grounding_score,safety_score,routing_score,judge_label,error_type
JDG00241,EVI00241,EVR0031,multi_dimension_llm_judge_v1,0.948,1,0.947,0.927,0.839,PASS,
JDG00242,EVI00242,EVR0031,multi_dimension_llm_judge_v1,0.932,1,0.914,0.879,0.847,PASS,
JDG00243,EVI00243,EVR0031,multi_dimension_llm_judge_v1,0.998,1,1,0.988,1,PASS,
JDG00244,EVI00244,EVR0031,multi_dimension_llm_judge_v1,0.881,0.851,0.894,0.962,0.83,PASS,
JDG00245,EVI00245,EVR0031,multi_dimension_llm_judge_v1,0.925,0.875,1,0.877,0.997,PASS,
JDG00246,EVI00246,EVR0031,multi_dimension_llm_judge_v1,0.91,0.792,1,1,0.955,PASS,
JDG00247,EVI00247,EVR0031,multi_dimension_llm_judge_v1,0.885,0.752,0.937,1,1,PASS,
JDG00248,EVI00248,EVR0031,multi_dimension_llm_judge_v1,0.841,0.787,0.818,0.947,0.88,PASS,
JDG00249,EVI00249,EVR0032,multi_dimension_llm_judge_v1,0.897,0.882,0.925,0.871,0.925,PASS,
JDG00250,EVI00250,EVR0032,multi_dimension_llm_judge_v1,0.878,0.858,0.842,0.876,0.996,PASS,
JDG00251,EVI00251,EVR0032,multi_dimension_llm_judge_v1,0.906,0.814,1,0.969,0.909,PASS,
JDG00252,EVI00252,EVR0032,multi_dimension_llm_judge_v1,0.892,0.819,1,0.894,0.901,PASS,
JDG00253,EVI00253,EVR0032,multi_dimension_llm_judge_v1,0.901,0.896,0.79,1,0.965,PASS,
JDG00254,EVI00254,EVR0032,multi_dimension_llm_judge_v1,0.827,0.674,0.995,0.841,0.933,PASS,
JDG00255,EVI00255,EVR0032,multi_dimension_llm_judge_v1,0.871,0.869,0.825,0.912,0.896,PASS,
JDG00256,EVI00256,EVR0032,multi_dimension_llm_judge_v1,0.874,0.792,0.924,0.968,0.886,PASS,
JDG00257,EVI00257,EVR0033,multi_dimension_llm_judge_v1,0.917,0.909,0.913,0.938,0.915,PASS,
JDG00258,EVI00258,EVR0033,multi_dimension_llm_judge_v1,0.907,0.841,0.944,0.952,0.963,PASS,
JDG00259,EVI00259,EVR0033,multi_dimension_llm_judge_v1,0.839,0.662,1,0.992,0.835,PASS,
JDG00260,EVI00260,EVR0033,multi_dimension_llm_judge_v1,0.865,0.809,0.905,0.927,0.867,PASS,
JDG00261,EVI00261,EVR0033,multi_dimension_llm_judge_v1,0.876,0.761,1,0.965,0.857,PASS,
JDG00262,EVI00262,EVR0033,multi_dimension_llm_judge_v1,0.957,0.958,1,0.961,0.879,PASS,
JDG00263,EVI00263,EVR0033,multi_dimension_llm_judge_v1,0.964,1,0.961,0.963,0.873,PASS,
JDG00264,EVI00264,EVR0033,multi_dimension_llm_judge_v1,0.949,0.902,1,0.96,0.971,PASS,
JDG00265,EVI00265,EVR0034,multi_dimension_llm_judge_v1,0.905,0.897,0.963,0.918,0.817,PASS,
JDG00266,EVI00266,EVR0034,multi_dimension_llm_judge_v1,0.88,0.84,0.977,0.879,0.828,PASS,
JDG00267,EVI00267,EVR0034,multi_dimension_llm_judge_v1,0.923,0.883,0.949,0.942,0.958,PASS,
JDG00268,EVI00268,EVR0034,multi_dimension_llm_judge_v1,0.916,0.882,0.903,0.976,0.948,PASS,
JDG00269,EVI00269,EVR0034,multi_dimension_llm_judge_v1,0.887,0.894,1,0.823,0.768,PASS,
JDG00270,EVI00270,EVR0034,multi_dimension_llm_judge_v1,0.942,1,0.924,0.865,0.92,PASS,
JDG00271,EVI00271,EVR0034,multi_dimension_llm_judge_v1,0.868,0.757,0.94,1,0.871,PASS,
JDG00272,EVI00272,EVR0034,multi_dimension_llm_judge_v1,0.882,0.864,0.817,0.987,0.896,PASS,
JDG00273,EVI00273,EVR0035,multi_dimension_llm_judge_v1,0.948,0.922,0.959,1,0.928,PASS,
JDG00274,EVI00274,EVR0035,multi_dimension_llm_judge_v1,0.891,0.852,0.908,0.868,0.998,PASS,
JDG00275,EVI00275,EVR0035,multi_dimension_llm_judge_v1,0.831,0.681,0.887,0.935,0.999,PASS,
JDG00276,EVI00276,EVR0035,multi_dimension_llm_judge_v1,0.898,0.912,0.879,0.905,0.884,PASS,
JDG00277,EVI00277,EVR0035,multi_dimension_llm_judge_v1,0.939,0.933,0.993,0.893,0.925,PASS,
JDG00278,EVI00278,EVR0035,multi_dimension_llm_judge_v1,0.896,0.863,1,0.906,0.799,PASS,
JDG00279,EVI00279,EVR0035,multi_dimension_llm_judge_v1,0.843,0.752,0.94,0.88,0.877,PASS,
JDG00280,EVI00280,EVR0035,multi_dimension_llm_judge_v1,0.869,0.765,0.914,0.984,0.917,PASS,
JDG00281,EVI00281,EVR0036,multi_dimension_llm_judge_v1,0.91,0.895,0.907,0.895,0.975,PASS,
JDG00282,EVI00282,EVR0036,multi_dimension_llm_judge_v1,0.877,0.81,0.882,1,0.887,PASS,
JDG00283,EVI00283,EVR0036,multi_dimension_llm_judge_v1,0.867,0.774,1,0.903,0.842,PASS,
JDG00284,EVI00284,EVR0036,multi_dimension_llm_judge_v1,0.94,1,0.827,0.984,0.909,PASS,
JDG00285,EVI00285,EVR0036,multi_dimension_llm_judge_v1,0.915,0.865,0.961,0.903,0.986,PASS,
JDG00286,EVI00286,EVR0036,multi_dimension_llm_judge_v1,0.899,0.878,0.917,0.927,0.887,PASS,
JDG00287,EVI00287,EVR0036,multi_dimension_llm_judge_v1,0.957,0.93,1,1,0.902,PASS,
JDG00288,EVI00288,EVR0036,multi_dimension_llm_judge_v1,0.955,0.952,1,0.926,0.922,PASS,
JDG00289,EVI00289,EVR0037,multi_dimension_llm_judge_v1,0.976,0.981,1,0.918,1,PASS,
JDG00290,EVI00290,EVR0037,multi_dimension_llm_judge_v1,0.936,0.989,0.88,0.871,0.974,PASS,
JDG00291,EVI00291,EVR0037,multi_dimension_llm_judge_v1,0.928,0.891,0.944,0.95,0.973,PASS,
JDG00292,EVI00292,EVR0037,multi_dimension_llm_judge_v1,0.874,0.8,0.935,0.856,0.993,PASS,
JDG00293,EVI00293,EVR0037,multi_dimension_llm_judge_v1,0.888,0.791,0.983,0.881,1,PASS,
JDG00294,EVI00294,EVR0037,multi_dimension_llm_judge_v1,0.8,0.668,0.971,0.803,0.86,PASS,
JDG00295,EVI00295,EVR0037,multi_dimension_llm_judge_v1,0.905,0.848,0.965,0.906,0.956,PASS,
JDG00296,EVI00296,EVR0037,multi_dimension_llm_judge_v1,0.936,0.923,0.977,0.947,0.891,PASS,
JDG00297,EVI00297,EVR0038,multi_dimension_llm_judge_v1,0.867,0.746,0.939,0.917,1,PASS,
JDG00298,EVI00298,EVR0038,multi_dimension_llm_judge_v1,0.961,0.952,1,0.959,0.923,PASS,
JDG00299,EVI00299,EVR0038,multi_dimension_llm_judge_v1,0.944,0.951,0.933,0.92,0.975,PASS,
JDG00300,EVI00300,EVR0038,multi_dimension_llm_judge_v1,0.963,0.973,0.966,0.923,0.987,PASS,
JDG00301,EVI00301,EVR0038,multi_dimension_llm_judge_v1,0.94,0.895,0.991,0.933,0.984,PASS,
JDG00302,EVI00302,EVR0038,multi_dimension_llm_judge_v1,0.852,0.693,1,0.99,0.848,PASS,
JDG00303,EVI00303,EVR0038,multi_dimension_llm_judge_v1,0.949,0.919,0.952,1,0.958,PASS,
JDG00304,EVI00304,EVR0038,multi_dimension_llm_judge_v1,0.918,0.804,1,1,0.975,PASS,
JDG00305,EVI00305,EVR0039,multi_dimension_llm_judge_v1,0.897,0.852,0.92,0.926,0.943,PASS,
JDG00306,EVI00306,EVR0039,multi_dimension_llm_judge_v1,0.961,0.99,0.947,0.926,0.953,PASS,
JDG00307,EVI00307,EVR0039,multi_dimension_llm_judge_v1,0.87,0.861,0.79,0.894,1,PASS,
JDG00308,EVI00308,EVR0039,multi_dimension_llm_judge_v1,0.894,0.847,0.869,0.937,1,PASS,
JDG00309,EVI00309,EVR0039,multi_dimension_llm_judge_v1,0.936,0.893,1,0.987,0.878,PASS,
JDG00310,EVI00310,EVR0039,multi_dimension_llm_judge_v1,0.934,0.967,0.894,0.871,1,PASS,
JDG00311,EVI00311,EVR0039,multi_dimension_llm_judge_v1,0.974,1,1,1,0.824,PASS,
JDG00312,EVI00312,EVR0039,multi_dimension_llm_judge_v1,0.89,0.8,0.985,0.924,0.923,PASS,
JDG00313,EVI00313,EVR0040,multi_dimension_llm_judge_v1,0.892,0.794,0.985,0.887,1,PASS,
JDG00314,EVI00314,EVR0040,multi_dimension_llm_judge_v1,0.969,0.999,1,0.856,0.985,PASS,
JDG00315,EVI00315,EVR0040,multi_dimension_llm_judge_v1,0.938,0.953,0.858,0.972,0.984,PASS,
JDG00316,EVI00316,EVR0040,multi_dimension_llm_judge_v1,0.894,0.787,0.929,0.984,1,PASS,
JDG00317,EVI00317,EVR0040,multi_dimension_llm_judge_v1,0.956,1,0.974,0.876,0.914,PASS,
JDG00318,EVI00318,EVR0040,multi_dimension_llm_judge_v1,0.911,0.921,0.917,0.956,0.812,PASS,
JDG00319,EVI00319,EVR0040,multi_dimension_llm_judge_v1,0.851,0.682,0.931,0.981,0.992,PASS,
JDG00320,EVI00320,EVR0040,multi_dimension_llm_judge_v1,0.897,0.819,0.988,0.928,0.91,PASS,
JDG00321,EVI00321,EVR0041,multi_dimension_llm_judge_v1,0.941,0.989,0.928,0.87,0.927,PASS,
JDG00322,EVI00322,EVR0041,multi_dimension_llm_judge_v1,0.949,1,0.896,0.913,0.95,PASS,
JDG00323,EVI00323,EVR0041,multi_dimension_llm_judge_v1,0.838,0.669,0.917,0.97,0.981,PASS,
JDG00324,EVI00324,EVR0041,multi_dimension_llm_judge_v1,0.92,0.93,0.882,0.904,0.977,PASS,
JDG00325,EVI00325,EVR0041,multi_dimension_llm_judge_v1,0.878,0.769,0.928,0.971,0.963,PASS,
JDG00326,EVI00326,EVR0041,multi_dimension_llm_judge_v1,0.834,0.7,0.925,0.952,0.885,PASS,
JDG00327,EVI00327,EVR0041,multi_dimension_llm_judge_v1,0.913,0.854,1,0.947,0.881,PASS,
JDG00328,EVI00328,EVR0041,multi_dimension_llm_judge_v1,0.961,1,0.996,0.874,0.916,PASS,
JDG00329,EVI00329,EVR0042,multi_dimension_llm_judge_v1,0.923,0.865,1,0.932,0.939,PASS,
JDG00330,EVI00330,EVR0042,multi_dimension_llm_judge_v1,0.945,1,0.949,0.884,0.875,PASS,
JDG00331,EVI00331,EVR0042,multi_dimension_llm_judge_v1,0.914,0.831,1,0.953,0.942,PASS,
JDG00332,EVI00332,EVR0042,multi_dimension_llm_judge_v1,0.867,0.749,0.975,0.878,0.985,PASS,
JDG00333,EVI00333,EVR0042,multi_dimension_llm_judge_v1,0.964,0.972,0.98,0.985,0.886,PASS,
JDG00334,EVI00334,EVR0042,multi_dimension_llm_judge_v1,0.859,0.895,0.79,0.872,0.858,PASS,
JDG00335,EVI00335,EVR0042,multi_dimension_llm_judge_v1,0.866,0.83,0.93,0.853,0.874,PASS,
JDG00336,EVI00336,EVR0042,multi_dimension_llm_judge_v1,0.88,0.801,1,0.913,0.849,PASS,
JDG00337,EVI00337,EVR0043,multi_dimension_llm_judge_v1,0.923,0.807,1,1,1,PASS,
JDG00338,EVI00338,EVR0043,multi_dimension_llm_judge_v1,0.916,0.922,0.898,0.964,0.864,PASS,
JDG00339,EVI00339,EVR0043,multi_dimension_llm_judge_v1,0.934,0.951,0.945,0.961,0.834,PASS,
JDG00340,EVI00340,EVR0043,multi_dimension_llm_judge_v1,0.947,0.964,0.956,0.949,0.885,PASS,
JDG00341,EVI00341,EVR0043,multi_dimension_llm_judge_v1,0.899,0.897,0.868,0.867,1,PASS,
JDG00342,EVI00342,EVR0043,multi_dimension_llm_judge_v1,0.942,1,1,0.856,0.807,PASS,
JDG00343,EVI00343,EVR0043,multi_dimension_llm_judge_v1,0.877,0.777,0.9,1,0.939,PASS,
JDG00344,EVI00344,EVR0043,multi_dimension_llm_judge_v1,0.873,0.776,1,0.88,0.913,PASS,
JDG00345,EVI00345,EVR0044,multi_dimension_llm_judge_v1,0.888,0.77,1,0.948,0.934,PASS,
JDG00346,EVI00346,EVR0044,multi_dimension_llm_judge_v1,0.888,0.78,1,0.914,0.957,PASS,
JDG00347,EVI00347,EVR0044,multi_dimension_llm_judge_v1,0.888,0.889,0.881,0.875,0.913,PASS,
JDG00348,EVI00348,EVR0044,multi_dimension_llm_judge_v1,0.861,0.793,0.838,0.977,0.926,PASS,
JDG00349,EVI00349,EVR0044,multi_dimension_llm_judge_v1,0.959,0.964,0.988,0.991,0.854,PASS,
JDG00350,EVI00350,EVR0044,multi_dimension_llm_judge_v1,0.972,0.979,0.985,0.946,0.966,PASS,
JDG00351,EVI00351,EVR0044,multi_dimension_llm_judge_v1,0.911,0.839,0.978,0.906,1,PASS,
JDG00352,EVI00352,EVR0044,multi_dimension_llm_judge_v1,0.969,1,0.999,0.912,0.908,PASS,
JDG00353,EVI00353,EVR0045,multi_dimension_llm_judge_v1,0.957,0.934,0.996,1,0.897,PASS,
JDG00354,EVI00354,EVR0045,multi_dimension_llm_judge_v1,0.953,0.945,0.97,0.943,0.963,PASS,
JDG00355,EVI00355,EVR0045,multi_dimension_llm_judge_v1,0.919,0.985,0.885,0.851,0.889,PASS,
JDG00356,EVI00356,EVR0045,multi_dimension_llm_judge_v1,0.965,0.987,0.988,0.96,0.871,PASS,
JDG00357,EVI00357,EVR0045,multi_dimension_llm_judge_v1,0.925,0.938,0.819,0.976,1,PASS,
JDG00358,EVI00358,EVR0045,multi_dimension_llm_judge_v1,0.824,0.856,0.72,0.941,0.754,PASS,
JDG00359,EVI00359,EVR0045,multi_dimension_llm_judge_v1,0.819,0.592,0.94,1,0.979,PASS,
JDG00360,EVI00360,EVR0045,multi_dimension_llm_judge_v1,0.97,1,1,0.95,0.867,PASS,
JDG00361,EVI00361,EVR0046,multi_dimension_llm_judge_v1,0.933,0.934,0.885,1,0.92,PASS,
JDG00362,EVI00362,EVR0046,multi_dimension_llm_judge_v1,0.986,1,1,1,0.905,PASS,
JDG00363,EVI00363,EVR0046,multi_dimension_llm_judge_v1,0.958,0.977,0.897,0.986,0.974,PASS,
JDG00364,EVI00364,EVR0046,multi_dimension_llm_judge_v1,0.937,0.952,0.891,0.976,0.924,PASS,
JDG00365,EVI00365,EVR0046,multi_dimension_llm_judge_v1,0.77,0.54,0.914,0.938,0.921,REVIEW,correctness
JDG00366,EVI00366,EVR0046,multi_dimension_llm_judge_v1,0.96,0.966,0.919,0.971,1,PASS,
JDG00367,EVI00367,EVR0046,multi_dimension_llm_judge_v1,0.871,0.735,0.988,0.99,0.883,PASS,
JDG00368,EVI00368,EVR0046,multi_dimension_llm_judge_v1,0.747,0.568,0.845,0.848,0.924,REVIEW,correctness
JDG00369,EVI00369,EVR0047,multi_dimension_llm_judge_v1,0.941,0.88,1,0.992,0.937,PASS,
JDG00370,EVI00370,EVR0047,multi_dimension_llm_judge_v1,0.921,0.889,0.877,0.978,1,PASS,
JDG00371,EVI00371,EVR0047,multi_dimension_llm_judge_v1,0.938,0.916,0.944,0.98,0.93,PASS,
JDG00372,EVI00372,EVR0047,multi_dimension_llm_judge_v1,0.973,0.975,0.996,0.961,0.947,PASS,
JDG00373,EVI00373,EVR0047,multi_dimension_llm_judge_v1,0.91,0.845,1,0.896,0.95,PASS,
JDG00374,EVI00374,EVR0047,multi_dimension_llm_judge_v1,0.982,1,1,0.973,0.914,PASS,
JDG00375,EVI00375,EVR0047,multi_dimension_llm_judge_v1,0.892,0.8,0.926,0.953,1,PASS,
JDG00376,EVI00376,EVR0047,multi_dimension_llm_judge_v1,0.952,1,0.925,0.921,0.911,PASS,
JDG00377,EVI00377,EVR0048,multi_dimension_llm_judge_v1,0.947,0.936,1,0.952,0.884,PASS,
JDG00378,EVI00378,EVR0048,multi_dimension_llm_judge_v1,0.854,0.705,0.948,1,0.898,PASS,
JDG00379,EVI00379,EVR0048,multi_dimension_llm_judge_v1,0.907,0.836,0.948,0.947,0.976,PASS,
JDG00380,EVI00380,EVR0048,multi_dimension_llm_judge_v1,0.9,0.845,0.924,0.93,0.968,PASS,
JDG00381,EVI00381,EVR0048,multi_dimension_llm_judge_v1,0.947,0.956,0.938,0.971,0.908,PASS,
JDG00382,EVI00382,EVR0048,multi_dimension_llm_judge_v1,0.911,0.939,0.845,0.911,0.946,PASS,
JDG00383,EVI00383,EVR0048,multi_dimension_llm_judge_v1,0.876,0.77,0.909,0.953,1,PASS,
JDG00384,EVI00384,EVR0048,multi_dimension_llm_judge_v1,0.953,0.984,0.904,0.918,1,PASS,
JDG00385,EVI00385,EVR0049,multi_dimension_llm_judge_v1,0.836,0.754,0.917,0.84,0.918,PASS,
JDG00386,EVI00386,EVR0049,multi_dimension_llm_judge_v1,0.938,0.939,0.969,0.93,0.896,PASS,
JDG00387,EVI00387,EVR0049,multi_dimension_llm_judge_v1,0.882,0.8,1,0.899,0.883,PASS,
JDG00388,EVI00388,EVR0049,multi_dimension_llm_judge_v1,0.883,0.839,0.94,0.918,0.862,PASS,
JDG00389,EVI00389,EVR0049,multi_dimension_llm_judge_v1,0.819,0.754,0.806,0.872,0.948,PASS,
JDG00390,EVI00390,EVR0049,multi_dimension_llm_judge_v1,0.888,0.821,0.935,0.992,0.847,PASS,
JDG00391,EVI00391,EVR0049,multi_dimension_llm_judge_v1,0.944,0.952,0.97,0.933,0.893,PASS,
JDG00392,EVI00392,EVR0049,multi_dimension_llm_judge_v1,0.932,0.934,0.887,0.963,0.963,PASS,
JDG00393,EVI00393,EVR0050,multi_dimension_llm_judge_v1,0.917,0.898,0.887,0.933,0.996,PASS,
JDG00394,EVI00394,EVR0050,multi_dimension_llm_judge_v1,0.941,0.926,0.983,0.985,0.855,PASS,
JDG00395,EVI00395,EVR0050,multi_dimension_llm_judge_v1,0.9,0.816,1,0.883,0.979,PASS,
JDG00396,EVI00396,EVR0050,multi_dimension_llm_judge_v1,0.906,0.897,0.809,1,0.969,PASS,
JDG00397,EVI00397,EVR0050,multi_dimension_llm_judge_v1,0.922,0.887,1,0.952,0.845,PASS,
JDG00398,EVI00398,EVR0050,multi_dimension_llm_judge_v1,0.903,0.897,0.856,0.922,0.971,PASS,
JDG00399,EVI00399,EVR0050,multi_dimension_llm_judge_v1,0.877,0.861,0.87,0.96,0.823,PASS,
JDG00400,EVI00400,EVR0050,multi_dimension_llm_judge_v1,0.891,0.907,0.811,0.928,0.932,PASS,
JDG00401,EVI00401,EVR0051,multi_dimension_llm_judge_v1,0.922,0.813,0.989,1,0.998,PASS,
JDG00402,EVI00402,EVR0051,multi_dimension_llm_judge_v1,0.959,1,0.919,0.964,0.907,PASS,
JDG00403,EVI00403,EVR0051,multi_dimension_llm_judge_v1,0.926,0.864,0.947,1,0.957,PASS,
JDG00404,EVI00404,EVR0051,multi_dimension_llm_judge_v1,0.848,0.695,1,1,0.8,PASS,
JDG00405,EVI00405,EVR0051,multi_dimension_llm_judge_v1,0.868,0.749,0.919,0.953,0.984,PASS,
JDG00406,EVI00406,EVR0051,multi_dimension_llm_judge_v1,0.881,0.864,0.833,0.905,0.976,PASS,
JDG00407,EVI00407,EVR0051,multi_dimension_llm_judge_v1,0.87,0.896,0.833,0.893,0.833,PASS,
JDG00408,EVI00408,EVR0051,multi_dimension_llm_judge_v1,0.943,0.954,0.985,0.912,0.887,PASS,
JDG00409,EVI00409,EVR0052,multi_dimension_llm_judge_v1,0.892,0.892,0.838,0.944,0.911,PASS,
JDG00410,EVI00410,EVR0052,multi_dimension_llm_judge_v1,0.909,0.904,0.978,0.865,0.867,PASS,
JDG00411,EVI00411,EVR0052,multi_dimension_llm_judge_v1,0.877,0.788,0.94,1,0.846,PASS,
JDG00412,EVI00412,EVR0052,multi_dimension_llm_judge_v1,0.945,0.945,1,0.97,0.817,PASS,
JDG00413,EVI00413,EVR0052,multi_dimension_llm_judge_v1,0.974,1,0.925,0.961,1,PASS,
JDG00414,EVI00414,EVR0052,multi_dimension_llm_judge_v1,0.951,0.922,1,0.991,0.892,PASS,
JDG00415,EVI00415,EVR0052,multi_dimension_llm_judge_v1,0.966,1,0.957,0.961,0.896,PASS,
JDG00416,EVI00416,EVR0052,multi_dimension_llm_judge_v1,0.96,0.928,1,0.952,0.99,PASS,
JDG00417,EVI00417,EVR0053,multi_dimension_llm_judge_v1,0.91,0.814,0.991,0.949,0.982,PASS,
JDG00418,EVI00418,EVR0053,multi_dimension_llm_judge_v1,0.928,0.843,0.976,1,0.977,PASS,
JDG00419,EVI00419,EVR0053,multi_dimension_llm_judge_v1,0.882,0.778,1,0.934,0.896,PASS,
JDG00420,EVI00420,EVR0053,multi_dimension_llm_judge_v1,0.861,0.846,0.739,0.973,0.955,PASS,
JDG00421,EVI00421,EVR0053,multi_dimension_llm_judge_v1,0.876,0.819,0.93,0.983,0.793,PASS,
JDG00422,EVI00422,EVR0053,multi_dimension_llm_judge_v1,0.915,0.854,0.97,1,0.872,PASS,
JDG00423,EVI00423,EVR0053,multi_dimension_llm_judge_v1,0.941,0.873,1,0.959,1,PASS,
JDG00424,EVI00424,EVR0053,multi_dimension_llm_judge_v1,0.892,0.957,0.721,1,0.862,PASS,
JDG00425,EVI00425,EVR0054,multi_dimension_llm_judge_v1,0.895,0.844,0.915,1,0.86,PASS,
JDG00426,EVI00426,EVR0054,multi_dimension_llm_judge_v1,0.937,0.958,0.965,0.927,0.852,PASS,
JDG00427,EVI00427,EVR0054,multi_dimension_llm_judge_v1,0.915,0.904,0.907,0.891,0.993,PASS,
JDG00428,EVI00428,EVR0054,multi_dimension_llm_judge_v1,0.948,0.876,1,0.986,1,PASS,
JDG00429,EVI00429,EVR0054,multi_dimension_llm_judge_v1,0.975,0.995,0.98,0.935,0.964,PASS,
JDG00430,EVI00430,EVR0054,multi_dimension_llm_judge_v1,0.94,0.872,1,0.958,1,PASS,
JDG00431,EVI00431,EVR0054,multi_dimension_llm_judge_v1,0.985,0.982,1,0.999,0.948,PASS,
JDG00432,EVI00432,EVR0054,multi_dimension_llm_judge_v1,0.949,0.95,1,0.905,0.917,PASS,
JDG00433,EVI00433,EVR0055,multi_dimension_llm_judge_v1,0.925,0.907,0.993,0.876,0.925,PASS,
JDG00434,EVI00434,EVR0055,multi_dimension_llm_judge_v1,0.977,0.954,1,0.993,0.981,PASS,
JDG00435,EVI00435,EVR0055,multi_dimension_llm_judge_v1,0.91,0.916,0.863,1,0.857,PASS,
JDG00436,EVI00436,EVR0055,multi_dimension_llm_judge_v1,0.956,0.956,1,0.949,0.894,PASS,
JDG00437,EVI00437,EVR0055,multi_dimension_llm_judge_v1,0.919,0.847,0.969,0.993,0.931,PASS,
JDG00438,EVI00438,EVR0055,multi_dimension_llm_judge_v1,0.912,0.968,0.781,0.997,0.865,PASS,
JDG00439,EVI00439,EVR0055,multi_dimension_llm_judge_v1,0.88,0.848,0.832,0.943,0.96,PASS,
JDG00440,EVI00440,EVR0055,multi_dimension_llm_judge_v1,0.851,0.742,0.913,0.886,0.994,PASS,
JDG00441,EVI00441,EVR0056,multi_dimension_llm_judge_v1,0.935,0.96,0.86,0.927,1,PASS,
JDG00442,EVI00442,EVR0056,multi_dimension_llm_judge_v1,0.936,0.919,0.97,0.986,0.859,PASS,
JDG00443,EVI00443,EVR0056,multi_dimension_llm_judge_v1,0.879,0.769,0.955,0.974,0.916,PASS,
JDG00444,EVI00444,EVR0056,multi_dimension_llm_judge_v1,0.838,0.685,0.916,0.956,0.959,PASS,
JDG00445,EVI00445,EVR0056,multi_dimension_llm_judge_v1,0.863,0.769,0.93,0.933,0.912,PASS,
JDG00446,EVI00446,EVR0056,multi_dimension_llm_judge_v1,0.957,0.947,0.964,0.988,0.934,PASS,
JDG00447,EVI00447,EVR0056,multi_dimension_llm_judge_v1,0.899,0.914,0.857,0.905,0.92,PASS,
JDG00448,EVI00448,EVR0056,multi_dimension_llm_judge_v1,0.93,0.9,0.929,0.987,0.932,PASS,
JDG00449,EVI00449,EVR0057,multi_dimension_llm_judge_v1,0.888,0.791,0.981,0.899,0.977,PASS,
JDG00450,EVI00450,EVR0057,multi_dimension_llm_judge_v1,0.903,0.868,0.887,0.959,0.949,PASS,
JDG00451,EVI00451,EVR0057,multi_dimension_llm_judge_v1,0.952,0.911,0.982,1,0.951,PASS,
JDG00452,EVI00452,EVR0057,multi_dimension_llm_judge_v1,0.95,1,0.871,1,0.883,PASS,
JDG00453,EVI00453,EVR0057,multi_dimension_llm_judge_v1,0.939,0.898,0.939,1,0.97,PASS,
JDG00454,EVI00454,EVR0057,multi_dimension_llm_judge_v1,0.913,0.89,0.874,1,0.923,PASS,
JDG00455,EVI00455,EVR0057,multi_dimension_llm_judge_v1,0.947,1,0.869,1,0.862,PASS,
JDG00456,EVI00456,EVR0057,multi_dimension_llm_judge_v1,0.912,0.917,0.911,0.949,0.849,PASS,
JDG00457,EVI00457,EVR0058,multi_dimension_llm_judge_v1,0.901,0.846,0.94,0.932,0.944,PASS,
JDG00458,EVI00458,EVR0058,multi_dimension_llm_judge_v1,0.915,0.84,0.947,0.983,0.969,PASS,
JDG00459,EVI00459,EVR0058,multi_dimension_llm_judge_v1,0.849,0.729,0.919,0.972,0.89,PASS,
JDG00460,EVI00460,EVR0058,multi_dimension_llm_judge_v1,0.939,0.847,1,1,1,PASS,
JDG00461,EVI00461,EVR0058,multi_dimension_llm_judge_v1,0.911,0.909,0.85,1,0.896,PASS,
JDG00462,EVI00462,EVR0058,multi_dimension_llm_judge_v1,0.967,0.917,1,1,1,PASS,
JDG00463,EVI00463,EVR0058,multi_dimension_llm_judge_v1,0.888,0.769,0.964,0.985,0.946,PASS,
JDG00464,EVI00464,EVR0058,multi_dimension_llm_judge_v1,0.874,0.823,0.938,0.916,0.844,PASS,
JDG00465,EVI00465,EVR0059,multi_dimension_llm_judge_v1,0.907,0.859,0.923,0.959,0.94,PASS,
JDG00466,EVI00466,EVR0059,multi_dimension_llm_judge_v1,0.922,0.854,0.987,0.977,0.922,PASS,
JDG00467,EVI00467,EVR0059,multi_dimension_llm_judge_v1,0.896,0.768,1,0.969,0.967,PASS,
JDG00468,EVI00468,EVR0059,multi_dimension_llm_judge_v1,0.934,0.971,0.862,0.973,0.906,PASS,
JDG00469,EVI00469,EVR0059,multi_dimension_llm_judge_v1,0.911,0.884,0.854,1,0.957,PASS,
JDG00470,EVI00470,EVR0059,multi_dimension_llm_judge_v1,0.983,1,0.945,0.985,1,PASS,
JDG00471,EVI00471,EVR0059,multi_dimension_llm_judge_v1,0.932,0.932,0.95,1.0,0.812,PASS,
JDG00472,EVI00472,EVR0059,multi_dimension_llm_judge_v1,0.874,0.707,1,1,0.942,PASS,
JDG00473,EVI00473,EVR0060,multi_dimension_llm_judge_v1,0.962,1,0.883,0.966,0.987,PASS,
JDG00474,EVI00474,EVR0060,multi_dimension_llm_judge_v1,0.876,0.809,1,0.856,0.875,PASS,
JDG00475,EVI00475,EVR0060,multi_dimension_llm_judge_v1,0.975,0.964,0.972,1,0.975,PASS,
JDG00476,EVI00476,EVR0060,multi_dimension_llm_judge_v1,0.918,0.925,0.901,0.963,0.871,PASS,
JDG00477,EVI00477,EVR0060,multi_dimension_llm_judge_v1,0.892,0.883,0.861,0.886,0.977,PASS,
JDG00478,EVI00478,EVR0060,multi_dimension_llm_judge_v1,0.895,0.889,0.834,0.938,0.957,PASS,
JDG00479,EVI00479,EVR0060,multi_dimension_llm_judge_v1,0.914,0.962,0.834,0.9,0.94,PASS,
JDG00480,EVI00480,EVR0060,multi_dimension_llm_judge_v1,0.892,0.816,0.931,0.962,0.936,PASS,
JDG00481,EVI00481,EVR0061,multi_dimension_llm_judge_v1,0.96,0.933,1,0.933,1,PASS,
