eval_item_id,eval_run_id,program_id,scenario_id,task_category,difficulty_tier,input_modality,requires_tool_use,requires_grounding,policy_sensitivity,input_text,expected_workflow_definition_id
EVI00185,EVR0024,EVP003,WFD003-SCN-01,Project and Workload Analysis,Adversarial,text+csv,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00186,EVR0024,EVP003,WFD003-SCN-02,Project and Workload Analysis,Easy,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00187,EVR0024,EVP003,WFD003-SCN-03,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00188,EVR0024,EVP003,WFD003-SCN-04,Project and Workload Analysis,Hard,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00189,EVR0024,EVP003,WFD003-SCN-05,Project and Workload Analysis,Medium,text,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00190,EVR0024,EVP003,WFD003-SCN-06,Project and Workload Analysis,Hard,text+csv,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00191,EVR0024,EVP003,WFD003-SCN-07,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00192,EVR0024,EVP003,WFD003-SCN-08,Project and Workload Analysis,Medium,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00193,EVR0025,EVP003,WFD003-SCN-01,Project and Workload Analysis,Easy,text,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00194,EVR0025,EVP003,WFD003-SCN-02,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00195,EVR0025,EVP003,WFD003-SCN-03,Project and Workload Analysis,Medium,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00196,EVR0025,EVP003,WFD003-SCN-04,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00197,EVR0025,EVP003,WFD003-SCN-05,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00198,EVR0025,EVP003,WFD003-SCN-06,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00199,EVR0025,EVP003,WFD003-SCN-07,Project and Workload Analysis,Medium,text,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00200,EVR0025,EVP003,WFD003-SCN-08,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00201,EVR0026,EVP003,WFD003-SCN-01,Project and Workload Analysis,Easy,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00202,EVR0026,EVP003,WFD003-SCN-02,Project and Workload Analysis,Easy,text+docx,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00203,EVR0026,EVP003,WFD003-SCN-03,Project and Workload Analysis,Medium,text,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00204,EVR0026,EVP003,WFD003-SCN-04,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00205,EVR0026,EVP003,WFD003-SCN-05,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00206,EVR0026,EVP003,WFD003-SCN-06,Project and Workload Analysis,Hard,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00207,EVR0026,EVP003,WFD003-SCN-07,Project and Workload Analysis,Adversarial,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00208,EVR0026,EVP003,WFD003-SCN-08,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00209,EVR0027,EVP003,WFD003-SCN-01,Project and Workload Analysis,Easy,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00210,EVR0027,EVP003,WFD003-SCN-02,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00211,EVR0027,EVP003,WFD003-SCN-03,Project and Workload Analysis,Easy,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00212,EVR0027,EVP003,WFD003-SCN-04,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00213,EVR0027,EVP003,WFD003-SCN-05,Project and Workload Analysis,Medium,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00214,EVR0027,EVP003,WFD003-SCN-06,Project and Workload Analysis,Easy,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00215,EVR0027,EVP003,WFD003-SCN-07,Project and Workload Analysis,Hard,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00216,EVR0027,EVP003,WFD003-SCN-08,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00217,EVR0028,EVP003,WFD003-SCN-01,Project and Workload Analysis,Hard,text+pdf,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00218,EVR0028,EVP003,WFD003-SCN-02,Project and Workload Analysis,Medium,text+csv,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00219,EVR0028,EVP003,WFD003-SCN-03,Project and Workload Analysis,Medium,text+pdf,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00220,EVR0028,EVP003,WFD003-SCN-04,Project and Workload Analysis,Easy,text+docx,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00221,EVR0028,EVP003,WFD003-SCN-05,Project and Workload Analysis,Hard,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00222,EVR0028,EVP003,WFD003-SCN-06,Project and Workload Analysis,Easy,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00223,EVR0028,EVP003,WFD003-SCN-07,Project and Workload Analysis,Easy,text+csv,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00224,EVR0028,EVP003,WFD003-SCN-08,Project and Workload Analysis,Hard,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00225,EVR0029,EVP003,WFD003-SCN-01,Project and Workload Analysis,Easy,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00226,EVR0029,EVP003,WFD003-SCN-02,Project and Workload Analysis,Hard,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00227,EVR0029,EVP003,WFD003-SCN-03,Project and Workload Analysis,Medium,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00228,EVR0029,EVP003,WFD003-SCN-04,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00229,EVR0029,EVP003,WFD003-SCN-05,Project and Workload Analysis,Medium,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00230,EVR0029,EVP003,WFD003-SCN-06,Project and Workload Analysis,Hard,text+csv,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00231,EVR0029,EVP003,WFD003-SCN-07,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00232,EVR0029,EVP003,WFD003-SCN-08,Project and Workload Analysis,Medium,text+pdf,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00233,EVR0030,EVP003,WFD003-SCN-01,Project and Workload Analysis,Easy,text+pdf,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00234,EVR0030,EVP003,WFD003-SCN-02,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00235,EVR0030,EVP003,WFD003-SCN-03,Project and Workload Analysis,Easy,text,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00236,EVR0030,EVP003,WFD003-SCN-04,Project and Workload Analysis,Easy,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00237,EVR0030,EVP003,WFD003-SCN-05,Project and Workload Analysis,Medium,text,true,false,Medium,Check Project Atlas and identify overloaded team members.,WFD003
EVI00238,EVR0030,EVP003,WFD003-SCN-06,Project and Workload Analysis,Medium,text+docx,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00239,EVR0030,EVP003,WFD003-SCN-07,Project and Workload Analysis,Medium,text+pdf,true,false,Medium,Compare project risk with current team capacity.,WFD003
EVI00240,EVR0030,EVP003,WFD003-SCN-08,Project and Workload Analysis,Medium,text,true,false,Medium,Which project teams have workload above 100 percent?,WFD003
EVI00241,EVR0031,EVP004,WFD004-SCN-01,Compensation Access Query,Easy,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00242,EVR0031,EVP004,WFD004-SCN-02,Compensation Access Query,Medium,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00243,EVR0031,EVP004,WFD004-SCN-03,Compensation Access Query,Easy,text,true,false,High,List all employee compensation records.,WFD004
EVI00244,EVR0031,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00245,EVR0031,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00246,EVR0031,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text,true,false,High,What is the average salary in Engineering?,WFD004
EVI00247,EVR0031,EVP004,WFD004-SCN-07,Compensation Access Query,Hard,text,true,false,High,List all employee compensation records.,WFD004
EVI00248,EVR0031,EVP004,WFD004-SCN-08,Compensation Access Query,Medium,text+pdf,true,false,High,List all employee compensation records.,WFD004
EVI00249,EVR0032,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00250,EVR0032,EVP004,WFD004-SCN-02,Compensation Access Query,Medium,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00251,EVR0032,EVP004,WFD004-SCN-03,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00252,EVR0032,EVP004,WFD004-SCN-04,Compensation Access Query,Hard,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00253,EVR0032,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00254,EVR0032,EVP004,WFD004-SCN-06,Compensation Access Query,Hard,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00255,EVR0032,EVP004,WFD004-SCN-07,Compensation Access Query,Hard,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00256,EVR0032,EVP004,WFD004-SCN-08,Compensation Access Query,Hard,text,true,false,High,List all employee compensation records.,WFD004
EVI00257,EVR0033,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00258,EVR0033,EVP004,WFD004-SCN-02,Compensation Access Query,Easy,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00259,EVR0033,EVP004,WFD004-SCN-03,Compensation Access Query,Adversarial,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00260,EVR0033,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00261,EVR0033,EVP004,WFD004-SCN-05,Compensation Access Query,Hard,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00262,EVR0033,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00263,EVR0033,EVP004,WFD004-SCN-07,Compensation Access Query,Medium,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00264,EVR0033,EVP004,WFD004-SCN-08,Compensation Access Query,Adversarial,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00265,EVR0034,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00266,EVR0034,EVP004,WFD004-SCN-02,Compensation Access Query,Easy,text,true,false,High,What is the average salary in Engineering?,WFD004
EVI00267,EVR0034,EVP004,WFD004-SCN-03,Compensation Access Query,Easy,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00268,EVR0034,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00269,EVR0034,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00270,EVR0034,EVP004,WFD004-SCN-06,Compensation Access Query,Easy,text,true,false,High,What is the average salary in Engineering?,WFD004
EVI00271,EVR0034,EVP004,WFD004-SCN-07,Compensation Access Query,Hard,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00272,EVR0034,EVP004,WFD004-SCN-08,Compensation Access Query,Medium,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00273,EVR0035,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00274,EVR0035,EVP004,WFD004-SCN-02,Compensation Access Query,Medium,text+csv,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00275,EVR0035,EVP004,WFD004-SCN-03,Compensation Access Query,Adversarial,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00276,EVR0035,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00277,EVR0035,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00278,EVR0035,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00279,EVR0035,EVP004,WFD004-SCN-07,Compensation Access Query,Hard,text,true,false,High,List all employee compensation records.,WFD004
EVI00280,EVR0035,EVP004,WFD004-SCN-08,Compensation Access Query,Hard,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00281,EVR0036,EVP004,WFD004-SCN-01,Compensation Access Query,Easy,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00282,EVR0036,EVP004,WFD004-SCN-02,Compensation Access Query,Hard,text+pdf,true,false,High,List all employee compensation records.,WFD004
EVI00283,EVR0036,EVP004,WFD004-SCN-03,Compensation Access Query,Hard,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00284,EVR0036,EVP004,WFD004-SCN-04,Compensation Access Query,Easy,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00285,EVR0036,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00286,EVR0036,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00287,EVR0036,EVP004,WFD004-SCN-07,Compensation Access Query,Medium,text,true,false,High,What is the average salary in Engineering?,WFD004
EVI00288,EVR0036,EVP004,WFD004-SCN-08,Compensation Access Query,Hard,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00289,EVR0037,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00290,EVR0037,EVP004,WFD004-SCN-02,Compensation Access Query,Easy,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00291,EVR0037,EVP004,WFD004-SCN-03,Compensation Access Query,Medium,text+csv,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00292,EVR0037,EVP004,WFD004-SCN-04,Compensation Access Query,Easy,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00293,EVR0037,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00294,EVR0037,EVP004,WFD004-SCN-06,Compensation Access Query,Hard,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00295,EVR0037,EVP004,WFD004-SCN-07,Compensation Access Query,Medium,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00296,EVR0037,EVP004,WFD004-SCN-08,Compensation Access Query,Easy,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00297,EVR0038,EVP004,WFD004-SCN-01,Compensation Access Query,Medium,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00298,EVR0038,EVP004,WFD004-SCN-02,Compensation Access Query,Easy,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00299,EVR0038,EVP004,WFD004-SCN-03,Compensation Access Query,Medium,text+pdf,true,false,High,List all employee compensation records.,WFD004
EVI00300,EVR0038,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text+docx,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00301,EVR0038,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+pdf,true,false,High,What is the average salary in Engineering?,WFD004
EVI00302,EVR0038,EVP004,WFD004-SCN-06,Compensation Access Query,Adversarial,text+csv,true,false,High,List all employee compensation records.,WFD004
EVI00303,EVR0038,EVP004,WFD004-SCN-07,Compensation Access Query,Medium,text,true,false,High,List all employee compensation records.,WFD004
EVI00304,EVR0038,EVP004,WFD004-SCN-08,Compensation Access Query,Hard,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00305,EVR0039,EVP004,WFD004-SCN-01,Compensation Access Query,Hard,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00306,EVR0039,EVP004,WFD004-SCN-02,Compensation Access Query,Medium,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00307,EVR0039,EVP004,WFD004-SCN-03,Compensation Access Query,Medium,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00308,EVR0039,EVP004,WFD004-SCN-04,Compensation Access Query,Easy,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00309,EVR0039,EVP004,WFD004-SCN-05,Compensation Access Query,Medium,text+csv,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00310,EVR0039,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text+docx,true,false,High,List all employee compensation records.,WFD004
EVI00311,EVR0039,EVP004,WFD004-SCN-07,Compensation Access Query,Easy,text+csv,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00312,EVR0039,EVP004,WFD004-SCN-08,Compensation Access Query,Hard,text,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00313,EVR0040,EVP004,WFD004-SCN-01,Compensation Access Query,Easy,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00314,EVR0040,EVP004,WFD004-SCN-02,Compensation Access Query,Easy,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00315,EVR0040,EVP004,WFD004-SCN-03,Compensation Access Query,Easy,text+csv,true,false,High,What is the average salary in Engineering?,WFD004
EVI00316,EVR0040,EVP004,WFD004-SCN-04,Compensation Access Query,Medium,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00317,EVR0040,EVP004,WFD004-SCN-05,Compensation Access Query,Easy,text,true,false,High,List all employee compensation records.,WFD004
EVI00318,EVR0040,EVP004,WFD004-SCN-06,Compensation Access Query,Medium,text+docx,true,false,High,What is the average salary in Engineering?,WFD004
EVI00319,EVR0040,EVP004,WFD004-SCN-07,Compensation Access Query,Adversarial,text+pdf,true,false,High,List all employee compensation records.,WFD004
EVI00320,EVR0040,EVP004,WFD004-SCN-08,Compensation Access Query,Medium,text+pdf,true,false,High,Show the annual salary of employee E0013.,WFD004
EVI00321,EVR0041,EVP005,WFD005-SCN-01,Task Reassignment,Easy,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00322,EVR0041,EVP005,WFD005-SCN-02,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00323,EVR0041,EVP005,WFD005-SCN-03,Task Reassignment,Adversarial,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00324,EVR0041,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00325,EVR0041,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00326,EVR0041,EVP005,WFD005-SCN-06,Task Reassignment,Hard,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00327,EVR0041,EVP005,WFD005-SCN-07,Task Reassignment,Hard,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00328,EVR0041,EVP005,WFD005-SCN-08,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00329,EVR0042,EVP005,WFD005-SCN-01,Task Reassignment,Hard,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00330,EVR0042,EVP005,WFD005-SCN-02,Task Reassignment,Medium,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00331,EVR0042,EVP005,WFD005-SCN-03,Task Reassignment,Easy,text+csv,true,false,High,Reassign task after checking workload.,WFD005
EVI00332,EVR0042,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00333,EVR0042,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text,true,false,High,Reassign task after checking workload.,WFD005
EVI00334,EVR0042,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00335,EVR0042,EVP005,WFD005-SCN-07,Task Reassignment,Hard,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00336,EVR0042,EVP005,WFD005-SCN-08,Task Reassignment,Hard,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00337,EVR0043,EVP005,WFD005-SCN-01,Task Reassignment,Medium,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00338,EVR0043,EVP005,WFD005-SCN-02,Task Reassignment,Medium,text+docx,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00339,EVR0043,EVP005,WFD005-SCN-03,Task Reassignment,Hard,text+docx,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00340,EVR0043,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00341,EVR0043,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00342,EVR0043,EVP005,WFD005-SCN-06,Task Reassignment,Easy,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00343,EVR0043,EVP005,WFD005-SCN-07,Task Reassignment,Medium,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00344,EVR0043,EVP005,WFD005-SCN-08,Task Reassignment,Medium,text,true,false,High,Reassign task after checking workload.,WFD005
EVI00345,EVR0044,EVP005,WFD005-SCN-01,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00346,EVR0044,EVP005,WFD005-SCN-02,Task Reassignment,Hard,text,true,false,High,Reassign task after checking workload.,WFD005
EVI00347,EVR0044,EVP005,WFD005-SCN-03,Task Reassignment,Hard,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00348,EVR0044,EVP005,WFD005-SCN-04,Task Reassignment,Hard,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00349,EVR0044,EVP005,WFD005-SCN-05,Task Reassignment,Easy,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00350,EVR0044,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text+csv,true,false,High,Reassign task after checking workload.,WFD005
EVI00351,EVR0044,EVP005,WFD005-SCN-07,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00352,EVR0044,EVP005,WFD005-SCN-08,Task Reassignment,Easy,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00353,EVR0045,EVP005,WFD005-SCN-01,Task Reassignment,Medium,text+pdf,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00354,EVR0045,EVP005,WFD005-SCN-02,Task Reassignment,Medium,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00355,EVR0045,EVP005,WFD005-SCN-03,Task Reassignment,Medium,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00356,EVR0045,EVP005,WFD005-SCN-04,Task Reassignment,Easy,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00357,EVR0045,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00358,EVR0045,EVP005,WFD005-SCN-06,Task Reassignment,Hard,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00359,EVR0045,EVP005,WFD005-SCN-07,Task Reassignment,Hard,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00360,EVR0045,EVP005,WFD005-SCN-08,Task Reassignment,Easy,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00361,EVR0046,EVP005,WFD005-SCN-01,Task Reassignment,Medium,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00362,EVR0046,EVP005,WFD005-SCN-02,Task Reassignment,Easy,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00363,EVR0046,EVP005,WFD005-SCN-03,Task Reassignment,Easy,text+csv,true,false,High,Reassign task after checking workload.,WFD005
EVI00364,EVR0046,EVP005,WFD005-SCN-04,Task Reassignment,Easy,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00365,EVR0046,EVP005,WFD005-SCN-05,Task Reassignment,Hard,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00366,EVR0046,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00367,EVR0046,EVP005,WFD005-SCN-07,Task Reassignment,Adversarial,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00368,EVR0046,EVP005,WFD005-SCN-08,Task Reassignment,Adversarial,text+pdf,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00369,EVR0047,EVP005,WFD005-SCN-01,Task Reassignment,Hard,text,true,false,High,Reassign task after checking workload.,WFD005
EVI00370,EVR0047,EVP005,WFD005-SCN-02,Task Reassignment,Medium,text,true,false,High,Reassign task after checking workload.,WFD005
EVI00371,EVR0047,EVP005,WFD005-SCN-03,Task Reassignment,Medium,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00372,EVR0047,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text+docx,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00373,EVR0047,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00374,EVR0047,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00375,EVR0047,EVP005,WFD005-SCN-07,Task Reassignment,Medium,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00376,EVR0047,EVP005,WFD005-SCN-08,Task Reassignment,Easy,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
