snapshot_id,snapshot_date,employee_id,total_workload_percent,billable_workload_percent,active_project_count,open_task_count,overdue_task_count,workload_status
WL-2026-08-21-E0082,2026-08-21,E0082,35.1,23.5,0,0,0,Available
WL-2026-08-28-E0082,2026-08-28,E0082,30,24.9,0,0,0,Available
WL-2026-08-07-E0083,2026-08-07,E0083,113.3,95.2,3,5,5,Overloaded
WL-2026-08-14-E0083,2026-08-14,E0083,101.0,78.2,3,5,5,Overloaded
WL-2026-08-21-E0083,2026-08-21,E0083,111.5,83.5,3,5,5,Overloaded
WL-2026-08-28-E0083,2026-08-28,E0083,103.2,82.2,3,5,5,Overloaded
WL-2026-08-07-E0084,2026-08-07,E0084,45.3,34.2,0,0,0,Available
WL-2026-08-14-E0084,2026-08-14,E0084,43.1,31.8,0,0,0,Available
WL-2026-08-21-E0084,2026-08-21,E0084,44.5,28.4,0,0,0,Available
WL-2026-08-28-E0084,2026-08-28,E0084,39.1,28.3,0,0,0,Available
WL-2026-08-07-E0085,2026-08-07,E0085,50.4,43.2,0,0,0,Available
WL-2026-08-14-E0085,2026-08-14,E0085,49.3,41.6,0,0,0,Available
WL-2026-08-21-E0085,2026-08-21,E0085,47.3,37.4,0,0,0,Available
WL-2026-08-28-E0085,2026-08-28,E0085,35.9,26.3,0,0,0,Available
WL-2026-08-07-E0086,2026-08-07,E0086,38.4,32.5,0,0,0,Available
WL-2026-08-14-E0086,2026-08-14,E0086,41.1,32.6,0,0,0,Available
WL-2026-08-21-E0086,2026-08-21,E0086,32.2,25.9,0,0,0,Available
WL-2026-08-28-E0086,2026-08-28,E0086,39.1,32.0,0,0,0,Available
WL-2026-08-07-E0087,2026-08-07,E0087,45.0,28.7,1,2,0,Available
WL-2026-08-14-E0087,2026-08-14,E0087,48.1,33.0,1,2,0,Available
WL-2026-08-21-E0087,2026-08-21,E0087,48.7,37.1,1,2,1,Available
WL-2026-08-28-E0087,2026-08-28,E0087,42.2,32.4,1,2,1,Available
WL-2026-08-07-E0088,2026-08-07,E0088,74.9,62.3,2,0,0,Normal
WL-2026-08-14-E0088,2026-08-14,E0088,78.0,51.5,2,0,0,Normal
WL-2026-08-21-E0088,2026-08-21,E0088,73.5,63.3,2,0,0,Normal
WL-2026-08-28-E0088,2026-08-28,E0088,68.4,50.9,2,0,0,Normal
WL-2026-08-07-E0089,2026-08-07,E0089,38.7,27.6,0,0,0,Available
WL-2026-08-14-E0089,2026-08-14,E0089,37.5,24.4,0,0,0,Available
WL-2026-08-21-E0089,2026-08-21,E0089,48.2,37.3,0,0,0,Available
WL-2026-08-28-E0089,2026-08-28,E0089,39.2,32.6,0,0,0,Available
WL-2026-08-07-E0090,2026-08-07,E0090,69.5,47.1,1,0,0,Normal
WL-2026-08-14-E0090,2026-08-14,E0090,62.4,41.3,1,0,0,Normal
WL-2026-08-21-E0090,2026-08-21,E0090,65.4,42.1,1,0,0,Normal
WL-2026-08-28-E0090,2026-08-28,E0090,61.6,45.1,1,0,0,Normal
WL-2026-08-07-E0091,2026-08-07,E0091,101.4,70.9,2,0,0,Overloaded
WL-2026-08-14-E0091,2026-08-14,E0091,100.1,86.4,2,0,0,Overloaded
WL-2026-08-21-E0091,2026-08-21,E0091,103.1,70.3,2,0,0,Overloaded
WL-2026-08-28-E0091,2026-08-28,E0091,102.1,86.8,2,0,0,Overloaded
WL-2026-08-07-E0092,2026-08-07,E0092,50.5,38.4,1,0,0,Available
WL-2026-08-14-E0092,2026-08-14,E0092,50.0,32.6,1,0,0,Available
WL-2026-08-21-E0092,2026-08-21,E0092,45.9,32.1,1,0,0,Available
WL-2026-08-28-E0092,2026-08-28,E0092,53.2,43.1,1,0,0,Available
WL-2026-08-07-E0093,2026-08-07,E0093,70.4,45.2,1,1,1,Normal
WL-2026-08-14-E0093,2026-08-14,E0093,65.8,51.7,1,1,1,Normal
WL-2026-08-21-E0093,2026-08-21,E0093,66.4,56.5,1,1,1,Normal
WL-2026-08-28-E0093,2026-08-28,E0093,60.7,50.3,1,1,1,Normal
WL-2026-08-07-E0094,2026-08-07,E0094,58.0,42.7,1,1,1,Normal
WL-2026-08-14-E0094,2026-08-14,E0094,68.8,59.4,1,1,1,Normal
WL-2026-08-21-E0094,2026-08-21,E0094,59.2,47.0,1,1,1,Normal
WL-2026-08-28-E0094,2026-08-28,E0094,60.2,40.6,1,1,1,Normal
WL-2026-08-07-E0095,2026-08-07,E0095,76.0,55.9,2,1,0,Normal
WL-2026-08-14-E0095,2026-08-14,E0095,73.1,50.8,2,1,0,Normal
WL-2026-08-21-E0095,2026-08-21,E0095,69.9,48.9,2,1,0,Normal
WL-2026-08-28-E0095,2026-08-28,E0095,73.7,62.8,2,1,0,Normal
WL-2026-08-07-E0096,2026-08-07,E0096,75.7,61.9,2,2,1,Normal
WL-2026-08-14-E0096,2026-08-14,E0096,68.6,54.0,2,2,1,Normal
WL-2026-08-21-E0096,2026-08-21,E0096,78.8,63.7,2,2,1,Normal
WL-2026-08-28-E0096,2026-08-28,E0096,74.8,57.7,2,2,1,Normal
WL-2026-08-07-E0097,2026-08-07,E0097,32.5,28.0,0,0,0,Available
WL-2026-08-14-E0097,2026-08-14,E0097,35.3,27.3,0,0,0,Available
WL-2026-08-21-E0097,2026-08-21,E0097,33.3,28.3,0,0,0,Available
WL-2026-08-28-E0097,2026-08-28,E0097,39.2,24.7,0,0,0,Available
WL-2026-08-07-E0098,2026-08-07,E0098,37.5,26.8,0,0,0,Available
WL-2026-08-14-E0098,2026-08-14,E0098,37.8,28.7,0,0,0,Available
WL-2026-08-21-E0098,2026-08-21,E0098,39.6,34.1,0,0,0,Available
WL-2026-08-28-E0098,2026-08-28,E0098,42.6,28.1,0,0,0,Available
WL-2026-08-07-E0099,2026-08-07,E0099,81.6,69.1,2,2,1,Normal
WL-2026-08-14-E0099,2026-08-14,E0099,85.6,74.6,2,2,1,High
WL-2026-08-21-E0099,2026-08-21,E0099,88.3,61.8,2,2,1,High
WL-2026-08-28-E0099,2026-08-28,E0099,84.0,54.6,2,2,1,Normal
WL-2026-08-07-E0100,2026-08-07,E0100,53.8,46.4,1,0,0,Available
WL-2026-08-14-E0100,2026-08-14,E0100,62.5,49.8,1,0,0,Normal
WL-2026-08-21-E0100,2026-08-21,E0100,50.2,42.3,1,0,0,Available
WL-2026-08-28-E0100,2026-08-28,E0100,60.9,52.1,1,0,0,Normal
WL-2026-08-07-E0101,2026-08-07,E0101,48.2,37.4,1,0,0,Available
WL-2026-08-14-E0101,2026-08-14,E0101,47.9,38.7,1,0,0,Available
WL-2026-08-21-E0101,2026-08-21,E0101,55.1,37.1,1,0,0,Normal
WL-2026-08-28-E0101,2026-08-28,E0101,51.5,36.2,1,0,0,Available
WL-2026-08-07-E0102,2026-08-07,E0102,67.4,43.5,1,0,0,Normal
WL-2026-08-14-E0102,2026-08-14,E0102,61.1,50.0,1,0,0,Normal
WL-2026-08-21-E0102,2026-08-21,E0102,55.9,41.1,1,0,0,Normal
WL-2026-08-28-E0102,2026-08-28,E0102,66.0,50.4,1,0,0,Normal
WL-2026-08-07-E0103,2026-08-07,E0103,58.4,37.2,1,0,0,Normal
WL-2026-08-14-E0103,2026-08-14,E0103,58.7,37.7,1,0,0,Normal
WL-2026-08-21-E0103,2026-08-21,E0103,63.4,41.0,1,0,0,Normal
WL-2026-08-28-E0103,2026-08-28,E0103,57.6,39.2,1,0,0,Normal
WL-2026-08-07-E0104,2026-08-07,E0104,58.7,46.3,1,1,0,Normal
WL-2026-08-14-E0104,2026-08-14,E0104,57.6,45.4,1,1,0,Normal
WL-2026-08-21-E0104,2026-08-21,E0104,60.5,47.7,1,1,0,Normal
WL-2026-08-28-E0104,2026-08-28,E0104,57.1,45.7,1,1,0,Normal
WL-2026-08-07-E0105,2026-08-07,E0105,79.2,50.8,3,0,0,Normal
WL-2026-08-14-E0105,2026-08-14,E0105,87.4,57.1,3,0,0,High
WL-2026-08-21-E0105,2026-08-21,E0105,83.4,57.4,3,0,0,Normal
WL-2026-08-28-E0105,2026-08-28,E0105,84.8,62.1,3,0,0,Normal
WL-2026-08-07-E0106,2026-08-07,E0106,40.3,28.9,0,0,0,Available
WL-2026-08-14-E0106,2026-08-14,E0106,35.0,30.4,0,0,0,Available
WL-2026-08-21-E0106,2026-08-21,E0106,34.5,27.9,0,0,0,Available
WL-2026-08-28-E0106,2026-08-28,E0106,42.2,31.9,0,0,0,Available
WL-2026-08-07-E0107,2026-08-07,E0107,83.4,66.7,2,2,0,Normal
WL-2026-08-14-E0107,2026-08-14,E0107,85.1,62.9,2,2,0,High
WL-2026-08-21-E0107,2026-08-21,E0107,77.2,47.9,2,2,0,Normal
WL-2026-08-28-E0107,2026-08-28,E0107,84.9,69.1,2,2,0,Normal
WL-2026-08-07-E0108,2026-08-07,E0108,40.2,29.8,0,0,0,Available
WL-2026-08-14-E0108,2026-08-14,E0108,48.7,34.6,0,0,0,Available
WL-2026-08-21-E0108,2026-08-21,E0108,49.5,37.9,0,0,0,Available
WL-2026-08-28-E0108,2026-08-28,E0108,42.7,36.7,0,0,0,Available
WL-2026-08-07-E0109,2026-08-07,E0109,74.7,56.7,1,1,0,Normal
WL-2026-08-14-E0109,2026-08-14,E0109,77.1,65.6,1,1,0,Normal
WL-2026-08-21-E0109,2026-08-21,E0109,71.9,57.3,1,1,0,Normal
WL-2026-08-28-E0109,2026-08-28,E0109,77.3,59.3,1,1,0,Normal
WL-2026-08-07-E0110,2026-08-07,E0110,52.1,38.6,1,0,0,Available
WL-2026-08-14-E0110,2026-08-14,E0110,55.6,43.6,1,0,0,Normal
WL-2026-08-21-E0110,2026-08-21,E0110,51.9,37.7,1,0,0,Available
WL-2026-08-28-E0110,2026-08-28,E0110,51.3,34.6,1,0,0,Available
WL-2026-08-07-E0111,2026-08-07,E0111,85.7,69.7,2,1,0,High
WL-2026-08-14-E0111,2026-08-14,E0111,87.0,70.4,2,1,0,High
WL-2026-08-21-E0111,2026-08-21,E0111,77.8,51.9,2,1,0,Normal
WL-2026-08-28-E0111,2026-08-28,E0111,76.4,59.9,2,1,0,Normal
WL-2026-08-07-E0112,2026-08-07,E0112,43.9,33.6,0,0,0,Available
WL-2026-08-14-E0112,2026-08-14,E0112,38.8,32.8,0,0,0,Available
WL-2026-08-21-E0112,2026-08-21,E0112,46.6,39.0,0,0,0,Available
WL-2026-08-28-E0112,2026-08-28,E0112,40.8,27.6,0,0,0,Available
WL-2026-08-07-E0113,2026-08-07,E0113,56.4,45.7,1,1,0,Normal
WL-2026-08-14-E0113,2026-08-14,E0113,68.6,57.7,1,1,0,Normal
WL-2026-08-21-E0113,2026-08-21,E0113,69.0,52.4,1,1,0,Normal
WL-2026-08-28-E0113,2026-08-28,E0113,60.6,46.0,1,1,0,Normal
WL-2026-08-07-E0114,2026-08-07,E0114,97.5,64.5,2,1,1,High
WL-2026-08-14-E0114,2026-08-14,E0114,92.0,80.8,2,1,1,High
WL-2026-08-21-E0114,2026-08-21,E0114,94.4,60.3,2,1,1,High
WL-2026-08-28-E0114,2026-08-28,E0114,91.7,65.0,2,1,1,High
WL-2026-08-07-E0115,2026-08-07,E0115,61.6,39.8,1,1,0,Normal
WL-2026-08-14-E0115,2026-08-14,E0115,57.9,50.8,1,1,0,Normal
WL-2026-08-21-E0115,2026-08-21,E0115,62.9,49.2,1,1,0,Normal
WL-2026-08-28-E0115,2026-08-28,E0115,53.3,46.2,1,1,0,Available
WL-2026-08-07-E0116,2026-08-07,E0116,32.7,24.4,0,0,0,Available
WL-2026-08-14-E0116,2026-08-14,E0116,36.7,31.3,0,0,0,Available
WL-2026-08-21-E0116,2026-08-21,E0116,45.5,38.5,0,0,0,Available
WL-2026-08-28-E0116,2026-08-28,E0116,37.6,30.2,0,0,0,Available
WL-2026-08-07-E0117,2026-08-07,E0117,48.6,40.3,0,0,0,Available
WL-2026-08-14-E0117,2026-08-14,E0117,46.8,33.8,0,0,0,Available
WL-2026-08-21-E0117,2026-08-21,E0117,40.7,26.2,0,0,0,Available
WL-2026-08-28-E0117,2026-08-28,E0117,43.7,27.2,0,0,0,Available
WL-2026-08-07-E0118,2026-08-07,E0118,38.1,29.0,0,0,0,Available
WL-2026-08-14-E0118,2026-08-14,E0118,45.4,38.3,0,0,0,Available
WL-2026-08-21-E0118,2026-08-21,E0118,39.5,33.6,0,0,0,Available
WL-2026-08-28-E0118,2026-08-28,E0118,38.2,27.2,0,0,0,Available
WL-2026-08-07-E0119,2026-08-07,E0119,62.5,43.6,1,1,0,Normal
WL-2026-08-14-E0119,2026-08-14,E0119,71.5,47.4,1,1,0,Normal
WL-2026-08-21-E0119,2026-08-21,E0119,73.2,49.3,1,1,0,Normal
WL-2026-08-28-E0119,2026-08-28,E0119,68.7,58.8,1,1,0,Normal
WL-2026-08-07-E0120,2026-08-07,E0120,51.7,41.8,0,0,0,Available
WL-2026-08-14-E0120,2026-08-14,E0120,48.7,33.5,0,0,0,Available
WL-2026-08-21-E0120,2026-08-21,E0120,37.8,31.8,0,0,0,Available
WL-2026-08-28-E0120,2026-08-28,E0120,46.0,38.1,0,0,0,Available
WL-2026-08-07-E0121,2026-08-07,E0121,65.0,48.8,1,1,0,Normal
WL-2026-08-14-E0121,2026-08-14,E0121,61.9,40.6,1,1,0,Normal
WL-2026-08-21-E0121,2026-08-21,E0121,61.7,41.6,1,1,1,Normal
WL-2026-08-28-E0121,2026-08-28,E0121,71.2,53.0,1,1,1,Normal
WL-2026-08-07-E0122,2026-08-07,E0122,48.8,39.0,1,0,0,Available
WL-2026-08-14-E0122,2026-08-14,E0122,47.7,39.9,1,0,0,Available
WL-2026-08-21-E0122,2026-08-21,E0122,44.0,35.7,1,0,0,Available
WL-2026-08-28-E0122,2026-08-28,E0122,56.8,44.6,1,0,0,Normal
WL-2026-08-07-E0123,2026-08-07,E0123,43.3,30.6,0,0,0,Available
WL-2026-08-14-E0123,2026-08-14,E0123,39.5,25.2,0,0,0,Available
WL-2026-08-21-E0123,2026-08-21,E0123,50.6,34.1,0,0,0,Available
WL-2026-08-28-E0123,2026-08-28,E0123,38.4,33.2,0,0,0,Available
WL-2026-08-07-E0124,2026-08-07,E0124,40.0,33.5,0,0,0,Available
WL-2026-08-14-E0124,2026-08-14,E0124,49.8,40.6,0,0,0,Available
WL-2026-08-21-E0124,2026-08-21,E0124,39.9,26.3,0,0,0,Available
WL-2026-08-28-E0124,2026-08-28,E0124,38.8,32.5,0,0,0,Available
WL-2026-08-07-E0125,2026-08-07,E0125,40.2,25.7,0,0,0,Available
WL-2026-08-14-E0125,2026-08-14,E0125,45.3,28.9,0,0,0,Available
WL-2026-08-21-E0125,2026-08-21,E0125,38.1,27.7,0,0,0,Available
WL-2026-08-28-E0125,2026-08-28,E0125,38.4,23.9,0,0,0,Available
WL-2026-08-07-E0126,2026-08-07,E0126,68.3,44.8,1,1,1,Normal
WL-2026-08-14-E0126,2026-08-14,E0126,61.0,49.5,1,1,1,Normal
WL-2026-08-21-E0126,2026-08-21,E0126,66.3,47.8,1,1,1,Normal
WL-2026-08-28-E0126,2026-08-28,E0126,57.5,36.6,1,1,1,Normal
WL-2026-08-07-E0127,2026-08-07,E0127,43.4,32.0,0,0,0,Available
WL-2026-08-14-E0127,2026-08-14,E0127,38.4,32.0,0,0,0,Available
WL-2026-08-21-E0127,2026-08-21,E0127,38.8,31.0,0,0,0,Available
WL-2026-08-28-E0127,2026-08-28,E0127,48.9,37.2,0,0,0,Available
WL-2026-08-07-E0128,2026-08-07,E0128,102.9,76.2,3,1,0,Overloaded
WL-2026-08-14-E0128,2026-08-14,E0128,102.7,64.9,3,1,0,Overloaded
WL-2026-08-21-E0128,2026-08-21,E0128,98.3,63.6,3,1,0,High
WL-2026-08-28-E0128,2026-08-28,E0128,107.5,88.7,3,1,0,Overloaded
WL-2026-08-07-E0129,2026-08-07,E0129,74.0,59.7,1,0,0,Normal
WL-2026-08-14-E0129,2026-08-14,E0129,62.0,51.1,1,0,0,Normal
WL-2026-08-21-E0129,2026-08-21,E0129,63.1,53.8,1,0,0,Normal
WL-2026-08-28-E0129,2026-08-28,E0129,65.5,43.3,1,0,0,Normal
WL-2026-08-07-E0130,2026-08-07,E0130,37.1,31.8,0,0,0,Available
WL-2026-08-14-E0130,2026-08-14,E0130,40.9,31.1,0,0,0,Available
WL-2026-08-21-E0130,2026-08-21,E0130,38.6,31.7,0,0,0,Available
WL-2026-08-28-E0130,2026-08-28,E0130,52.2,42.7,0,0,0,Available
WL-2026-08-07-E0131,2026-08-07,E0131,52.6,39.7,1,1,1,Available
WL-2026-08-14-E0131,2026-08-14,E0131,54.5,43.4,1,1,1,Available
WL-2026-08-21-E0131,2026-08-21,E0131,52.4,43.7,1,1,1,Available
WL-2026-08-28-E0131,2026-08-28,E0131,45.7,39.0,1,1,1,Available
WL-2026-08-07-E0132,2026-08-07,E0132,41.0,25.8,0,0,0,Available
WL-2026-08-14-E0132,2026-08-14,E0132,49.6,40.5,0,0,0,Available
WL-2026-08-21-E0132,2026-08-21,E0132,50.8,43.7,0,0,0,Available
WL-2026-08-28-E0132,2026-08-28,E0132,39.6,29.7,0,0,0,Available
WL-2026-08-07-E0133,2026-08-07,E0133,49.6,35.8,1,3,3,Available
WL-2026-08-14-E0133,2026-08-14,E0133,58.4,43.4,1,3,3,Normal
WL-2026-08-21-E0133,2026-08-21,E0133,52.2,37.9,1,3,3,Available
WL-2026-08-28-E0133,2026-08-28,E0133,62.7,40.0,1,3,3,Normal
WL-2026-08-07-E0134,2026-08-07,E0134,58.3,40.9,1,0,0,Normal
WL-2026-08-14-E0134,2026-08-14,E0134,46.6,29.3,1,0,0,Available
WL-2026-08-21-E0134,2026-08-21,E0134,49.5,30.9,1,0,0,Available
WL-2026-08-28-E0134,2026-08-28,E0134,52.5,42.7,1,0,0,Available
WL-2026-08-07-E0135,2026-08-07,E0135,99.4,65.8,3,2,1,High
WL-2026-08-14-E0135,2026-08-14,E0135,109.1,72.8,3,2,1,Overloaded
WL-2026-08-21-E0135,2026-08-21,E0135,113.9,72.2,3,2,1,Overloaded
WL-2026-08-28-E0135,2026-08-28,E0135,114.9,82.8,3,2,1,Overloaded
WL-2026-08-07-E0136,2026-08-07,E0136,60.0,42.8,1,1,0,Normal
WL-2026-08-14-E0136,2026-08-14,E0136,67.0,58.2,1,1,0,Normal
WL-2026-08-21-E0136,2026-08-21,E0136,69.1,45.5,1,1,0,Normal
WL-2026-08-28-E0136,2026-08-28,E0136,56.5,38.5,1,1,0,Normal
WL-2026-08-07-E0137,2026-08-07,E0137,32.2,28.2,0,0,0,Available
WL-2026-08-14-E0137,2026-08-14,E0137,44.1,35.9,0,0,0,Available
WL-2026-08-21-E0137,2026-08-21,E0137,44.1,37.8,0,0,0,Available
WL-2026-08-28-E0137,2026-08-28,E0137,39.9,32.5,0,0,0,Available
WL-2026-08-07-E0138,2026-08-07,E0138,39.3,26.3,0,0,0,Available
WL-2026-08-14-E0138,2026-08-14,E0138,33.7,24.3,0,0,0,Available
WL-2026-08-21-E0138,2026-08-21,E0138,36.3,30.7,0,0,0,Available
WL-2026-08-28-E0138,2026-08-28,E0138,33.1,24.9,0,0,0,Available
WL-2026-08-07-E0139,2026-08-07,E0139,83.1,57.8,1,2,2,Normal
WL-2026-08-14-E0139,2026-08-14,E0139,87.5,69.9,1,2,2,High
WL-2026-08-21-E0139,2026-08-21,E0139,84.2,57.9,1,2,2,Normal
WL-2026-08-28-E0139,2026-08-28,E0139,85.4,66.0,1,2,2,High
WL-2026-08-07-E0140,2026-08-07,E0140,49.0,39.4,1,0,0,Available
WL-2026-08-14-E0140,2026-08-14,E0140,59.1,50.2,1,0,0,Normal
WL-2026-08-21-E0140,2026-08-21,E0140,46.8,34.3,1,0,0,Available
WL-2026-08-28-E0140,2026-08-28,E0140,46.1,34.5,1,0,0,Available
WL-2026-08-07-E0141,2026-08-07,E0141,45.7,40.0,1,0,0,Available
WL-2026-08-14-E0141,2026-08-14,E0141,49.1,40.8,1,0,0,Available
WL-2026-08-21-E0141,2026-08-21,E0141,54.3,41.2,1,0,0,Available
WL-2026-08-28-E0141,2026-08-28,E0141,57.3,43.7,1,0,0,Normal
WL-2026-08-07-E0142,2026-08-07,E0142,59.5,49.3,1,1,1,Normal
WL-2026-08-14-E0142,2026-08-14,E0142,55.2,36.4,1,1,1,Normal
WL-2026-08-21-E0142,2026-08-21,E0142,61.7,47.4,1,1,1,Normal
WL-2026-08-28-E0142,2026-08-28,E0142,61.6,47.5,1,1,1,Normal
WL-2026-08-07-E0143,2026-08-07,E0143,45.2,37.0,0,0,0,Available
WL-2026-08-14-E0143,2026-08-14,E0143,44.3,33.0,0,0,0,Available
WL-2026-08-21-E0143,2026-08-21,E0143,43.3,36.5,0,0,0,Available
WL-2026-08-28-E0143,2026-08-28,E0143,57.0,41.6,0,0,0,Normal
WL-2026-08-07-E0144,2026-08-07,E0144,41.0,26.0,0,0,0,Available
WL-2026-08-14-E0144,2026-08-14,E0144,37.2,31.9,0,0,0,Available
WL-2026-08-21-E0144,2026-08-21,E0144,32.1,27.7,0,0,0,Available
WL-2026-08-28-E0144,2026-08-28,E0144,30,25.3,0,0,0,Available
WL-2026-08-07-E0145,2026-08-07,E0145,39.4,33.6,0,0,0,Available
WL-2026-08-14-E0145,2026-08-14,E0145,32.2,20.4,0,0,0,Available
WL-2026-08-21-E0145,2026-08-21,E0145,35.2,24.2,0,0,0,Available
WL-2026-08-28-E0145,2026-08-28,E0145,40.6,29.6,0,0,0,Available
WL-2026-08-07-E0146,2026-08-07,E0146,41.4,33.8,0,0,0,Available
WL-2026-08-14-E0146,2026-08-14,E0146,36.4,30.0,0,0,0,Available
WL-2026-08-21-E0146,2026-08-21,E0146,45.8,28.6,0,0,0,Available
WL-2026-08-28-E0146,2026-08-28,E0146,48.2,34.9,0,0,0,Available
WL-2026-08-07-E0147,2026-08-07,E0147,65.0,51.6,1,0,0,Normal
WL-2026-08-14-E0147,2026-08-14,E0147,66.2,41.5,1,0,0,Normal
WL-2026-08-21-E0147,2026-08-21,E0147,63.1,49.9,1,0,0,Normal
WL-2026-08-28-E0147,2026-08-28,E0147,62.3,49.1,1,0,0,Normal
WL-2026-08-07-E0148,2026-08-07,E0148,42.6,31.8,0,0,0,Available
WL-2026-08-14-E0148,2026-08-14,E0148,43.2,27.7,0,0,0,Available
WL-2026-08-21-E0148,2026-08-21,E0148,47.3,33.0,0,0,0,Available
WL-2026-08-28-E0148,2026-08-28,E0148,31.8,19.8,0,0,0,Available
WL-2026-08-07-E0149,2026-08-07,E0149,83.9,66.2,2,4,2,Normal
WL-2026-08-14-E0149,2026-08-14,E0149,83.4,68.7,2,4,2,Normal
WL-2026-08-21-E0149,2026-08-21,E0149,88.5,69.7,2,4,2,High
WL-2026-08-28-E0149,2026-08-28,E0149,82.8,64.8,2,4,3,Normal
WL-2026-08-07-E0150,2026-08-07,E0150,36.7,26.7,0,0,0,Available
WL-2026-08-14-E0150,2026-08-14,E0150,44.2,37.6,0,0,0,Available
WL-2026-08-21-E0150,2026-08-21,E0150,33.3,28.6,0,0,0,Available
WL-2026-08-28-E0150,2026-08-28,E0150,37.6,24.8,0,0,0,Available
WL-2026-08-07-E0151,2026-08-07,E0151,62.3,52.9,1,1,1,Normal
WL-2026-08-14-E0151,2026-08-14,E0151,65.2,40.6,1,1,1,Normal
WL-2026-08-21-E0151,2026-08-21,E0151,64.3,44.8,1,1,1,Normal
WL-2026-08-28-E0151,2026-08-28,E0151,61.0,46.4,1,1,1,Normal
WL-2026-08-07-E0152,2026-08-07,E0152,39.6,33.3,0,0,0,Available
WL-2026-08-14-E0152,2026-08-14,E0152,42.7,26.8,0,0,0,Available
WL-2026-08-21-E0152,2026-08-21,E0152,37.6,25.8,0,0,0,Available
WL-2026-08-28-E0152,2026-08-28,E0152,42.3,28.7,0,0,0,Available
WL-2026-08-07-E0153,2026-08-07,E0153,68.7,56.9,1,1,1,Normal
WL-2026-08-14-E0153,2026-08-14,E0153,75.8,58.7,1,1,1,Normal
WL-2026-08-21-E0153,2026-08-21,E0153,80.5,69.7,1,1,1,Normal
WL-2026-08-28-E0153,2026-08-28,E0153,76.8,56.9,1,1,1,Normal
WL-2026-08-07-E0154,2026-08-07,E0154,37.4,28.2,0,0,0,Available
WL-2026-08-14-E0154,2026-08-14,E0154,32.0,26.3,0,0,0,Available
WL-2026-08-21-E0154,2026-08-21,E0154,43.1,29.8,0,0,0,Available
WL-2026-08-28-E0154,2026-08-28,E0154,31.8,27.5,0,0,0,Available
WL-2026-08-07-E0155,2026-08-07,E0155,40.9,32.7,0,0,0,Available
WL-2026-08-14-E0155,2026-08-14,E0155,42.0,34.8,0,0,0,Available
WL-2026-08-21-E0155,2026-08-21,E0155,30,23.3,0,0,0,Available
WL-2026-08-28-E0155,2026-08-28,E0155,38.7,32.9,0,0,0,Available
WL-2026-08-07-E0156,2026-08-07,E0156,63.0,54.1,1,2,2,Normal
WL-2026-08-14-E0156,2026-08-14,E0156,61.9,48.4,1,2,2,Normal
WL-2026-08-21-E0156,2026-08-21,E0156,67.5,49.9,1,2,2,Normal
WL-2026-08-28-E0156,2026-08-28,E0156,62.2,38.8,1,2,2,Normal
WL-2026-08-07-E0157,2026-08-07,E0157,48.3,40.8,0,0,0,Available
WL-2026-08-14-E0157,2026-08-14,E0157,41.4,31.1,0,0,0,Available
WL-2026-08-21-E0157,2026-08-21,E0157,34.0,22.0,0,0,0,Available
WL-2026-08-28-E0157,2026-08-28,E0157,45.9,31.7,0,0,0,Available
WL-2026-08-07-E0158,2026-08-07,E0158,60.6,42.0,1,2,2,Normal
WL-2026-08-14-E0158,2026-08-14,E0158,62.5,40.8,1,2,2,Normal
WL-2026-08-21-E0158,2026-08-21,E0158,61.1,52.7,1,2,2,Normal
WL-2026-08-28-E0158,2026-08-28,E0158,71.4,49.2,1,2,2,Normal
WL-2026-08-07-E0159,2026-08-07,E0159,36.9,25.6,0,0,0,Available
WL-2026-08-14-E0159,2026-08-14,E0159,37.3,26.9,0,0,0,Available
WL-2026-08-21-E0159,2026-08-21,E0159,45.6,39.7,0,0,0,Available
WL-2026-08-28-E0159,2026-08-28,E0159,44.0,35.7,0,0,0,Available
WL-2026-08-07-E0160,2026-08-07,E0160,60.1,44.0,1,0,0,Normal
WL-2026-08-14-E0160,2026-08-14,E0160,60.7,46.4,1,0,0,Normal
WL-2026-08-21-E0160,2026-08-21,E0160,61.2,50.7,1,0,0,Normal
WL-2026-08-28-E0160,2026-08-28,E0160,54.8,37.8,1,0,0,Available
WL-2026-08-07-E0161,2026-08-07,E0161,64.8,55.8,1,0,0,Normal
WL-2026-08-14-E0161,2026-08-14,E0161,76.3,51.7,1,0,0,Normal
WL-2026-08-21-E0161,2026-08-21,E0161,69.4,49.9,1,0,0,Normal
WL-2026-08-28-E0161,2026-08-28,E0161,69.6,54.5,1,0,0,Normal
WL-2026-08-07-E0162,2026-08-07,E0162,67.7,54.1,1,1,1,Normal
WL-2026-08-14-E0162,2026-08-14,E0162,63.0,48.2,1,1,1,Normal
WL-2026-08-21-E0162,2026-08-21,E0162,71.0,57.8,1,1,1,Normal
WL-2026-08-28-E0162,2026-08-28,E0162,68.8,57.1,1,1,1,Normal
WL-2026-08-07-E0163,2026-08-07,E0163,43.1,34.5,0,0,0,Available
WL-2026-08-14-E0163,2026-08-14,E0163,41.0,32.5,0,0,0,Available
WL-2026-08-21-E0163,2026-08-21,E0163,42.7,36.8,0,0,0,Available
WL-2026-08-28-E0163,2026-08-28,E0163,37.3,24.3,0,0,0,Available
WL-2026-08-07-E0164,2026-08-07,E0164,83.1,54.0,2,6,6,Normal
WL-2026-08-14-E0164,2026-08-14,E0164,86.8,71.4,2,6,6,High
