attendance_id,employee_id,period_month,scheduled_workdays,present_days,remote_work_days,sick_leave_days,unpaid_leave_days,overtime_hours,attendance_rate
AT000416,E0035,2026-04-01,20,19,8,1,0,0,0.95
AT000417,E0035,2026-05-01,21,20,3,1,0,2.8,0.9524
AT000418,E0035,2026-06-01,23,23,4,0,0,0,1.0
AT000419,E0035,2026-07-01,20,20,0,0,0,2.4,1.0
AT000420,E0035,2026-08-01,23,23,2,0,0,5.1,1.0
AT000421,E0036,2025-09-01,22,22,0,0,0,3.4,1.0
AT000422,E0036,2025-10-01,22,21,8,1,0,0,0.9545
AT000423,E0036,2025-11-01,21,21,8,0,0,3.9,1.0
AT000424,E0036,2025-12-01,22,22,2,0,0,0,1.0
AT000425,E0036,2026-01-01,20,20,4,0,0,4.5,1.0
AT000426,E0036,2026-02-01,23,23,8,0,0,0,1.0
AT000427,E0036,2026-03-01,22,22,8,0,0,0,1.0
AT000428,E0036,2026-04-01,22,21,1,1,0,0,0.9545
AT000429,E0036,2026-05-01,23,23,3,0,0,0,1.0
AT000430,E0036,2026-06-01,23,23,5,0,0,1.0,1.0
AT000431,E0036,2026-07-01,23,23,5,0,0,0,1.0
AT000432,E0036,2026-08-01,23,23,0,0,0,2.7,1.0
AT000433,E0037,2025-09-01,20,20,8,0,0,8.5,1.0
AT000434,E0037,2025-10-01,21,20,0,0,1,7.6,0.9524
AT000435,E0037,2025-11-01,22,20,0,1,1,11.8,0.9091
AT000436,E0037,2025-12-01,20,19,0,0,1,5.9,0.95
AT000437,E0037,2026-01-01,23,23,7,0,0,5.2,1.0
AT000438,E0037,2026-02-01,23,22,4,1,0,8.3,0.9565
AT000439,E0037,2026-03-01,22,22,8,0,0,6.9,1.0
AT000440,E0037,2026-04-01,22,22,3,0,0,6.1,1.0
AT000441,E0037,2026-05-01,21,21,1,0,0,13.3,1.0
AT000442,E0037,2026-06-01,21,21,4,0,0,11.1,1.0
AT000443,E0037,2026-07-01,23,23,5,0,0,8.4,1.0
AT000444,E0037,2026-08-01,21,21,7,0,0,13.3,1.0
AT000445,E0038,2025-09-01,20,19,5,1,0,0,0.95
AT000446,E0038,2025-10-01,21,21,1,0,0,2.9,1.0
AT000447,E0038,2025-11-01,22,22,3,0,0,5.2,1.0
AT000448,E0038,2025-12-01,21,20,0,1,0,0,0.9524
AT000449,E0038,2026-01-01,21,21,0,0,0,5.0,1.0
AT000450,E0038,2026-02-01,20,20,3,0,0,2.6,1.0
AT000451,E0038,2026-03-01,20,20,1,0,0,1.2,1.0
AT000452,E0038,2026-04-01,20,20,2,0,0,0,1.0
AT000453,E0038,2026-05-01,22,22,7,0,0,5.5,1.0
AT000454,E0038,2026-06-01,23,23,7,0,0,0,1.0
AT000455,E0038,2026-07-01,20,19,3,1,0,2.3,0.95
AT000456,E0038,2026-08-01,21,21,1,0,0,1.8,1.0
AT000457,E0039,2025-09-01,21,21,5,0,0,0,1.0
AT000458,E0039,2025-10-01,20,20,7,0,0,1.3,1.0
AT000459,E0039,2025-11-01,20,19,0,1,0,0,0.95
AT000460,E0039,2025-12-01,20,20,1,0,0,2.3,1.0
AT000461,E0039,2026-01-01,22,22,3,0,0,2.0,1.0
AT000462,E0039,2026-02-01,23,22,1,0,1,3.8,0.9565
AT000463,E0039,2026-03-01,21,21,2,0,0,0.4,1.0
AT000464,E0039,2026-04-01,20,20,1,0,0,2.1,1.0
AT000465,E0039,2026-05-01,22,22,6,0,0,2.6,1.0
AT000466,E0039,2026-06-01,21,21,1,0,0,0,1.0
AT000467,E0039,2026-07-01,22,22,4,0,0,0.5,1.0
AT000468,E0039,2026-08-01,21,20,2,1,0,1.3,0.9524
AT000469,E0040,2025-09-01,20,20,0,0,0,2.4,1.0
AT000470,E0040,2025-10-01,22,21,4,0,1,1.7,0.9545
AT000471,E0040,2025-11-01,21,21,2,0,0,0.4,1.0
AT000472,E0040,2025-12-01,20,19,1,0,1,4.9,0.95
AT000473,E0040,2026-01-01,21,21,3,0,0,0,1.0
AT000474,E0040,2026-02-01,20,20,7,0,0,4.6,1.0
AT000475,E0040,2026-03-01,21,21,0,0,0,1.6,1.0
AT000476,E0040,2026-04-01,22,22,3,0,0,0,1.0
AT000477,E0040,2026-05-01,20,20,3,0,0,3.1,1.0
AT000478,E0040,2026-06-01,21,21,3,0,0,0,1.0
AT000479,E0040,2026-07-01,23,23,0,0,0,3.2,1.0
AT000480,E0040,2026-08-01,22,22,4,0,0,0,1.0
AT000481,E0041,2025-09-01,23,23,8,0,0,0,1.0
AT000482,E0041,2025-10-01,23,23,4,0,0,0,1.0
AT000483,E0041,2025-11-01,22,21,3,1,0,0.1,0.9545
AT000484,E0041,2025-12-01,21,21,8,0,0,0,1.0
AT000485,E0041,2026-01-01,20,20,6,0,0,1.9,1.0
AT000486,E0041,2026-02-01,21,20,4,1,0,4.7,0.9524
AT000487,E0041,2026-03-01,23,22,2,1,0,2.0,0.9565
AT000488,E0041,2026-04-01,23,23,6,0,0,0,1.0
AT000489,E0041,2026-05-01,20,20,6,0,0,4.8,1.0
AT000490,E0041,2026-06-01,21,21,0,0,0,0,1.0
AT000491,E0041,2026-07-01,23,23,4,0,0,0,1.0
AT000492,E0041,2026-08-01,23,23,6,0,0,0.2,1.0
AT000493,E0042,2025-09-01,21,21,0,0,0,0,1.0
AT000494,E0042,2025-10-01,21,21,1,0,0,0,1.0
AT000495,E0042,2025-11-01,22,21,0,0,1,3.0,0.9545
AT000496,E0042,2025-12-01,23,23,4,0,0,4.4,1.0
AT000497,E0042,2026-01-01,23,23,6,0,0,0,1.0
AT000498,E0042,2026-02-01,21,21,3,0,0,3.6,1.0
AT000499,E0042,2026-03-01,23,23,8,0,0,5.6,1.0
AT000500,E0042,2026-04-01,20,20,2,0,0,0.5,1.0
AT000501,E0042,2026-05-01,23,23,2,0,0,5.0,1.0
AT000502,E0042,2026-06-01,21,21,1,0,0,4.2,1.0
AT000503,E0042,2026-07-01,22,22,1,0,0,0.4,1.0
AT000504,E0042,2026-08-01,23,23,7,0,0,4.4,1.0
AT000505,E0043,2025-09-01,20,20,8,0,0,9.0,1.0
AT000506,E0043,2025-10-01,21,21,0,0,0,8.6,1.0
AT000507,E0043,2025-11-01,21,20,3,0,1,4.6,0.9524
AT000508,E0043,2025-12-01,22,22,0,0,0,4.7,1.0
AT000509,E0043,2026-01-01,21,21,1,0,0,12.0,1.0
AT000510,E0043,2026-02-01,21,21,5,0,0,13.1,1.0
AT000511,E0043,2026-03-01,21,21,8,0,0,11.1,1.0
AT000512,E0043,2026-04-01,23,23,0,0,0,12.7,1.0
AT000513,E0043,2026-05-01,20,20,7,0,0,6.1,1.0
AT000514,E0043,2026-06-01,21,21,1,0,0,6.2,1.0
AT000515,E0043,2026-07-01,22,22,2,0,0,9.3,1.0
AT000516,E0043,2026-08-01,22,22,4,0,0,11.4,1.0
AT000517,E0044,2025-09-01,20,19,8,1,0,0,0.95
AT000518,E0044,2025-10-01,20,20,3,0,0,0,1.0
AT000519,E0044,2025-11-01,20,20,7,0,0,1.6,1.0
AT000520,E0044,2025-12-01,23,23,6,0,0,0,1.0
AT000521,E0044,2026-01-01,20,18,6,1,1,3.9,0.9
AT000522,E0044,2026-02-01,22,21,5,0,1,0.1,0.9545
AT000523,E0044,2026-03-01,21,21,8,0,0,0,1.0
AT000524,E0044,2026-04-01,22,22,5,0,0,3.3,1.0
AT000525,E0044,2026-05-01,21,21,1,0,0,0,1.0
AT000526,E0044,2026-06-01,20,20,1,0,0,0,1.0
AT000527,E0044,2026-07-01,20,20,1,0,0,0,1.0
AT000528,E0044,2026-08-01,23,23,4,0,0,3.7,1.0
AT000529,E0045,2025-09-01,22,22,1,0,0,2.7,1.0
AT000530,E0045,2025-10-01,23,23,1,0,0,0,1.0
AT000531,E0045,2025-11-01,21,20,1,1,0,1.8,0.9524
AT000532,E0045,2025-12-01,23,23,5,0,0,0,1.0
AT000533,E0045,2026-01-01,20,20,5,0,0,2.8,1.0
AT000534,E0045,2026-02-01,20,19,7,0,1,4.6,0.95
AT000535,E0045,2026-03-01,22,22,2,0,0,4.9,1.0
AT000536,E0045,2026-04-01,22,22,6,0,0,0,1.0
AT000537,E0045,2026-05-01,20,20,1,0,0,0,1.0
AT000538,E0045,2026-06-01,20,20,4,0,0,0,1.0
AT000539,E0045,2026-07-01,23,22,4,1,0,0,0.9565
AT000540,E0045,2026-08-01,21,21,2,0,0,0,1.0
AT000541,E0046,2025-09-01,22,21,4,1,0,1.3,0.9545
AT000542,E0046,2025-10-01,22,21,0,1,0,0,0.9545
AT000543,E0046,2025-11-01,22,22,0,0,0,0,1.0
AT000544,E0046,2025-12-01,20,20,2,0,0,2.4,1.0
AT000545,E0046,2026-01-01,22,22,5,0,0,0.4,1.0
AT000546,E0046,2026-02-01,22,22,0,0,0,0,1.0
AT000547,E0046,2026-03-01,22,22,4,0,0,1.5,1.0
AT000548,E0046,2026-04-01,23,23,1,0,0,4.0,1.0
AT000549,E0046,2026-05-01,20,19,3,1,0,0.7,0.95
AT000550,E0046,2026-06-01,21,20,2,0,1,4.5,0.9524
AT000551,E0046,2026-07-01,22,22,3,0,0,2.5,1.0
AT000552,E0046,2026-08-01,21,21,6,0,0,0,1.0
AT000553,E0047,2025-09-01,23,23,4,0,0,0,1.0
AT000554,E0047,2025-10-01,21,21,6,0,0,0,1.0
AT000555,E0047,2025-11-01,20,19,1,1,0,4.9,0.95
AT000556,E0047,2025-12-01,22,20,2,1,1,0,0.9091
AT000557,E0047,2026-01-01,20,20,6,0,0,0,1.0
AT000558,E0047,2026-02-01,23,23,8,0,0,0,1.0
AT000559,E0047,2026-03-01,21,20,8,1,0,2.1,0.9524
AT000560,E0047,2026-04-01,21,20,5,1,0,2.5,0.9524
AT000561,E0047,2026-05-01,21,20,2,1,0,0,0.9524
AT000562,E0047,2026-06-01,22,21,1,1,0,2.3,0.9545
AT000563,E0047,2026-07-01,22,22,6,0,0,0,1.0
AT000564,E0047,2026-08-01,20,20,3,0,0,0.4,1.0
AT000565,E0048,2025-09-01,22,22,6,0,0,0,1.0
AT000566,E0048,2025-10-01,23,23,3,0,0,0,1.0
AT000567,E0048,2025-11-01,20,19,8,0,1,0.6,0.95
AT000568,E0048,2025-12-01,21,21,2,0,0,5.3,1.0
AT000569,E0048,2026-01-01,22,22,0,0,0,2.9,1.0
AT000570,E0048,2026-02-01,20,20,3,0,0,0,1.0
AT000571,E0048,2026-03-01,22,22,4,0,0,5.1,1.0
AT000572,E0048,2026-04-01,23,23,6,0,0,4.3,1.0
AT000573,E0048,2026-05-01,21,21,0,0,0,0,1.0
AT000574,E0048,2026-06-01,20,19,7,1,0,0,0.95
AT000575,E0048,2026-07-01,20,19,8,0,1,4.3,0.95
AT000576,E0048,2026-08-01,22,22,4,0,0,3.3,1.0
AT000577,E0049,2025-09-01,21,20,7,1,0,6.0,0.9524
AT000578,E0049,2025-10-01,21,21,2,0,0,0,1.0
AT000579,E0049,2025-11-01,20,20,0,0,0,2.8,1.0
AT000580,E0049,2025-12-01,22,21,2,1,0,5.9,0.9545
AT000581,E0049,2026-01-01,21,21,4,0,0,1.2,1.0
AT000582,E0049,2026-02-01,23,22,4,1,0,0,0.9565
AT000583,E0049,2026-03-01,23,22,3,1,0,0,0.9565
AT000584,E0049,2026-04-01,20,20,0,0,0,0,1.0
AT000585,E0049,2026-05-01,22,22,1,0,0,0,1.0
AT000586,E0049,2026-06-01,23,23,3,0,0,0.7,1.0
AT000587,E0049,2026-07-01,22,22,8,0,0,5.4,1.0
AT000588,E0049,2026-08-01,21,21,6,0,0,0,1.0
AT000589,E0050,2025-09-01,20,20,8,0,0,2.6,1.0
AT000590,E0050,2025-10-01,20,19,0,0,1,7.3,0.95
AT000591,E0050,2025-11-01,23,23,8,0,0,4.8,1.0
AT000592,E0050,2025-12-01,20,19,1,1,0,0,0.95
AT000593,E0050,2026-01-01,23,23,3,0,0,0,1.0
AT000594,E0050,2026-02-01,20,20,5,0,0,0,1.0
AT000595,E0050,2026-03-01,21,21,6,0,0,6.8,1.0
AT000596,E0050,2026-04-01,22,22,3,0,0,6.4,1.0
AT000597,E0050,2026-05-01,23,23,3,0,0,0.3,1.0
AT000598,E0050,2026-06-01,21,21,1,0,0,3.0,1.0
AT000599,E0050,2026-07-01,21,21,2,0,0,7.8,1.0
AT000600,E0050,2026-08-01,22,22,1,0,0,7.2,1.0
AT000601,E0051,2025-09-01,22,21,2,1,0,5.1,0.9545
AT000602,E0051,2025-10-01,23,23,2,0,0,5.4,1.0
AT000603,E0051,2025-11-01,20,20,7,0,0,4.4,1.0
AT000604,E0051,2025-12-01,23,23,3,0,0,0,1.0
AT000605,E0051,2026-01-01,20,20,1,0,0,2.0,1.0
AT000606,E0051,2026-02-01,21,21,5,0,0,0,1.0
AT000607,E0051,2026-03-01,23,22,5,1,0,2.7,0.9565
AT000608,E0051,2026-04-01,21,21,0,0,0,0,1.0
AT000609,E0051,2026-05-01,21,21,4,0,0,0,1.0
AT000610,E0051,2026-06-01,23,22,2,1,0,0,0.9565
AT000611,E0051,2026-07-01,23,23,0,0,0,0.9,1.0
AT000612,E0051,2026-08-01,21,20,3,1,0,4.7,0.9524
AT000613,E0052,2025-09-01,20,20,5,0,0,0,1.0
AT000614,E0052,2025-10-01,22,21,5,0,1,4.2,0.9545
AT000615,E0052,2025-11-01,21,21,8,0,0,0,1.0
AT000616,E0052,2025-12-01,20,20,7,0,0,0.4,1.0
AT000617,E0052,2026-01-01,23,23,1,0,0,2.8,1.0
AT000618,E0052,2026-02-01,21,21,2,0,0,0,1.0
AT000619,E0052,2026-03-01,22,22,0,0,0,0,1.0
AT000620,E0052,2026-04-01,20,20,8,0,0,0,1.0
AT000621,E0052,2026-05-01,21,21,0,0,0,1.2,1.0
AT000622,E0052,2026-06-01,22,22,4,0,0,0,1.0
AT000623,E0052,2026-07-01,21,21,8,0,0,0,1.0
AT000624,E0052,2026-08-01,21,21,4,0,0,0,1.0
AT000625,E0053,2025-09-01,21,20,4,1,0,0,0.9524
AT000626,E0053,2025-10-01,23,21,4,1,1,0,0.913
AT000627,E0053,2025-11-01,23,23,6,0,0,0,1.0
AT000628,E0053,2025-12-01,23,23,4,0,0,3.7,1.0
AT000629,E0053,2026-01-01,20,19,5,1,0,2.5,0.95
AT000630,E0053,2026-02-01,20,20,1,0,0,0,1.0
AT000631,E0053,2026-03-01,21,21,1,0,0,0,1.0
AT000632,E0053,2026-04-01,20,19,0,1,0,0,0.95
AT000633,E0053,2026-05-01,20,20,7,0,0,0,1.0
AT000634,E0053,2026-06-01,23,23,6,0,0,0.2,1.0
AT000635,E0053,2026-07-01,21,21,4,0,0,1.4,1.0
AT000636,E0053,2026-08-01,21,21,0,0,0,3.5,1.0
AT000637,E0054,2025-09-01,21,21,0,0,0,0,1.0
AT000638,E0054,2025-10-01,20,20,0,0,0,0,1.0
AT000639,E0054,2025-11-01,23,23,1,0,0,0.2,1.0
AT000640,E0054,2025-12-01,22,22,3,0,0,0,1.0
AT000641,E0054,2026-01-01,21,21,5,0,0,0,1.0
AT000642,E0054,2026-02-01,23,22,8,0,1,3.7,0.9565
AT000643,E0054,2026-03-01,22,22,1,0,0,0,1.0
AT000644,E0054,2026-04-01,23,23,0,0,0,3.4,1.0
AT000645,E0054,2026-05-01,22,22,0,0,0,2.0,1.0
AT000646,E0054,2026-06-01,22,20,2,1,1,0,0.9091
AT000647,E0054,2026-07-01,23,23,4,0,0,0,1.0
AT000648,E0054,2026-08-01,23,23,8,0,0,0,1.0
AT000649,E0055,2025-09-01,21,21,0,0,0,2.8,1.0
AT000650,E0055,2025-10-01,20,20,3,0,0,0,1.0
AT000651,E0055,2025-11-01,22,21,2,1,0,0,0.9545
AT000652,E0055,2025-12-01,21,20,7,1,0,0,0.9524
AT000653,E0055,2026-01-01,23,22,5,1,0,3.4,0.9565
AT000654,E0055,2026-02-01,23,22,2,1,0,0,0.9565
AT000655,E0055,2026-03-01,21,19,6,1,1,0.8,0.9048
AT000656,E0055,2026-04-01,23,22,3,1,0,0,0.9565
AT000657,E0055,2026-05-01,20,20,2,0,0,0,1.0
AT000658,E0055,2026-06-01,21,21,2,0,0,0,1.0
AT000659,E0055,2026-07-01,21,21,1,0,0,0.8,1.0
AT000660,E0055,2026-08-01,23,23,1,0,0,1.4,1.0
AT000661,E0056,2025-09-01,21,21,4,0,0,1.8,1.0
AT000662,E0056,2025-10-01,23,23,1,0,0,6.0,1.0
AT000663,E0056,2025-11-01,23,23,6,0,0,1.6,1.0
AT000664,E0056,2025-12-01,21,20,0,1,0,5.9,0.9524
AT000665,E0056,2026-01-01,23,23,5,0,0,1.3,1.0
AT000666,E0056,2026-02-01,23,22,2,1,0,8.4,0.9565
AT000667,E0056,2026-03-01,23,23,1,0,0,0.8,1.0
AT000668,E0056,2026-04-01,21,21,7,0,0,7.1,1.0
AT000669,E0056,2026-05-01,21,21,6,0,0,2.6,1.0
AT000670,E0056,2026-06-01,22,22,0,0,0,0,1.0
AT000671,E0056,2026-07-01,21,21,6,0,0,2.7,1.0
AT000672,E0056,2026-08-01,21,21,5,0,0,0.3,1.0
AT000673,E0057,2025-09-01,20,20,5,0,0,0,1.0
AT000674,E0057,2025-10-01,21,21,7,0,0,0,1.0
AT000675,E0057,2025-11-01,20,20,6,0,0,0.9,1.0
AT000676,E0057,2025-12-01,23,23,6,0,0,1.7,1.0
AT000677,E0057,2026-01-01,20,19,0,1,0,4.8,0.95
AT000678,E0057,2026-02-01,21,21,3,0,0,0,1.0
AT000679,E0057,2026-03-01,22,22,2,0,0,0,1.0
AT000680,E0057,2026-04-01,22,22,8,0,0,0,1.0
AT000681,E0057,2026-05-01,22,22,8,0,0,3.5,1.0
AT000682,E0057,2026-06-01,20,20,3,0,0,0,1.0
AT000683,E0057,2026-07-01,21,21,3,0,0,0,1.0
AT000684,E0057,2026-08-01,22,22,1,0,0,0,1.0
AT000685,E0058,2025-09-01,21,20,2,1,0,0,0.9524
AT000686,E0058,2025-10-01,20,20,6,0,0,1.4,1.0
AT000687,E0058,2025-11-01,23,23,5,0,0,0,1.0
AT000688,E0058,2025-12-01,21,21,3,0,0,0,1.0
AT000689,E0058,2026-01-01,23,23,0,0,0,1.8,1.0
AT000690,E0058,2026-02-01,22,22,5,0,0,0.5,1.0
AT000691,E0058,2026-03-01,22,21,6,1,0,0.1,0.9545
AT000692,E0058,2026-04-01,20,20,0,0,0,0,1.0
AT000693,E0058,2026-05-01,22,22,5,0,0,3.5,1.0
AT000694,E0058,2026-06-01,23,23,3,0,0,0,1.0
AT000695,E0058,2026-07-01,22,22,3,0,0,0,1.0
AT000696,E0058,2026-08-01,20,20,6,0,0,0,1.0
AT000697,E0059,2025-09-01,23,22,1,1,0,1.3,0.9565
AT000698,E0059,2025-10-01,22,22,4,0,0,0,1.0
AT000699,E0059,2025-11-01,21,20,6,1,0,4.7,0.9524
AT000700,E0059,2025-12-01,21,21,1,0,0,5.1,1.0
AT000701,E0059,2026-01-01,22,22,8,0,0,0,1.0
AT000702,E0059,2026-02-01,22,21,8,1,0,3.9,0.9545
AT000703,E0059,2026-03-01,22,22,0,0,0,3.5,1.0
AT000704,E0059,2026-04-01,23,23,1,0,0,0,1.0
AT000705,E0059,2026-05-01,22,22,1,0,0,0,1.0
AT000706,E0059,2026-06-01,22,22,5,0,0,0.3,1.0
AT000707,E0059,2026-07-01,22,22,2,0,0,4.1,1.0
AT000708,E0059,2026-08-01,20,20,5,0,0,0,1.0
AT000709,E0060,2025-09-01,20,20,1,0,0,0,1.0
AT000710,E0060,2025-10-01,21,19,4,1,1,3.2,0.9048
AT000711,E0060,2025-11-01,22,21,5,1,0,5.2,0.9545
AT000712,E0060,2025-12-01,22,22,6,0,0,1.4,1.0
AT000713,E0060,2026-01-01,21,21,8,0,0,0.7,1.0
AT000714,E0060,2026-02-01,21,21,1,0,0,2.7,1.0
AT000715,E0060,2026-03-01,21,21,1,0,0,0,1.0
AT000716,E0060,2026-04-01,22,22,4,0,0,0,1.0
AT000717,E0060,2026-05-01,21,21,1,0,0,0.6,1.0
AT000718,E0060,2026-06-01,23,23,1,0,0,2.5,1.0
AT000719,E0060,2026-07-01,21,21,3,0,0,1.2,1.0
AT000720,E0060,2026-08-01,21,21,0,0,0,3.3,1.0
AT000721,E0061,2025-09-01,23,23,3,0,0,2.7,1.0
AT000722,E0061,2025-10-01,23,23,0,0,0,2.6,1.0
AT000723,E0061,2025-11-01,21,21,7,0,0,4.9,1.0
AT000724,E0061,2025-12-01,21,20,1,0,1,1.7,0.9524
AT000725,E0061,2026-01-01,20,20,0,0,0,0,1.0
AT000726,E0061,2026-02-01,20,20,1,0,0,0.3,1.0
AT000727,E0061,2026-03-01,23,22,1,1,0,0,0.9565
AT000728,E0061,2026-04-01,21,21,3,0,0,0,1.0
AT000729,E0061,2026-05-01,23,22,8,1,0,5.3,0.9565
AT000730,E0061,2026-06-01,21,20,6,1,0,2.3,0.9524
AT000731,E0061,2026-07-01,21,20,3,1,0,5.3,0.9524
AT000732,E0061,2026-08-01,22,21,6,1,0,4.6,0.9545
AT000733,E0062,2025-09-01,22,21,2,1,0,0,0.9545
AT000734,E0062,2025-10-01,21,20,0,1,0,0,0.9524
AT000735,E0062,2025-11-01,20,19,7,1,0,0,0.95
AT000736,E0062,2025-12-01,23,23,5,0,0,4.1,1.0
AT000737,E0062,2026-01-01,21,21,8,0,0,3.4,1.0
AT000738,E0062,2026-02-01,20,20,4,0,0,0.2,1.0
AT000739,E0062,2026-03-01,22,22,1,0,0,0.5,1.0
AT000740,E0062,2026-04-01,22,22,2,0,0,3.3,1.0
AT000741,E0062,2026-05-01,20,19,4,1,0,0,0.95
AT000742,E0062,2026-06-01,23,22,2,0,1,0,0.9565
AT000743,E0062,2026-07-01,23,23,0,0,0,5.0,1.0
AT000744,E0062,2026-08-01,21,21,7,0,0,0,1.0
AT000745,E0063,2025-09-01,21,21,4,0,0,0,1.0
AT000746,E0063,2025-10-01,20,20,3,0,0,0,1.0
AT000747,E0063,2025-11-01,21,21,1,0,0,0,1.0
AT000748,E0063,2025-12-01,23,21,6,1,1,0,0.913
AT000749,E0063,2026-01-01,22,22,4,0,0,4.3,1.0
AT000750,E0063,2026-02-01,23,23,0,0,0,4.6,1.0
AT000751,E0063,2026-03-01,22,22,5,0,0,0,1.0
AT000752,E0063,2026-04-01,23,23,1,0,0,4.8,1.0
AT000753,E0063,2026-05-01,23,23,7,0,0,4.5,1.0
AT000754,E0063,2026-06-01,22,21,3,1,0,0,0.9545
AT000755,E0063,2026-07-01,20,20,1,0,0,0,1.0
AT000756,E0063,2026-08-01,22,22,7,0,0,3.4,1.0
AT000757,E0064,2025-09-01,21,21,4,0,0,0.2,1.0
AT000758,E0064,2025-10-01,23,23,4,0,0,0,1.0
AT000759,E0064,2025-11-01,23,23,6,0,0,0,1.0
AT000760,E0064,2025-12-01,21,21,4,0,0,0.2,1.0
AT000761,E0064,2026-01-01,21,21,4,0,0,0,1.0
AT000762,E0064,2026-02-01,23,23,8,0,0,1.7,1.0
AT000763,E0064,2026-03-01,22,22,4,0,0,2.6,1.0
AT000764,E0064,2026-04-01,20,19,2,1,0,1.3,0.95
AT000765,E0064,2026-05-01,20,20,0,0,0,0,1.0
AT000766,E0064,2026-06-01,20,20,1,0,0,5.5,1.0
AT000767,E0064,2026-07-01,21,21,3,0,0,2.2,1.0
AT000768,E0064,2026-08-01,21,21,4,0,0,0,1.0
AT000769,E0065,2025-09-01,21,21,3,0,0,4.3,1.0
AT000770,E0065,2025-10-01,23,23,4,0,0,1.6,1.0
AT000771,E0065,2025-11-01,23,23,1,0,0,0,1.0
AT000772,E0065,2025-12-01,22,21,3,1,0,0,0.9545
AT000773,E0065,2026-01-01,23,23,8,0,0,2.8,1.0
AT000774,E0065,2026-02-01,21,21,7,0,0,0,1.0
AT000775,E0065,2026-03-01,23,21,6,1,1,0,0.913
AT000776,E0065,2026-04-01,22,22,2,0,0,0,1.0
AT000777,E0065,2026-05-01,20,20,1,0,0,1.6,1.0
AT000778,E0065,2026-06-01,22,22,2,0,0,0,1.0
AT000779,E0065,2026-07-01,23,23,8,0,0,1.2,1.0
AT000780,E0065,2026-08-01,20,19,1,0,1,3.0,0.95
AT000781,E0066,2025-09-01,23,23,0,0,0,0,1.0
AT000782,E0066,2025-10-01,20,20,8,0,0,4.7,1.0
AT000783,E0066,2025-11-01,21,20,8,0,1,2.9,0.9524
AT000784,E0066,2025-12-01,21,20,4,1,0,0,0.9524
AT000785,E0066,2026-01-01,21,20,6,1,0,1.7,0.9524
AT000786,E0066,2026-02-01,22,21,7,1,0,0,0.9545
AT000787,E0066,2026-03-01,23,23,2,0,0,1.2,1.0
AT000788,E0066,2026-04-01,22,21,3,0,1,3.8,0.9545
AT000789,E0066,2026-05-01,20,19,5,1,0,0,0.95
AT000790,E0066,2026-06-01,22,21,0,1,0,0,0.9545
AT000791,E0066,2026-07-01,22,22,4,0,0,4.8,1.0
AT000792,E0066,2026-08-01,20,20,6,0,0,1.7,1.0
AT000793,E0067,2025-09-01,21,21,4,0,0,1.5,1.0
AT000794,E0067,2025-10-01,22,22,5,0,0,0.7,1.0
AT000795,E0067,2025-11-01,23,23,2,0,0,5.0,1.0
AT000796,E0067,2025-12-01,22,22,5,0,0,0.9,1.0
AT000797,E0067,2026-01-01,23,23,2,0,0,0,1.0
AT000798,E0067,2026-02-01,22,22,1,0,0,3.6,1.0
AT000799,E0067,2026-03-01,23,22,4,1,0,0,0.9565
AT000800,E0067,2026-04-01,21,20,2,1,0,2.1,0.9524
AT000801,E0067,2026-05-01,22,22,1,0,0,1.8,1.0
AT000802,E0067,2026-06-01,21,21,0,0,0,0,1.0
AT000803,E0067,2026-07-01,22,22,8,0,0,3.5,1.0
AT000804,E0067,2026-08-01,20,20,1,0,0,0,1.0
AT000805,E0068,2025-09-01,20,20,8,0,0,0,1.0
AT000806,E0068,2025-10-01,23,23,2,0,0,4.6,1.0
AT000807,E0068,2025-11-01,21,21,0,0,0,0,1.0
AT000808,E0068,2025-12-01,20,19,5,1,0,1.7,0.95
AT000809,E0068,2026-01-01,20,19,3,1,0,0,0.95
AT000810,E0068,2026-02-01,22,22,0,0,0,0,1.0
AT000811,E0068,2026-03-01,22,22,4,0,0,0,1.0
AT000812,E0068,2026-04-01,21,21,5,0,0,1.2,1.0
AT000813,E0068,2026-05-01,20,20,0,0,0,1.5,1.0
AT000814,E0068,2026-06-01,23,23,6,0,0,1.7,1.0
AT000815,E0068,2026-07-01,22,22,4,0,0,0,1.0
AT000816,E0068,2026-08-01,20,20,2,0,0,0,1.0
AT000817,E0069,2025-09-01,22,22,1,0,0,1.4,1.0
AT000818,E0069,2025-10-01,20,20,4,0,0,0,1.0
AT000819,E0069,2025-11-01,21,21,6,0,0,0.9,1.0
AT000820,E0069,2025-12-01,22,21,4,1,0,0,0.9545
AT000821,E0069,2026-01-01,21,21,1,0,0,4.3,1.0
AT000822,E0069,2026-02-01,22,22,8,0,0,4.4,1.0
AT000823,E0069,2026-03-01,22,22,5,0,0,0,1.0
AT000824,E0069,2026-04-01,22,22,6,0,0,0,1.0
AT000825,E0069,2026-05-01,23,23,6,0,0,1.5,1.0
AT000826,E0069,2026-06-01,21,20,6,1,0,3.9,0.9524
AT000827,E0069,2026-07-01,20,20,8,0,0,0,1.0
AT000828,E0069,2026-08-01,22,22,0,0,0,0,1.0
AT000829,E0070,2025-09-01,21,21,6,0,0,4.5,1.0
AT000830,E0070,2025-10-01,20,20,3,0,0,4.2,1.0
AT000831,E0070,2025-11-01,20,20,5,0,0,7.9,1.0
AT000832,E0070,2025-12-01,21,21,7,0,0,7.1,1.0
