order_id,order_date,customer_id,product_id,account_manager_employee_id,order_quantity,unit_cost_usd,unit_price_usd,discount_percent,cost_of_sales_usd,sales_usd,profit_usd,sales_channel,promotion_name,manufacturer,product_subcategory,product_category,region,city,country,requires_discount_approval,required_approval_level,order_status,data_classification
SO000964,2026-05-26,CUST0152,PROD059,E0018,8,750.63,1198.97,8.65,6005.04,9591.76,3586.72,Partner,Channel Partner Offer,Woodgrove,Movies,"Music, Movies and Audio Books",North America,New York,United States,false,None,Completed,Confidential
SO000965,2026-06-18,CUST0039,PROD046,E0046,22,141.71,248.11,6.43,3117.62,5458.42,2340.8,Direct Sales,Quarterly Bundle,Fabrikam,Home Audio,Audio,Latin America,Mexico City,Mexico,false,None,Cancelled,Confidential
SO000966,2025-05-08,CUST0038,PROD041,E0188,45,68.76,93.49,0,3094.2,4207.05,1112.85,Direct Sales,No Promotion,Fabrikam,Headphones,Audio,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO000967,2025-02-15,CUST0046,PROD059,E0046,15,703.77,1223.11,6.81,10556.55,18346.65,7790.1,Partner,Enterprise Upgrade,Woodgrove,Movies,"Music, Movies and Audio Books",Latin America,Sao Paulo,Brazil,false,None,Completed,Confidential
SO000968,2025-09-17,CUST0169,PROD050,E0018,16,1044.42,1483.93,0,16710.72,23742.88,7032.16,Online,No Promotion,NexaCore,Headphones,Audio,Europe,Paris,France,false,None,Completed,Confidential
SO000969,2026-01-07,CUST0198,PROD001,E0147,24,673.47,1115.92,0.88,16163.28,26782.08,10618.8,Direct Sales,No Promotion,Fabrikam,Laptops,Computers,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO000970,2025-09-16,CUST0145,PROD030,E0186,10,1057.74,1283.28,0,10577.4,12832.8,2255.4,Online,No Promotion,NexaCore,Smartphones,Cell Phones,Europe,Berlin,Germany,false,None,Completed,Confidential
SO000971,2026-02-24,CUST0073,PROD042,E0005,8,1184.16,2538.38,0,9473.28,20307.04,10833.76,Online,No Promotion,Litware,Speakers,Audio,North America,Chicago,United States,false,None,Completed,Confidential
SO000972,2026-07-28,CUST0174,PROD024,E0117,1,1192.35,2097.97,18.08,1192.35,2097.97,905.62,Direct Sales,Strategic Account Discount,Woodgrove,Smartphones,Cell Phones,Asia Pacific,Mumbai,India,true,Finance Manager,Completed,Confidential
SO000973,2025-04-13,CUST0227,PROD037,E0188,12,443.66,522.64,18.13,5323.92,6271.68,947.76,Direct Sales,Strategic Account Discount,Litware,Televisions,TV and Video,Latin America,Buenos Aires,Argentina,true,Finance Manager,Completed,Confidential
SO000974,2026-03-14,CUST0074,PROD032,E0005,13,962.02,2181.65,0,12506.26,28361.45,15855.19,Direct Sales,No Promotion,Litware,Streaming Devices,TV and Video,North America,Toronto,Canada,false,None,Processing,Confidential
SO000975,2025-02-03,CUST0035,PROD039,E0188,3,985.43,2073.58,1.19,2956.29,6220.74,3264.45,Direct Sales,No Promotion,Woodgrove,Projectors,TV and Video,Latin America,Mexico City,Mexico,false,None,Completed,Confidential
SO000976,2025-04-15,CUST0050,PROD029,E0118,55,460.65,699.6,3.94,25335.75,38478.0,13142.25,Partner,Quarterly Bundle,Woodgrove,Phone Accessories,Cell Phones,Middle East & Africa,Dubai,United Arab Emirates,false,None,Completed,Confidential
SO000977,2025-07-09,CUST0207,PROD053,E0047,19,953.83,1168.77,0.97,18122.77,22206.63,4083.86,Direct Sales,No Promotion,Proseware,Movies,"Music, Movies and Audio Books",North America,Chicago,United States,false,None,Completed,Confidential
SO000978,2026-07-01,CUST0032,PROD060,E0118,16,870.13,1123.65,4.4,13922.08,17978.4,4056.32,Direct Sales,Quarterly Bundle,NexaCore,Digital Media,"Music, Movies and Audio Books",Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO000979,2025-09-30,CUST0111,PROD039,E0168,12,993.22,2069.22,1.4,11918.64,24830.64,12912.0,Online,No Promotion,Woodgrove,Projectors,TV and Video,North America,Toronto,Canada,false,None,Processing,Confidential
SO000980,2025-07-22,CUST0234,PROD028,E0039,61,1226.79,1891.96,11.42,74834.19,115409.56,40575.37,Direct Sales,New Customer Incentive,Proseware,Feature Phones,Cell Phones,Middle East & Africa,Dubai,United Arab Emirates,true,Finance Manager,Processing,Confidential
SO000981,2025-04-22,CUST0081,PROD044,E0047,19,225.42,288.38,0.37,4282.98,5479.22,1196.24,Partner,No Promotion,Woodgrove,Headphones,Audio,Asia Pacific,Sydney,Australia,false,None,Completed,Confidential
SO000982,2025-04-04,CUST0003,PROD054,E0018,19,206.23,300.12,0,3918.37,5702.28,1783.91,Retail,No Promotion,Woodgrove,Digital Media,"Music, Movies and Audio Books",Asia Pacific,Bengaluru,India,false,None,Processing,Confidential
SO000983,2026-03-15,CUST0198,PROD027,E0147,24,194.45,331.37,0,4666.8,7952.88,3286.08,Direct Sales,No Promotion,Litware,Smartphones,Cell Phones,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Shipped,Confidential
SO000984,2025-07-23,CUST0057,PROD002,E0159,10,516.71,949.66,0.86,5167.1,9496.6,4329.5,Online,No Promotion,Litware,Desktops,Computers,North America,Chicago,United States,false,None,Cancelled,Confidential
SO000985,2025-09-19,CUST0231,PROD005,E0117,6,1275.36,1258.15,21.4,7652.16,7548.9,-103.26,Direct Sales,Executive Exception,NexaCore,Laptops,Computers,Asia Pacific,Bengaluru,India,true,Finance Manager + Executive,Processing,Confidential
SO000986,2026-07-11,CUST0170,PROD029,E0150,10,504.64,728.29,0,5046.4,7282.9,2236.5,Partner,No Promotion,Woodgrove,Phone Accessories,Cell Phones,Europe,Amsterdam,Netherlands,false,None,Completed,Confidential
SO000987,2025-05-16,CUST0126,PROD059,E0097,22,763.04,1131.03,13.83,16786.88,24882.66,8095.78,Retail,Year-End Campaign,Woodgrove,Movies,"Music, Movies and Audio Books",North America,Chicago,United States,true,Finance Manager,Completed,Confidential
SO000988,2026-04-14,CUST0049,PROD056,E0168,36,1181.05,1257.7,14.63,42517.8,45277.2,2759.4,Online,Year-End Campaign,Fabrikam,Movies,"Music, Movies and Audio Books",Europe,London,United Kingdom,true,Finance Manager,Completed,Confidential
SO000989,2026-07-14,CUST0187,PROD031,E0168,8,360.53,622.76,15.35,2884.24,4982.08,2097.84,Direct Sales,Year-End Campaign,Fabrikam,Televisions,TV and Video,Latin America,Mexico City,Mexico,true,Finance Manager,Completed,Confidential
SO000990,2026-02-02,CUST0093,PROD035,E0047,12,260.75,305.55,16.91,3129.0,3666.6,537.6,Online,Strategic Account Discount,NexaCore,Streaming Devices,TV and Video,Europe,London,United Kingdom,true,Finance Manager,Completed,Confidential
SO000991,2026-03-11,CUST0223,PROD052,E0159,35,1077.0,1503.63,0.67,37695.0,52627.05,14932.05,Partner,No Promotion,Litware,Audio Books,"Music, Movies and Audio Books",Asia Pacific,Mumbai,India,false,None,Completed,Confidential
SO000992,2025-12-31,CUST0092,PROD026,E0163,17,350.63,656.25,10.03,5960.71,11156.25,5195.54,Online,Channel Partner Offer,Fabrikam,Phone Accessories,Cell Phones,Latin America,Buenos Aires,Argentina,true,Finance Manager,Completed,Confidential
SO000993,2026-02-05,CUST0222,PROD036,E0046,11,506.89,890.1,8.52,5575.79,9791.1,4215.31,Partner,Enterprise Upgrade,Fabrikam,Projectors,TV and Video,Latin America,Buenos Aires,Argentina,false,None,Processing,Confidential
SO000994,2025-05-31,CUST0004,PROD021,E0063,14,1292.07,1587.7,0.41,18088.98,22227.8,4138.82,Direct Sales,No Promotion,Fabrikam,Smartphones,Cell Phones,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO000995,2026-04-06,CUST0167,PROD048,E0132,15,873.52,1276.45,0.1,13102.8,19146.75,6043.95,Direct Sales,No Promotion,Proseware,Speakers,Audio,Europe,Madrid,Spain,false,None,Completed,Confidential
SO000996,2025-05-24,CUST0113,PROD041,E0057,9,69.09,89.12,4.68,621.81,802.08,180.27,Online,Quarterly Bundle,Fabrikam,Headphones,Audio,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO000997,2025-02-19,CUST0111,PROD007,E0168,22,1133.14,1565.53,10.81,24929.08,34441.66,9512.58,Partner,Channel Partner Offer,Litware,Monitors,Computers,North America,Toronto,Canada,true,Finance Manager,Shipped,Confidential
SO000998,2026-02-03,CUST0018,PROD054,E0051,9,234.53,300.12,0,2110.77,2701.08,590.31,Online,No Promotion,Woodgrove,Digital Media,"Music, Movies and Audio Books",Europe,Madrid,Spain,false,None,Completed,Confidential
SO000999,2026-07-07,CUST0028,PROD028,E0046,3,1255.05,2135.99,0,3765.15,6407.97,2642.82,Online,No Promotion,Proseware,Feature Phones,Cell Phones,Europe,Paris,France,false,None,Shipped,Confidential
SO001000,2026-03-10,CUST0110,PROD021,E0159,11,1263.07,1493.34,6.33,13893.77,16426.74,2532.97,Online,Quarterly Bundle,Fabrikam,Smartphones,Cell Phones,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
SO001001,2026-07-31,CUST0045,PROD017,E0063,12,306.49,604.38,0,3677.88,7252.56,3574.68,Online,No Promotion,Litware,Camcorders,Cameras and Camcorders,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO001002,2026-07-28,CUST0102,PROD057,E0159,20,678.04,908.66,0,13560.8,18173.2,4612.4,Online,No Promotion,Litware,Digital Media,"Music, Movies and Audio Books",North America,San Francisco,United States,false,None,Completed,Confidential
SO001003,2026-02-24,CUST0247,PROD013,E0051,5,819.16,904.52,7.47,4095.8,4522.6,426.8,Partner,Enterprise Upgrade,Proseware,Camcorders,Cameras and Camcorders,Europe,Berlin,Germany,false,None,Completed,Confidential
SO001004,2025-06-12,CUST0228,PROD035,E0046,60,267.32,323.56,12.01,16039.2,19413.6,3374.4,Online,New Customer Incentive,NexaCore,Streaming Devices,TV and Video,Asia Pacific,Bengaluru,India,true,Finance Manager,Cancelled,Confidential
SO001005,2026-02-09,CUST0104,PROD031,E0150,8,399.8,669.45,9.0,3198.4,5355.6,2157.2,Online,Enterprise Upgrade,Fabrikam,Televisions,TV and Video,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO001006,2026-04-24,CUST0123,PROD007,E0039,51,1172.21,1755.31,0,59782.71,89520.81,29738.1,Direct Sales,No Promotion,Litware,Monitors,Computers,North America,Toronto,Canada,false,None,Cancelled,Confidential
SO001007,2026-03-07,CUST0082,PROD045,E0118,2,70.69,100.98,8.35,141.38,201.96,60.58,Retail,Enterprise Upgrade,NexaCore,Speakers,Audio,Asia Pacific,Sydney,Australia,false,None,Completed,Confidential
SO001008,2026-07-12,CUST0157,PROD047,E0025,10,93.54,165.83,0,935.4,1658.3,722.9,Online,No Promotion,Litware,Headphones,Audio,Middle East & Africa,Johannesburg,South Africa,false,None,Completed,Confidential
SO001009,2026-05-11,CUST0053,PROD042,E0039,9,1268.95,2263.12,10.84,11420.55,20368.08,8947.53,Partner,Channel Partner Offer,Litware,Speakers,Audio,Europe,Berlin,Germany,true,Finance Manager,Shipped,Confidential
SO001010,2025-09-22,CUST0148,PROD042,E0097,20,1156.42,2149.57,15.32,23128.4,42991.4,19863.0,Online,Year-End Campaign,Litware,Speakers,Audio,Europe,Amsterdam,Netherlands,true,Finance Manager,Shipped,Confidential
SO001011,2026-01-29,CUST0148,PROD040,E0097,4,165.27,223.34,0.04,661.08,893.36,232.28,Online,No Promotion,NexaCore,Televisions,TV and Video,Europe,Amsterdam,Netherlands,false,None,Completed,Confidential
SO001012,2025-05-12,CUST0187,PROD028,E0168,12,1204.51,1690.14,20.87,14454.12,20281.68,5827.56,Direct Sales,Executive Exception,Proseware,Feature Phones,Cell Phones,Latin America,Mexico City,Mexico,true,Finance Manager + Executive,Completed,Confidential
SO001013,2025-04-28,CUST0221,PROD027,E0018,23,195.95,331.37,0,4506.85,7621.51,3114.66,Online,No Promotion,Litware,Smartphones,Cell Phones,Europe,Berlin,Germany,false,None,Completed,Confidential
SO001014,2026-07-09,CUST0036,PROD048,E0025,1,851.27,1196.53,6.35,851.27,1196.53,345.26,Direct Sales,Quarterly Bundle,Proseware,Speakers,Audio,Asia Pacific,Singapore,Singapore,false,None,Completed,Confidential
SO001015,2026-06-25,CUST0042,PROD015,E0046,20,976.69,1878.52,0,19533.8,37570.4,18036.6,Direct Sales,No Promotion,NexaCore,Digital Cameras,Cameras and Camcorders,Europe,Paris,France,false,None,Shipped,Confidential
SO001016,2025-03-09,CUST0016,PROD004,E0025,9,177.53,238.52,0,1597.77,2146.68,548.91,Direct Sales,No Promotion,Woodgrove,Accessories,Computers,North America,Toronto,Canada,false,None,Completed,Confidential
SO001017,2026-03-30,CUST0019,PROD026,E0118,24,361.38,729.4,0,8673.12,17505.6,8832.48,Partner,No Promotion,Fabrikam,Phone Accessories,Cell Phones,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
SO001018,2025-03-30,CUST0219,PROD039,E0168,1,1036.72,1920.57,8.48,1036.72,1920.57,883.85,Direct Sales,Enterprise Upgrade,Woodgrove,Projectors,TV and Video,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO001019,2025-11-05,CUST0224,PROD021,E0025,32,1211.45,1594.24,0,38766.4,51015.68,12249.28,Partner,No Promotion,Fabrikam,Smartphones,Cell Phones,Asia Pacific,Mumbai,India,false,None,Processing,Confidential
SO001020,2025-03-31,CUST0179,PROD043,E0132,5,546.78,808.76,0.96,2733.9,4043.8,1309.9,Partner,No Promotion,Proseware,Home Audio,Audio,Europe,Paris,France,false,None,Cancelled,Confidential
SO001021,2025-01-08,CUST0015,PROD045,E0159,7,69.82,89.77,18.52,488.74,628.39,139.65,Online,Strategic Account Discount,NexaCore,Speakers,Audio,Asia Pacific,Tokyo,Japan,true,Finance Manager,Completed,Confidential
SO001022,2026-03-28,CUST0024,PROD036,E0075,7,527.77,967.14,0.6,3694.39,6769.98,3075.59,Direct Sales,No Promotion,Fabrikam,Projectors,TV and Video,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO001023,2025-07-29,CUST0041,PROD034,E0074,18,492.58,568.21,11.94,8866.44,10227.78,1361.34,Direct Sales,New Customer Incentive,Woodgrove,Televisions,TV and Video,Asia Pacific,Mumbai,India,true,Finance Manager,Completed,Confidential
SO001024,2025-06-29,CUST0241,PROD054,E0163,12,208.92,277.38,7.58,2507.04,3328.56,821.52,Retail,Enterprise Upgrade,Woodgrove,Digital Media,"Music, Movies and Audio Books",Europe,Madrid,Spain,false,None,Completed,Confidential
SO001025,2025-05-15,CUST0206,PROD031,E0074,20,385.41,735.65,0,7708.2,14713.0,7004.8,Partner,No Promotion,Fabrikam,Televisions,TV and Video,Latin America,Mexico City,Mexico,false,None,Completed,Confidential
SO001026,2026-03-15,CUST0215,PROD055,E0118,4,901.43,1430.93,13.05,3605.72,5723.72,2118.0,Direct Sales,New Customer Incentive,NexaCore,Audio Books,"Music, Movies and Audio Books",North America,San Francisco,United States,true,Finance Manager,Completed,Confidential
SO001027,2026-06-11,CUST0172,PROD020,E0188,11,822.4,1220.72,0.55,9046.4,13427.92,4381.52,Direct Sales,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO001028,2025-07-19,CUST0030,PROD044,E0039,21,223.39,289.44,0,4691.19,6078.24,1387.05,Partner,No Promotion,Woodgrove,Headphones,Audio,Europe,Milan,Italy,false,None,Completed,Confidential
SO001029,2026-02-11,CUST0214,PROD051,E0025,70,736.06,1532.29,3.7,51524.2,107260.3,55736.1,Partner,Quarterly Bundle,Fabrikam,Digital Media,"Music, Movies and Audio Books",Asia Pacific,Sydney,Australia,false,None,Cancelled,Confidential
SO001030,2026-05-13,CUST0023,PROD024,E0075,9,1212.5,2416.25,5.65,10912.5,21746.25,10833.75,Direct Sales,Quarterly Bundle,Woodgrove,Smartphones,Cell Phones,North America,Toronto,Canada,false,None,Completed,Confidential
SO001031,2025-10-13,CUST0130,PROD045,E0075,6,78.81,84.31,23.48,472.86,505.86,33.0,Direct Sales,Executive Exception,NexaCore,Speakers,Audio,Asia Pacific,Sydney,Australia,true,Finance Manager + Executive,Processing,Confidential
SO001032,2025-06-16,CUST0115,PROD001,E0132,61,695.3,1124.92,0.09,42413.3,68620.12,26206.82,Partner,No Promotion,Fabrikam,Laptops,Computers,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO001033,2025-08-05,CUST0082,PROD034,E0118,16,492.01,597.82,7.35,7872.16,9565.12,1692.96,Direct Sales,Enterprise Upgrade,Woodgrove,Televisions,TV and Video,Asia Pacific,Sydney,Australia,false,None,Shipped,Confidential
SO001034,2025-04-12,CUST0094,PROD003,E0018,19,751.27,927.9,10.1,14274.13,17630.1,3355.97,Retail,Channel Partner Offer,Proseware,Monitors,Computers,Europe,Paris,France,true,Finance Manager,Completed,Confidential
SO001035,2026-02-28,CUST0152,PROD049,E0018,17,1094.39,1634.01,0.27,18604.63,27778.17,9173.54,Online,No Promotion,Woodgrove,Home Audio,Audio,North America,New York,United States,false,None,Shipped,Confidential
SO001036,2026-06-12,CUST0207,PROD045,E0047,25,78.12,101.29,8.07,1953.0,2532.25,579.25,Online,Enterprise Upgrade,NexaCore,Speakers,Audio,North America,Chicago,United States,false,None,Completed,Confidential
SO001037,2026-01-16,CUST0224,PROD045,E0025,74,80.34,102.68,6.81,5945.16,7598.32,1653.16,Direct Sales,Enterprise Upgrade,NexaCore,Speakers,Audio,Asia Pacific,Mumbai,India,false,None,Completed,Confidential
SO001038,2026-06-08,CUST0182,PROD046,E0132,77,141.33,265.16,0,10882.41,20417.32,9534.91,Retail,No Promotion,Fabrikam,Home Audio,Audio,North America,Chicago,United States,false,None,Completed,Confidential
SO001039,2025-12-20,CUST0001,PROD011,E0168,10,414.41,747.13,7.73,4144.1,7471.3,3327.2,Direct Sales,Enterprise Upgrade,Fabrikam,Digital Cameras,Cameras and Camcorders,North America,San Francisco,United States,false,None,Processing,Confidential
SO001040,2026-06-02,CUST0203,PROD008,E0097,5,1218.98,1472.8,0,6094.9,7364.0,1269.1,Online,No Promotion,Proseware,Accessories,Computers,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO001041,2025-10-20,CUST0196,PROD039,E0168,2,1025.63,2098.57,0,2051.26,4197.14,2145.88,Online,No Promotion,Woodgrove,Projectors,TV and Video,Europe,Amsterdam,Netherlands,false,None,Shipped,Confidential
SO001042,2025-02-15,CUST0203,PROD040,E0097,4,165.11,199.01,10.93,660.44,796.04,135.6,Direct Sales,New Customer Incentive,NexaCore,Televisions,TV and Video,Asia Pacific,Tokyo,Japan,true,Finance Manager,Shipped,Confidential
SO001043,2025-11-13,CUST0199,PROD010,E0051,7,640.75,1204.77,5.35,4485.25,8433.39,3948.14,Retail,Quarterly Bundle,NexaCore,Desktops,Computers,Europe,Paris,France,false,None,Completed,Confidential
SO001044,2026-03-24,CUST0012,PROD020,E0018,20,867.09,1211.2,1.33,17341.8,24224.0,6882.2,Online,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Latin America,Sao Paulo,Brazil,false,None,Completed,Confidential
SO001045,2025-04-09,CUST0202,PROD047,E0074,34,100.31,156.24,5.78,3410.54,5312.16,1901.62,Direct Sales,Quarterly Bundle,Litware,Headphones,Audio,Europe,Milan,Italy,false,None,Completed,Confidential
SO001046,2025-05-06,CUST0126,PROD030,E0097,42,987.95,1144.07,10.85,41493.9,48050.94,6557.04,Retail,New Customer Incentive,NexaCore,Smartphones,Cell Phones,North America,Chicago,United States,true,Finance Manager,Completed,Confidential
SO001047,2025-04-21,CUST0174,PROD036,E0117,14,528.19,927.07,4.72,7394.66,12978.98,5584.32,Direct Sales,Quarterly Bundle,Fabrikam,Projectors,TV and Video,Asia Pacific,Mumbai,India,false,None,Processing,Confidential
SO001048,2025-01-28,CUST0223,PROD003,E0159,74,707.64,982.57,4.8,52365.36,72710.18,20344.82,Direct Sales,Quarterly Bundle,Proseware,Monitors,Computers,Asia Pacific,Mumbai,India,false,None,Shipped,Confidential
SO001049,2025-07-21,CUST0158,PROD045,E0039,39,74.33,99.97,9.26,2898.87,3898.83,999.96,Direct Sales,Channel Partner Offer,NexaCore,Speakers,Audio,Asia Pacific,Delhi,India,false,None,Processing,Confidential
SO001050,2025-08-01,CUST0054,PROD044,E0046,3,218.89,271.68,6.14,656.67,815.04,158.37,Direct Sales,Quarterly Bundle,Woodgrove,Headphones,Audio,Asia Pacific,Singapore,Singapore,false,None,Shipped,Confidential
SO001051,2025-06-28,CUST0205,PROD022,E0075,9,725.29,1535.27,10.63,6527.61,13817.43,7289.82,Direct Sales,Channel Partner Offer,Litware,Feature Phones,Cell Phones,North America,New York,United States,true,Finance Manager,Completed,Confidential
SO001052,2025-01-20,CUST0082,PROD014,E0118,23,237.13,333.13,0,5453.99,7661.99,2208.0,Partner,No Promotion,Woodgrove,Lenses,Cameras and Camcorders,Asia Pacific,Sydney,Australia,false,None,Processing,Confidential
SO001053,2025-01-20,CUST0028,PROD027,E0046,35,180.21,311.58,5.97,6307.35,10905.3,4597.95,Partner,Quarterly Bundle,Litware,Smartphones,Cell Phones,Europe,Paris,France,false,None,Completed,Confidential
SO001054,2025-02-01,CUST0119,PROD038,E0168,23,973.48,1301.82,0,22390.04,29941.86,7551.82,Partner,No Promotion,Proseware,Streaming Devices,TV and Video,North America,Toronto,Canada,false,None,Shipped,Confidential
SO001055,2025-11-18,CUST0185,PROD056,E0018,16,1183.9,1473.29,0,18942.4,23572.64,4630.24,Retail,No Promotion,Fabrikam,Movies,"Music, Movies and Audio Books",Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO001056,2026-02-11,CUST0200,PROD012,E0025,21,692.65,1200.0,1.04,14545.65,25200.0,10654.35,Partner,No Promotion,Litware,Action Cameras,Cameras and Camcorders,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO001057,2025-07-26,CUST0243,PROD034,E0147,6,512.13,620.97,3.76,3072.78,3725.82,653.04,Direct Sales,Quarterly Bundle,Woodgrove,Televisions,TV and Video,Europe,Milan,Italy,false,None,Completed,Confidential
SO001058,2026-04-09,CUST0112,PROD030,E0074,5,972.14,1283.28,0,4860.7,6416.4,1555.7,Direct Sales,No Promotion,NexaCore,Smartphones,Cell Phones,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO001059,2025-01-16,CUST0078,PROD053,E0046,23,1026.92,1179.25,0.08,23619.16,27122.75,3503.59,Online,No Promotion,Proseware,Movies,"Music, Movies and Audio Books",North America,Vancouver,Canada,false,None,Completed,Confidential
SO001060,2026-01-30,CUST0084,PROD056,E0047,22,1096.95,1411.81,4.17,24132.9,31059.82,6926.92,Partner,Quarterly Bundle,Fabrikam,Movies,"Music, Movies and Audio Books",Europe,London,United Kingdom,false,None,Completed,Confidential
SO001061,2025-07-01,CUST0110,PROD045,E0159,1,69.32,93.53,15.11,69.32,93.53,24.21,Partner,Year-End Campaign,NexaCore,Speakers,Audio,Latin America,Buenos Aires,Argentina,true,Finance Manager,Completed,Confidential
SO001062,2025-11-01,CUST0165,PROD018,E0097,17,469.82,753.38,9.95,7986.94,12807.46,4820.52,Direct Sales,Channel Partner Offer,Proseware,Lenses,Cameras and Camcorders,Europe,Milan,Italy,false,None,Shipped,Confidential
SO001063,2026-06-17,CUST0143,PROD040,E0075,23,164.72,210.5,5.79,3788.56,4841.5,1052.94,Online,Quarterly Bundle,NexaCore,Televisions,TV and Video,Europe,Berlin,Germany,false,None,Completed,Confidential
SO001064,2025-10-14,CUST0133,PROD042,E0047,8,1205.24,2538.38,0,9641.92,20307.04,10665.12,Direct Sales,No Promotion,Litware,Speakers,Audio,Middle East & Africa,Johannesburg,South Africa,false,None,Completed,Confidential
SO001065,2025-02-03,CUST0218,PROD024,E0075,2,1289.36,2538.84,0.86,2578.72,5077.68,2498.96,Online,No Promotion,Woodgrove,Smartphones,Cell Phones,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO001066,2025-07-24,CUST0095,PROD007,E0163,26,1230.73,1508.67,14.05,31998.98,39225.42,7226.44,Partner,Year-End Campaign,Litware,Monitors,Computers,Middle East & Africa,Riyadh,Saudi Arabia,true,Finance Manager,Shipped,Confidential
SO001067,2026-03-19,CUST0062,PROD023,E0159,19,383.69,800.29,0.11,7290.11,15205.51,7915.4,Direct Sales,No Promotion,Proseware,Phone Accessories,Cell Phones,Asia Pacific,Sydney,Australia,false,None,Completed,Confidential
SO001068,2025-08-24,CUST0188,PROD050,E0150,2,1194.61,1328.77,10.46,2389.22,2657.54,268.32,Direct Sales,Channel Partner Offer,NexaCore,Headphones,Audio,Europe,Amsterdam,Netherlands,true,Finance Manager,Processing,Confidential
SO001069,2025-03-04,CUST0110,PROD031,E0159,3,402.97,704.35,4.25,1208.91,2113.05,904.14,Online,Quarterly Bundle,Fabrikam,Televisions,TV and Video,Latin America,Buenos Aires,Argentina,false,None,Cancelled,Confidential
SO001070,2025-03-21,CUST0181,PROD003,E0063,20,739.3,907.3,12.09,14786.0,18146.0,3360.0,Online,New Customer Incentive,Proseware,Monitors,Computers,North America,San Francisco,United States,true,Finance Manager,Processing,Confidential
SO001071,2025-05-15,CUST0173,PROD010,E0046,2,617.29,1106.46,13.07,1234.58,2212.92,978.34,Online,New Customer Incentive,NexaCore,Desktops,Computers,Middle East & Africa,Riyadh,Saudi Arabia,true,Finance Manager,Shipped,Confidential
SO001072,2026-08-07,CUST0102,PROD040,E0159,21,153.73,223.43,0,3228.33,4692.03,1463.7,Direct Sales,No Promotion,NexaCore,Televisions,TV and Video,North America,San Francisco,United States,false,None,Completed,Confidential
SO001073,2025-03-20,CUST0010,PROD015,E0132,11,1019.45,1674.16,10.88,11213.95,18415.76,7201.81,Partner,New Customer Incentive,NexaCore,Digital Cameras,Cameras and Camcorders,Middle East & Africa,Dubai,United Arab Emirates,true,Finance Manager,Completed,Confidential
SO001074,2025-12-18,CUST0043,PROD029,E0117,78,462.55,728.29,0,36078.9,56806.62,20727.72,Online,No Promotion,Woodgrove,Phone Accessories,Cell Phones,Middle East & Africa,Dubai,United Arab Emirates,false,None,Processing,Confidential
SO001075,2026-02-03,CUST0205,PROD003,E0075,18,800.65,881.13,14.63,14411.7,15860.34,1448.64,Partner,Year-End Campaign,Proseware,Monitors,Computers,North America,New York,United States,true,Finance Manager,Completed,Confidential
SO001076,2025-07-28,CUST0107,PROD017,E0025,16,322.9,533.07,11.8,5166.4,8529.12,3362.72,Online,New Customer Incentive,Litware,Camcorders,Cameras and Camcorders,North America,San Francisco,United States,true,Finance Manager,Completed,Confidential
SO001077,2025-09-20,CUST0162,PROD019,E0097,21,303.71,356.67,8.54,6377.91,7490.07,1112.16,Direct Sales,Enterprise Upgrade,Woodgrove,Digital Cameras,Cameras and Camcorders,Asia Pacific,Singapore,Singapore,false,None,Shipped,Confidential
SO001078,2025-07-22,CUST0089,PROD047,E0047,21,101.6,165.83,0,2133.6,3482.43,1348.83,Partner,No Promotion,Litware,Headphones,Audio,Europe,Berlin,Germany,false,None,Completed,Confidential
SO001079,2025-11-28,CUST0034,PROD017,E0039,10,321.96,603.61,0.13,3219.6,6036.1,2816.5,Direct Sales,No Promotion,Litware,Camcorders,Cameras and Camcorders,Europe,Milan,Italy,false,None,Shipped,Confidential
SO001080,2025-11-08,CUST0122,PROD044,E0051,11,232.39,289.13,0.11,2556.29,3180.43,624.14,Direct Sales,No Promotion,Woodgrove,Headphones,Audio,North America,San Francisco,United States,false,None,Cancelled,Confidential
SO001081,2025-01-07,CUST0208,PROD013,E0168,30,805.49,869.32,11.07,24164.7,26079.6,1914.9,Direct Sales,Channel Partner Offer,Proseware,Camcorders,Cameras and Camcorders,Europe,Amsterdam,Netherlands,true,Finance Manager,Processing,Confidential
