purchase_request_id,requester_employee_id,department_id,supplier_id,request_title,business_justification,amount_usd,currency,required_approval_level,status,current_approver_employee_id,submitted_at,decided_at,human_approval_required,policy_version,data_classification
PUR0130,E0131,D006,SUP062,Marketing campaign services,Required to support an approved operational or project objective.,9088.56,USD,Finance Manager + Executive,Approved,E0006,2026-06-05T13:00:00,2026-06-09T04:00:00,true,FIN-PUR-3.0,Confidential
PUR0131,E0013,D003,SUP032,Cloud infrastructure capacity,Required to support an approved operational or project objective.,21412.2,USD,Finance Manager + Executive,Approved,E0006,2025-09-08T10:00:00,2025-09-08T20:00:00,true,FIN-PUR-3.0,Confidential
PUR0132,E0179,D007,SUP070,Data platform license,Required to support an approved operational or project objective.,569.73,USD,Line Manager,Approved,E0008,2025-12-17T13:00:00,2025-12-19T18:00:00,true,FIN-PUR-3.0,Confidential
PUR0133,E0084,D007,SUP010,Training program,Required to support an approved operational or project objective.,23111.39,USD,Finance Manager + Executive,Approved,E0006,2025-08-27T12:00:00,2025-08-30T14:00:00,true,FIN-PUR-3.0,Confidential
PUR0134,E0038,D003,SUP040,Security assessment,Required to support an approved operational or project objective.,500.09,USD,Line Manager,Pending,E0007,2026-03-14T16:00:00,,true,FIN-PUR-3.0,Confidential
PUR0135,E0031,D008,SUP029,Office equipment,Required to support an approved operational or project objective.,1459.74,USD,Finance Manager,Approved,E0006,2025-12-29T12:00:00,2026-01-02T22:00:00,true,FIN-PUR-3.0,Confidential
PUR0136,E0029,D009,SUP022,Professional service engagement,Required to support an approved operational or project objective.,13915.64,USD,Finance Manager + Executive,Approved,E0006,2026-03-11T08:00:00,2026-03-14T01:00:00,true,FIN-PUR-3.0,Confidential
PUR0137,E0083,D004,SUP012,Marketing campaign services,Required to support an approved operational or project objective.,1725.82,USD,Finance Manager,Pending,E0006,2026-03-20T15:00:00,,true,FIN-PUR-3.0,Confidential
PUR0138,E0102,D012,SUP067,Training program,Required to support an approved operational or project objective.,4688.36,USD,Finance Manager,Pending,E0006,2025-09-14T15:00:00,,true,FIN-PUR-3.0,Confidential
PUR0139,E0066,D008,SUP020,Training program,Required to support an approved operational or project objective.,11775.84,USD,Finance Manager + Executive,Approved,E0006,2025-05-23T13:00:00,2025-05-24T04:00:00,true,FIN-PUR-3.0,Confidential
PUR0140,E0158,D009,SUP075,Office equipment,Required to support an approved operational or project objective.,2294.66,USD,Finance Manager,Approved,E0006,2026-07-11T11:00:00,2026-07-14T17:00:00,true,FIN-PUR-3.0,Confidential
PUR0141,E0083,D004,SUP002,Training program,Required to support an approved operational or project objective.,826.59,USD,Line Manager,Approved,E0007,2025-12-12T16:00:00,2025-12-13T03:00:00,true,FIN-PUR-3.0,Confidential
PUR0142,E0099,D004,SUP007,Data platform license,Required to support an approved operational or project objective.,80694.16,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2025-05-21T08:00:00,2025-05-21T14:00:00,true,FIN-PUR-3.0,Confidential
PUR0143,E0090,D008,SUP006,Security assessment,Required to support an approved operational or project objective.,415.25,USD,Line Manager,Pending,E0007,2025-05-23T15:00:00,,true,FIN-PUR-3.0,Confidential
PUR0144,E0179,D007,SUP037,Office equipment,Required to support an approved operational or project objective.,4303.14,USD,Finance Manager,Rejected,E0006,2025-08-18T15:00:00,2025-08-22T20:00:00,true,FIN-PUR-3.0,Confidential
PUR0145,E0098,D004,SUP006,Professional service engagement,Required to support an approved operational or project objective.,11399.98,USD,Finance Manager + Executive,Approved,E0006,2025-09-19T08:00:00,2025-09-19T21:00:00,true,FIN-PUR-3.0,Confidential
PUR0146,E0085,D004,SUP043,Cloud infrastructure capacity,Required to support an approved operational or project objective.,11730.52,USD,Finance Manager + Executive,Approved,E0006,2026-07-25T09:00:00,2026-07-26T10:00:00,true,FIN-PUR-3.0,Confidential
PUR0147,E0160,D008,SUP048,Office equipment,Required to support an approved operational or project objective.,2386.29,USD,Finance Manager,Approved,E0006,2026-01-06T10:00:00,2026-01-11T07:00:00,true,FIN-PUR-3.0,Confidential
PUR0148,E0067,D011,SUP071,Security assessment,Required to support an approved operational or project objective.,409.76,USD,Line Manager,Approved,E0004,2026-02-18T16:00:00,2026-02-23T14:00:00,true,FIN-PUR-3.0,Confidential
PUR0149,E0194,D009,SUP017,Marketing campaign services,Required to support an approved operational or project objective.,2703.58,USD,Finance Manager,Approved,E0006,2025-08-05T12:00:00,2025-08-08T12:00:00,true,FIN-PUR-3.0,Confidential
PUR0150,E0094,D007,SUP068,Security assessment,Required to support an approved operational or project objective.,1747.11,USD,Finance Manager,Pending,E0006,2026-01-17T12:00:00,,true,FIN-PUR-3.0,Confidential
PUR0151,E0067,D011,SUP014,Software subscription,Required to support an approved operational or project objective.,2241.82,USD,Finance Manager,Approved,E0006,2026-02-15T12:00:00,2026-02-17T00:00:00,true,FIN-PUR-3.0,Confidential
PUR0152,E0139,D010,SUP055,Cloud infrastructure capacity,Required to support an approved operational or project objective.,4933.92,USD,Finance Manager,Rejected,E0006,2025-10-07T11:00:00,2025-10-08T21:00:00,true,FIN-PUR-3.0,Confidential
PUR0153,E0057,D005,SUP024,Office equipment,Required to support an approved operational or project objective.,1629.33,USD,Finance Manager,Approved,E0006,2025-11-25T13:00:00,2025-11-27T13:00:00,true,FIN-PUR-3.0,Confidential
PUR0154,E0186,D005,SUP066,Software subscription,Required to support an approved operational or project objective.,735.55,USD,Line Manager,Approved,E0009,2026-04-24T10:00:00,2026-04-25T10:00:00,true,FIN-PUR-3.0,Confidential
PUR0155,E0016,D003,SUP080,Training program,Required to support an approved operational or project objective.,6441.77,USD,Finance Manager + Executive,Pending,E0006,2026-07-19T15:00:00,,true,FIN-PUR-3.0,Confidential
PUR0156,E0089,D007,SUP072,Software subscription,Required to support an approved operational or project objective.,71203.55,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2026-07-25T12:00:00,2026-07-28T14:00:00,true,FIN-PUR-3.0,Confidential
PUR0157,E0180,D010,SUP025,Cloud infrastructure capacity,Required to support an approved operational or project objective.,75867.8,USD,Finance Manager + Executive + Second Approver,Pending,E0006,2026-02-12T11:00:00,,true,FIN-PUR-3.0,Confidential
PUR0158,E0070,D009,SUP022,Professional service engagement,Required to support an approved operational or project objective.,46630.81,USD,Finance Manager + Executive + Second Approver,Rejected,E0006,2025-07-21T15:00:00,2025-07-26T05:00:00,true,FIN-PUR-3.0,Confidential
PUR0159,E0080,D010,SUP056,Training program,Required to support an approved operational or project objective.,3362.89,USD,Finance Manager,Approved,E0006,2026-02-17T10:00:00,2026-02-18T14:00:00,true,FIN-PUR-3.0,Confidential
PUR0160,E0199,D004,SUP022,Marketing campaign services,Required to support an approved operational or project objective.,738.96,USD,Line Manager,Rejected,E0004,2026-06-10T10:00:00,2026-06-15T10:00:00,true,FIN-PUR-3.0,Confidential
PUR0161,E0054,D003,SUP073,Professional service engagement,Required to support an approved operational or project objective.,16165.02,USD,Finance Manager + Executive,Rejected,E0006,2026-08-09T13:00:00,2026-08-13T08:00:00,true,FIN-PUR-3.0,Confidential
PUR0162,E0146,D007,SUP028,Professional service engagement,Required to support an approved operational or project objective.,81131.65,USD,Finance Manager + Executive + Second Approver,Rejected,E0006,2025-11-07T10:00:00,2025-11-10T17:00:00,true,FIN-PUR-3.0,Confidential
PUR0163,E0120,D010,SUP005,Office equipment,Required to support an approved operational or project objective.,4409.44,USD,Finance Manager,Approved,E0006,2025-10-03T10:00:00,2025-10-06T12:00:00,true,FIN-PUR-3.0,Confidential
PUR0164,E0167,D007,SUP022,Software subscription,Required to support an approved operational or project objective.,534.67,USD,Line Manager,Approved,E0002,2025-10-21T12:00:00,2025-10-25T20:00:00,true,FIN-PUR-3.0,Confidential
PUR0165,E0147,D005,SUP025,Software subscription,Required to support an approved operational or project objective.,59731.99,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2025-07-02T10:00:00,2025-07-04T16:00:00,true,FIN-PUR-3.0,Confidential
PUR0166,E0166,D009,SUP077,Marketing campaign services,Required to support an approved operational or project objective.,537.72,USD,Line Manager,Approved,E0006,2025-07-30T08:00:00,2025-07-31T17:00:00,true,FIN-PUR-3.0,Confidential
PUR0167,E0069,D007,SUP005,Marketing campaign services,Required to support an approved operational or project objective.,404.67,USD,Line Manager,Approved,E0003,2025-05-11T14:00:00,2025-05-15T10:00:00,true,FIN-PUR-3.0,Confidential
PUR0168,E0099,D004,SUP067,Professional service engagement,Required to support an approved operational or project objective.,1332.11,USD,Finance Manager,Pending,E0006,2026-04-14T11:00:00,,true,FIN-PUR-3.0,Confidential
PUR0169,E0177,D004,SUP069,Marketing campaign services,Required to support an approved operational or project objective.,300.5,USD,Line Manager,Approved,E0003,2025-12-02T10:00:00,2025-12-05T16:00:00,true,FIN-PUR-3.0,Confidential
PUR0170,E0098,D004,SUP068,Security assessment,Required to support an approved operational or project objective.,84144.65,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2025-09-13T10:00:00,2025-09-15T17:00:00,true,FIN-PUR-3.0,Confidential
PUR0171,E0008,D008,SUP035,Data platform license,Required to support an approved operational or project objective.,18968.58,USD,Finance Manager + Executive,Pending,E0006,2026-04-20T13:00:00,,true,FIN-PUR-3.0,Confidential
PUR0172,E0050,D003,SUP052,Cloud infrastructure capacity,Required to support an approved operational or project objective.,1881.22,USD,Finance Manager,Approved,E0006,2026-08-08T11:00:00,2026-08-10T10:00:00,true,FIN-PUR-3.0,Confidential
PUR0173,E0083,D004,SUP077,Marketing campaign services,Required to support an approved operational or project objective.,1718.72,USD,Finance Manager,Approved,E0006,2025-11-24T12:00:00,2025-11-29T05:00:00,true,FIN-PUR-3.0,Confidential
PUR0174,E0083,D004,SUP010,Cloud infrastructure capacity,Required to support an approved operational or project objective.,41692.85,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2025-10-09T14:00:00,2025-10-11T00:00:00,true,FIN-PUR-3.0,Confidential
PUR0175,E0015,D009,SUP066,Professional service engagement,Required to support an approved operational or project objective.,3025.53,USD,Finance Manager,Approved,E0006,2025-06-21T16:00:00,2025-06-26T06:00:00,true,FIN-PUR-3.0,Confidential
PUR0176,E0192,D003,SUP013,Training program,Required to support an approved operational or project objective.,39759.71,USD,Finance Manager + Executive + Second Approver,Approved,E0006,2025-11-24T16:00:00,2025-11-25T13:00:00,true,FIN-PUR-3.0,Confidential
PUR0177,E0005,D005,SUP008,Cloud infrastructure capacity,Required to support an approved operational or project objective.,408.03,USD,Line Manager,Approved,E0007,2026-02-04T12:00:00,2026-02-09T12:00:00,true,FIN-PUR-3.0,Confidential
PUR0178,E0176,D006,SUP009,Professional service engagement,Required to support an approved operational or project objective.,7059.43,USD,Finance Manager + Executive,Rejected,E0006,2026-07-09T12:00:00,2026-07-10T17:00:00,true,FIN-PUR-3.0,Confidential
PUR0179,E0090,D008,SUP028,Software subscription,Required to support an approved operational or project objective.,17169.64,USD,Finance Manager + Executive,Approved,E0006,2026-06-01T15:00:00,2026-06-02T18:00:00,true,FIN-PUR-3.0,Confidential
PUR0180,E0129,D008,SUP038,Cloud infrastructure capacity,Required to support an approved operational or project objective.,723.05,USD,Line Manager,Approved,E0004,2025-11-08T11:00:00,2025-11-11T02:00:00,true,FIN-PUR-3.0,Confidential
