expense_claim_id,employee_id,department_id,expense_date,expense_category,description,amount_usd,receipt_reference,policy_exception,status,approver_employee_id,submitted_at,decided_at,human_approval_required,policy_version,data_classification
EXP00127,E0193,D008,2026-02-15,Training,Business expense submitted with supporting evidence.,3493.98,RCP-00127.pdf,true,Approved,E0008,2026-02-20T09:00:00,2026-02-20T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00128,E0039,D005,2026-01-07,Meals,Business expense submitted with supporting evidence.,2935.6,RCP-00128.pdf,true,Approved,E0005,2026-01-08T13:00:00,2026-01-11T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00129,E0092,D007,2026-07-14,Accommodation,Business expense submitted with supporting evidence.,461.63,RCP-00129.pdf,false,Approved,E0007,2026-07-16T18:00:00,2026-07-19T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00130,E0135,D006,2025-08-28,Accommodation,Business expense submitted with supporting evidence.,3439.17,RCP-00130.pdf,true,Approved,E0006,2025-09-17T09:00:00,2025-09-21T00:00:00,true,FIN-EXP-2.4,Confidential
EXP00131,E0175,D007,2025-08-06,Office Supplies,Business expense submitted with supporting evidence.,3227.37,RCP-00131.pdf,true,Approved,E0007,2025-08-15T13:00:00,2025-08-18T14:00:00,true,FIN-EXP-2.4,Confidential
EXP00132,E0088,D003,2026-07-31,Client Meeting,Business expense submitted with supporting evidence.,1889.37,RCP-00132.pdf,false,Approved,E0003,2026-08-16T12:00:00,2026-08-17T16:00:00,true,FIN-EXP-2.4,Confidential
EXP00133,E0084,D007,2025-11-06,Software,Business expense submitted with supporting evidence.,3268.99,RCP-00133.pdf,true,Approved,E0007,2025-11-29T10:00:00,2025-11-30T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00134,E0105,D004,2026-02-18,Software,Business expense submitted with supporting evidence.,1062.48,RCP-00134.pdf,false,Approved,E0004,2026-03-13T12:00:00,2026-03-16T03:00:00,true,FIN-EXP-2.4,Confidential
EXP00135,E0066,D008,2025-09-14,Software,Business expense submitted with supporting evidence.,3122.89,RCP-00135.pdf,true,Approved,E0008,2025-09-28T16:00:00,2025-10-02T00:00:00,true,FIN-EXP-2.4,Confidential
EXP00136,E0170,D003,2026-05-20,Software,Business expense submitted with supporting evidence.,2364.8,RCP-00136.pdf,false,Pending,E0003,2026-05-21T11:00:00,,true,FIN-EXP-2.4,Confidential
EXP00137,E0016,D003,2026-02-10,Software,Business expense submitted with supporting evidence.,4072.58,RCP-00137.pdf,true,Approved,E0003,2026-02-19T09:00:00,2026-02-19T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00138,E0184,D010,2025-10-13,Travel,Business expense submitted with supporting evidence.,3407.55,RCP-00138.pdf,true,Approved,E0010,2025-10-30T09:00:00,2025-11-02T12:00:00,true,FIN-EXP-2.4,Confidential
EXP00139,E0149,D003,2026-01-30,Training,Business expense submitted with supporting evidence.,1633.48,RCP-00139.pdf,false,Approved,E0003,2026-02-06T16:00:00,2026-02-07T03:00:00,true,FIN-EXP-2.4,Confidential
EXP00140,E0146,D007,2026-04-09,Client Meeting,Business expense submitted with supporting evidence.,550.94,RCP-00140.pdf,true,Needs Clarification,E0007,2026-04-23T12:00:00,,true,FIN-EXP-2.4,Confidential
EXP00141,E0179,D007,2025-12-12,Client Meeting,Business expense submitted with supporting evidence.,3273.66,RCP-00141.pdf,true,Approved,E0007,2026-01-09T15:00:00,2026-01-12T21:00:00,true,FIN-EXP-2.4,Confidential
EXP00142,E0155,D006,2026-05-19,Client Meeting,Business expense submitted with supporting evidence.,2041.95,RCP-00142.pdf,false,Pending,E0006,2026-05-22T18:00:00,,true,FIN-EXP-2.4,Confidential
EXP00143,E0199,D004,2025-12-03,Office Supplies,Business expense submitted with supporting evidence.,2181.73,RCP-00143.pdf,false,Needs Clarification,E0004,2025-12-05T11:00:00,,true,FIN-EXP-2.4,Confidential
EXP00144,E0028,D007,2026-02-07,Software,Business expense submitted with supporting evidence.,4036.96,RCP-00144.pdf,true,Approved,E0007,2026-02-20T10:00:00,2026-02-23T11:00:00,true,FIN-EXP-2.4,Confidential
EXP00145,E0061,D007,2026-03-21,Client Meeting,Business expense submitted with supporting evidence.,2117.04,RCP-00145.pdf,false,Approved,E0007,2026-04-03T11:00:00,2026-04-05T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00146,E0146,D007,2025-12-24,Accommodation,Business expense submitted with supporting evidence.,332.76,RCP-00146.pdf,false,Approved,E0007,2026-01-08T15:00:00,2026-01-12T08:00:00,true,FIN-EXP-2.4,Confidential
EXP00147,E0060,D007,2026-05-19,Travel,Business expense submitted with supporting evidence.,2613.47,RCP-00147.pdf,true,Pending,E0007,2026-06-04T12:00:00,,true,FIN-EXP-2.4,Confidential
EXP00148,E0096,D004,2025-10-26,Office Supplies,Business expense submitted with supporting evidence.,610.21,RCP-00148.pdf,false,Approved,E0004,2025-11-11T09:00:00,2025-11-14T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00149,E0179,D007,2025-12-07,Client Meeting,Business expense submitted with supporting evidence.,637.07,RCP-00149.pdf,false,Approved,E0007,2025-12-30T14:00:00,2026-01-02T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00150,E0054,D003,2025-06-14,Travel,Business expense submitted with supporting evidence.,1251.82,RCP-00150.pdf,false,Approved,E0003,2025-07-13T16:00:00,2025-07-15T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00151,E0136,D004,2026-07-28,Software,Business expense submitted with supporting evidence.,729.34,RCP-00151.pdf,false,Rejected,E0004,2026-08-09T12:00:00,2026-08-11T08:00:00,true,FIN-EXP-2.4,Confidential
EXP00152,E0139,D010,2026-04-09,Client Meeting,Business expense submitted with supporting evidence.,852.75,RCP-00152.pdf,false,Approved,E0010,2026-04-20T10:00:00,2026-04-21T16:00:00,true,FIN-EXP-2.4,Confidential
EXP00153,E0086,D011,2025-09-09,Travel,Business expense submitted with supporting evidence.,4196.27,RCP-00153.pdf,true,Approved,E0011,2025-10-01T13:00:00,2025-10-02T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00154,E0085,D004,2026-01-10,Client Meeting,Business expense submitted with supporting evidence.,3217.76,RCP-00154.pdf,true,Pending,E0004,2026-01-28T08:00:00,,true,FIN-EXP-2.4,Confidential
EXP00155,E0061,D007,2026-03-27,Travel,Business expense submitted with supporting evidence.,1714.09,RCP-00155.pdf,false,Approved,E0007,2026-04-25T11:00:00,2026-04-26T11:00:00,true,FIN-EXP-2.4,Confidential
EXP00156,E0085,D004,2026-01-21,Accommodation,Business expense submitted with supporting evidence.,1240.14,RCP-00156.pdf,false,Pending,E0004,2026-02-12T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00157,E0199,D004,2026-04-19,Meals,Business expense submitted with supporting evidence.,3279.12,RCP-00157.pdf,true,Needs Clarification,E0004,2026-05-18T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00158,E0132,D005,2025-08-04,Software,Business expense submitted with supporting evidence.,2245.42,RCP-00158.pdf,false,Rejected,E0005,2025-08-09T08:00:00,2025-08-12T18:00:00,true,FIN-EXP-2.4,Confidential
EXP00159,E0110,D006,2025-08-12,Meals,Business expense submitted with supporting evidence.,3939.48,RCP-00159.pdf,true,Approved,E0006,2025-09-08T14:00:00,2025-09-09T12:00:00,true,FIN-EXP-2.4,Confidential
EXP00160,E0126,D002,2026-05-18,Travel,Business expense submitted with supporting evidence.,3785.76,RCP-00160.pdf,true,Pending,E0002,2026-05-29T14:00:00,,true,FIN-EXP-2.4,Confidential
EXP00161,E0097,D005,2025-09-17,Office Supplies,Business expense submitted with supporting evidence.,2003.56,RCP-00161.pdf,false,Approved,E0005,2025-10-11T10:00:00,2025-10-12T02:00:00,true,FIN-EXP-2.4,Confidential
EXP00162,E0121,D011,2026-06-24,Training,Business expense submitted with supporting evidence.,2045.46,RCP-00162.pdf,false,Needs Clarification,E0011,2026-07-03T14:00:00,,true,FIN-EXP-2.4,Confidential
EXP00163,E0147,D005,2026-04-26,Training,Business expense submitted with supporting evidence.,1239.46,RCP-00163.pdf,false,Approved,E0005,2026-04-27T16:00:00,2026-05-01T14:00:00,true,FIN-EXP-2.4,Confidential
EXP00164,E0084,D007,2025-08-31,Meals,Business expense submitted with supporting evidence.,1233.36,RCP-00164.pdf,false,Approved,E0007,2025-09-20T14:00:00,2025-09-21T11:00:00,true,FIN-EXP-2.4,Confidential
EXP00165,E0046,D005,2025-08-17,Training,Business expense submitted with supporting evidence.,1707.25,RCP-00165.pdf,false,Approved,E0005,2025-09-12T09:00:00,2025-09-14T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00166,E0148,D008,2025-08-27,Travel,Business expense submitted with supporting evidence.,1998.68,RCP-00166.pdf,false,Approved,E0008,2025-09-25T10:00:00,2025-09-27T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00167,E0194,D009,2025-11-03,Software,Business expense submitted with supporting evidence.,2236.17,RCP-00167.pdf,false,Approved,E0009,2025-11-05T17:00:00,2025-11-06T16:00:00,true,FIN-EXP-2.4,Confidential
EXP00168,E0140,D004,2026-01-24,Travel,Business expense submitted with supporting evidence.,488.91,RCP-00168.pdf,false,Rejected,E0004,2026-02-18T17:00:00,2026-02-22T05:00:00,true,FIN-EXP-2.4,Confidential
EXP00169,E0025,D005,2026-06-18,Software,Business expense submitted with supporting evidence.,3657.16,RCP-00169.pdf,true,Pending,E0005,2026-06-22T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00170,E0038,D003,2025-06-20,Accommodation,Business expense submitted with supporting evidence.,1364.13,RCP-00170.pdf,false,Rejected,E0003,2025-07-05T10:00:00,2025-07-07T02:00:00,true,FIN-EXP-2.4,Confidential
EXP00171,E0081,D003,2025-09-16,Travel,Business expense submitted with supporting evidence.,3047.35,RCP-00171.pdf,true,Pending,E0003,2025-10-08T11:00:00,,true,FIN-EXP-2.4,Confidential
EXP00172,E0050,D003,2025-06-15,Training,Business expense submitted with supporting evidence.,3917.36,RCP-00172.pdf,true,Approved,E0003,2025-07-08T15:00:00,2025-07-09T01:00:00,true,FIN-EXP-2.4,Confidential
EXP00173,E0071,D003,2026-04-15,Training,Business expense submitted with supporting evidence.,2165.06,RCP-00173.pdf,false,Pending,E0003,2026-05-10T15:00:00,,true,FIN-EXP-2.4,Confidential
EXP00174,E0128,D003,2025-10-11,Software,Business expense submitted with supporting evidence.,612.94,RCP-00174.pdf,true,Approved,E0003,2025-10-18T18:00:00,2025-10-21T12:00:00,true,FIN-EXP-2.4,Confidential
EXP00175,E0078,D003,2026-07-30,Client Meeting,Business expense submitted with supporting evidence.,1514.3,RCP-00175.pdf,false,Approved,E0003,2026-08-17T15:00:00,2026-08-21T13:00:00,true,FIN-EXP-2.4,Confidential
EXP00176,E0197,D003,2025-06-07,Travel,Business expense submitted with supporting evidence.,1732.37,RCP-00176.pdf,false,Approved,E0003,2025-07-05T18:00:00,2025-07-08T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00177,E0096,D004,2025-11-09,Client Meeting,Business expense submitted with supporting evidence.,3953.52,RCP-00177.pdf,true,Pending,E0004,2025-12-03T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00178,E0183,D007,2026-08-06,Accommodation,Business expense submitted with supporting evidence.,2193.4,RCP-00178.pdf,false,Approved,E0007,2026-08-09T17:00:00,2026-08-11T13:00:00,true,FIN-EXP-2.4,Confidential
EXP00179,E0139,D010,2026-03-21,Accommodation,Business expense submitted with supporting evidence.,3058.79,RCP-00179.pdf,true,Approved,E0010,2026-04-13T12:00:00,2026-04-15T10:00:00,true,FIN-EXP-2.4,Confidential
EXP00180,E0079,D003,2025-11-02,Travel,Business expense submitted with supporting evidence.,1928.95,RCP-00180.pdf,false,Approved,E0003,2025-11-06T11:00:00,2025-11-08T05:00:00,true,FIN-EXP-2.4,Confidential
EXP00181,E0136,D004,2026-08-18,Meals,Business expense submitted with supporting evidence.,853.74,RCP-00181.pdf,false,Approved,E0004,2026-08-24T09:00:00,2026-08-26T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00182,E0058,D003,2026-07-28,Accommodation,Business expense submitted with supporting evidence.,3666.59,RCP-00182.pdf,true,Pending,E0003,2026-07-29T16:00:00,,true,FIN-EXP-2.4,Confidential
EXP00183,E0008,D008,2026-04-22,Training,Business expense submitted with supporting evidence.,3658.68,RCP-00183.pdf,true,Approved,E0001,2026-04-26T13:00:00,2026-04-30T04:00:00,true,FIN-EXP-2.4,Confidential
EXP00184,E0116,D002,2025-09-29,Client Meeting,Business expense submitted with supporting evidence.,4091.97,RCP-00184.pdf,true,Approved,E0002,2025-10-17T14:00:00,2025-10-20T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00185,E0061,D007,2025-08-18,Accommodation,Business expense submitted with supporting evidence.,1839.04,RCP-00185.pdf,false,Approved,E0007,2025-08-23T08:00:00,2025-08-26T10:00:00,true,FIN-EXP-2.4,Confidential
EXP00186,E0184,D010,2026-07-11,Travel,Business expense submitted with supporting evidence.,3681.13,RCP-00186.pdf,true,Pending,E0010,2026-08-03T18:00:00,,true,FIN-EXP-2.4,Confidential
EXP00187,E0178,D003,2025-11-05,Software,Business expense submitted with supporting evidence.,3506.92,RCP-00187.pdf,true,Approved,E0003,2025-11-27T09:00:00,2025-11-27T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00188,E0050,D003,2026-03-19,Office Supplies,Business expense submitted with supporting evidence.,2415.94,RCP-00188.pdf,false,Approved,E0003,2026-04-01T14:00:00,2026-04-04T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00189,E0048,D003,2025-09-10,Training,Business expense submitted with supporting evidence.,3389.89,RCP-00189.pdf,true,Approved,E0003,2025-10-07T12:00:00,2025-10-08T18:00:00,true,FIN-EXP-2.4,Confidential
EXP00190,E0015,D009,2025-11-21,Accommodation,Business expense submitted with supporting evidence.,2030.9,RCP-00190.pdf,false,Approved,E0009,2025-11-24T13:00:00,2025-11-24T23:00:00,true,FIN-EXP-2.4,Confidential
EXP00191,E0128,D003,2025-09-24,Meals,Business expense submitted with supporting evidence.,1651.09,RCP-00191.pdf,false,Approved,E0003,2025-10-11T17:00:00,2025-10-12T12:00:00,true,FIN-EXP-2.4,Confidential
EXP00192,E0185,D002,2025-09-14,Client Meeting,Business expense submitted with supporting evidence.,476.16,RCP-00192.pdf,false,Pending,E0002,2025-09-28T14:00:00,,true,FIN-EXP-2.4,Confidential
EXP00193,E0141,D003,2026-04-15,Travel,Business expense submitted with supporting evidence.,407.85,RCP-00193.pdf,false,Approved,E0003,2026-05-05T08:00:00,2026-05-07T10:00:00,true,FIN-EXP-2.4,Confidential
EXP00194,E0109,D007,2025-07-04,Accommodation,Business expense submitted with supporting evidence.,681.6,RCP-00194.pdf,false,Approved,E0007,2025-07-23T16:00:00,2025-07-25T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00195,E0150,D005,2026-08-04,Office Supplies,Business expense submitted with supporting evidence.,3828.79,RCP-00195.pdf,true,Approved,E0005,2026-08-16T16:00:00,2026-08-19T02:00:00,true,FIN-EXP-2.4,Confidential
EXP00196,E0178,D003,2026-06-24,Training,Business expense submitted with supporting evidence.,410.0,RCP-00196.pdf,false,Approved,E0003,2026-07-18T17:00:00,2026-07-22T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00197,E0088,D003,2026-07-18,Client Meeting,Business expense submitted with supporting evidence.,707.95,RCP-00197.pdf,false,Pending,E0003,2026-08-11T17:00:00,,true,FIN-EXP-2.4,Confidential
EXP00198,E0146,D007,2026-08-01,Training,Business expense submitted with supporting evidence.,1866.95,RCP-00198.pdf,false,Rejected,E0007,2026-08-11T15:00:00,2026-08-11T21:00:00,true,FIN-EXP-2.4,Confidential
EXP00199,E0137,D002,2025-09-27,Office Supplies,Business expense submitted with supporting evidence.,4099.54,RCP-00199.pdf,true,Rejected,E0002,2025-10-11T08:00:00,2025-10-13T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00200,E0176,D006,2026-07-31,Travel,Business expense submitted with supporting evidence.,229.85,RCP-00200.pdf,false,Approved,E0006,2026-08-24T16:00:00,2026-08-27T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00201,E0167,D007,2026-05-03,Office Supplies,Business expense submitted with supporting evidence.,3337.81,RCP-00201.pdf,true,Approved,E0007,2026-05-20T13:00:00,2026-05-24T11:00:00,true,FIN-EXP-2.4,Confidential
EXP00202,E0056,D008,2026-05-06,Accommodation,Business expense submitted with supporting evidence.,1946.28,RCP-00202.pdf,false,Approved,E0008,2026-05-23T09:00:00,2026-05-25T18:00:00,true,FIN-EXP-2.4,Confidential
EXP00203,E0076,D004,2025-12-24,Accommodation,Business expense submitted with supporting evidence.,317.82,RCP-00203.pdf,false,Approved,E0004,2026-01-11T13:00:00,2026-01-13T21:00:00,true,FIN-EXP-2.4,Confidential
EXP00204,E0048,D003,2025-10-02,Training,Business expense submitted with supporting evidence.,1749.58,RCP-00204.pdf,false,Approved,E0003,2025-10-12T09:00:00,2025-10-12T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00205,E0037,D003,2025-11-03,Software,Business expense submitted with supporting evidence.,1724.95,RCP-00205.pdf,true,Pending,E0003,2025-11-20T17:00:00,,true,FIN-EXP-2.4,Confidential
EXP00206,E0030,D007,2026-04-07,Software,Business expense submitted with supporting evidence.,2416.63,RCP-00206.pdf,false,Approved,E0007,2026-04-29T17:00:00,2026-05-02T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00207,E0029,D009,2025-07-26,Accommodation,Business expense submitted with supporting evidence.,2093.31,RCP-00207.pdf,false,Rejected,E0009,2025-08-08T17:00:00,2025-08-11T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00208,E0156,D003,2026-05-07,Accommodation,Business expense submitted with supporting evidence.,1418.58,RCP-00208.pdf,false,Approved,E0003,2026-06-01T11:00:00,2026-06-04T21:00:00,true,FIN-EXP-2.4,Confidential
EXP00209,E0093,D009,2025-07-10,Software,Business expense submitted with supporting evidence.,1583.81,RCP-00209.pdf,true,Needs Clarification,E0009,2025-07-21T18:00:00,,true,FIN-EXP-2.4,Confidential
EXP00210,E0194,D009,2026-05-06,Training,Business expense submitted with supporting evidence.,3115.67,RCP-00210.pdf,true,Approved,E0009,2026-06-01T09:00:00,2026-06-04T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00211,E0096,D004,2026-02-03,Client Meeting,Business expense submitted with supporting evidence.,1431.98,RCP-00211.pdf,false,Approved,E0004,2026-02-17T09:00:00,2026-02-20T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00212,E0088,D003,2025-06-27,Training,Business expense submitted with supporting evidence.,683.11,RCP-00212.pdf,false,Approved,E0003,2025-07-26T09:00:00,2025-07-28T09:00:00,true,FIN-EXP-2.4,Confidential
EXP00213,E0148,D008,2026-04-17,Software,Business expense submitted with supporting evidence.,1210.68,RCP-00213.pdf,false,Pending,E0008,2026-04-18T13:00:00,,true,FIN-EXP-2.4,Confidential
EXP00214,E0189,D012,2025-10-29,Training,Business expense submitted with supporting evidence.,907.96,RCP-00214.pdf,false,Approved,E0012,2025-10-30T10:00:00,2025-11-01T18:00:00,true,FIN-EXP-2.4,Confidential
EXP00215,E0060,D007,2026-02-08,Client Meeting,Business expense submitted with supporting evidence.,701.8,RCP-00215.pdf,false,Approved,E0007,2026-03-10T16:00:00,2026-03-12T09:00:00,true,FIN-EXP-2.4,Confidential
EXP00216,E0069,D007,2026-01-14,Training,Business expense submitted with supporting evidence.,3341.51,RCP-00216.pdf,true,Approved,E0007,2026-02-01T17:00:00,2026-02-05T08:00:00,true,FIN-EXP-2.4,Confidential
EXP00217,E0065,D009,2026-03-09,Training,Business expense submitted with supporting evidence.,3102.58,RCP-00217.pdf,true,Approved,E0009,2026-03-17T11:00:00,2026-03-19T04:00:00,true,FIN-EXP-2.4,Confidential
EXP00218,E0096,D004,2025-11-24,Accommodation,Business expense submitted with supporting evidence.,3744.48,RCP-00218.pdf,true,Approved,E0004,2025-12-19T08:00:00,2025-12-19T13:00:00,true,FIN-EXP-2.4,Confidential
EXP00219,E0019,D004,2025-11-22,Travel,Business expense submitted with supporting evidence.,3315.08,RCP-00219.pdf,true,Pending,E0004,2025-11-26T12:00:00,,true,FIN-EXP-2.4,Confidential
EXP00220,E0122,D004,2025-09-22,Client Meeting,Business expense submitted with supporting evidence.,3224.39,RCP-00220.pdf,true,Approved,E0004,2025-10-07T08:00:00,2025-10-09T12:00:00,true,FIN-EXP-2.4,Confidential
EXP00221,E0040,D010,2026-03-19,Meals,Business expense submitted with supporting evidence.,2197.19,RCP-00221.pdf,false,Pending,E0010,2026-03-22T15:00:00,,true,FIN-EXP-2.4,Confidential
EXP00222,E0062,D007,2025-07-21,Accommodation,Business expense submitted with supporting evidence.,1332.99,RCP-00222.pdf,false,Pending,E0007,2025-07-23T08:00:00,,true,FIN-EXP-2.4,Confidential
EXP00223,E0102,D012,2025-07-11,Software,Business expense submitted with supporting evidence.,3813.58,RCP-00223.pdf,true,Approved,E0012,2025-07-20T18:00:00,2025-07-24T03:00:00,true,FIN-EXP-2.4,Confidential
EXP00224,E0081,D003,2025-11-08,Training,Business expense submitted with supporting evidence.,1730.36,RCP-00224.pdf,false,Approved,E0003,2025-11-26T11:00:00,2025-11-28T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00225,E0158,D009,2026-06-11,Accommodation,Business expense submitted with supporting evidence.,376.46,RCP-00225.pdf,false,Approved,E0009,2026-06-18T18:00:00,2026-06-19T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00226,E0070,D009,2026-04-15,Accommodation,Business expense submitted with supporting evidence.,3334.18,RCP-00226.pdf,true,Pending,E0009,2026-04-30T12:00:00,,true,FIN-EXP-2.4,Confidential
EXP00227,E0047,D005,2025-07-22,Office Supplies,Business expense submitted with supporting evidence.,646.77,RCP-00227.pdf,false,Approved,E0005,2025-07-27T17:00:00,2025-07-31T01:00:00,true,FIN-EXP-2.4,Confidential
EXP00228,E0124,D010,2025-10-04,Training,Business expense submitted with supporting evidence.,807.33,RCP-00228.pdf,false,Pending,E0010,2025-10-19T16:00:00,,true,FIN-EXP-2.4,Confidential
EXP00229,E0106,D006,2025-09-15,Office Supplies,Business expense submitted with supporting evidence.,2663.41,RCP-00229.pdf,true,Pending,E0006,2025-09-29T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00230,E0151,D003,2025-10-11,Travel,Business expense submitted with supporting evidence.,268.98,RCP-00230.pdf,false,Approved,E0003,2025-10-20T09:00:00,2025-10-23T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00231,E0146,D007,2026-05-17,Travel,Business expense submitted with supporting evidence.,3200.19,RCP-00231.pdf,true,Approved,E0007,2026-05-29T12:00:00,2026-05-29T22:00:00,true,FIN-EXP-2.4,Confidential
EXP00232,E0142,D006,2025-07-05,Accommodation,Business expense submitted with supporting evidence.,4017.02,RCP-00232.pdf,true,Approved,E0006,2025-07-08T18:00:00,2025-07-12T05:00:00,true,FIN-EXP-2.4,Confidential
EXP00233,E0033,D008,2026-03-02,Software,Business expense submitted with supporting evidence.,3300.22,RCP-00233.pdf,true,Approved,E0008,2026-03-12T11:00:00,2026-03-15T03:00:00,true,FIN-EXP-2.4,Confidential
EXP00234,E0129,D008,2026-06-11,Software,Business expense submitted with supporting evidence.,2641.47,RCP-00234.pdf,true,Pending,E0008,2026-07-02T18:00:00,,true,FIN-EXP-2.4,Confidential
EXP00235,E0039,D005,2026-04-03,Software,Business expense submitted with supporting evidence.,3655.18,RCP-00235.pdf,true,Approved,E0005,2026-04-17T10:00:00,2026-04-19T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00236,E0120,D010,2025-12-12,Training,Business expense submitted with supporting evidence.,3408.35,RCP-00236.pdf,true,Approved,E0010,2025-12-20T11:00:00,2025-12-23T04:00:00,true,FIN-EXP-2.4,Confidential
EXP00237,E0013,D003,2026-02-08,Training,Business expense submitted with supporting evidence.,3828.73,RCP-00237.pdf,true,Approved,E0003,2026-03-04T15:00:00,2026-03-04T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00238,E0160,D008,2026-02-01,Software,Business expense submitted with supporting evidence.,3382.24,RCP-00238.pdf,true,Pending,E0008,2026-02-02T12:00:00,,true,FIN-EXP-2.4,Confidential
EXP00239,E0099,D004,2025-11-24,Travel,Business expense submitted with supporting evidence.,4187.51,RCP-00239.pdf,true,Approved,E0004,2025-12-20T12:00:00,2025-12-20T16:00:00,true,FIN-EXP-2.4,Confidential
EXP00240,E0021,D004,2026-05-08,Software,Business expense submitted with supporting evidence.,198.36,RCP-00240.pdf,true,Approved,E0004,2026-05-17T12:00:00,2026-05-18T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00241,E0190,D002,2026-08-05,Training,Business expense submitted with supporting evidence.,2260.68,RCP-00241.pdf,false,Approved,E0002,2026-08-14T15:00:00,2026-08-17T20:00:00,true,FIN-EXP-2.4,Confidential
EXP00242,E0081,D003,2025-06-07,Software,Business expense submitted with supporting evidence.,1039.28,RCP-00242.pdf,false,Approved,E0003,2025-07-06T13:00:00,2025-07-07T19:00:00,true,FIN-EXP-2.4,Confidential
EXP00243,E0063,D005,2025-12-31,Training,Business expense submitted with supporting evidence.,3575.8,RCP-00243.pdf,true,Approved,E0005,2026-01-20T11:00:00,2026-01-22T15:00:00,true,FIN-EXP-2.4,Confidential
EXP00244,E0121,D011,2026-08-21,Accommodation,Business expense submitted with supporting evidence.,114.16,RCP-00244.pdf,false,Pending,E0011,2026-08-25T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00245,E0011,D011,2026-06-26,Office Supplies,Business expense submitted with supporting evidence.,133.14,RCP-00245.pdf,false,Approved,E0001,2026-07-05T08:00:00,2026-07-07T18:00:00,true,FIN-EXP-2.4,Confidential
EXP00246,E0060,D007,2025-10-17,Training,Business expense submitted with supporting evidence.,1793.53,RCP-00246.pdf,false,Approved,E0007,2025-10-20T17:00:00,2025-10-22T08:00:00,true,FIN-EXP-2.4,Confidential
EXP00247,E0196,D006,2026-02-20,Accommodation,Business expense submitted with supporting evidence.,483.89,RCP-00247.pdf,false,Approved,E0006,2026-02-22T14:00:00,2026-02-24T07:00:00,true,FIN-EXP-2.4,Confidential
EXP00248,E0068,D003,2026-07-26,Training,Business expense submitted with supporting evidence.,303.09,RCP-00248.pdf,false,Approved,E0003,2026-08-05T14:00:00,2026-08-07T17:00:00,true,FIN-EXP-2.4,Confidential
EXP00249,E0046,D005,2025-07-04,Meals,Business expense submitted with supporting evidence.,745.23,RCP-00249.pdf,false,Approved,E0005,2025-07-29T08:00:00,2025-07-30T16:00:00,true,FIN-EXP-2.4,Confidential
EXP00250,E0072,D007,2025-08-12,Travel,Business expense submitted with supporting evidence.,1983.73,RCP-00250.pdf,false,Rejected,E0007,2025-08-30T08:00:00,2025-08-31T11:00:00,true,FIN-EXP-2.4,Confidential
EXP00251,E0117,D005,2025-12-06,Client Meeting,Business expense submitted with supporting evidence.,2076.57,RCP-00251.pdf,false,Pending,E0005,2025-12-30T17:00:00,,true,FIN-EXP-2.4,Confidential
EXP00252,E0070,D009,2026-04-18,Travel,Business expense submitted with supporting evidence.,3528.49,RCP-00252.pdf,true,Pending,E0009,2026-04-19T10:00:00,,true,FIN-EXP-2.4,Confidential
EXP00253,E0047,D005,2026-02-10,Software,Business expense submitted with supporting evidence.,3285.34,RCP-00253.pdf,true,Approved,E0005,2026-02-26T13:00:00,2026-02-27T14:00:00,true,FIN-EXP-2.4,Confidential
EXP00254,E0043,D007,2026-07-18,Office Supplies,Business expense submitted with supporting evidence.,2933.56,RCP-00254.pdf,true,Approved,E0007,2026-07-30T14:00:00,2026-08-02T09:00:00,true,FIN-EXP-2.4,Confidential
