customer_id,customer_name,customer_segment,region,country,city,account_manager_employee_id,credit_limit_usd,risk_rating,active,created_at
CUST0207,Chicago Mid-Market Account 207,Mid-Market,North America,United States,Chicago,E0047,316492.62,High,true,2024-05-26T10:00:00
CUST0208,Amsterdam Enterprise Account 208,Enterprise,Europe,Netherlands,Amsterdam,E0168,496665.01,Medium,true,2025-10-23T10:00:00
CUST0209,Sydney Small Business Account 209,Small Business,Asia Pacific,Australia,Sydney,E0186,381847.34,Low,true,2024-09-06T10:00:00
CUST0210,Delhi Mid-Market Account 210,Mid-Market,Asia Pacific,India,Delhi,E0188,395798.2,Low,true,2025-10-03T10:00:00
CUST0211,Berlin Small Business Account 211,Small Business,Europe,Germany,Berlin,E0057,169757.67,High,true,2025-04-06T10:00:00
CUST0212,Berlin Education Account 212,Education,Europe,Germany,Berlin,E0046,452132.57,Low,true,2025-02-21T10:00:00
CUST0213,Mumbai Mid-Market Account 213,Mid-Market,Asia Pacific,India,Mumbai,E0150,280461.16,Medium,true,2024-08-27T10:00:00
CUST0214,Sydney Enterprise Account 214,Enterprise,Asia Pacific,Australia,Sydney,E0025,342701.29,Medium,true,2024-10-10T10:00:00
CUST0215,San Francisco Mid-Market Account 215,Mid-Market,North America,United States,San Francisco,E0118,333914.15,Low,true,2025-09-03T10:00:00
CUST0216,Mumbai Small Business Account 216,Small Business,Asia Pacific,India,Mumbai,E0147,105800.45,Low,true,2024-07-28T10:00:00
CUST0217,Madrid Public Sector Account 217,Public Sector,Europe,Spain,Madrid,E0039,471273.63,Medium,true,2024-09-17T10:00:00
CUST0218,Riyadh Mid-Market Account 218,Mid-Market,Middle East & Africa,Saudi Arabia,Riyadh,E0075,336756.63,Low,true,2025-01-23T10:00:00
CUST0219,Tokyo Enterprise Account 219,Enterprise,Asia Pacific,Japan,Tokyo,E0168,123544.27,Low,true,2024-12-17T10:00:00
CUST0220,Toronto Mid-Market Account 220,Mid-Market,North America,Canada,Toronto,E0005,199687.5,Low,true,2025-09-17T10:00:00
CUST0221,Berlin Mid-Market Account 221,Mid-Market,Europe,Germany,Berlin,E0018,420256.87,Low,true,2024-04-09T10:00:00
CUST0222,Buenos Aires Small Business Account 222,Small Business,Latin America,Argentina,Buenos Aires,E0046,214915.14,Medium,true,2025-03-08T10:00:00
CUST0223,Mumbai Enterprise Account 223,Enterprise,Asia Pacific,India,Mumbai,E0159,466355.77,Low,true,2025-04-24T10:00:00
CUST0224,Mumbai Enterprise Account 224,Enterprise,Asia Pacific,India,Mumbai,E0025,371484.31,Medium,true,2025-08-17T10:00:00
CUST0225,Amsterdam Enterprise Account 225,Enterprise,Europe,Netherlands,Amsterdam,E0188,489265.7,Low,true,2024-05-20T10:00:00
CUST0226,Milan Mid-Market Account 226,Mid-Market,Europe,Italy,Milan,E0074,462859.24,Medium,true,2024-02-23T10:00:00
CUST0227,Buenos Aires Mid-Market Account 227,Mid-Market,Latin America,Argentina,Buenos Aires,E0188,269294.74,Low,true,2025-06-02T10:00:00
CUST0228,Bengaluru Enterprise Account 228,Enterprise,Asia Pacific,India,Bengaluru,E0046,130854.7,Medium,true,2024-04-25T10:00:00
CUST0229,Sao Paulo Small Business Account 229,Small Business,Latin America,Brazil,Sao Paulo,E0117,295069.21,Low,true,2025-09-16T10:00:00
CUST0230,Toronto Mid-Market Account 230,Mid-Market,North America,Canada,Toronto,E0063,446212.12,Low,true,2025-05-10T10:00:00
CUST0231,Bengaluru Public Sector Account 231,Public Sector,Asia Pacific,India,Bengaluru,E0117,468887.24,Low,true,2024-07-22T10:00:00
CUST0232,Singapore Enterprise Account 232,Enterprise,Asia Pacific,Singapore,Singapore,E0186,74636.13,Low,true,2024-04-11T10:00:00
CUST0233,Delhi Mid-Market Account 233,Mid-Market,Asia Pacific,India,Delhi,E0163,247242.24,Low,true,2024-02-15T10:00:00
CUST0234,Dubai Enterprise Account 234,Enterprise,Middle East & Africa,United Arab Emirates,Dubai,E0039,496213.53,Low,true,2024-04-13T10:00:00
CUST0235,Sao Paulo Enterprise Account 235,Enterprise,Latin America,Brazil,Sao Paulo,E0132,312081.1,Low,true,2025-08-31T10:00:00
CUST0236,Berlin Small Business Account 236,Small Business,Europe,Germany,Berlin,E0046,129937.86,Low,true,2025-08-03T10:00:00
CUST0237,Vancouver Small Business Account 237,Small Business,North America,Canada,Vancouver,E0025,439033.74,Low,true,2025-01-09T10:00:00
CUST0238,Johannesburg Enterprise Account 238,Enterprise,Middle East & Africa,South Africa,Johannesburg,E0046,428239.0,Low,true,2024-07-11T10:00:00
CUST0239,Riyadh Enterprise Account 239,Enterprise,Middle East & Africa,Saudi Arabia,Riyadh,E0039,324775.94,Low,true,2025-08-28T10:00:00
CUST0240,Chicago Public Sector Account 240,Public Sector,North America,United States,Chicago,E0039,393884.79,Low,true,2024-08-26T10:00:00
CUST0241,Madrid Education Account 241,Education,Europe,Spain,Madrid,E0163,345913.67,Low,true,2024-04-28T10:00:00
CUST0242,Riyadh Enterprise Account 242,Enterprise,Middle East & Africa,Saudi Arabia,Riyadh,E0163,315415.29,Low,true,2024-08-31T10:00:00
CUST0243,Milan Mid-Market Account 243,Mid-Market,Europe,Italy,Milan,E0147,431761.81,Low,true,2024-03-29T10:00:00
CUST0244,Madrid Education Account 244,Education,Europe,Spain,Madrid,E0186,144238.11,Medium,true,2025-09-30T10:00:00
CUST0245,Sao Paulo Mid-Market Account 245,Mid-Market,Latin America,Brazil,Sao Paulo,E0117,115693.0,Low,true,2025-08-17T10:00:00
CUST0246,Madrid Small Business Account 246,Small Business,Europe,Spain,Madrid,E0005,463223.4,Medium,true,2025-09-09T10:00:00
CUST0247,Berlin Mid-Market Account 247,Mid-Market,Europe,Germany,Berlin,E0051,475301.45,Medium,true,2024-01-30T10:00:00
CUST0248,San Francisco Enterprise Account 248,Enterprise,North America,United States,San Francisco,E0159,375191.63,Medium,true,2024-12-05T10:00:00
CUST0249,Riyadh Education Account 249,Education,Middle East & Africa,Saudi Arabia,Riyadh,E0046,32619.48,Medium,true,2025-04-04T10:00:00
CUST0250,Milan Small Business Account 250,Small Business,Europe,Italy,Milan,E0147,95725.81,Medium,true,2024-12-22T10:00:00
