approval_request_id,request_type,business_object_type,business_object_id,requested_by_user_id,requested_action,action_payload_json,risk_tier,required_approver_roles,status,created_at,resolved_at,policy_version,human_in_the_loop
APR00108,Leave Request,leave_request,LR0023,U0153,Approve leave,"{""days"":2,""leave_type"":""Casual""}",Medium,Project_Manager,Approved,2025-12-22T10:00:00,2025-12-23T14:00:00,LEAVE-2.1,true
APR00109,Leave Request,leave_request,LR0024,U0052,Approve leave,"{""days"":1,""leave_type"":""Unpaid""}",Medium,Project_Manager,Rejected,2026-11-22T10:00:00,2026-11-22T23:00:00,LEAVE-2.1,true
APR00110,Leave Request,leave_request,LR0025,U0183,Approve leave,"{""days"":3,""leave_type"":""Annual""}",Medium,Project_Manager,Approved,2026-09-02T10:00:00,2026-09-03T03:00:00,LEAVE-2.1,true
APR00111,Leave Request,leave_request,LR0026,U0122,Approve leave,"{""days"":1,""leave_type"":""Sick""}",Medium,Project_Manager,Approved,2025-12-08T10:00:00,2025-12-09T20:00:00,LEAVE-2.1,true
APR00112,Leave Request,leave_request,LR0027,U0188,Approve leave,"{""days"":2,""leave_type"":""Annual""}",Medium,Project_Manager,Approved,2026-08-01T10:00:00,2026-08-01T12:00:00,LEAVE-2.1,true
APR00113,Leave Request,leave_request,LR0028,U0085,Approve leave,"{""days"":1,""leave_type"":""Emergency""}",Medium,Project_Manager,Pending,2026-04-24T10:00:00,,LEAVE-2.1,true
APR00114,Leave Request,leave_request,LR0029,U0058,Approve leave,"{""days"":3,""leave_type"":""Casual""}",Medium,Project_Manager,Approved,2026-08-22T10:00:00,2026-08-23T02:00:00,LEAVE-2.1,true
APR00115,Leave Request,leave_request,LR0030,U0142,Approve leave,"{""days"":2,""leave_type"":""Sick""}",Medium,Project_Manager,Approved,2025-12-31T10:00:00,2026-01-02T09:00:00,LEAVE-2.1,true
APR00116,Leave Request,leave_request,LR0031,U0135,Approve leave,"{""days"":2,""leave_type"":""Sick""}",Medium,Project_Manager,Pending,2025-10-08T10:00:00,,LEAVE-2.1,true
APR00117,Leave Request,leave_request,LR0032,U0069,Approve leave,"{""days"":3,""leave_type"":""Sick""}",Medium,Project_Manager,Approved,2025-09-13T10:00:00,2025-09-14T23:00:00,LEAVE-2.1,true
APR00118,Leave Request,leave_request,LR0033,U0145,Approve leave,"{""days"":2,""leave_type"":""Casual""}",Medium,Project_Manager,Approved,2026-10-01T10:00:00,2026-10-03T16:00:00,LEAVE-2.1,true
APR00119,Leave Request,leave_request,LR0034,U0060,Approve leave,"{""days"":2,""leave_type"":""Sick""}",Medium,Project_Manager,Rejected,2026-06-22T10:00:00,2026-06-23T15:00:00,LEAVE-2.1,true
APR00120,Leave Request,leave_request,LR0035,U0099,Approve leave,"{""days"":1,""leave_type"":""Sick""}",Medium,Project_Manager,Approved,2026-11-22T10:00:00,2026-11-23T09:00:00,LEAVE-2.1,true
APR00121,Leave Request,leave_request,LR0036,U0132,Approve leave,"{""days"":1,""leave_type"":""Casual""}",Medium,Project_Manager,Pending,2026-02-23T10:00:00,,LEAVE-2.1,true
APR00122,Leave Request,leave_request,LR0037,U0065,Approve leave,"{""days"":1,""leave_type"":""Sick""}",Medium,Project_Manager,Rejected,2026-10-05T10:00:00,2026-10-07T13:00:00,LEAVE-2.1,true
APR00123,Leave Request,leave_request,LR0038,U0058,Approve leave,"{""days"":1,""leave_type"":""Casual""}",Medium,Project_Manager,Approved,2026-11-13T10:00:00,2026-11-15T18:00:00,LEAVE-2.1,true
APR00124,Leave Request,leave_request,LR0039,U0073,Approve leave,"{""days"":5,""leave_type"":""Casual""}",High,Project_Manager|HR_Manager,Pending,2026-07-26T10:00:00,,LEAVE-2.1,true
APR00125,Leave Request,leave_request,LR0040,U0056,Approve leave,"{""days"":3,""leave_type"":""Unpaid""}",Medium,Project_Manager,Approved,2025-11-03T10:00:00,2025-11-04T18:00:00,LEAVE-2.1,true
APR00126,Task Reassignment,task,T00020,U0007,Reassign task,"{""from_employee_id"":""E0072"",""to_employee_id"":""E0079"",""estimated_hours"":32}",Medium,Project_Manager|Security_Officer,Approved,2026-08-15T16:00:00,2026-08-16T04:00:00,PRJ-GOV-2.2,true
APR00127,Task Reassignment,task,T00021,U0007,Reassign task,"{""from_employee_id"":""E0099"",""to_employee_id"":""E0013"",""estimated_hours"":12}",Medium,Project_Manager|Security_Officer,Rejected,2026-08-19T15:00:00,2026-08-20T22:00:00,PRJ-GOV-2.2,true
APR00128,Task Reassignment,task,T00022,U0007,Reassign task,"{""from_employee_id"":""E0013"",""to_employee_id"":""E0099"",""estimated_hours"":40}",Medium,Project_Manager|Security_Officer,Pending,2026-07-15T15:00:00,,PRJ-GOV-2.2,true
APR00129,Task Reassignment,task,T00023,U0007,Reassign task,"{""from_employee_id"":""E0072"",""to_employee_id"":""E0079"",""estimated_hours"":48}",High,Project_Manager|Security_Officer,Approved,2026-08-14T08:00:00,2026-08-15T08:00:00,PRJ-GOV-2.2,true
APR00130,Task Reassignment,task,T00024,U0007,Reassign task,"{""from_employee_id"":""E0096"",""to_employee_id"":""E0079"",""estimated_hours"":20}",Medium,Project_Manager|Security_Officer,Rejected,2026-08-16T09:00:00,2026-08-16T18:00:00,PRJ-GOV-2.2,true
APR00131,Task Reassignment,task,T00025,U0007,Reassign task,"{""from_employee_id"":""E0192"",""to_employee_id"":""E0079"",""estimated_hours"":16}",Medium,Project_Manager|Security_Officer,Rejected,2026-08-17T13:00:00,2026-08-18T15:00:00,PRJ-GOV-2.2,true
APR00132,Task Reassignment,task,T00026,U0007,Reassign task,"{""from_employee_id"":""E0013"",""to_employee_id"":""E0017"",""estimated_hours"":24}",Medium,Project_Manager|Security_Officer,Approved,2026-07-16T10:00:00,2026-07-17T14:00:00,PRJ-GOV-2.2,true
APR00133,Task Reassignment,task,T00027,U0007,Reassign task,"{""from_employee_id"":""E0017"",""to_employee_id"":""E0111"",""estimated_hours"":32}",Medium,Project_Manager|Security_Officer,Pending,2026-08-18T09:00:00,,PRJ-GOV-2.2,true
APR00134,Task Reassignment,task,T00028,U0007,Reassign task,"{""from_employee_id"":""E0013"",""to_employee_id"":""E0192"",""estimated_hours"":40}",High,Project_Manager|Security_Officer,Rejected,2026-07-13T12:00:00,2026-07-15T11:00:00,PRJ-GOV-2.2,true
APR00135,Task Reassignment,task,T00029,U0007,Reassign task,"{""from_employee_id"":""E0017"",""to_employee_id"":""E0096"",""estimated_hours"":40}",High,Project_Manager|Security_Officer,Pending,2026-07-25T08:00:00,,PRJ-GOV-2.2,true
APR00136,Task Reassignment,task,T00030,U0007,Reassign task,"{""from_employee_id"":""E0013"",""to_employee_id"":""E0079"",""estimated_hours"":20}",High,Project_Manager|Security_Officer,Pending,2026-07-02T16:00:00,,PRJ-GOV-2.2,true
APR00137,Task Reassignment,task,T00031,U0007,Reassign task,"{""from_employee_id"":""E0017"",""to_employee_id"":""E0079"",""estimated_hours"":8}",High,Project_Manager|Security_Officer,Approved,2026-08-26T09:00:00,2026-08-27T23:00:00,PRJ-GOV-2.2,true
APR00138,Task Reassignment,task,T00032,U0007,Reassign task,"{""from_employee_id"":""E0111"",""to_employee_id"":""E0007"",""estimated_hours"":40}",High,Project_Manager|Security_Officer,Pending,2026-08-04T12:00:00,,PRJ-GOV-2.2,true
APR00139,Task Reassignment,task,T00033,U0007,Reassign task,"{""from_employee_id"":""E0017"",""to_employee_id"":""E0030"",""estimated_hours"":24}",High,Project_Manager|Security_Officer,Approved,2026-08-09T08:00:00,2026-08-10T17:00:00,PRJ-GOV-2.2,true
APR00140,Task Reassignment,task,T00059,U0010,Reassign task,"{""from_employee_id"":""E0060"",""to_employee_id"":""E0010"",""estimated_hours"":32}",High,Project_Manager,Approved,2026-07-03T14:00:00,2026-07-03T20:00:00,PRJ-GOV-2.2,true
APR00141,Task Reassignment,task,T00060,U0010,Reassign task,"{""from_employee_id"":""E0200"",""to_employee_id"":""E0109"",""estimated_hours"":12}",High,Project_Manager,Approved,2026-07-09T15:00:00,2026-07-10T17:00:00,PRJ-GOV-2.2,true
APR00142,Task Reassignment,task,T00061,U0010,Reassign task,"{""from_employee_id"":""E0068"",""to_employee_id"":""E0140"",""estimated_hours"":16}",High,Project_Manager,Rejected,2026-08-20T15:00:00,2026-08-21T03:00:00,PRJ-GOV-2.2,true
APR00143,Task Reassignment,task,T00062,U0010,Reassign task,"{""from_employee_id"":""E0068"",""to_employee_id"":""E0128"",""estimated_hours"":60}",High,Project_Manager,Pending,2026-07-03T12:00:00,,PRJ-GOV-2.2,true
APR00144,Task Reassignment,task,T00063,U0010,Reassign task,"{""from_employee_id"":""E0109"",""to_employee_id"":""E0080"",""estimated_hours"":60}",High,Project_Manager,Pending,2026-07-18T09:00:00,,PRJ-GOV-2.2,true
APR00145,Task Reassignment,task,T00064,U0010,Reassign task,"{""from_employee_id"":""E0128"",""to_employee_id"":""E0105"",""estimated_hours"":80}",High,Project_Manager,Approved,2026-08-10T15:00:00,2026-08-11T06:00:00,PRJ-GOV-2.2,true
APR00146,Task Reassignment,task,T00086,U0005,Reassign task,"{""from_employee_id"":""E0025"",""to_employee_id"":""E0176"",""estimated_hours"":8}",Medium,Project_Manager|Security_Officer,Approved,2026-06-29T12:00:00,2026-06-30T23:00:00,PRJ-GOV-2.2,true
APR00147,Task Reassignment,task,T00087,U0005,Reassign task,"{""from_employee_id"":""E0058"",""to_employee_id"":""E0005"",""estimated_hours"":40}",Medium,Project_Manager|Security_Officer,Pending,2026-08-17T09:00:00,,PRJ-GOV-2.2,true
APR00148,Task Reassignment,task,T00088,U0005,Reassign task,"{""from_employee_id"":""E0057"",""to_employee_id"":""E0006"",""estimated_hours"":20}",Medium,Project_Manager|Security_Officer,Approved,2026-08-13T09:00:00,2026-08-15T07:00:00,PRJ-GOV-2.2,true
APR00149,Task Reassignment,task,T00089,U0005,Reassign task,"{""from_employee_id"":""E0176"",""to_employee_id"":""E0067"",""estimated_hours"":8}",Medium,Project_Manager|Security_Officer,Approved,2026-07-27T14:00:00,2026-07-29T08:00:00,PRJ-GOV-2.2,true
APR00150,Task Reassignment,task,T00090,U0005,Reassign task,"{""from_employee_id"":""E0067"",""to_employee_id"":""E0025"",""estimated_hours"":16}",Medium,Project_Manager|Security_Officer,Approved,2026-07-05T09:00:00,2026-07-07T01:00:00,PRJ-GOV-2.2,true
APR00151,Task Reassignment,task,T00091,U0005,Reassign task,"{""from_employee_id"":""E0176"",""to_employee_id"":""E0006"",""estimated_hours"":24}",Medium,Project_Manager|Security_Officer,Approved,2026-07-10T10:00:00,2026-07-10T12:00:00,PRJ-GOV-2.2,true
APR00152,Task Reassignment,task,T00092,U0005,Reassign task,"{""from_employee_id"":""E0025"",""to_employee_id"":""E0027"",""estimated_hours"":12}",Medium,Project_Manager|Security_Officer,Pending,2026-08-18T09:00:00,,PRJ-GOV-2.2,true
APR00153,Task Reassignment,task,T00093,U0005,Reassign task,"{""from_employee_id"":""E0077"",""to_employee_id"":""E0176"",""estimated_hours"":20}",High,Project_Manager|Security_Officer,Approved,2026-07-29T09:00:00,2026-07-31T03:00:00,PRJ-GOV-2.2,true
APR00154,Task Reassignment,task,T00094,U0005,Reassign task,"{""from_employee_id"":""E0058"",""to_employee_id"":""E0025"",""estimated_hours"":20}",High,Project_Manager|Security_Officer,Pending,2026-08-04T15:00:00,,PRJ-GOV-2.2,true
APR00155,Task Reassignment,task,T00095,U0005,Reassign task,"{""from_employee_id"":""E0025"",""to_employee_id"":""E0058"",""estimated_hours"":40}",High,Project_Manager|Security_Officer,Approved,2026-07-03T10:00:00,2026-07-04T12:00:00,PRJ-GOV-2.2,true
APR00156,Task Reassignment,task,T00096,U0005,Reassign task,"{""from_employee_id"":""E0135"",""to_employee_id"":""E0077"",""estimated_hours"":40}",High,Project_Manager|Security_Officer,Approved,2026-07-14T09:00:00,2026-07-15T02:00:00,PRJ-GOV-2.2,true
APR00157,Task Reassignment,task,T00097,U0005,Reassign task,"{""from_employee_id"":""E0057"",""to_employee_id"":""E0006"",""estimated_hours"":32}",High,Project_Manager|Security_Officer,Pending,2026-08-12T14:00:00,,PRJ-GOV-2.2,true
APR00158,Task Reassignment,task,T00098,U0005,Reassign task,"{""from_employee_id"":""E0077"",""to_employee_id"":""E0141"",""estimated_hours"":12}",High,Project_Manager|Security_Officer,Approved,2026-07-09T14:00:00,2026-07-11T05:00:00,PRJ-GOV-2.2,true
APR00159,Task Reassignment,task,T00122,U0002,Reassign task,"{""from_employee_id"":""E0156"",""to_employee_id"":""E0077"",""estimated_hours"":32}",Medium,Project_Manager|Security_Officer,Pending,2026-07-18T12:00:00,,PRJ-GOV-2.2,true
APR00160,Task Reassignment,task,T00123,U0002,Reassign task,"{""from_employee_id"":""E0126"",""to_employee_id"":""E0036"",""estimated_hours"":16}",Medium,Project_Manager|Security_Officer,Approved,2026-07-27T14:00:00,2026-07-28T23:00:00,PRJ-GOV-2.2,true
APR00161,Task Reassignment,task,T00124,U0002,Reassign task,"{""from_employee_id"":""E0022"",""to_employee_id"":""E0156"",""estimated_hours"":40}",Medium,Project_Manager|Security_Officer,Approved,2026-08-04T11:00:00,2026-08-06T02:00:00,PRJ-GOV-2.2,true
APR00162,Task Reassignment,task,T00125,U0002,Reassign task,"{""from_employee_id"":""E0156"",""to_employee_id"":""E0036"",""estimated_hours"":40}",Medium,Project_Manager|Security_Officer,Approved,2026-07-15T09:00:00,2026-07-16T07:00:00,PRJ-GOV-2.2,true
APR00163,Task Reassignment,task,T00126,U0002,Reassign task,"{""from_employee_id"":""E0022"",""to_employee_id"":""E0161"",""estimated_hours"":12}",High,Project_Manager|Security_Officer,Approved,2026-08-08T13:00:00,2026-08-10T09:00:00,PRJ-GOV-2.2,true
APR00164,Task Reassignment,task,T00127,U0002,Reassign task,"{""from_employee_id"":""E0077"",""to_employee_id"":""E0050"",""estimated_hours"":16}",High,Project_Manager|Security_Officer,Approved,2026-07-16T16:00:00,2026-07-17T17:00:00,PRJ-GOV-2.2,true
APR00165,Task Reassignment,task,T00128,U0002,Reassign task,"{""from_employee_id"":""E0050"",""to_employee_id"":""E0156"",""estimated_hours"":80}",High,Project_Manager|Security_Officer,Approved,2026-07-23T08:00:00,2026-07-23T23:00:00,PRJ-GOV-2.2,true
APR00166,Task Reassignment,task,T00129,U0002,Reassign task,"{""from_employee_id"":""E0079"",""to_employee_id"":""E0050"",""estimated_hours"":24}",High,Project_Manager|Security_Officer,Approved,2026-07-27T12:00:00,2026-07-29T02:00:00,PRJ-GOV-2.2,true
APR00167,Task Reassignment,task,T00130,U0002,Reassign task,"{""from_employee_id"":""E0079"",""to_employee_id"":""E0156"",""estimated_hours"":12}",High,Project_Manager|Security_Officer,Approved,2026-08-18T13:00:00,2026-08-19T10:00:00,PRJ-GOV-2.2,true
APR00168,Task Reassignment,task,T00131,U0002,Reassign task,"{""from_employee_id"":""E0022"",""to_employee_id"":""E0126"",""estimated_hours"":8}",High,Project_Manager|Security_Officer,Approved,2026-07-30T13:00:00,2026-07-31T04:00:00,PRJ-GOV-2.2,true
APR00169,Task Reassignment,task,T00145,U0008,Reassign task,"{""from_employee_id"":""E0200"",""to_employee_id"":""E0101"",""estimated_hours"":48}",High,Project_Manager|Security_Officer,Pending,2026-07-09T08:00:00,,PRJ-GOV-2.2,true
APR00170,Task Reassignment,task,T00146,U0008,Reassign task,"{""from_employee_id"":""E0017"",""to_employee_id"":""E0049"",""estimated_hours"":8}",High,Project_Manager|Security_Officer,Rejected,2026-07-30T13:00:00,2026-07-31T10:00:00,PRJ-GOV-2.2,true
APR00171,Sales Discount Exception,sales_order,SO000002,U0046,Approve discount,"{""discount_percent"":15.23,""sales_usd"":3237.15}",High,Finance_Manager,Rejected,2026-05-28T10:00:00,2026-05-29T21:00:00,SALES-DISC-1.8,true
APR00172,Sales Discount Exception,sales_order,SO000005,U0147,Approve discount,"{""discount_percent"":18.08,""sales_usd"":20111.2}",High,Finance_Manager,Approved,2026-07-20T10:00:00,2026-07-20T22:00:00,SALES-DISC-1.8,true
APR00173,Sales Discount Exception,sales_order,SO000006,U0163,Approve discount,"{""discount_percent"":19.25,""sales_usd"":5256.3}",High,Finance_Manager,Approved,2025-09-01T10:00:00,2025-09-02T15:00:00,SALES-DISC-1.8,true
APR00174,Sales Discount Exception,sales_order,SO000007,U0046,Approve discount,"{""discount_percent"":18.68,""sales_usd"":2284.0}",High,Finance_Manager,Approved,2026-07-25T10:00:00,2026-07-25T13:00:00,SALES-DISC-1.8,true
APR00175,Sales Discount Exception,sales_order,SO000008,U0047,Approve discount,"{""discount_percent"":18.12,""sales_usd"":26831.0}",High,Finance_Manager,Approved,2026-03-28T10:00:00,2026-03-28T15:00:00,SALES-DISC-1.8,true
APR00176,Sales Discount Exception,sales_order,SO000017,U0132,Approve discount,"{""discount_percent"":11.54,""sales_usd"":73195.72}",High,Finance_Manager,Rejected,2025-12-01T10:00:00,2025-12-01T19:00:00,SALES-DISC-1.8,true
APR00177,Sales Discount Exception,sales_order,SO000018,U0097,Approve discount,"{""discount_percent"":21.82,""sales_usd"":8768.76}",High,Finance_Manager|Executive,Rejected,2025-06-03T10:00:00,2025-06-03T18:00:00,SALES-DISC-1.8,true
APR00178,Sales Discount Exception,sales_order,SO000019,U0057,Approve discount,"{""discount_percent"":11.19,""sales_usd"":5367.7}",High,Finance_Manager,Pending,2026-01-03T10:00:00,,SALES-DISC-1.8,true
APR00179,Sales Discount Exception,sales_order,SO000022,U0075,Approve discount,"{""discount_percent"":15.17,""sales_usd"":1559.7}",High,Finance_Manager,Approved,2026-01-16T10:00:00,2026-01-17T06:00:00,SALES-DISC-1.8,true
APR00180,Sales Discount Exception,sales_order,SO000023,U0097,Approve discount,"{""discount_percent"":11.75,""sales_usd"":4429.92}",High,Finance_Manager,Rejected,2026-01-08T10:00:00,2026-01-09T06:00:00,SALES-DISC-1.8,true
APR00181,Sales Discount Exception,sales_order,SO000024,U0163,Approve discount,"{""discount_percent"":22.46,""sales_usd"":54614.87}",High,Finance_Manager|Executive,Approved,2025-03-01T10:00:00,2025-03-02T01:00:00,SALES-DISC-1.8,true
APR00182,Sales Discount Exception,sales_order,SO000037,U0097,Approve discount,"{""discount_percent"":16.81,""sales_usd"":1223.92}",High,Finance_Manager,Approved,2026-08-22T10:00:00,2026-08-22T23:00:00,SALES-DISC-1.8,true
APR00183,Sales Discount Exception,sales_order,SO000039,U0047,Approve discount,"{""discount_percent"":11.16,""sales_usd"":21810.4}",High,Finance_Manager,Approved,2025-02-15T10:00:00,2025-02-16T07:00:00,SALES-DISC-1.8,true
APR00184,Sales Discount Exception,sales_order,SO000040,U0188,Approve discount,"{""discount_percent"":10.85,""sales_usd"":13396.32}",High,Finance_Manager,Approved,2025-03-04T10:00:00,2025-03-05T04:00:00,SALES-DISC-1.8,true
APR00185,Sales Discount Exception,sales_order,SO000044,U0147,Approve discount,"{""discount_percent"":10.98,""sales_usd"":2000.16}",High,Finance_Manager,Pending,2025-10-15T10:00:00,,SALES-DISC-1.8,true
APR00186,Sales Discount Exception,sales_order,SO000051,U0005,Approve discount,"{""discount_percent"":22.89,""sales_usd"":4048.4}",High,Finance_Manager|Executive,Approved,2025-07-08T10:00:00,2025-07-09T06:00:00,SALES-DISC-1.8,true
APR00187,Sales Discount Exception,sales_order,SO000056,U0147,Approve discount,"{""discount_percent"":19.35,""sales_usd"":7823.92}",High,Finance_Manager,Approved,2026-08-21T10:00:00,2026-08-21T19:00:00,SALES-DISC-1.8,true
APR00188,Sales Discount Exception,sales_order,SO000060,U0118,Approve discount,"{""discount_percent"":17.71,""sales_usd"":14881.6}",High,Finance_Manager,Approved,2025-05-21T10:00:00,2025-05-22T07:00:00,SALES-DISC-1.8,true
APR00189,Sales Discount Exception,sales_order,SO000066,U0075,Approve discount,"{""discount_percent"":10.5,""sales_usd"":22168.3}",High,Finance_Manager,Rejected,2026-07-11T10:00:00,2026-07-12T14:00:00,SALES-DISC-1.8,true
APR00190,Sales Discount Exception,sales_order,SO000069,U0063,Approve discount,"{""discount_percent"":16.99,""sales_usd"":33218.0}",High,Finance_Manager,Approved,2025-11-16T10:00:00,2025-11-17T06:00:00,SALES-DISC-1.8,true
APR00191,Sales Discount Exception,sales_order,SO000071,U0039,Approve discount,"{""discount_percent"":14.97,""sales_usd"":1113.0}",High,Finance_Manager,Approved,2025-07-20T10:00:00,2025-07-21T03:00:00,SALES-DISC-1.8,true
APR00192,Sales Discount Exception,sales_order,SO000074,U0163,Approve discount,"{""discount_percent"":11.77,""sales_usd"":146.32}",High,Finance_Manager,Approved,2025-01-29T10:00:00,2025-01-30T09:00:00,SALES-DISC-1.8,true
APR00193,Sales Discount Exception,sales_order,SO000075,U0046,Approve discount,"{""discount_percent"":14.77,""sales_usd"":4356.08}",High,Finance_Manager,Approved,2026-03-23T10:00:00,2026-03-24T18:00:00,SALES-DISC-1.8,true
APR00194,Sales Discount Exception,sales_order,SO000077,U0046,Approve discount,"{""discount_percent"":10.19,""sales_usd"":9084.48}",High,Finance_Manager,Approved,2026-02-24T10:00:00,2026-02-25T06:00:00,SALES-DISC-1.8,true
APR00195,Sales Discount Exception,sales_order,SO000078,U0163,Approve discount,"{""discount_percent"":17.17,""sales_usd"":17520.93}",High,Finance_Manager,Pending,2026-07-19T10:00:00,,SALES-DISC-1.8,true
APR00196,Sales Discount Exception,sales_order,SO000079,U0039,Approve discount,"{""discount_percent"":13.06,""sales_usd"":15481.2}",High,Finance_Manager,Approved,2026-07-03T10:00:00,2026-07-03T20:00:00,SALES-DISC-1.8,true
APR00197,Sales Discount Exception,sales_order,SO000081,U0063,Approve discount,"{""discount_percent"":13.37,""sales_usd"":41780.62}",High,Finance_Manager,Pending,2026-07-22T10:00:00,,SALES-DISC-1.8,true
APR00198,Sales Discount Exception,sales_order,SO000086,U0168,Approve discount,"{""discount_percent"":11.31,""sales_usd"":34873.68}",High,Finance_Manager,Approved,2025-04-12T10:00:00,2025-04-12T19:00:00,SALES-DISC-1.8,true
APR00199,Sales Discount Exception,sales_order,SO000087,U0046,Approve discount,"{""discount_percent"":13.11,""sales_usd"":10315.12}",High,Finance_Manager,Rejected,2025-07-24T10:00:00,2025-07-24T13:00:00,SALES-DISC-1.8,true
APR00200,Sales Discount Exception,sales_order,SO000088,U0005,Approve discount,"{""discount_percent"":10.33,""sales_usd"":10569.2}",High,Finance_Manager,Rejected,2025-12-27T10:00:00,2025-12-27T12:00:00,SALES-DISC-1.8,true
