audit_log_id,event_time,actor_type,actor_id,event_category,action,resource_type,resource_id,result,risk_tier,details_json,correlation_id,immutable
AUD000258,2026-01-08T12:03:00,User,U0092,AI_WORKFLOW,workflow.execute,workflow_run,WFR00258,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.916}",WFR00258,true
AUD000259,2026-08-21T09:56:00,User,U0197,AI_WORKFLOW,workflow.execute,workflow_run,WFR00259,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00259,true
AUD000260,2026-01-30T18:27:00,User,U0053,AI_WORKFLOW,workflow.execute,workflow_run,WFR00260,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00260,true
AUD000261,2026-07-16T08:10:00,User,U0173,AI_WORKFLOW,workflow.execute,workflow_run,WFR00261,Awaiting Approval,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.904}",WFR00261,true
AUD000262,2026-01-31T13:44:00,User,U0040,AI_WORKFLOW,workflow.execute,workflow_run,WFR00262,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.959}",WFR00262,true
AUD000263,2026-05-19T13:03:00,User,U0191,AI_WORKFLOW,workflow.execute,workflow_run,WFR00263,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.937}",WFR00263,true
AUD000264,2026-02-20T18:05:00,User,U0048,AI_WORKFLOW,workflow.execute,workflow_run,WFR00264,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00264,true
AUD000265,2026-08-19T16:36:00,User,U0079,AI_WORKFLOW,workflow.execute,workflow_run,WFR00265,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00265,true
AUD000266,2026-03-04T09:00:00,User,U0099,AI_WORKFLOW,workflow.execute,workflow_run,WFR00266,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00266,true
AUD000267,2026-08-02T18:48:00,User,U0171,AI_WORKFLOW,workflow.execute,workflow_run,WFR00267,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00267,true
AUD000268,2026-04-10T18:04:00,User,U0130,AI_WORKFLOW,workflow.execute,workflow_run,WFR00268,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00268,true
AUD000269,2026-05-04T14:59:00,User,U0180,AI_WORKFLOW,workflow.execute,workflow_run,WFR00269,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.879}",WFR00269,true
AUD000270,2026-08-22T16:36:00,User,U0096,AI_WORKFLOW,workflow.execute,workflow_run,WFR00270,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.769}",WFR00270,true
AUD000271,2026-08-17T18:04:00,User,U0143,AI_WORKFLOW,workflow.execute,workflow_run,WFR00271,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00271,true
AUD000272,2026-05-17T10:41:00,User,U0079,AI_WORKFLOW,workflow.execute,workflow_run,WFR00272,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.805}",WFR00272,true
AUD000273,2026-05-05T09:51:00,User,U0100,AI_WORKFLOW,workflow.execute,workflow_run,WFR00273,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.756}",WFR00273,true
AUD000274,2026-03-16T11:25:00,User,U0024,AI_WORKFLOW,workflow.execute,workflow_run,WFR00274,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.793}",WFR00274,true
AUD000275,2026-01-17T15:35:00,User,U0093,AI_WORKFLOW,workflow.execute,workflow_run,WFR00275,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.971}",WFR00275,true
AUD000276,2026-04-30T17:00:00,User,U0042,AI_WORKFLOW,workflow.execute,workflow_run,WFR00276,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.764}",WFR00276,true
AUD000277,2026-06-27T10:01:00,User,U0159,AI_WORKFLOW,workflow.execute,workflow_run,WFR00277,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.798}",WFR00277,true
AUD000278,2026-05-28T14:05:00,User,U0047,AI_WORKFLOW,workflow.execute,workflow_run,WFR00278,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.832}",WFR00278,true
AUD000279,2026-08-03T13:35:00,User,U0046,AI_WORKFLOW,workflow.execute,workflow_run,WFR00279,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00279,true
AUD000280,2026-03-06T12:10:00,User,U0153,AI_WORKFLOW,workflow.execute,workflow_run,WFR00280,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00280,true
AUD000281,2026-02-18T13:05:00,User,U0009,AI_WORKFLOW,workflow.execute,workflow_run,WFR00281,Completed,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""ALLOW"",""confidence"":0.864}",WFR00281,true
AUD000282,2026-05-28T11:51:00,User,U0065,AI_WORKFLOW,workflow.execute,workflow_run,WFR00282,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00282,true
AUD000283,2026-07-09T18:31:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00283,Needs Human Review,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.811}",WFR00283,true
AUD000284,2026-08-07T11:04:00,User,U0009,AI_WORKFLOW,workflow.execute,workflow_run,WFR00284,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.775}",WFR00284,true
AUD000285,2026-06-09T12:34:00,User,U0124,AI_WORKFLOW,workflow.execute,workflow_run,WFR00285,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.899}",WFR00285,true
AUD000286,2026-06-26T13:57:00,User,U0092,AI_WORKFLOW,workflow.execute,workflow_run,WFR00286,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.976}",WFR00286,true
AUD000287,2026-02-12T17:37:00,User,U0126,AI_WORKFLOW,workflow.execute,workflow_run,WFR00287,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00287,true
AUD000288,2026-05-14T16:57:00,User,U0069,AI_WORKFLOW,workflow.execute,workflow_run,WFR00288,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.948}",WFR00288,true
AUD000289,2026-07-23T11:54:00,User,U0062,AI_WORKFLOW,workflow.execute,workflow_run,WFR00289,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00289,true
AUD000290,2026-02-28T08:41:00,User,U0104,AI_WORKFLOW,workflow.execute,workflow_run,WFR00290,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.77}",WFR00290,true
AUD000291,2026-06-02T11:15:00,User,U0072,AI_WORKFLOW,workflow.execute,workflow_run,WFR00291,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00291,true
AUD000292,2026-04-27T11:52:00,User,U0200,AI_WORKFLOW,workflow.execute,workflow_run,WFR00292,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.94}",WFR00292,true
AUD000293,2026-07-29T18:41:00,User,U0139,AI_WORKFLOW,workflow.execute,workflow_run,WFR00293,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00293,true
AUD000294,2026-05-27T08:45:00,User,U0052,AI_WORKFLOW,workflow.execute,workflow_run,WFR00294,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00294,true
AUD000295,2026-06-08T10:07:00,User,U0191,AI_WORKFLOW,workflow.execute,workflow_run,WFR00295,Needs Human Review,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""ALLOW"",""confidence"":0.71}",WFR00295,true
AUD000296,2026-04-28T15:21:00,User,U0015,AI_WORKFLOW,workflow.execute,workflow_run,WFR00296,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00296,true
AUD000297,2026-03-20T16:09:00,User,U0142,AI_WORKFLOW,workflow.execute,workflow_run,WFR00297,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00297,true
AUD000298,2026-07-11T13:00:00,User,U0127,AI_WORKFLOW,workflow.execute,workflow_run,WFR00298,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.895}",WFR00298,true
AUD000299,2026-06-21T17:01:00,User,U0041,AI_WORKFLOW,workflow.execute,workflow_run,WFR00299,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.726}",WFR00299,true
AUD000300,2026-03-17T11:18:00,User,U0090,AI_WORKFLOW,workflow.execute,workflow_run,WFR00300,Needs Human Review,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.719}",WFR00300,true
AUD000301,2026-08-14T14:43:00,User,U0119,AI_WORKFLOW,workflow.execute,workflow_run,WFR00301,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.913}",WFR00301,true
AUD000302,2026-02-23T12:55:00,User,U0040,AI_WORKFLOW,workflow.execute,workflow_run,WFR00302,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00302,true
AUD000303,2026-08-20T09:04:00,User,U0144,AI_WORKFLOW,workflow.execute,workflow_run,WFR00303,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00303,true
AUD000304,2026-06-13T08:30:00,User,U0109,AI_WORKFLOW,workflow.execute,workflow_run,WFR00304,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00304,true
AUD000305,2026-07-15T18:33:00,User,U0011,AI_WORKFLOW,workflow.execute,workflow_run,WFR00305,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00305,true
AUD000306,2026-08-14T13:25:00,User,U0032,AI_WORKFLOW,workflow.execute,workflow_run,WFR00306,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00306,true
AUD000307,2026-03-23T18:02:00,User,U0166,AI_WORKFLOW,workflow.execute,workflow_run,WFR00307,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00307,true
AUD000308,2026-08-05T13:29:00,User,U0064,AI_WORKFLOW,workflow.execute,workflow_run,WFR00308,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00308,true
AUD000309,2026-08-01T15:54:00,User,U0124,AI_WORKFLOW,workflow.execute,workflow_run,WFR00309,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00309,true
AUD000310,2026-08-26T09:51:00,User,U0060,AI_WORKFLOW,workflow.execute,workflow_run,WFR00310,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.979}",WFR00310,true
AUD000311,2026-04-23T17:46:00,User,U0185,AI_WORKFLOW,workflow.execute,workflow_run,WFR00311,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.821}",WFR00311,true
AUD000312,2026-08-25T14:13:00,User,U0142,AI_WORKFLOW,workflow.execute,workflow_run,WFR00312,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.714}",WFR00312,true
AUD000313,2026-03-13T08:20:00,User,U0076,AI_WORKFLOW,workflow.execute,workflow_run,WFR00313,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00313,true
AUD000314,2026-01-03T17:03:00,User,U0029,AI_WORKFLOW,workflow.execute,workflow_run,WFR00314,Needs Human Review,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.927}",WFR00314,true
AUD000315,2026-04-26T16:55:00,User,U0105,AI_WORKFLOW,workflow.execute,workflow_run,WFR00315,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00315,true
AUD000316,2026-05-15T17:04:00,User,U0118,AI_WORKFLOW,workflow.execute,workflow_run,WFR00316,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00316,true
AUD000317,2026-05-05T14:19:00,User,U0152,AI_WORKFLOW,workflow.execute,workflow_run,WFR00317,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00317,true
AUD000318,2026-07-07T15:30:00,User,U0074,AI_WORKFLOW,workflow.execute,workflow_run,WFR00318,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.846}",WFR00318,true
AUD000319,2026-02-23T13:29:00,User,U0194,AI_WORKFLOW,workflow.execute,workflow_run,WFR00319,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00319,true
AUD000320,2026-03-07T18:36:00,User,U0093,AI_WORKFLOW,workflow.execute,workflow_run,WFR00320,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00320,true
AUD000321,2026-01-03T15:33:00,User,U0011,AI_WORKFLOW,workflow.execute,workflow_run,WFR00321,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.765}",WFR00321,true
AUD000322,2026-03-12T18:32:00,User,U0168,AI_WORKFLOW,workflow.execute,workflow_run,WFR00322,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.88}",WFR00322,true
AUD000323,2026-08-21T17:33:00,User,U0136,AI_WORKFLOW,workflow.execute,workflow_run,WFR00323,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.955}",WFR00323,true
AUD000324,2026-05-06T17:34:00,User,U0106,AI_WORKFLOW,workflow.execute,workflow_run,WFR00324,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.852}",WFR00324,true
AUD000325,2026-02-16T16:38:00,User,U0020,AI_WORKFLOW,workflow.execute,workflow_run,WFR00325,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00325,true
AUD000326,2026-08-19T12:13:00,User,U0033,AI_WORKFLOW,workflow.execute,workflow_run,WFR00326,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00326,true
AUD000327,2026-05-16T15:20:00,User,U0082,AI_WORKFLOW,workflow.execute,workflow_run,WFR00327,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.926}",WFR00327,true
AUD000328,2026-01-11T08:12:00,User,U0017,AI_WORKFLOW,workflow.execute,workflow_run,WFR00328,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.703}",WFR00328,true
AUD000329,2026-02-13T09:03:00,User,U0142,AI_WORKFLOW,workflow.execute,workflow_run,WFR00329,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00329,true
AUD000330,2026-04-12T18:50:00,User,U0070,AI_WORKFLOW,workflow.execute,workflow_run,WFR00330,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00330,true
AUD000331,2026-01-07T14:37:00,User,U0167,AI_WORKFLOW,workflow.execute,workflow_run,WFR00331,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00331,true
AUD000332,2026-02-08T08:41:00,User,U0183,AI_WORKFLOW,workflow.execute,workflow_run,WFR00332,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.969}",WFR00332,true
AUD000333,2026-04-30T08:11:00,User,U0059,AI_WORKFLOW,workflow.execute,workflow_run,WFR00333,Needs Human Review,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.881}",WFR00333,true
AUD000334,2026-05-22T08:25:00,User,U0040,AI_WORKFLOW,workflow.execute,workflow_run,WFR00334,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00334,true
AUD000335,2026-07-02T13:43:00,User,U0070,AI_WORKFLOW,workflow.execute,workflow_run,WFR00335,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.933}",WFR00335,true
AUD000336,2026-02-18T15:46:00,User,U0075,AI_WORKFLOW,workflow.execute,workflow_run,WFR00336,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00336,true
AUD000337,2026-04-21T13:45:00,User,U0076,AI_WORKFLOW,workflow.execute,workflow_run,WFR00337,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.901}",WFR00337,true
AUD000338,2026-03-04T10:53:00,User,U0158,AI_WORKFLOW,workflow.execute,workflow_run,WFR00338,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00338,true
AUD000339,2026-01-23T15:54:00,User,U0044,AI_WORKFLOW,workflow.execute,workflow_run,WFR00339,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00339,true
AUD000340,2026-04-22T10:07:00,User,U0119,AI_WORKFLOW,workflow.execute,workflow_run,WFR00340,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.761}",WFR00340,true
AUD000341,2026-03-24T16:30:00,User,U0199,AI_WORKFLOW,workflow.execute,workflow_run,WFR00341,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00341,true
AUD000342,2026-07-03T14:58:00,User,U0052,AI_WORKFLOW,workflow.execute,workflow_run,WFR00342,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.73}",WFR00342,true
AUD000343,2026-08-26T12:32:00,User,U0161,AI_WORKFLOW,workflow.execute,workflow_run,WFR00343,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.792}",WFR00343,true
AUD000344,2026-01-06T18:28:00,User,U0063,AI_WORKFLOW,workflow.execute,workflow_run,WFR00344,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00344,true
AUD000345,2026-08-10T08:34:00,User,U0125,AI_WORKFLOW,workflow.execute,workflow_run,WFR00345,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.964}",WFR00345,true
AUD000346,2026-08-12T18:56:00,User,U0059,AI_WORKFLOW,workflow.execute,workflow_run,WFR00346,Needs Human Review,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.865}",WFR00346,true
AUD000347,2026-02-05T17:39:00,User,U0148,AI_WORKFLOW,workflow.execute,workflow_run,WFR00347,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00347,true
AUD000348,2026-02-12T18:23:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00348,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.98}",WFR00348,true
AUD000349,2026-02-17T15:36:00,User,U0112,AI_WORKFLOW,workflow.execute,workflow_run,WFR00349,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00349,true
AUD000350,2026-01-13T17:12:00,User,U0189,AI_WORKFLOW,workflow.execute,workflow_run,WFR00350,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00350,true
AUD000351,2026-03-17T12:13:00,User,U0109,AI_WORKFLOW,workflow.execute,workflow_run,WFR00351,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.913}",WFR00351,true
AUD000352,2026-04-07T18:26:00,User,U0022,AI_WORKFLOW,workflow.execute,workflow_run,WFR00352,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.859}",WFR00352,true
AUD000353,2026-07-28T09:47:00,User,U0113,AI_WORKFLOW,workflow.execute,workflow_run,WFR00353,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00353,true
AUD000354,2026-06-28T11:55:00,User,U0093,AI_WORKFLOW,workflow.execute,workflow_run,WFR00354,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00354,true
AUD000355,2026-05-05T12:50:00,User,U0076,AI_WORKFLOW,workflow.execute,workflow_run,WFR00355,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00355,true
AUD000356,2026-07-25T09:11:00,User,U0173,AI_WORKFLOW,workflow.execute,workflow_run,WFR00356,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.823}",WFR00356,true
AUD000357,2026-07-16T17:19:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00357,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.963}",WFR00357,true
AUD000358,2026-06-11T13:17:00,User,U0075,AI_WORKFLOW,workflow.execute,workflow_run,WFR00358,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.901}",WFR00358,true
AUD000359,2026-04-20T09:07:00,User,U0151,AI_WORKFLOW,workflow.execute,workflow_run,WFR00359,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00359,true
AUD000360,2026-03-16T17:49:00,User,U0195,AI_WORKFLOW,workflow.execute,workflow_run,WFR00360,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""ALLOW"",""confidence"":0.733}",WFR00360,true
AUD000361,2026-03-22T12:07:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00361,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00361,true
AUD000362,2026-05-17T08:15:00,User,U0182,AI_WORKFLOW,workflow.execute,workflow_run,WFR00362,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00362,true
AUD000363,2026-03-29T15:05:00,User,U0156,AI_WORKFLOW,workflow.execute,workflow_run,WFR00363,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.862}",WFR00363,true
AUD000364,2026-03-05T10:59:00,User,U0041,AI_WORKFLOW,workflow.execute,workflow_run,WFR00364,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.967}",WFR00364,true
AUD000365,2026-03-17T14:08:00,User,U0016,AI_WORKFLOW,workflow.execute,workflow_run,WFR00365,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.753}",WFR00365,true
AUD000366,2026-03-09T16:44:00,User,U0171,AI_WORKFLOW,workflow.execute,workflow_run,WFR00366,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00366,true
AUD000367,2026-07-18T16:32:00,User,U0097,AI_WORKFLOW,workflow.execute,workflow_run,WFR00367,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00367,true
AUD000368,2026-02-08T17:26:00,User,U0139,AI_WORKFLOW,workflow.execute,workflow_run,WFR00368,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00368,true
AUD000369,2026-04-27T11:10:00,User,U0117,AI_WORKFLOW,workflow.execute,workflow_run,WFR00369,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00369,true
AUD000370,2026-01-24T18:03:00,User,U0182,AI_WORKFLOW,workflow.execute,workflow_run,WFR00370,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00370,true
AUD000371,2026-03-15T12:57:00,User,U0030,AI_WORKFLOW,workflow.execute,workflow_run,WFR00371,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00371,true
AUD000372,2026-07-23T13:13:00,User,U0072,AI_WORKFLOW,workflow.execute,workflow_run,WFR00372,Needs Human Review,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.72}",WFR00372,true
AUD000373,2026-05-27T17:09:00,User,U0161,AI_WORKFLOW,workflow.execute,workflow_run,WFR00373,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.831}",WFR00373,true
AUD000374,2026-06-10T12:21:00,User,U0134,AI_WORKFLOW,workflow.execute,workflow_run,WFR00374,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.934}",WFR00374,true
AUD000375,2026-02-02T13:50:00,User,U0157,AI_WORKFLOW,workflow.execute,workflow_run,WFR00375,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00375,true
AUD000376,2026-05-21T09:20:00,User,U0164,AI_WORKFLOW,workflow.execute,workflow_run,WFR00376,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.793}",WFR00376,true
AUD000377,2026-08-12T10:19:00,User,U0154,AI_WORKFLOW,workflow.execute,workflow_run,WFR00377,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.886}",WFR00377,true
