workflow_run_id,workflow_definition_id,user_id,user_roles,original_query,input_modality,started_at,completed_at,status,security_decision,required_permission,requires_human_approval,approval_request_id,agent_route,final_answer_summary,evidence_sources,confidence_score,grounding_score,execution_time_ms,estimated_cost_usd,explanation_summary,error_type
WFR00076,WFD007,U0197,Employee,Route this discount exception.,text,2026-03-26T08:54:00,2026-03-26T08:54:03.053000,Completed,ALLOW,sales.read,true,APR00178,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.897,0.815,3053,0.04106,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00077,WFD001,U0021,Employee,What is the remote-work policy?,text+csv,2026-08-12T13:17:00,2026-08-12T13:17:03.793000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.762,0.93,3793,0.04037,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00078,WFD003,U0021,Employee,Which project teams have workload above 100 percent?,text,2026-08-26T09:49:00,2026-08-26T09:49:02.466000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.912,0.833,2466,0.04643,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00079,WFD001,U0004,Employee|Project_Manager,What is the remote-work policy?,text+docx,2026-05-05T12:10:00,2026-05-05T12:10:03.998000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.968,0.989,3998,0.03337,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00080,WFD001,U0145,Employee,What is the remote-work policy?,text+docx,2026-05-13T14:29:00,2026-05-13T14:29:02.231000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC005,0.829,0.896,2231,0.03239,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00081,WFD010,U0096,Employee,Show the salary access policy.,text+pdf,2026-03-27T08:38:00,2026-03-27T08:38:01.045000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC003,1.0,1.0,1045,0.01336,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00082,WFD009,U0057,Employee,Show my leave history.,text,2026-05-30T14:53:00,2026-05-30T14:53:01.158000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1158,0.01978,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00083,WFD010,U0135,Employee,Retrieve the restricted security policy.,text+docx,2026-08-11T10:50:00,2026-08-11T10:50:00.715000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC006,1.0,1.0,715,0.00363,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00084,WFD010,U0100,Employee,Retrieve the restricted security policy.,text+pdf,2026-01-04T09:55:00,2026-01-04T09:55:01.051000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC005,1.0,1.0,1051,0.0134,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00085,WFD004,U0040,Employee,List all employee compensation records.,text,2026-07-20T10:18:00,2026-07-20T10:18:01.278000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1278,0.01658,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00086,WFD002,U0169,Employee,Analyze Project Atlas status.,text,2026-05-29T09:32:00,2026-05-29T09:32:02.176000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.897,0.968,2176,0.01564,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00087,WFD011,U0137,Employee,Which evaluation program has the highest regression rate?,text,2026-07-28T11:50:00,2026-07-28T11:50:00.918000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,918,0.0104,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00088,WFD005,U0063,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-01-29T17:17:00,2026-01-29T17:17:02.487000,Awaiting Approval,ALLOW,project.read,true,APR00183,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.893,0.93,2487,0.05877,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00089,WFD010,U0039,Employee,Show the salary access policy.,text+csv,2026-01-25T08:08:00,2026-01-25T08:08:00.911000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC006,1.0,1.0,911,0.01348,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00090,WFD004,U0105,Employee,Show the annual salary of employee E0013.,text,2026-03-22T14:14:00,2026-03-22T14:14:01.367000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1367,0.02128,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00091,WFD004,U0058,Employee,Show the annual salary of employee E0013.,text,2026-06-01T09:17:00,2026-06-01T09:17:01.364000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1364,0.00653,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00092,WFD001,U0165,Employee,How many casual leave days are available?,text,2026-06-14T10:59:00,2026-06-14T10:59:02.726000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.854,0.846,2726,0.02908,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00093,WFD001,U0133,Employee,What is the incident response time for a P1 event?,text,2026-03-16T17:23:00,2026-03-16T17:23:03.501000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.974,0.957,3501,0.02297,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00094,WFD008,U0049,Employee,Approve the purchase request according to policy.,text,2026-04-11T12:35:00,2026-04-11T12:35:01.073000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1073,0.01651,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00095,WFD006,U0142,Employee,Compare sales channels in Q2 2026.,text+docx,2026-06-14T10:00:00,2026-06-14T10:00:02.750000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.89,0.913,2750,0.02069,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00096,WFD010,U0043,Employee,Retrieve the restricted security policy.,text+pdf,2026-02-27T10:35:00,2026-02-27T10:35:00.946000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC012,1.0,1.0,946,0.01127,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00097,WFD002,U0029,Employee,Which tasks are overdue in Project Nova?,text,2026-01-10T17:35:00,2026-01-10T17:35:02.178000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.827,0.959,2178,0.01877,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00098,WFD005,U0012,Employee|Project_Manager,Move a deployment task to an available team member.,text,2026-03-21T17:31:00,2026-03-21T17:31:02.814000,Completed,ALLOW,project.read,true,APR00144,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.846,0.918,2814,0.04029,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00099,WFD001,U0187,Employee,What is the incident response time for a P1 event?,text,2026-07-15T11:31:00,2026-07-15T11:31:04.501000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.868,0.818,4501,0.02185,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00100,WFD012,U0055,Employee,Analyze workforce capacity and sales performance for executives.,text,2026-03-09T12:48:00,2026-03-09T12:48:00.954000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC005;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,954,0.01399,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00101,WFD004,U0172,Employee,Show the annual salary of employee E0013.,text,2026-01-20T18:07:00,2026-01-20T18:07:00.552000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,552,0.00427,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00102,WFD011,U0078,Employee,Which evaluation program has the highest regression rate?,text,2026-08-21T13:48:00,2026-08-21T13:48:00.680000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,680,0.01524,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00103,WFD012,U0113,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+pdf,2026-02-16T13:09:00,2026-02-16T13:09:00.466000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC009;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,466,0.02367,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00104,WFD004,U0188,Employee,Show the annual salary of employee E0013.,text,2026-03-29T18:26:00,2026-03-29T18:26:00.499000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,499,0.01272,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00105,WFD003,U0095,Employee,Check Project Atlas and identify overloaded team members.,text,2026-06-05T10:05:00,2026-06-05T10:05:03.880000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.977,0.903,3880,0.03299,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00106,WFD012,U0029,Employee,Create a cross-domain operational risk briefing.,text+csv,2026-01-18T17:18:00,2026-01-18T17:18:00.778000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC005;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,778,0.01425,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00107,WFD001,U0142,Employee,What is the incident response time for a P1 event?,text+csv,2026-03-15T17:35:00,2026-03-15T17:35:03.117000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.745,0.81,3117,0.0211,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00108,WFD005,U0184,Employee,Reassign task after checking workload.,text,2026-01-08T17:07:00,2026-01-08T17:07:03.482000,Needs Human Review,ALLOW,project.read,true,APR00180,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.722,0.961,3482,0.03693,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00109,WFD003,U0014,AI_Reviewer|Employee,Which project teams have workload above 100 percent?,text,2026-02-15T08:56:00,2026-02-15T08:56:02.761000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.777,0.915,2761,0.03983,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00110,WFD009,U0007,Employee|Project_Manager,Approve a four-day leave request.,text,2026-04-22T09:46:00,2026-04-22T09:46:00.875000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,875,0.00607,"Deterministic RBAC checked roles Employee, Project_Manager and denied the requested permission.",
WFR00111,WFD006,U0033,Employee,Which product category has the lowest margin?,text+docx,2026-02-14T09:21:00,2026-02-14T09:21:02.319000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.791,0.912,2319,0.03282,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00112,WFD003,U0158,Employee,Check Project Atlas and identify overloaded team members.,text,2026-06-17T09:08:00,2026-06-17T09:08:03.790000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.7,0.773,3790,0.02199,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00113,WFD009,U0200,Employee,Approve a four-day leave request.,text,2026-06-18T17:11:00,2026-06-18T17:11:00.888000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,888,0.01724,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00114,WFD006,U0073,Employee,Compare sales channels in Q2 2026.,text,2026-04-22T10:32:00,2026-04-22T10:32:03.099000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.76,0.87,3099,0.02712,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00115,WFD009,U0068,Employee,Summarize sick leave by department.,text,2026-03-06T08:35:00,2026-03-06T08:35:00.669000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,669,0.00929,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00116,WFD007,U0107,Employee,Can the sales manager grant a 22 percent discount?,text,2026-04-07T11:25:00,2026-04-07T11:25:02.371000,Completed,ALLOW,sales.read,true,APR00161,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.826,0.844,2371,0.03691,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00117,WFD009,U0076,Employee,Summarize sick leave by department.,text,2026-03-16T14:03:00,2026-03-16T14:03:01.550000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1550,0.02227,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00118,WFD012,U0188,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+csv,2026-05-03T14:04:00,2026-05-03T14:04:00.686000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC003;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,686,0.01794,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00119,WFD007,U0116,Employee,Route this discount exception.,text,2026-07-22T13:18:00,2026-07-22T13:18:02.586000,Needs Human Review,ALLOW,sales.read,true,APR00126,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.964,0.776,2586,0.04841,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00120,WFD003,U0010,Employee,Which project teams have workload above 100 percent?,text,2026-01-03T08:13:00,2026-01-03T08:13:03.279000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.939,0.85,3279,0.05947,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00121,WFD009,U0159,Employee,Show my leave history.,text,2026-01-05T10:55:00,2026-01-05T10:55:00.925000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,925,0.01306,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00122,WFD005,U0103,Employee,Reassign task after checking workload.,text,2026-04-10T18:30:00,2026-04-10T18:30:04.085000,Completed,ALLOW,project.read,true,APR00099,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.755,0.977,4085,0.03275,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00123,WFD002,U0141,Employee,Analyze Project Atlas status.,text,2026-01-29T09:41:00,2026-01-29T09:41:02.063000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.926,0.955,2063,0.03788,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00124,WFD006,U0165,Employee,Which region has the highest sales and profit?,text+docx,2026-07-07T13:31:00,2026-07-07T13:31:02.887000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.828,0.895,2887,0.03389,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00125,WFD003,U0058,Employee,Which project teams have workload above 100 percent?,text,2026-07-18T15:51:00,2026-07-18T15:51:02.893000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.892,0.978,2893,0.04646,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00126,WFD007,U0035,Employee,Approve a 15 percent discount for this order.,text,2026-05-08T11:14:00,2026-05-08T11:14:03.187000,Awaiting Approval,ALLOW,sales.read,true,APR00022,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.742,0.834,3187,0.04205,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00127,WFD006,U0189,Employee,Which product category has the lowest margin?,text+csv,2026-07-28T10:18:00,2026-07-28T10:18:02.437000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.909,0.978,2437,0.03655,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00128,WFD006,U0089,Employee,Which region has the highest sales and profit?,text,2026-07-07T14:52:00,2026-07-07T14:52:01.508000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.937,0.805,1508,0.03287,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00129,WFD010,U0174,Employee,Retrieve the restricted security policy.,text+csv,2026-07-19T10:17:00,2026-07-19T10:17:00.534000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC009,1.0,1.0,534,0.01276,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00130,WFD002,U0055,Employee,Analyze Project Atlas status.,text,2026-05-22T17:39:00,2026-05-22T17:39:02.881000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.74,0.923,2881,0.03393,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00131,WFD012,U0170,Employee,Create a cross-domain operational risk briefing.,text,2026-03-20T15:28:00,2026-03-20T15:28:00.340000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC006;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,340,0.01272,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00132,WFD009,U0068,Employee,Summarize sick leave by department.,text,2026-07-03T09:02:00,2026-07-03T09:02:01.404000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1404,0.0061,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00133,WFD006,U0096,Employee,Which product category has the lowest margin?,text,2026-03-26T14:36:00,2026-03-26T14:36:01.517000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.969,0.815,1517,0.04779,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00134,WFD009,U0050,Employee,Summarize sick leave by department.,text,2026-05-27T12:19:00,2026-05-27T12:19:00.923000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,923,0.01472,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00135,WFD009,U0127,Employee,Show my leave history.,text,2026-01-25T13:00:00,2026-01-25T13:00:01.323000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1323,0.0056,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00136,WFD011,U0151,Employee,Show current hallucination and pass rates.,text,2026-01-11T17:18:00,2026-01-11T17:18:00.475000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,475,0.0191,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00137,WFD009,U0121,Employee,Approve a four-day leave request.,text,2026-07-27T18:27:00,2026-07-27T18:27:01.222000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1222,0.01665,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00138,WFD007,U0195,Employee|Executive,Approve a 15 percent discount for this order.,text,2026-02-15T09:49:00,2026-02-15T09:49:03.519000,Completed,ALLOW,sales.read,true,APR00104,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.859,0.99,3519,0.04547,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00139,WFD003,U0092,Employee,Which project teams have workload above 100 percent?,text,2026-07-28T13:57:00,2026-07-28T13:57:03.879000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.819,0.927,3879,0.02862,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00140,WFD006,U0049,Employee,Which product category has the lowest margin?,text+csv,2026-08-06T12:01:00,2026-08-06T12:01:02.579000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.961,0.815,2579,0.02284,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00141,WFD005,U0185,Employee,Reassign task after checking workload.,text,2026-05-19T10:23:00,2026-05-19T10:23:03.755000,Completed,ALLOW,project.read,true,APR00179,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.782,0.945,3755,0.0569,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00142,WFD010,U0182,Employee,Can an employee read the compensation policy?,text+csv,2026-03-12T16:40:00,2026-03-12T16:40:00.982000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC009,1.0,1.0,982,0.00521,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00143,WFD007,U0083,Employee,Can the sales manager grant a 22 percent discount?,text,2026-02-23T12:48:00,2026-02-23T12:48:02.851000,Completed,ALLOW,sales.read,true,APR00160,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.78,0.847,2851,0.03868,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00144,WFD009,U0123,Employee|Executive,Show my leave history.,text,2026-05-14T09:01:00,2026-05-14T09:01:02.085000,Needs Human Review,ALLOW,leave.read_all,true,,A001|A002|A004|A008|A009,The workflow completed with grounded evidence and an explainable result.,,0.719,0.965,2085,0.02385,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00145,WFD012,U0183,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+docx,2026-01-11T08:00:00,2026-01-11T08:00:00.776000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC006;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,776,0.02082,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00146,WFD005,U0032,Employee,Reassign task after checking workload.,text,2026-05-22T11:12:00,2026-05-22T11:12:02.359000,Awaiting Approval,ALLOW,project.read,true,APR00076,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.827,0.863,2359,0.03818,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00147,WFD002,U0020,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-02-18T09:30:00,2026-02-18T09:30:02.442000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.846,0.846,2442,0.03765,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00148,WFD003,U0129,Employee,Which project teams have workload above 100 percent?,text,2026-07-20T14:59:00,2026-07-20T14:59:02.976000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.714,0.894,2976,0.03753,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00149,WFD004,U0169,Employee,What is the average salary in Engineering?,text,2026-08-08T16:24:00,2026-08-08T16:24:00.774000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,774,0.01159,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00150,WFD003,U0161,Employee,Which project teams have workload above 100 percent?,text,2026-01-26T12:34:00,2026-01-26T12:34:02.743000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.789,0.89,2743,0.02636,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
